NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Guadalupe County, Texas",0500000US48187,127499,36.3,106602,7850,565,1792,137,7237,48769,44554,34901,9653,25491,88,461,557,1817,3124,19444,150700,62,125397,12106,25627,1008,61608,81196,34411,3208,77668,56945,66760,16750,48,187
"Hale County, Texas",0500000US48189,36108,32.5,29717,1770,197,169,30,2863,13560,11707,7442,4265,10814,62,48,229,472,2091,7912,73500,13,32302,6470,17255,213,39335,27258,5008,359,21256,11996,17124,2455,48,189
"Hall County, Texas",0500000US48191,3385,42.3,2592,244,4,7,19,464,1947,1402,963,439,1167,13,30,17,210,90,807,37800,0,3322,861,19999,24,32059,2363,543,29,1770,1256,1583,263,48,191
"Hamilton County, Texas",0500000US48193,8491,45.8,8351,51,0,4,0,35,4570,3024,2456,568,1551,39,19,23,217,175,1078,82600,99,8205,1025,22134,55,40757,6973,1214,1,4588,4145,3949,868,48,193
"Hansford County, Texas",0500000US48195,5524,35.9,4637,29,32,38,15,664,2344,1895,1485,410,1265,17,0,7,61,97,1083,69400,0,5447,725,21512,44,52610,3263,1233,25,3080,1821,2577,612,48,195
"Hardeman County, Texas",0500000US48197,4181,43.9,3602,351,8,38,0,95,2268,1692,1309,383,1063,0,0,26,169,37,831,46800,5,4099,911,18749,15,36568,3295,708,57,2283,1963,2004,401,48,197
"Hardin County, Texas",0500000US48199,53984,38.2,48828,3271,192,295,0,957,22396,20204,15902,4302,10886,85,10,81,727,1630,8353,99200,73,53420,6131,25110,436,54588,42548,10588,120,32644,31369,28134,4571,48,199
"Harris County, Texas",0500000US48201,4025409,32.1,2464110,759849,16650,249348,2447,463883,1580658,1391103,801419,589684,1552463,4191,5946,17305,76210,203849,1244962,132300,11070,3983054,690967,27570,79666,52675,2150032,826179,43668,2569267,1457771,2163352,612666,48,201
"Harrison County, Texas",0500000US48203,64999,37.4,48017,14959,75,216,0,1064,27649,23423,17285,6138,16583,84,200,231,1141,2848,12079,104600,135,62612,9110,22519,498,45357,45088,16256,431,39605,35842,33555,6389,48,203
"Hartley County, Texas",0500000US48205,5974,39.6,5028,401,12,5,0,464,1931,1727,1267,460,1231,0,20,63,62,156,930,138200,19,4498,358,25413,113,69414,3571,2083,14,3933,2879,3734,807,48,205
"Haskell County, Texas",0500000US48207,5877,44.4,4691,264,12,16,0,783,3462,2544,1869,675,1408,19,53,57,34,184,1061,40700,3,5635,956,23748,75,39578,5093,483,40,3362,2631,2969,360,48,207
"Hays County, Texas",0500000US48209,152827,30.1,116356,5206,862,2065,75,25488,57591,52717,35474,17243,41708,40,499,103,1038,4521,35507,174800,497,144998,23771,26388,2134,58247,103968,36194,2191,102637,77091,74461,26779,48,209
"Hemphill County, Texas",0500000US48211,3758,39.6,3357,4,24,0,0,313,1822,1573,1185,388,1065,5,0,87,42,46,885,104900,9,3708,613,30937,58,54360,2242,1035,46,2209,1715,1948,322,48,211
"Henderson County, Texas",0500000US48213,78394,42.6,69308,5186,484,265,57,2087,39468,30552,23623,6929,18067,55,21,358,1320,2503,13810,87000,167,76862,12283,22325,613,41242,56167,17675,278,45441,41134,39223,5464,48,213
"Hidalgo County, Texas",0500000US48215,757453,28.2,620860,3619,2123,7598,3,116761,246326,209796,147106,62690,210308,1167,2183,2993,12880,32169,158916,75500,442,750873,264791,13821,3384,32479,452985,74651,5870,423517,47695,342157,55504,48,215
"Hill County, Texas",0500000US48217,35033,40.7,30757,2380,473,160,0,823,16024,13231,9940,3291,8544,35,118,103,634,1253,6401,85400,45,33840,5529,20689,175,39944,26334,5867,166,20115,16672,17145,2399,48,217
"Hockley County, Texas",0500000US48219,22929,33.2,18665,673,37,95,0,2749,9297,8147,5950,2197,6066,116,44,90,814,519,4483,77000,0,22150,3542,21560,193,48201,17972,3328,86,13852,9113,10945,1982,48,219
"Hood County, Texas",0500000US48221,50569,45.7,45816,293,405,275,0,3236,24508,20916,16164,4752,11758,8,3,140,993,1112,9502,150400,60,49965,5647,30554,866,54002,31510,15878,490,29283,26072,25839,5893,48,221
"Hopkins County, Texas",0500000US48223,34869,39.1,30431,2745,217,205,10,940,15003,13200,9578,3622,9251,23,48,251,643,1340,6946,93700,51,34048,6183,21501,245,42844,26504,5474,198,20576,17556,17745,2910,48,223
"Houston County, Texas",0500000US48225,23628,44.0,15699,5937,70,62,0,1271,11509,7880,5660,2220,6514,170,70,100,503,1138,4533,67900,41,21695,4501,19413,133,32437,18684,3756,148,14082,12554,12231,1598,48,225
"Howard County, Texas",0500000US48227,34645,37.5,24995,1902,271,253,8,5685,13161,11016,7461,3555,9498,43,34,157,412,1116,7736,61800,41,28640,5652,17997,139,41887,23083,6060,220,22174,14367,19023,1988,48,227
"Hudspeth County, Texas",0500000US48229,3433,30.8,3078,87,0,41,0,212,1403,951,765,186,648,7,0,20,28,157,436,42200,0,3274,1462,12347,12,22634,1862,416,39,1884,449,1521,131,48,229
"Hunt County, Texas",0500000US48231,85390,37.3,69831,7544,452,896,50,5235,36478,30624,21909,8715,21400,101,152,260,1472,2308,17107,92900,135,82712,15109,22356,609,45253,59882,19325,715,52360,45538,43911,7587,48,231
"Hutchinson County, Texas",0500000US48233,22088,37.3,19385,699,316,108,11,1114,10657,8372,6778,1594,4480,3,62,11,399,703,3302,64600,14,21692,3238,22411,63,44120,14656,5885,160,12991,10765,11171,1448,48,233
"Irion County, Texas",0500000US48235,1526,44.0,1347,55,0,6,0,94,843,607,493,114,318,0,0,0,40,31,247,71800,7,1526,52,30611,17,45250,1274,217,12,972,717,910,114,48,235
"Jack County, Texas",0500000US48237,9044,38.8,8312,475,9,20,0,194,4070,2972,2181,791,2099,0,31,95,267,371,1335,69700,4,7787,1293,21314,78,46136,7020,1607,21,5769,5039,4798,612,48,237
"Jackson County, Texas",0500000US48239,14002,38.9,10780,1125,18,0,0,1804,6597,5173,3893,1280,3561,58,0,105,399,768,2231,85900,31,13819,1731,24476,172,50010,11450,1731,59,8178,6138,7010,1312,48,239
"Jasper County, Texas",0500000US48241,35538,39.9,28443,5833,209,213,52,384,16767,13684,10686,2998,7521,68,33,231,316,1512,5361,78600,15,34264,5992,19859,117,40099,27324,6976,185,20835,19403,18182,2499,48,241
"Jeff Davis County, Texas",0500000US48243,2328,51.3,2085,2,44,10,2,170,1667,991,826,165,416,0,0,3,56,16,341,99000,21,2254,218,24260,8,49149,1467,690,11,1361,762,1189,338,48,243
"Jefferson County, Texas",0500000US48245,250714,36.0,135978,84564,802,8403,150,16531,103744,91432,58870,32562,77747,481,667,1881,4876,11515,58327,93100,235,234017,44144,22643,2400,42883,172494,51860,1391,158455,128986,131921,24273,48,245
"Jim Hogg County, Texas",0500000US48247,5231,32.2,4571,57,42,0,0,457,2464,1708,1196,512,1629,32,178,0,27,415,977,49800,0,5134,506,16902,27,36752,4193,331,10,3216,310,2366,173,48,247
"Jim Wells County, Texas",0500000US48249,40821,34.1,36547,214,128,203,0,3087,16072,13541,9994,3547,9992,157,56,232,843,2409,6295,68300,0,40153,9189,18268,199,37413,35820,3494,100,23651,8609,19679,2311,48,249
"Johnson County, Texas",0500000US48251,149681,36.0,137930,4138,1006,1060,302,2964,55980,51220,38663,12557,35362,17,191,302,1720,4789,28343,113500,348,146263,15828,24381,1419,55970,103779,33918,1485,91850,78533,78914,13225,48,251
"Jones County, Texas",0500000US48253,20140,39.6,15666,2829,102,158,0,1154,7411,5910,4590,1320,2579,106,55,35,276,321,1786,57100,0,13690,1785,14197,50,37872,15024,3961,198,13656,10377,11960,1171,48,253
"Karnes County, Texas",0500000US48255,14873,36.7,9645,1388,100,108,62,3243,5624,4630,3251,1379,3508,45,41,83,126,621,2592,70100,17,10552,2393,17622,93,39297,12242,1559,16,9936,5700,8429,908,48,255
"Kaufman County, Texas",0500000US48257,101197,35.2,84584,10132,499,633,204,2627,37665,34014,26501,7513,21964,61,146,144,1018,2870,17725,129300,78,99624,11741,24390,1061,60575,72730,21283,550,61708,52355,53596,10031,48,257
"Kendall County, Texas",0500000US48259,32642,43.6,30629,419,17,211,0,1047,13848,12469,9353,3116,6736,0,0,69,320,588,5759,264500,528,32124,2875,36426,1189,72092,19301,10242,358,19584,15981,17333,6724,48,259
"Kenedy County, Texas",0500000US48261,325,51.4,317,7,0,0,0,1,262,82,38,44,213,0,0,18,7,30,158,54400,6,325,62,14754,0,45625,247,71,0,163,113,154,34,48,261
"Kent County, Texas",0500000US48263,859,45.9,828,0,6,0,0,21,556,410,311,99,207,10,0,2,22,33,140,57700,3,815,57,23726,0,43750,713,119,8,476,422,387,92,48,263
"Kerr County, Texas",0500000US48265,49216,46.9,45191,968,232,533,30,1319,23614,20278,14781,5497,13890,0,123,88,770,1834,11075,136700,178,47577,6714,25942,641,44529,31027,14315,607,26997,21020,22925,6189,48,265
"Kimble County, Texas",0500000US48267,4578,48.5,4280,17,3,118,0,155,3362,1839,1285,554,1421,0,131,110,95,172,913,85300,39,4481,781,24520,7,43653,3548,525,33,2672,1897,2368,500,48,267
"King County, Texas",0500000US48269,253,45.1,203,1,0,7,0,29,164,100,45,55,136,0,0,7,8,38,83,275000,4,253,14,36564,11,61250,162,49,9,194,183,187,60,48,269
"Kinney County, Texas",0500000US48271,3656,46.2,3394,96,47,30,0,76,1923,1156,954,202,729,20,55,0,57,167,430,49100,0,3538,988,15522,7,25703,2753,602,10,2016,903,1793,198,48,271
"Kleberg County, Texas",0500000US48273,31823,28.8,26996,1261,153,751,32,2143,12786,11119,6345,4774,11711,100,179,264,543,997,9628,72000,18,29978,7444,19156,293,37222,25135,4163,491,20472,9619,14401,3495,48,273
"Knox County, Texas",0500000US48275,3703,41.1,2983,286,5,0,0,394,2052,1613,1047,566,1200,33,0,15,184,177,791,40000,0,3554,673,19424,13,32646,3090,320,8,1962,1495,1799,248,48,275
"Lamar County, Texas",0500000US48277,49681,39.5,40500,6675,514,315,30,620,22464,19045,13035,6010,15169,42,184,133,756,1726,12328,84300,40,48238,8179,20972,284,40050,36608,10630,240,29321,27117,24690,4371,48,277
"Lamb County, Texas",0500000US48279,14063,35.8,12526,624,50,6,0,588,6130,4767,3479,1288,3887,49,36,143,219,735,2705,54000,3,13768,2909,17356,68,35589,11078,1535,27,7640,4334,6458,959,48,279
"Lampasas County, Texas",0500000US48281,19762,40.3,17599,776,261,135,20,505,8659,7067,5359,1708,5234,12,6,81,77,637,4421,124100,20,19305,2948,24216,193,48760,11302,6254,758,11713,9520,10155,2008,48,281
"La Salle County, Texas",0500000US48283,6800,32.8,5742,81,104,20,0,770,2617,1957,1257,700,2106,0,0,29,114,423,1540,42500,0,6054,1473,14014,42,25313,5470,839,6,4112,1459,3388,208,48,283
"Lavaca County, Texas",0500000US48285,19253,44.8,15643,1419,2,7,0,1986,10314,7928,6254,1674,4010,85,16,67,407,643,2792,85000,19,18829,1901,23597,155,43570,16817,1335,8,10751,8764,9537,1587,48,285
"Lee County, Texas",0500000US48287,16565,40.0,13845,1907,41,0,0,557,7461,6063,4637,1426,3646,20,4,44,194,505,2879,111800,51,15766,1973,23719,113,45754,12901,2464,155,9693,7836,8360,1246,48,287
"Leon County, Texas",0500000US48289,16757,45.2,13722,1351,139,27,0,1468,9454,6478,5494,984,2651,23,38,32,199,353,2006,83000,15,16470,2881,22813,151,42150,12131,3715,115,9451,8568,8301,953,48,289
"Liberty County, Texas",0500000US48291,75317,36.0,59572,8567,325,358,56,5427,28634,24217,18981,5236,14204,79,54,130,1213,2568,10160,83500,48,69546,11258,19628,326,47460,55522,14418,369,47548,39960,40406,3412,48,291
"Limestone County, Texas",0500000US48293,23282,39.6,18065,4267,56,64,0,595,10479,7913,6247,1666,4556,12,6,87,410,532,3509,81600,25,20813,3967,19236,58,42851,17760,3438,83,14090,11515,12266,1369,48,293
"Lipscomb County, Texas",0500000US48295,3260,36.9,2720,23,73,59,9,344,1521,1169,824,345,1065,12,3,32,33,98,887,77100,2,3211,473,25676,36,55457,1468,1391,5,1857,1320,1605,336,48,295
"Live Oak County, Texas",0500000US48297,11482,42.5,10114,535,122,33,0,491,6079,3848,3207,641,2013,37,3,4,189,385,1395,88200,26,9790,1429,21843,95,45276,8712,2210,51,7044,4922,6175,902,48,297
"Llano County, Texas",0500000US48299,19133,54.9,18278,141,56,23,0,281,14115,8221,6539,1682,4381,17,213,125,609,337,3080,159800,218,18909,2471,32277,408,41837,12434,5978,163,10196,9063,9005,2344,48,299
"Loving County, Texas",0500000US48301,62,33.8,31,0,16,0,0,15,71,27,12,15,39,0,0,0,0,0,39,66700,0,62,10,31502,0,78125,48,14,0,62,62,56,3,48,301
"Lubbock County, Texas",0500000US48303,274359,30.2,218071,19242,1277,5497,303,21344,114414,102910,61254,41656,98098,215,308,1359,3932,9701,82583,105400,165,261841,49942,23353,3168,43983,206589,50459,2343,177951,134894,129791,37198,48,303
"Lynn County, Texas",0500000US48305,5927,39.5,5366,127,94,44,0,232,2673,2136,1592,544,1434,16,5,18,82,353,960,67000,5,5840,1082,19932,14,46456,4935,562,19,3392,2038,2879,459,48,305
"McCulloch County, Texas",0500000US48307,8242,40.9,7843,213,5,78,0,99,4312,3160,2373,787,2010,4,31,29,138,284,1524,68900,2,8032,1674,21464,109,37861,6734,1039,2,4699,3537,4162,810,48,307
"McLennan County, Texas",0500000US48309,232396,32.6,180467,34505,1077,3303,32,9256,94491,83851,50286,33565,85365,242,527,591,5135,11326,67544,104800,254,223150,48383,21630,1982,41656,168064,42196,2335,144682,115995,110086,24195,48,309
"McMullen County, Texas",0500000US48311,728,41.2,683,0,5,0,0,14,488,270,226,44,137,0,0,0,9,74,54,82100,2,728,111,21743,5,29500,572,103,0,475,303,351,29,48,311
"Madison County, Texas",0500000US48313,13533,33.8,9933,2880,33,48,0,592,5092,3604,2791,813,2751,0,20,0,6,573,2152,82700,8,10739,2440,14915,59,37437,10658,1868,136,8699,6811,6780,645,48,313
"Marion County, Texas",0500000US48315,10678,48.6,7934,2544,25,75,0,29,6237,4667,3610,1057,2148,86,32,43,198,342,1447,63300,22,10494,2374,20075,91,31903,7045,3334,65,6326,6024,5692,671,48,315
"Martin County, Texas",0500000US48317,4704,34.4,4171,246,31,27,0,152,1916,1545,1079,466,1156,0,26,261,10,356,503,71600,0,4610,529,21633,30,42050,3854,387,0,2714,2014,2186,264,48,317
"Mason County, Texas",0500000US48319,3950,48.1,3890,0,14,0,0,28,2509,1631,1347,284,716,0,0,14,161,125,416,152700,32,3936,518,25229,86,41462,3440,314,0,1965,1676,1721,447,48,319
"Matagorda County, Texas",0500000US48321,36662,37.7,29105,4055,148,744,0,1715,18798,13461,9903,3558,9308,112,21,66,575,2014,6520,87500,34,35984,7642,23312,293,43962,26954,5699,249,21778,15095,18304,2969,48,321
"Maverick County, Texas",0500000US48323,53389,30.2,44961,102,736,71,0,6398,17319,14749,10285,4464,14362,214,163,314,907,2469,10295,81900,8,52887,16638,13176,242,29504,29205,4269,1303,29603,1452,24142,3373,48,323
"Medina County, Texas",0500000US48325,45559,37.9,40299,1183,284,269,0,2687,17782,15350,11742,3608,10224,101,79,815,423,1044,7762,107200,98,42998,7157,21381,326,50101,35431,6898,601,27734,16550,23483,4487,48,325
"Menard County, Texas",0500000US48327,2226,46.4,2147,3,0,0,0,27,1728,838,638,200,556,0,0,0,31,102,423,63400,4,2176,421,22033,32,41923,1833,271,0,1363,949,1196,114,48,327
"Midland County, Texas",0500000US48329,135002,33.6,114795,9082,788,1825,4,6143,53785,49534,34755,14779,34279,67,198,232,1805,5176,26801,133100,239,133359,15379,31986,3598,57807,94246,28013,1089,82846,56253,69049,16528,48,329
"Milam County, Texas",0500000US48331,24861,39.6,20355,2342,170,23,0,1411,11292,9323,6600,2723,7518,188,51,106,489,981,5703,85100,15,24450,4151,21678,222,39751,19894,3718,122,13883,11581,12084,1618,48,331
"Mills County, Texas",0500000US48333,4884,47.4,4737,28,0,0,0,110,3044,1841,1452,389,966,2,15,123,40,200,586,90600,51,4649,783,20737,57,38138,3879,590,15,2742,2400,2450,495,48,333
"Mitchell County, Texas",0500000US48335,9372,35.3,6878,1050,45,27,0,1001,4075,2711,2050,661,1949,11,32,40,67,333,1466,58800,5,6811,906,15237,29,41281,7425,1302,103,6299,4416,5185,432,48,335
"Montague County, Texas",0500000US48337,19773,42.7,18415,35,105,94,0,646,10126,7890,6080,1810,4194,42,6,140,101,580,3325,85800,60,19543,2558,23338,217,43509,14826,4077,64,11251,10254,9763,1505,48,337
"Montgomery County, Texas",0500000US48339,443622,36.0,387814,18261,1665,9307,258,16855,173447,155712,115629,40083,105341,121,332,697,4307,12697,87187,161700,1500,440187,50538,32543,13077,66657,244761,140003,4314,275329,221668,239653,75263,48,339
"Moore County, Texas",0500000US48341,21379,30.4,15305,305,151,1228,7,3783,7848,6669,4776,1893,6984,50,56,24,159,622,6073,83400,15,21172,3204,18566,43,48394,12403,4114,40,12237,5597,10031,1406,48,341
"Morris County, Texas",0500000US48343,13017,43.3,9316,3001,34,0,0,365,6025,5095,3772,1323,3535,67,172,66,141,539,2550,72100,18,12715,2213,20568,55,39698,9808,2667,57,7482,6980,6538,1142,48,343
"Motley County, Texas",0500000US48345,1030,44.1,986,17,14,1,0,12,755,415,327,88,274,0,0,0,45,75,154,54100,0,1028,222,18572,0,33281,845,162,2,552,501,467,89,48,345
"Nacogdoches County, Texas",0500000US48347,63872,29.7,48746,11744,333,739,15,1488,27331,23006,13577,9429,22595,65,127,527,948,3304,17624,90800,27,57795,13949,19004,393,35378,47742,10162,443,41500,35236,28450,6933,48,347
"Navarro County, Texas",0500000US48349,47621,37.0,35660,7157,1227,277,0,2513,20161,17299,12249,5050,13551,73,25,207,687,2529,10030,78900,31,46214,9256,20641,438,41074,34897,7354,198,27927,22079,23612,3602,48,349
"Newton County, Texas",0500000US48351,14411,40.9,11001,2997,10,87,119,157,7158,5048,4260,788,1966,19,76,59,132,332,1348,73200,5,13869,2417,19113,107,38409,10983,3068,93,8736,8293,7579,618,48,351
"Nolan County, Texas",0500000US48353,15098,38.6,11794,657,87,0,0,1917,7141,5693,3892,1801,4390,30,148,44,494,681,2993,52400,21,14612,2764,19532,92,37177,12409,1841,66,8867,6655,7424,1163,48,353
"Nueces County, Texas",0500000US48355,337182,34.9,285565,13631,1153,5341,243,24097,139952,121969,74033,47936,121889,457,409,1864,8144,17623,93392,107900,317,331670,62324,23525,3225,44815,250736,56816,4415,209282,116822,174051,36743,48,355
"Ochiltree County, Texas",0500000US48357,10147,31.1,7646,68,106,33,0,1905,4054,3735,2655,1080,2768,64,0,34,60,278,2332,79600,0,10074,2174,21935,88,49794,5144,2811,199,5810,3340,4898,833,48,357
"Oldham County, Texas",0500000US48359,2032,39.0,1833,57,11,29,20,52,883,697,495,202,500,3,39,0,73,139,246,89600,0,1943,389,24112,23,57054,1465,480,36,1149,1021,1035,321,48,359
"Orange County, Texas",0500000US48361,82184,38.4,71613,7215,390,922,16,1317,35127,31161,24029,7132,17298,79,160,350,1234,2165,13310,84000,49,80789,10961,23451,469,48833,59891,19706,366,49957,46899,42987,5314,48,361
"Palo Pinto County, Texas",0500000US48363,27977,40.2,24284,687,208,223,0,2112,15138,10737,7506,3231,8205,255,14,82,396,1351,6107,81600,79,27574,4364,21727,226,40385,20304,5781,186,16483,14283,14211,2131,48,363
"Panola County, Texas",0500000US48365,23690,40.0,18153,4086,103,64,0,867,10924,8640,7145,1495,4345,18,98,177,300,669,3083,80900,17,23076,2956,24105,132,48088,16395,6361,96,14169,13201,12043,1329,48,365
"Parker County, Texas",0500000US48367,114764,38.6,106274,1975,878,593,7,2953,45710,41579,33030,8549,21333,8,140,445,1099,2859,16782,150000,344,111136,12100,29972,2066,63725,76660,32364,985,71456,65219,61754,14719,48,367
"Parmer County, Texas",0500000US48369,10157,32.2,9186,46,58,0,0,696,3811,3359,2406,953,2870,12,115,209,291,386,1857,90500,0,9978,1963,17646,44,40926,5588,2572,105,5747,2548,4783,669,48,369
"Pecos County, Texas",0500000US48371,15465,36.0,13330,913,26,102,0,918,5649,4774,3280,1494,3542,0,29,135,439,428,2511,54700,20,12860,2182,17867,97,40925,10926,1832,236,9807,4579,8407,989,48,371
"Polk County, Texas",0500000US48373,45653,43.3,37775,5096,563,251,0,1003,22534,16842,13329,3513,8884,33,177,177,485,1429,6583,73700,26,41886,8356,18470,200,36073,32460,10166,247,27387,23284,23760,2397,48,373
"Potter County, Texas",0500000US48375,120626,32.7,91042,12256,1023,4345,121,7908,47107,41768,24742,17026,44271,299,118,497,2490,6286,34581,82800,99,116872,26519,19304,680,37766,77796,25116,1085,73973,50835,61823,9339,48,375
"Presidio County, Texas",0500000US48377,7727,39.1,6598,50,398,32,0,575,3961,2735,1922,813,1949,74,0,74,356,247,1198,58200,15,7637,1750,16510,32,28724,4495,954,99,4205,780,3654,808,48,377
"Rains County, Texas",0500000US48379,10994,45.4,10003,281,49,41,0,451,5225,4079,3413,666,1935,5,20,13,365,417,1115,90300,8,10829,1279,21513,12,45168,8084,2382,93,6427,5995,5651,835,48,379
"Randall County, Texas",0500000US48381,118994,35.3,106865,2636,722,1673,40,3779,50991,46735,32528,14207,30346,155,119,241,1573,4006,24252,135800,114,116973,11020,29197,1852,57121,81283,31682,1039,74639,65475,61026,19306,48,381
