NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,us
United States,0100000US,306603772,37.0,227167013,38395857,2502653,14497185,500592,15723818,131034946,114761359,75896759,38864600,95162837,68763534,186200,1750030,298787998,42739924,27915,5156369,52762,179872457,83310195,4152282,192947199,151783896,162439303,48770433,1
