NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 1, Adams County, Mississippi",1400000US28001000100,5580,43.0,3093,2100,41,35,0,311,2554,1998,1628,370,1106,828,88400,1628,58,5199,1301,19114,1998,54,26898,5580,4056,1114,8,3587,3201,1106,0,0,24,9,245,828,28,001,000100
"Census Tract 2, Adams County, Mississippi",1400000US28001000200,4362,37.5,726,3633,0,0,0,3,1911,1561,1290,271,843,505,66000,1290,0,4330,1501,13035,1561,8,23054,4362,3915,420,16,2681,2628,843,8,25,0,152,153,505,28,001,000200
"Census Tract 3, Adams County, Mississippi",1400000US28001000300,2444,42.0,42,2402,0,0,0,0,1263,958,606,352,959,642,62000,606,3,2420,1092,10737,958,6,15932,2444,2162,282,0,1635,1635,959,0,97,30,6,184,642,28,001,000300
"Census Tract 4, Adams County, Mississippi",1400000US28001000400,3969,34.4,266,3701,0,2,0,0,1519,1286,520,766,2513,1776,59800,520,0,3907,2171,11479,1286,8,16458,3969,3408,551,8,2279,2264,2513,0,54,58,195,430,1776,28,001,000400
"Census Tract 5, Adams County, Mississippi",1400000US28001000500,3918,39.1,1378,2525,15,0,0,0,1661,1373,920,453,1396,665,72900,920,0,3918,768,16506,1373,0,32117,3918,3263,642,0,2171,2158,1396,27,6,100,87,511,665,28,001,000500
"Census Tract 6, Adams County, Mississippi",1400000US28001000600,2063,46.5,1397,648,0,0,0,0,1175,978,610,368,877,500,88600,610,10,2063,418,25551,978,19,33659,2063,1412,643,8,1330,1323,877,0,0,0,146,231,500,28,001,000600
"Census Tract 7, Adams County, Mississippi",1400000US28001000700,1927,48.4,992,785,0,139,0,11,1144,849,448,401,812,668,278800,448,0,1794,535,21662,849,18,26917,1927,1209,571,38,1188,1075,812,11,0,0,40,93,668,28,001,000700
"Census Tract 8, Adams County, Mississippi",1400000US28001000800,4131,35.3,1552,2579,0,0,0,0,1650,1475,1101,374,815,641,67400,1101,21,4077,1432,14805,1475,22,29238,4131,3034,1056,41,2623,2607,815,0,0,174,0,0,641,28,001,000800
"Census Tract 9, Adams County, Mississippi",1400000US28001000900,4037,46.1,3409,587,28,13,0,0,1819,1596,1206,390,888,496,116200,1206,0,3884,728,25714,1596,35,41541,4037,2778,1139,55,2397,2271,888,0,0,83,260,49,496,28,001,000900
"Census Tract 9501, Alcorn County, Mississippi",1400000US28003950100,5518,43.3,5232,169,0,0,0,14,2602,2200,1633,567,1171,974,99100,1633,0,5504,780,20897,2200,34,36814,5518,3288,2071,0,3626,3403,1171,0,53,13,50,81,974,28,003,950100
