NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 101, Androscoggin County, Maine",1400000US23001010100,1469,40.5,1309,28,0,20,0,5,986,823,167,656,872,490,159500,167,0,1324,339,17038,823,0,18413,1469,1005,369,25,991,914,872,0,0,8,155,219,490,23,001,010100
"Census Tract 102, Androscoggin County, Maine",1400000US23001010200,4861,38.1,4596,142,25,27,0,0,2250,1903,1074,829,1628,1351,157900,1074,24,4636,712,20618,1903,8,38856,4861,3561,1037,26,3082,2803,1628,0,0,49,102,126,1351,23,001,010200
"Census Tract 103, Androscoggin County, Maine",1400000US23001010300,2410,29.9,1894,340,0,0,0,0,1202,1033,302,731,1702,1345,144900,302,0,2409,1013,17843,1033,10,25417,2410,1426,753,24,1345,1098,1702,0,0,24,96,237,1345,23,001,010300
"Census Tract 104, Androscoggin County, Maine",1400000US23001010400,2297,40.4,2273,15,0,0,0,0,907,854,711,143,321,280,160000,711,0,2160,48,27514,854,28,54107,2297,1774,481,16,1366,1243,321,0,15,0,0,26,280,23,001,010400
"Census Tract 105, Androscoggin County, Maine",1400000US23001010500,1908,39.2,1873,0,0,0,0,0,1066,969,284,685,1377,785,179900,284,0,1908,417,21632,969,40,28574,1908,1435,448,9,1144,970,1377,17,0,16,363,196,785,23,001,010500
"Census Tract 106, Androscoggin County, Maine",1400000US23001010600,3031,43.7,2883,0,4,76,0,0,1326,1304,1094,210,484,287,160200,1094,0,3030,226,28045,1304,7,60613,3031,2393,554,0,1887,1681,484,16,20,0,49,112,287,23,001,010600
"Census Tract 107, Androscoggin County, Maine",1400000US23001010700,3161,41.3,3062,27,0,40,0,0,1438,1407,1059,348,531,429,147700,1059,0,3160,198,30682,1407,49,48125,3161,2442,678,29,2108,1968,531,0,11,0,14,77,429,23,001,010700
"Census Tract 108, Androscoggin County, Maine",1400000US23001010800,4043,43.5,3788,75,4,55,0,60,1969,1782,1514,268,531,429,185200,1514,0,4033,287,32461,1782,63,62237,4043,2606,1221,69,2527,2288,531,0,36,9,57,0,429,23,001,010800
"Census Tract 201, Androscoggin County, Maine",1400000US23001020100,1278,37.9,927,193,0,26,0,0,789,730,12,718,1227,705,-666666666,12,0,1276,678,12510,730,0,13468,1278,746,401,7,816,685,1227,0,0,7,189,326,705,23,001,020100
"Census Tract 202, Androscoggin County, Maine",1400000US23001020200,1152,41.9,1030,0,13,15,0,0,658,562,216,346,683,357,108400,216,0,1125,168,19364,562,0,33906,1152,651,397,34,889,811,683,50,6,54,14,202,357,23,001,020200
"Census Tract 203, Androscoggin County, Maine",1400000US23001020300,7245,27.0,6306,287,20,104,0,35,2995,2691,324,2367,4661,3587,137500,324,0,5597,2228,14254,2691,0,22337,7245,4141,2603,70,4972,4389,4661,18,84,149,214,609,3587,23,001,020300
