NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 901, Accomack County, Virginia",1400000US51001090100,3085,49.9,3044,0,0,0,0,0,4426,1536,1289,247,669,404,241800,1289,0,3044,561,32967,1536,28,34625,3085,1045,1736,32,1814,1752,669,0,0,63,47,155,404,51,001,090100
"Census Tract 902, Accomack County, Virginia",1400000US51001090200,5309,43.8,3344,1756,3,47,0,4,3712,2225,1670,555,1398,1089,160900,1670,0,5289,901,23886,2225,22,44941,5309,2641,2500,96,3015,2790,1398,0,0,67,205,37,1089,51,001,090200
"Census Tract 903, Accomack County, Virginia",1400000US51001090300,2842,41.6,2230,506,0,7,0,22,1394,1184,914,270,683,353,85800,914,0,2840,608,18469,1184,0,35900,2842,1992,757,22,1873,1790,683,42,12,49,87,140,353,51,001,090300
"Census Tract 904, Accomack County, Virginia",1400000US51001090400,7109,35.6,3736,2526,0,30,0,521,2833,2381,1504,877,3298,2681,110700,1504,23,6788,897,18895,2381,27,45099,7109,3850,1960,58,4294,3231,3298,5,33,96,190,293,2681,51,001,090400
"Census Tract 905, Accomack County, Virginia",1400000US51001090500,2779,40.5,2237,473,8,0,0,53,1472,1184,854,330,664,481,143900,854,0,2735,621,19869,1184,0,40139,2779,1708,852,0,1607,1361,664,16,0,0,67,100,481,51,001,090500
"Census Tract 906, Accomack County, Virginia",1400000US51001090600,4407,52.3,3611,693,31,0,0,43,2614,1990,1584,406,907,667,167300,1584,49,4375,786,32182,1990,101,44141,4407,2638,1688,12,2578,2465,907,0,0,7,41,192,667,51,001,090600
"Census Tract 907, Accomack County, Virginia",1400000US51001090700,4831,47.1,2657,2133,24,1,0,0,2652,1887,1491,396,895,602,172800,1491,0,4829,799,24759,1887,103,43750,4831,3163,1556,16,2871,2807,895,18,76,10,15,174,602,51,001,090700
"Census Tract 908, Accomack County, Virginia",1400000US51001090800,3326,41.5,1756,1570,0,0,0,0,1862,1370,893,477,1397,910,119900,893,21,3326,1036,18572,1370,6,22466,3326,2150,971,5,2088,1896,1397,20,47,55,110,255,910,51,001,090800
"Census Tract 9801, Accomack County, Virginia",1400000US51001980100,8,38.5,2,4,0,0,0,2,0,0,0,0,0,0,-666666666,0,0,8,8,1963,0,0,-666666666,8,2,2,0,6,4,0,0,0,0,0,0,0,51,001,980100
"Census Tract 9802, Accomack County, Virginia",1400000US51001980200,5,20.8,2,3,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,4,1,15640,0,0,-666666666,5,0,5,0,4,4,0,0,0,0,0,0,0,51,001,980200
"Census Tract 9901, Accomack County, Virginia",1400000US51001990100,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,-666666666,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,51,001,990100
"Census Tract 9902, Accomack County, Virginia",1400000US51001990200,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,-666666666,0,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,51,001,990200
"Census Tract 101, Albemarle County, Virginia",1400000US51003010100,4998,47.3,4733,142,0,0,0,10,2095,1658,1389,269,879,324,430300,1389,167,4949,214,36306,1658,121,86228,4998,2623,2123,119,3131,3020,879,0,0,0,118,437,324,51,003,010100
"Census Tract 102.01, Albemarle County, Virginia",1400000US51003010201,4828,42.3,3990,545,0,69,0,38,1839,1606,1381,225,639,550,323100,1381,6,4828,241,36360,1606,121,94700,4828,2159,2087,131,3090,2804,639,0,0,0,70,19,550,51,003,010201
"Census Tract 102.02, Albemarle County, Virginia",1400000US51003010202,3394,46.8,3327,22,0,45,0,0,1341,1199,1083,116,311,311,469900,1083,64,3394,47,50957,1199,272,113625,3394,1702,1583,34,2031,1919,311,0,0,0,0,0,311,51,003,010202
"Census Tract 103, Albemarle County, Virginia",1400000US51003010300,8087,38.1,6485,450,0,714,0,20,3214,2923,2157,766,1698,1308,346500,2157,16,8075,197,32691,2923,96,78594,8087,3197,3824,192,4730,4189,1698,0,0,82,64,244,1308,51,003,010300
"Census Tract 104.01, Albemarle County, Virginia",1400000US51003010401,3926,47.9,3381,437,108,0,0,0,1898,1569,1177,392,643,398,370900,1177,101,3924,289,44480,1569,179,64046,3926,1984,1794,67,2344,2310,643,0,0,76,91,78,398,51,003,010401
