NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 1, Ada County, Idaho",1400000US16001000100,3510,34.8,2909,83,16,24,0,12,2628,2134,276,1858,2747,2428,286500,24,3433,1122,31746,48,26027,1280,1801,37,2754,2401,2380,1038,16,001,000100
"Census Tract 2.01, Ada County, Idaho",1400000US16001000201,3415,44.2,3317,20,0,6,0,19,1430,1359,941,418,770,718,441900,72,3241,377,43836,166,56906,1376,1891,31,2020,1824,1760,1315,16,001,000201
"Census Tract 2.02, Ada County, Idaho",1400000US16001000202,5340,43.0,5106,28,0,119,0,27,2349,2167,1880,287,731,702,380700,86,5340,393,53495,331,99750,1989,3107,66,3410,3208,3122,2170,16,001,000202
"Census Tract 3.02, Ada County, Idaho",1400000US16001000302,3045,40.5,2749,68,0,170,0,10,1458,1348,729,619,1243,899,192000,0,2945,634,23025,13,43077,1145,1563,68,1946,1796,1707,674,16,001,000302
"Census Tract 3.03, Ada County, Idaho",1400000US16001000303,1933,47.9,1770,0,17,101,0,0,1201,1062,567,495,816,790,218000,0,1932,221,33878,0,53071,622,1120,0,1411,1202,1233,562,16,001,000303
"Census Tract 3.04, Ada County, Idaho",1400000US16001000304,6417,40.0,5974,29,51,101,17,37,2953,2850,2092,758,1566,1401,190600,0,6395,362,30706,83,58346,2718,3327,118,4161,3964,3798,1516,16,001,000304
"Census Tract 4, Ada County, Idaho",1400000US16001000400,6732,29.9,6193,133,12,300,0,39,3298,3015,1113,1902,4328,3906,169900,0,6728,1302,23774,77,37969,2587,3142,116,5279,4730,4112,1108,16,001,000400
"Census Tract 5, Ada County, Idaho",1400000US16001000500,5879,37.4,5456,60,23,109,0,12,2848,2602,1683,919,1934,1598,241800,8,5821,645,31033,82,56157,2739,2888,76,3985,3628,3516,1644,16,001,000500
"Census Tract 6, Ada County, Idaho",1400000US16001000600,5319,36.7,5129,35,0,76,0,0,3017,2804,1386,1418,2139,1677,251400,0,5319,512,34608,122,46639,2084,2971,113,3960,3749,3478,2103,16,001,000600
"Census Tract 7.01, Ada County, Idaho",1400000US16001000701,4709,39.2,4168,0,15,422,0,18,2504,2381,1132,1249,1978,1738,317400,35,4649,557,41717,145,45990,1804,2509,45,3265,2942,2688,1630,16,001,000701
"Census Tract 7.02, Ada County, Idaho",1400000US16001000702,2803,44.6,2711,44,0,48,0,0,1143,1021,964,57,110,65,366400,114,2678,30,53056,163,114632,1035,1651,43,1808,1767,1691,1288,16,001,000702
"Census Tract 8.02, Ada County, Idaho",1400000US16001000802,5574,40.4,5044,0,51,188,0,96,2583,2346,1622,724,1791,1357,205000,0,5574,576,28331,15,47274,2096,3053,43,3621,3298,3039,1440,16,001,000802
"Census Tract 8.03, Ada County, Idaho",1400000US16001000803,4502,38.0,4042,169,49,69,124,0,1945,1873,1451,422,1205,1032,189400,27,4454,408,31047,19,65613,1892,2216,195,3242,3056,2676,1231,16,001,000803
"Census Tract 8.04, Ada County, Idaho",1400000US16001000804,6173,30.1,5306,116,45,455,0,49,3614,3322,1120,2202,4098,3560,220300,0,6150,1153,30804,137,38779,2158,3368,79,4821,4195,3137,1657,16,001,000804
"Census Tract 8.05, Ada County, Idaho",1400000US16001000805,3301,46.4,3141,0,0,113,0,0,1290,1262,1104,158,372,349,392300,87,3290,58,47935,175,92500,1238,1716,68,1987,1738,1805,1328,16,001,000805
"Census Tract 9, Ada County, Idaho",1400000US16001000900,5714,22.8,5074,66,113,196,0,75,2204,2105,701,1404,3132,2999,169200,0,4535,1744,14391,0,28845,2338,3039,71,5040,4464,2180,661,16,001,000900
"Census Tract 10, Ada County, Idaho",1400000US16001001000,6515,32.4,5748,101,52,70,0,64,3360,3121,1503,1618,3111,2881,164600,0,6461,1556,21922,0,34831,2695,3425,60,4624,4164,3390,1153,16,001,001000
"Census Tract 11, Ada County, Idaho",1400000US16001001100,4223,35.6,3975,0,9,93,0,76,1924,1737,803,934,2288,1914,41800,16,4204,901,17068,12,27292,1690,1960,151,2685,2072,2439,321,16,001,001100
"Census Tract 12.01, Ada County, Idaho",1400000US16001001201,3451,44.8,3271,0,20,88,0,26,1471,1457,1157,300,675,637,191800,0,3419,454,25571,0,51182,1449,1808,56,2075,1905,1830,781,16,001,001201
"Census Tract 12.02, Ada County, Idaho",1400000US16001001202,7209,29.9,6671,206,0,57,0,137,3573,3313,1279,2034,4118,3528,152200,0,7151,1816,21771,0,34718,2806,3216,24,4902,4118,3568,887,16,001,001202
"Census Tract 14, Ada County, Idaho",1400000US16001001400,5372,33.2,4541,45,0,185,0,461,2741,2621,1185,1436,3093,2462,148000,0,5299,1204,20445,0,33419,2690,2290,73,3521,2909,2789,577,16,001,001400
