NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 9503, Douglas County, Washington",1400000US53017950300,6055,36.0,4024,0,79,71,14,2234,1724,2338,2217,1845,372,1229,0,0,0,160,184,885,169500,61,6028,1449,20032,53,41496,3465,1425,20,3312,2050,2818,536,53,017,950300
"Census Tract 9504, Douglas County, Washington",1400000US53017950400,6175,42.5,5265,17,49,38,0,927,727,2456,2287,1893,394,1061,0,0,0,56,131,874,274700,0,6145,797,28379,66,60657,3453,1999,54,3641,2993,3291,839,53,017,950400
"Census Tract 9505, Douglas County, Washington",1400000US53017950500,2976,36.9,2441,0,0,22,0,641,444,1467,1325,585,740,1629,0,15,0,166,272,1176,199800,0,2943,408,22340,0,42917,1791,816,15,1877,1470,1501,206,53,017,950500
"Census Tract 9506, Douglas County, Washington",1400000US53017950600,4773,39.6,3919,18,6,17,0,823,707,1749,1636,1348,288,1044,0,0,0,58,184,802,246400,0,4769,215,27050,66,64500,2742,1404,49,2728,2272,2457,502,53,017,950600
"Census Tract 9507, Douglas County, Washington",1400000US53017950700,4570,29.8,3742,16,0,37,0,1107,653,1791,1692,990,702,1747,0,0,36,91,167,1453,211700,0,4501,1179,18871,4,40660,2668,1252,91,2957,2227,2335,328,53,017,950700
"Census Tract 9508, Douglas County, Washington",1400000US53017950800,4786,36.8,4097,0,112,34,0,993,345,1902,1767,1431,336,723,0,0,0,44,169,510,223600,15,4718,434,24674,33,61318,2725,1500,92,2779,2310,2484,480,53,017,950800
"Census Tract 9400, Ferry County, Washington",1400000US53019940000,1641,41.4,444,0,1048,67,20,15,3,1101,563,384,179,515,0,10,20,140,26,319,129500,0,1634,280,15986,0,36442,1316,261,11,915,865,773,149,53,019,940000
"Census Tract 9701, Ferry County, Washington",1400000US53019970100,2532,48.4,2213,6,153,24,2,159,100,1533,948,815,133,334,0,0,3,11,70,250,171300,16,2526,724,18824,9,36962,1258,1183,6,1572,1460,1294,199,53,019,970100
"Census Tract 9702, Ferry County, Washington",1400000US53019970200,3357,46.5,3102,19,100,4,3,60,0,1734,1314,921,393,1036,0,0,49,111,149,727,140700,22,3273,543,20465,30,34483,1613,1481,61,2053,1974,1754,235,53,019,970200
"Census Tract 201, Franklin County, Washington",1400000US53021020100,9649,25.0,3544,306,190,4,0,7921,5154,2404,2226,1360,866,3309,0,19,40,57,634,2559,110600,0,9572,2277,12108,19,38547,3497,1688,143,5584,1170,4447,74,53,021,020100
"Census Tract 202, Franklin County, Washington",1400000US53021020200,6244,27.8,2506,63,0,219,0,4870,3316,1827,1657,778,879,2508,0,0,7,290,374,1837,109400,0,6088,2529,10006,0,23956,2605,1003,83,3777,1116,3077,74,53,021,020200
"Census Tract 203, Franklin County, Washington",1400000US53021020300,5707,26.8,2574,62,50,66,0,4565,2930,1642,1484,969,515,1489,8,0,13,102,154,1212,119900,0,5707,1188,13637,0,43008,2171,1168,17,3055,620,2455,172,53,021,020300
"Census Tract 204, Franklin County, Washington",1400000US53021020400,9135,26.8,3481,372,63,64,0,6624,5052,2985,2703,1072,1631,5417,0,0,9,93,451,4864,108600,0,9038,3663,10786,24,26499,3698,1987,6,5303,1617,4044,196,53,021,020400
"Census Tract 205.01, Franklin County, Washington",1400000US53021020501,3878,45.6,3421,118,12,156,11,425,28,1666,1539,1289,250,563,0,0,0,0,51,512,228000,0,3878,201,37601,107,78292,2113,1511,73,2346,2183,2117,841,53,021,020501
"Census Tract 205.02, Franklin County, Washington",1400000US53021020502,8178,33.8,6299,236,179,88,0,2154,1129,3253,2954,2333,621,1502,0,0,0,237,243,1022,165700,0,8169,653,27127,95,63382,4763,2191,40,4898,3675,4277,921,53,021,020502
"Census Tract 206.01, Franklin County, Washington",1400000US53021020601,6274,31.2,5520,27,2,206,0,1219,398,2278,1970,1592,378,1135,18,0,0,75,94,948,190000,8,6269,760,28534,131,76750,3691,1866,59,3691,2938,3124,656,53,021,020601
"Census Tract 206.03, Franklin County, Washington",1400000US53021020603,3586,24.1,1810,40,18,161,0,1612,1405,1109,1028,785,243,857,0,0,0,0,0,857,149100,0,3505,1182,16633,0,54479,1933,981,16,2000,1111,1616,440,53,021,020603
"Census Tract 206.05, Franklin County, Washington",1400000US53021020605,6746,28.4,4877,43,76,204,0,2655,1425,2054,1999,1721,278,1419,0,0,0,14,0,1405,164500,0,6746,722,23161,0,68664,4008,1424,95,3924,2608,3318,759,53,021,020605
"Census Tract 206.06, Franklin County, Washington",1400000US53021020606,6584,28.4,4962,145,57,218,0,1685,511,2154,2073,1390,683,2220,0,0,0,0,239,1981,156900,9,6584,475,21179,16,54614,3420,2127,109,3610,2678,3171,813,53,021,020606
"Census Tract 207, Franklin County, Washington",1400000US53021020700,1270,33.2,1106,0,9,3,0,205,81,556,451,316,135,443,14,13,23,83,28,282,176100,4,1187,148,20839,0,47202,914,269,0,748,637,650,95,53,021,020700
"Census Tract 208, Franklin County, Washington",1400000US53021020800,7851,27.5,3952,172,59,142,11,4099,3448,2103,1920,1172,748,2673,0,0,57,368,457,1791,122200,38,6987,1647,17017,78,43362,4044,1635,49,4781,2555,3910,373,53,021,020800
"Census Tract 9801, Franklin County, Washington",1400000US53021980100,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,53,021,980100
"Census Tract 9703, Garfield County, Washington",1400000US53023970300,2244,50.3,2158,0,0,18,0,129,0,1252,959,714,245,673,9,30,25,214,196,199,131600,0,2194,284,25181,8,47379,1027,1093,17,1290,1223,1115,223,53,023,970300
"Census Tract 101, Grant County, Washington",1400000US53025010100,3908,46.6,3328,29,320,16,0,212,93,2286,1713,1196,517,1341,17,40,84,63,338,799,150300,31,3872,464,26166,57,42839,2148,1667,22,2225,2105,1981,420,53,025,010100
"Census Tract 102, Grant County, Washington",1400000US53025010200,2986,42.6,2370,26,25,234,0,331,156,1140,1018,886,132,343,10,0,28,88,180,37,171300,7,2938,280,27488,42,65234,1728,1072,40,1812,1571,1693,318,53,025,010200
"Census Tract 103, Grant County, Washington",1400000US53025010300,3921,46.4,3447,39,68,9,0,414,268,2052,1740,1138,602,1333,0,21,114,14,156,1028,129200,0,3840,986,22524,67,32929,2118,1324,50,2179,1832,1904,224,53,025,010300
"Census Tract 104, Grant County, Washington",1400000US53025010400,7650,33.2,6485,91,56,256,0,892,606,2999,2795,1786,1009,2721,0,0,67,225,185,2244,141500,11,7235,1471,18942,14,36383,4774,2294,108,4303,3731,3643,591,53,025,010400
"Census Tract 105, Grant County, Washington",1400000US53025010500,3165,32.0,1916,1,0,0,0,1622,1248,1836,1059,660,399,1287,25,0,88,241,43,890,166800,21,3164,389,21372,13,50203,1693,564,0,1760,1026,1478,118,53,025,010500
"Census Tract 106, Grant County, Washington",1400000US53025010600,6502,23.9,3141,0,23,0,10,4797,3292,2020,1917,1208,709,2530,37,0,171,54,164,2104,136300,0,6440,1949,13613,0,37421,3170,1338,13,3518,1009,2717,204,53,025,010600
"Census Tract 107, Grant County, Washington",1400000US53025010700,2888,37.5,2112,1,63,14,21,1053,648,1463,960,710,250,879,0,11,0,150,199,519,204800,0,2888,229,23317,24,58529,1390,868,22,1646,976,1313,179,53,025,010700
"Census Tract 108, Grant County, Washington",1400000US53025010800,4867,25.7,3564,149,60,17,0,1291,814,1647,1568,408,1160,3344,0,0,32,75,419,2818,104800,0,4678,1932,13918,28,27261,2763,1715,69,2967,2362,2079,208,53,025,010800
"Census Tract 109.01, Grant County, Washington",1400000US53025010901,1099,37.9,922,0,0,57,13,114,28,440,440,320,120,293,0,11,0,0,0,282,174200,0,1099,47,28056,11,62500,479,530,0,649,535,637,94,53,025,010901
"Census Tract 109.02, Grant County, Washington",1400000US53025010902,9713,33.2,7255,272,143,141,0,2848,1568,3878,3569,1943,1626,3996,165,0,0,407,705,2719,127900,14,9689,1440,20207,114,43589,5651,2850,57,5905,4624,4984,958,53,025,010902
"Census Tract 110, Grant County, Washington",1400000US53025011000,10669,34.9,8882,42,31,77,0,3100,1129,4064,3884,2600,1284,3176,0,9,0,169,469,2529,181400,13,10406,1378,27215,119,67103,5733,4215,7,6077,5186,5338,1296,53,025,011000
"Census Tract 111, Grant County, Washington",1400000US53025011100,7130,29.2,5077,261,182,19,0,2172,1305,2949,2752,1451,1301,3271,24,13,0,146,259,2829,157600,0,7130,1116,24572,183,38194,3829,2266,302,3950,3005,3377,763,53,025,011100
"Census Tract 112, Grant County, Washington",1400000US53025011200,5431,35.6,4490,4,24,0,0,1251,857,1929,1746,1465,281,1152,0,0,0,319,246,587,199500,0,5387,881,24118,40,65081,3213,1477,8,3166,2278,2665,401,53,025,011200
"Census Tract 113, Grant County, Washington",1400000US53025011300,3770,28.8,2443,63,28,0,0,2135,1201,1294,1079,670,409,1375,0,0,18,89,429,839,104000,0,3766,862,15881,14,42337,1998,894,34,2152,947,1768,181,53,025,011300
"Census Tract 114.01, Grant County, Washington",1400000US53025011401,1760,42.8,1387,0,0,0,0,697,233,764,551,455,96,405,0,0,0,0,347,58,186500,0,1760,23,18476,0,45234,680,747,0,1082,570,802,99,53,025,011401
"Census Tract 114.02, Grant County, Washington",1400000US53025011402,11720,23.5,4713,33,48,44,0,9749,6563,3778,3131,1218,1913,7671,11,26,98,467,2046,5023,120300,16,11709,3716,13305,50,36801,5007,1266,57,6788,1622,5103,318,53,025,011402
"Census Tract 2, Grays Harbor County, Washington",1400000US53027000200,7534,54.6,6797,68,40,38,45,248,114,6543,3499,2885,614,1370,0,0,0,114,189,1067,178500,27,7534,586,25316,12,44536,3494,3762,66,4356,4194,3969,867,53,027,000200
"Census Tract 3, Grays Harbor County, Washington",1400000US53027000300,3325,47.3,3001,0,120,17,0,339,36,1604,1325,1129,196,484,0,7,2,122,109,244,168300,5,3314,529,25735,25,48997,2207,975,10,2062,1867,1842,155,53,027,000300
"Census Tract 4, Grays Harbor County, Washington",1400000US53027000400,6755,42.1,6414,47,66,85,9,188,41,2889,2653,2108,545,992,105,0,0,205,133,549,193100,33,6256,740,23549,0,52637,4615,1910,29,4336,4116,3903,628,53,027,000400
"Census Tract 5, Grays Harbor County, Washington",1400000US53027000500,6684,37.4,5821,89,111,244,0,435,328,2851,2436,1573,863,2115,48,0,36,101,244,1686,159000,31,6622,904,20550,29,42692,4170,1917,143,4000,3544,3468,573,53,027,000500
"Census Tract 6, Grays Harbor County, Washington",1400000US53027000600,3356,39.5,3175,26,58,7,0,103,0,1473,1326,967,359,857,8,37,0,31,341,440,164200,0,3356,587,22874,5,50580,2276,1006,23,2072,2033,1824,262,53,027,000600
"Census Tract 7, Grays Harbor County, Washington",1400000US53027000700,4660,41.5,3942,8,540,16,10,168,24,1811,1619,1278,341,1038,3,12,36,31,264,692,189600,10,4641,599,21991,21,53633,3201,1324,62,2976,2903,2581,292,53,027,000700
"Census Tract 8, Grays Harbor County, Washington",1400000US53027000800,4355,47.1,4246,0,11,52,0,67,20,1841,1772,1510,262,491,7,9,55,35,34,351,181100,0,4330,547,24656,34,47552,2996,1141,70,2587,2453,2111,353,53,027,000800
"Census Tract 9, Grays Harbor County, Washington",1400000US53027000900,5549,39.3,4632,13,108,183,9,499,100,2507,2174,1332,842,1991,0,11,0,75,425,1480,102000,4,5549,631,19844,13,38333,3745,1400,26,3400,3041,2901,223,53,027,000900
"Census Tract 10, Grays Harbor County, Washington",1400000US53027001000,3445,30.9,2697,36,260,8,0,854,266,1643,1327,408,919,2497,0,0,11,82,324,2080,115400,0,3340,1287,13884,0,26486,2137,899,30,2296,1827,1896,156,53,027,001000
"Census Tract 11, Grays Harbor County, Washington",1400000US53027001100,4142,44.2,3828,9,120,37,0,168,40,1928,1654,1098,556,1152,0,0,11,248,33,860,185500,0,4048,374,32414,84,59000,2743,1169,60,2518,2346,2159,604,53,027,001100
"Census Tract 12, Grays Harbor County, Washington",1400000US53027001200,5183,29.6,3987,27,196,54,0,1428,625,1870,1622,1032,590,2540,53,0,91,349,566,1481,126200,0,5130,1226,14888,0,41614,3057,1295,46,2995,2219,2643,219,53,027,001200
"Census Tract 13, Grays Harbor County, Washington",1400000US53027001300,3648,44.5,3270,26,131,10,0,481,55,1589,1420,1031,389,951,0,0,0,50,23,878,104100,0,3531,770,21981,17,40250,1977,1372,13,2251,2010,1809,259,53,027,001300
"Census Tract 14, Grays Harbor County, Washington",1400000US53027001400,2411,33.4,1957,0,54,0,85,428,158,998,922,485,437,1415,0,0,0,126,29,1260,99100,0,2402,839,15664,15,27872,1372,690,47,1390,1171,1233,145,53,027,001400
"Census Tract 15, Grays Harbor County, Washington",1400000US53027001500,3967,36.2,3518,86,126,14,0,128,88,1768,1558,933,625,1600,0,0,26,94,350,1130,141100,0,3899,910,18318,9,32778,2705,1158,31,2326,2261,1837,277,53,027,001500
"Census Tract 16, Grays Harbor County, Washington",1400000US53027001600,6298,39.0,5073,370,157,117,10,532,331,3281,1932,1251,681,1474,0,5,0,142,229,1098,172300,27,4308,894,17603,13,32469,3319,2551,27,4622,4115,3933,483,53,027,001600
"Census Tract 9400, Grays Harbor County, Washington",1400000US53027940000,1036,35.5,136,11,755,21,2,34,0,396,331,222,109,284,0,0,24,58,85,117,71500,0,1026,353,16642,0,30568,776,208,0,639,589,472,65,53,027,940000
"Census Tract 9900, Grays Harbor County, Washington",1400000US53027990000,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,53,027,990000
"Census Tract 9701, Island County, Washington",1400000US53029970100,2460,44.3,2139,0,0,146,36,56,0,1240,1019,834,185,515,0,0,35,0,144,336,226000,11,2460,282,23956,0,56707,947,1290,86,1649,1544,1416,258,53,029,970100
"Census Tract 9702, Island County, Washington",1400000US53029970200,1976,22.3,1533,271,0,44,38,183,31,366,272,12,260,585,0,0,0,0,61,524,48600,0,596,143,19939,0,45313,224,1541,119,1820,1730,550,49,53,029,970200
"Census Tract 9703, Island County, Washington",1400000US53029970300,4661,46.3,4061,52,55,111,39,66,47,2316,2034,1681,353,805,0,56,0,12,59,678,319400,36,4649,334,30432,51,59902,1481,2847,118,2938,2776,2532,556,53,029,970300
"Census Tract 9704, Island County, Washington",1400000US53029970400,6083,32.9,4844,178,42,549,57,244,58,2494,2301,1562,739,1797,0,0,0,179,180,1438,240300,0,6070,891,24467,107,55030,1736,3621,117,3928,3228,3484,762,53,029,970400
"Census Tract 9705, Island County, Washington",1400000US53029970500,5265,41.6,4457,41,0,545,0,340,57,2388,2182,1785,397,915,0,0,0,17,0,898,324400,20,5265,206,31402,25,72553,1211,3361,148,3077,2647,2834,926,53,029,970500
"Census Tract 9706.01, Island County, Washington",1400000US53029970601,3245,33.0,2120,134,8,425,10,368,77,1594,1400,752,648,1199,0,0,0,58,102,1039,226700,38,3216,327,22189,0,45272,877,1769,62,2152,1873,1738,389,53,029,970601
"Census Tract 9706.02, Island County, Washington",1400000US53029970602,3741,33.4,2684,96,30,315,45,446,33,1574,1523,743,780,1724,0,0,23,94,195,1412,241700,0,3700,414,27077,5,60035,945,2267,81,2261,1910,1860,586,53,029,970602
"Census Tract 9707, Island County, Washington",1400000US53029970700,1952,29.3,1457,58,10,136,8,295,128,1213,1077,415,662,1033,0,14,7,59,99,854,209100,0,1938,178,26201,0,39784,781,965,22,1242,993,846,220,53,029,970700
"Census Tract 9708, Island County, Washington",1400000US53029970800,2613,32.6,2157,57,62,87,83,198,6,1300,1174,766,408,839,0,0,0,37,42,760,216900,12,2602,109,24144,0,51115,866,1383,156,1683,1496,1303,310,53,029,970800
"Census Tract 9709, Island County, Washington",1400000US53029970900,4607,23.3,3293,301,0,228,35,577,91,1535,1434,31,1403,4537,0,0,0,13,176,4348,158800,0,4563,509,15577,13,45240,1214,2952,161,2653,2301,2024,296,53,029,970900
"Census Tract 9710, Island County, Washington",1400000US53029971000,4802,49.1,4175,47,63,124,8,340,250,2409,2110,1531,579,1226,3,0,0,30,112,1081,313800,80,4660,253,32528,49,66750,1477,3015,63,2964,2633,2566,742,53,029,971000
"Census Tract 9711, Island County, Washington",1400000US53029971100,3250,53.9,3056,0,7,14,0,109,66,1916,1514,1287,227,440,19,48,0,85,72,216,318500,83,3220,182,39952,46,63452,1141,1775,63,1851,1694,1766,639,53,029,971100
"Census Tract 9713, Island County, Washington",1400000US53029971300,4299,58.4,3799,39,9,40,0,235,293,2722,2102,1631,471,1046,0,0,24,0,33,989,370500,123,4299,447,33823,66,56422,1528,2528,50,2373,2267,2128,902,53,029,971300
"Census Tract 9714, Island County, Washington",1400000US53029971400,4370,51.2,4050,30,8,26,8,51,0,2338,1784,1672,112,168,0,0,0,0,10,158,414800,56,4369,55,37529,122,78857,2433,1653,28,2604,2570,2406,682,53,029,971400
"Census Tract 9715, Island County, Washington",1400000US53029971500,3478,50.7,3376,0,28,33,7,138,0,1923,1481,1299,182,302,0,0,0,58,133,111,360500,74,3465,312,34209,45,67301,1986,1352,27,1922,1868,1689,484,53,029,971500
"Census Tract 9716, Island County, Washington",1400000US53029971600,3489,46.0,2979,0,37,82,0,193,18,1766,1431,1236,195,460,0,0,0,27,23,410,291500,51,3489,224,31383,60,63674,1832,1423,50,1941,1815,1808,323,53,029,971600
"Census Tract 9717, Island County, Washington",1400000US53029971700,4280,50.2,4051,20,12,40,13,132,34,2496,1857,1604,253,686,0,0,48,0,146,492,324600,66,4270,285,31115,27,60516,2180,1867,85,2456,2377,2316,419,53,029,971700
"Census Tract 9718, Island County, Washington",1400000US53029971800,2229,56.0,2112,0,0,73,36,14,0,1752,1113,971,142,275,0,0,0,0,42,233,393600,123,2229,126,41261,69,73699,1020,981,14,1252,1230,1164,488,53,029,971800
"Census Tract 9719, Island County, Washington",1400000US53029971900,4099,54.2,3850,36,48,31,0,139,0,2225,1911,1537,374,694,0,0,52,47,134,461,366400,53,4062,418,33973,71,62464,1713,2098,67,2467,2279,2324,882,53,029,971900
"Census Tract 9720, Island County, Washington",1400000US53029972000,3783,52.2,3625,37,27,63,0,115,0,2185,1763,1216,547,914,0,0,48,77,207,582,427200,46,3783,346,37956,75,61098,1524,1907,94,2588,2479,2386,1235,53,029,972000
"Census Tract 9721, Island County, Washington",1400000US53029972100,3917,49.3,3496,0,72,55,3,98,51,2053,1714,1290,424,803,0,0,30,71,85,617,376400,131,3917,362,35758,42,67549,2043,1670,53,2272,2157,2049,689,53,029,972100
"Census Tract 9922.01, Island County, Washington",1400000US53029992201,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,53,029,992201
"Census Tract 9502.02, Jefferson County, Washington",1400000US53031950202,1849,48.2,1652,3,40,19,0,36,3,1217,830,654,176,375,0,6,19,72,50,228,244300,40,1824,255,31280,41,50417,1014,748,13,1255,1114,1162,357,53,031,950202
"Census Tract 9503, Jefferson County, Washington",1400000US53031950300,6510,56.2,5821,145,38,149,0,96,47,3639,2983,2501,482,974,0,42,0,31,103,798,387800,142,6342,437,38200,189,66687,2404,3623,122,3514,3366,3184,1183,53,031,950300
"Census Tract 9504, Jefferson County, Washington",1400000US53031950400,3991,48.8,3730,16,22,26,0,91,0,2132,1951,1117,834,1757,0,0,15,232,250,1260,229700,45,3991,755,21772,28,37029,2018,1850,42,2617,2532,2228,487,53,031,950400
"Census Tract 9505, Jefferson County, Washington",1400000US53031950500,5742,56.1,5438,1,0,36,14,272,63,3650,3063,2494,569,1080,0,0,34,168,195,683,320800,43,5740,408,32185,88,49554,2159,3339,83,3503,3341,3294,1028,53,031,950500
"Census Tract 9506.01, Jefferson County, Washington",1400000US53031950601,6413,53.8,6023,2,61,112,0,356,0,3792,3329,1930,1399,2568,0,0,34,140,275,2119,312300,24,6375,1151,28069,96,42285,2340,3729,80,3701,3502,3567,1134,53,031,950601
"Census Tract 9506.02, Jefferson County, Washington",1400000US53031950602,2971,46.4,2920,0,12,18,0,21,0,1468,1419,1061,358,857,0,0,0,17,211,629,262700,8,2963,406,25700,5,46065,1313,1501,17,1730,1670,1543,760,53,031,950602
"Census Tract 9507.02, Jefferson County, Washington",1400000US53031950702,2233,48.9,1551,142,361,21,0,47,17,1670,865,687,178,313,9,0,29,20,92,163,158400,20,1758,423,16522,3,32662,1440,731,18,1429,1340,1228,156,53,031,950702
"Census Tract 9900, Jefferson County, Washington",1400000US53031990000,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,53,031,990000
"Census Tract 1, King County, Washington",1400000US53033000100,5502,36.1,3857,265,91,697,10,1051,438,3245,2973,812,2161,3658,0,0,10,281,982,2385,466200,51,5424,1026,35238,135,45511,2062,2054,28,4209,2939,3652,1684,53,033,000100
"Census Tract 2, King County, Washington",1400000US53033000200,7910,39.2,5712,210,8,1409,105,643,124,3793,3607,1978,1629,3186,83,17,15,447,557,2067,356200,0,7896,1002,29820,81,57002,3167,2867,120,5495,4068,4796,2539,53,033,000200
"Census Tract 3, King County, Washington",1400000US53033000300,2422,39.6,1842,55,20,378,0,176,38,1102,989,703,286,761,0,0,35,123,50,553,342900,0,2421,180,29586,33,63872,993,972,50,1648,1382,1395,492,53,033,000300
"Census Tract 4.01, King County, Washington",1400000US53033000401,5786,41.0,4032,724,58,520,23,352,75,3445,2821,915,1906,3409,0,17,20,71,616,2685,324200,37,5716,1382,23785,24,33915,2706,1705,58,3820,2874,3244,1088,53,033,000401
"Census Tract 4.02, King County, Washington",1400000US53033000402,4629,45.1,3718,302,116,232,0,263,12,2349,2275,986,1289,2047,0,0,107,126,317,1497,387800,15,4360,340,33314,75,49487,2001,1954,72,2681,2176,2473,1249,53,033,000402
"Census Tract 5, King County, Washington",1400000US53033000500,3186,49.8,2670,0,10,376,0,132,34,1386,1277,1212,65,93,0,0,0,0,22,71,597700,99,3186,204,67490,282,113932,1615,1127,29,2053,1730,1878,1360,53,033,000500
"Census Tract 6, King County, Washington",1400000US53033000600,7255,40.4,4760,437,30,1391,156,719,128,3577,3336,2033,1303,2492,0,89,14,94,408,1887,365600,15,7250,851,35005,112,59715,2791,2594,43,4529,3085,4106,1955,53,033,000600
"Census Tract 7, King County, Washington",1400000US53033000700,4416,34.8,2965,366,0,888,0,356,88,2370,2171,807,1364,2614,0,0,85,174,498,1857,341300,0,4411,577,32101,38,47156,1615,1515,63,3411,2474,2887,1592,53,033,000700
"Census Tract 8, King County, Washington",1400000US53033000800,3091,39.9,2243,138,0,484,0,148,10,1090,1080,822,258,639,0,0,0,10,179,450,404300,0,3010,416,31334,131,70122,1484,1035,43,2062,1667,1825,986,53,033,000800
"Census Tract 9, King County, Washington",1400000US53033000900,2073,43.3,1752,0,0,152,0,68,0,920,868,640,228,560,0,0,0,11,49,500,659700,89,2070,172,52126,90,89149,869,991,0,1407,1235,1299,945,53,033,000900
"Census Tract 10, King County, Washington",1400000US53033001000,1879,32.2,1196,217,20,187,0,230,173,753,694,397,297,868,0,0,0,11,135,722,440100,9,1879,399,35601,70,72679,794,805,24,1206,1039,1050,534,53,033,001000
"Census Tract 11, King County, Washington",1400000US53033001100,2351,38.4,1801,131,0,221,0,93,63,1096,1064,646,418,793,0,0,9,76,178,530,413900,0,2351,147,43710,93,88958,1117,920,21,1814,1383,1558,1018,53,033,001100
"Census Tract 12, King County, Washington",1400000US53033001200,5975,35.0,3821,341,259,1307,32,492,68,3707,3532,731,2801,4587,0,33,29,407,455,3663,247400,0,5954,1057,28577,83,36809,1933,1938,197,4231,2623,3281,1382,53,033,001200
"Census Tract 13, King County, Washington",1400000US53033001300,4314,31.9,2745,411,34,751,12,756,202,2254,2203,712,1491,2751,0,0,65,246,684,1756,343100,0,4223,907,28205,8,44250,1544,1649,276,3236,2173,2696,1162,53,033,001300
"Census Tract 14, King County, Washington",1400000US53033001400,4638,36.5,3808,92,38,148,72,390,14,2251,2152,1229,923,1943,0,29,10,280,154,1470,400400,0,4593,317,37570,125,65988,2338,1707,84,3342,2898,3016,1487,53,033,001400
"Census Tract 15, King County, Washington",1400000US53033001500,2424,44.5,2279,0,9,87,0,63,12,1127,1114,930,184,351,0,0,0,0,68,283,589300,83,2424,97,52945,117,93235,1072,1028,63,1615,1529,1542,1100,53,033,001500
"Census Tract 16, King County, Washington",1400000US53033001600,4067,46.5,3707,10,31,181,0,113,20,1855,1840,1495,345,854,36,0,54,94,50,620,603400,183,4066,238,52063,192,81452,2187,1534,19,2657,2400,2482,1528,53,033,001600
"Census Tract 17.01, King County, Washington",1400000US53033001701,3728,34.1,2319,188,84,612,0,310,222,1997,1928,1003,925,1642,0,11,212,173,164,1082,333100,13,3728,503,35681,30,60370,1403,1485,103,3005,2278,2728,1681,53,033,001701
"Census Tract 17.02, King County, Washington",1400000US53033001702,4306,40.1,3000,236,87,468,0,265,151,2011,1859,1055,804,1636,0,0,16,146,365,1109,370600,0,4124,501,29041,34,53967,1770,1835,22,3013,2548,2645,1104,53,033,001702
"Census Tract 18, King County, Washington",1400000US53033001800,4559,29.6,3682,53,9,421,0,139,37,2293,2198,1011,1187,2332,0,0,13,24,371,1924,366000,0,4546,458,42185,114,77008,2037,2111,68,3841,3512,2976,2024,53,033,001800
"Census Tract 19, King County, Washington",1400000US53033001900,3782,33.8,2902,105,0,475,36,248,116,1910,1798,1008,790,1557,14,0,0,57,310,1176,410100,0,3782,433,38237,73,65462,1749,1351,47,2815,2199,2285,1323,53,033,001900
"Census Tract 20, King County, Washington",1400000US53033002000,3384,40.0,2905,37,0,258,49,91,21,1685,1581,1033,548,1053,0,0,17,99,86,851,420300,0,3384,308,41419,121,72438,1450,1540,44,2362,2117,2104,1473,53,033,002000
"Census Tract 21, King County, Washington",1400000US53033002100,3859,39.5,2992,221,47,457,0,141,23,1765,1646,1202,444,952,0,0,42,27,41,842,430000,0,3791,213,39481,111,77284,1614,1662,62,2697,2176,2457,1814,53,033,002100
"Census Tract 22, King County, Washington",1400000US53033002200,5362,45.9,4470,27,0,557,10,183,13,2218,2135,1860,275,587,30,0,0,14,83,460,597200,229,5355,107,58294,435,104984,2604,2040,110,3329,2737,3025,2082,53,033,002200
"Census Tract 24, King County, Washington",1400000US53033002400,2915,39.0,2361,11,0,379,6,41,0,1320,1248,803,445,907,0,0,30,219,210,448,487900,11,2915,233,41292,93,81176,1175,1350,69,1944,1589,1818,1362,53,033,002400
"Census Tract 25, King County, Washington",1400000US53033002500,2975,35.9,2404,151,30,235,0,21,0,1308,1247,985,262,570,0,0,9,29,0,532,478200,9,2975,160,47463,136,103359,1246,1313,65,2118,1838,1877,1522,53,033,002500
"Census Tract 26, King County, Washington",1400000US53033002600,4612,36.8,3933,49,0,386,0,154,39,2051,1921,1361,560,1228,0,0,0,138,79,1011,510300,6,4608,297,52139,299,102054,1921,2125,141,3339,2851,3061,2276,53,033,002600
"Census Tract 27, King County, Washington",1400000US53033002700,4915,34.1,4243,101,0,393,0,200,22,2274,2114,1442,672,1349,0,0,17,50,79,1203,524300,65,4914,394,48582,257,97212,2134,2103,121,3760,3258,3390,2428,53,033,002700
