NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 78.01, Adams County, Colorado",1400000US08001007801,3697,26.6,1805,526,129,743,85,348,1268,1106,193,913,3007,0,0,0,87,350,2570,155200,0,3697,1550,12445,0,30227,928,887,50,2343,597,1966,99,08,001,007801
"Census Tract 78.02, Adams County, Colorado",1400000US08001007802,3657,25.0,2437,569,27,0,9,572,1499,1201,170,1031,3126,0,0,53,214,590,2269,117000,0,3645,2326,8222,0,17691,1715,520,0,1932,526,1591,81,08,001,007802
"Census Tract 79, Adams County, Colorado",1400000US08001007900,6347,25.4,4226,1097,225,187,65,398,2041,1841,511,1330,4656,0,0,34,224,309,4089,132800,0,6293,2508,10375,4,27041,2488,1218,17,3932,1446,2985,271,08,001,007900
"Census Tract 80, Adams County, Colorado",1400000US08001008000,5935,28.2,3620,1338,36,132,0,616,1962,1721,1001,720,2520,0,0,0,21,545,1954,153200,0,5923,1279,13389,16,40333,2151,1651,105,3343,1418,2758,246,08,001,008000
"Census Tract 81, Adams County, Colorado",1400000US08001008100,578,29.9,299,19,27,86,0,113,251,234,44,190,425,0,0,0,0,68,357,110000,0,545,134,15565,0,31349,304,168,3,449,343,419,168,08,001,008100
"Census Tract 82, Adams County, Colorado",1400000US08001008200,4494,38.0,2933,643,28,206,13,451,1603,1443,1089,354,1188,0,19,66,174,135,794,159400,0,4408,553,20074,18,49325,1771,1557,36,2869,1750,2397,307,08,001,008200
"Census Tract 83.08, Adams County, Colorado",1400000US08001008308,5689,28.1,3725,935,49,100,0,679,1892,1773,1056,717,2694,11,0,13,0,380,2290,73800,36,5681,1576,13465,0,36076,2243,1694,23,3411,1751,2692,265,08,001,008308
"Census Tract 83.09, Adams County, Colorado",1400000US08001008309,3502,28.8,2661,210,18,49,71,493,1156,1082,820,262,851,0,0,0,12,138,701,27600,0,3502,981,12913,8,33391,1460,1071,65,1925,947,1697,87,08,001,008309
"Census Tract 83.53, Adams County, Colorado",1400000US08001008353,6227,32.7,4107,1008,1,117,0,668,2491,2276,1865,411,1149,0,0,0,0,405,744,141300,0,6155,131,27652,31,56755,3136,1885,78,4198,2959,3668,555,08,001,008353
"Census Tract 84.01, Adams County, Colorado",1400000US08001008401,4145,39.4,3814,11,93,35,0,83,1709,1581,1353,228,463,0,0,6,63,108,286,243800,34,4132,186,29933,58,66620,2206,1796,43,2670,2499,2440,507,08,001,008401
"Census Tract 84.02, Adams County, Colorado",1400000US08001008402,4718,34.3,4262,261,24,79,0,33,1677,1588,1341,247,709,0,0,0,266,50,393,239400,11,4718,353,26486,20,71641,2590,2002,62,2602,2523,2422,558,08,001,008402
"Census Tract 85.05, Adams County, Colorado",1400000US08001008505,6282,40.3,5555,39,95,264,34,272,2526,2348,1833,515,1425,0,0,0,112,76,1237,180700,0,6182,1060,22587,43,51500,3664,2092,50,4007,3535,3486,284,08,001,008505
"Census Tract 85.06, Adams County, Colorado",1400000US08001008506,5451,31.5,4846,206,15,139,0,219,2663,2378,488,1890,3805,18,11,61,92,569,3054,166400,0,5231,1131,17068,0,29518,2547,2005,47,3409,2324,2733,261,08,001,008506
"Census Tract 85.07, Adams County, Colorado",1400000US08001008507,6459,35.8,5136,25,98,25,0,484,2195,2062,1619,443,1355,29,0,0,73,142,1111,187700,0,6408,805,22220,16,64028,3917,2117,74,4043,3557,3438,480,08,001,008507
