NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 101.01, New Castle County, Delaware",1400000US10003010101,4388,29.9,1940,1923,0,357,0,259,12,2257,1906,474,1432,3155,0,12,44,138,1145,1816,200000,0,4387,731,20412,12,33456,1897,1613,99,2515,1958,2163,479,10,003,010101
"Census Tract 101.04, New Castle County, Delaware",1400000US10003010104,3132,38.6,2104,939,0,58,0,22,0,1772,1418,512,906,1786,0,5,28,55,380,1318,217800,0,3132,510,26827,0,50586,1270,1764,4,2240,2179,1875,528,10,003,010104
"Census Tract 102, New Castle County, Delaware",1400000US10003010200,2066,44.0,1531,408,0,63,0,61,23,731,731,682,49,118,0,0,0,62,0,56,240100,12,2051,30,30476,12,69196,718,1115,31,1302,1141,1047,301,10,003,010200
"Census Tract 103, New Castle County, Delaware",1400000US10003010300,2750,37.1,2163,458,0,47,0,116,57,1109,1037,958,79,322,0,0,0,0,219,103,202800,0,2750,195,27526,0,71296,1136,1496,23,1663,1579,1553,380,10,003,010300
"Census Tract 104, New Castle County, Delaware",1400000US10003010400,4565,40.3,3712,413,0,337,0,2,0,2021,1828,1454,374,771,0,0,0,23,104,644,234600,0,4528,129,31650,45,64773,1918,2310,10,2975,2679,2653,796,10,003,010400
"Census Tract 105.02, New Castle County, Delaware",1400000US10003010502,5665,40.8,4646,814,0,114,0,68,4,2690,2454,1698,756,1407,6,0,3,3,179,1216,256500,13,5491,310,33584,144,63132,2379,3014,10,3707,3282,3196,1121,10,003,010502
"Census Tract 107.02, New Castle County, Delaware",1400000US10003010702,5114,35.8,2715,2258,18,0,0,594,0,2631,2196,1286,910,2508,0,144,0,581,727,1056,183400,0,5114,708,30149,73,51967,2181,2205,230,3487,3036,3005,1073,10,003,010702
"Census Tract 108, New Castle County, Delaware",1400000US10003010800,4768,48.1,4014,457,0,79,0,247,84,1990,1907,1294,613,1096,0,26,0,42,116,912,368500,0,4565,269,43347,185,78315,1808,2516,69,3054,2629,2707,1484,10,003,010800
"Census Tract 109, New Castle County, Delaware",1400000US10003010900,2663,46.6,2542,46,18,51,0,15,6,1123,1090,1028,62,174,0,0,0,0,10,164,348700,18,2663,106,46347,162,89634,1100,1367,26,1601,1443,1456,919,10,003,010900
"Census Tract 110, New Castle County, Delaware",1400000US10003011000,3106,45.2,2666,307,35,64,0,67,0,1233,1220,1201,19,38,0,0,0,0,38,0,298700,8,3106,48,48168,100,101042,1143,1721,42,1805,1611,1666,977,10,003,011000
"Census Tract 111, New Castle County, Delaware",1400000US10003011100,2669,47.4,2290,243,0,115,0,38,12,1198,1155,957,198,391,2,0,4,32,204,149,339600,0,2655,60,46593,89,91450,1133,1330,14,1660,1484,1508,824,10,003,011100
"Census Tract 112.01, New Castle County, Delaware",1400000US10003011201,2658,30.8,1745,162,0,554,0,185,6,857,828,580,248,578,0,8,0,7,34,529,344900,0,2364,128,37606,128,112824,864,1265,52,1838,1455,1401,778,10,003,011201
"Census Tract 112.02, New Castle County, Delaware",1400000US10003011202,4018,46.1,3468,244,7,203,0,84,9,1513,1455,1412,43,50,0,0,0,0,15,35,312400,25,4018,196,38033,141,86849,1241,2392,31,2487,2283,2226,926,10,003,011202
"Census Tract 112.03, New Castle County, Delaware",1400000US10003011203,4579,37.8,3205,669,21,502,35,54,0,2070,1880,1112,768,1804,0,121,0,308,574,801,315800,0,4579,100,37413,101,64015,1099,2843,68,2682,2256,2359,949,10,003,011203
"Census Tract 112.04, New Castle County, Delaware",1400000US10003011204,3204,47.0,2665,384,11,98,0,59,0,1455,1388,1176,212,336,0,13,9,37,31,246,332900,0,3187,59,40270,120,71750,751,2143,0,2010,1821,1794,854,10,003,011204
"Census Tract 112.05, New Castle County, Delaware",1400000US10003011205,2094,44.6,1941,44,0,81,0,31,17,752,731,710,21,33,0,0,0,0,0,33,341100,0,2094,22,40048,46,113162,922,1090,3,1344,1256,1068,470,10,003,011205
"Census Tract 112.06, New Castle County, Delaware",1400000US10003011206,4306,47.0,3856,55,0,336,0,110,0,1604,1581,1449,132,282,0,0,0,21,96,165,361700,0,4239,99,41492,154,93210,1355,2532,33,2241,1965,2093,1422,10,003,011206
"Census Tract 113, New Castle County, Delaware",1400000US10003011300,2430,48.2,2013,183,0,157,0,75,0,985,958,813,145,262,0,0,0,9,21,232,328100,0,2352,19,42927,77,91216,908,1233,9,1344,1122,1239,695,10,003,011300
"Census Tract 114, New Castle County, Delaware",1400000US10003011400,3412,50.0,3016,155,24,137,0,182,35,1351,1316,1216,100,161,0,0,33,0,40,88,387900,0,3405,70,49908,199,110395,1096,2037,51,1994,1832,1847,1220,10,003,011400
"Census Tract 115, New Castle County, Delaware",1400000US10003011500,2809,41.8,2629,20,0,98,0,10,0,1240,1205,962,243,612,0,35,0,77,156,344,274900,0,2802,119,39904,49,91250,1174,1374,43,1754,1620,1606,953,10,003,011500
"Census Tract 116, New Castle County, Delaware",1400000US10003011600,3201,41.7,2881,128,0,104,0,24,12,1404,1329,1104,225,503,0,0,0,33,12,458,284900,11,3140,55,40384,99,84276,1298,1659,31,1841,1651,1722,1045,10,003,011600
"Census Tract 117, New Castle County, Delaware",1400000US10003011700,4016,53.1,3648,76,0,143,0,123,1,1794,1711,1480,231,394,42,15,0,46,37,254,528300,27,4003,165,82438,532,130568,1262,2258,151,2018,1827,1872,1585,10,003,011700
"Census Tract 118, New Castle County, Delaware",1400000US10003011800,4109,48.0,3704,60,0,344,0,41,1,2083,1783,1176,607,898,0,0,31,60,134,673,740300,411,4097,202,109820,541,125491,1643,1897,35,2346,1942,2139,1651,10,003,011800
"Census Tract 119, New Castle County, Delaware",1400000US10003011900,3391,46.2,2978,109,16,238,0,150,0,1321,1243,1113,130,335,0,0,0,105,16,214,806400,280,3391,27,93797,565,166328,1209,1642,15,1909,1574,1783,1293,10,003,011900
"Census Tract 120, New Castle County, Delaware",1400000US10003012000,4136,44.8,3476,427,0,146,0,721,14,1788,1662,1274,388,1177,66,28,0,26,257,800,249700,12,4033,489,26252,30,49850,2309,1257,71,2438,1925,2125,393,10,003,012000
"Census Tract 121, New Castle County, Delaware",1400000US10003012100,2936,37.7,2367,377,11,47,0,452,55,1185,1092,751,341,908,0,0,11,11,73,813,236600,9,2743,286,28478,41,57083,1798,689,57,1760,1401,1520,295,10,003,012100
"Census Tract 122, New Castle County, Delaware",1400000US10003012200,4605,32.3,3314,826,63,34,0,1285,258,1855,1663,1116,547,1458,13,0,11,41,517,876,197000,0,4559,464,23374,11,55875,2526,1172,161,2936,2184,2556,438,10,003,012200
"Census Tract 123, New Castle County, Delaware",1400000US10003012300,2710,36.9,2323,260,0,0,0,566,36,1141,1086,573,513,1262,0,0,9,106,332,815,200100,0,2665,420,27309,0,56429,1488,670,46,1937,1367,1604,278,10,003,012300
"Census Tract 124, New Castle County, Delaware",1400000US10003012400,4514,32.7,3464,834,0,0,0,906,137,1800,1720,1110,610,1631,15,7,7,61,154,1387,173400,0,4497,509,20850,5,42019,2707,1084,75,2843,2100,2422,293,10,003,012400
"Census Tract 125, New Castle County, Delaware",1400000US10003012500,5555,32.9,4989,353,107,0,0,1180,15,2276,2170,1583,587,1508,0,0,54,49,216,1189,192600,0,5555,946,22968,50,49205,3498,1405,198,3637,2948,3154,567,10,003,012500
"Census Tract 126, New Castle County, Delaware",1400000US10003012600,2665,42.7,2582,43,0,0,0,49,40,1088,1059,997,62,133,0,0,0,0,62,71,224200,7,2665,139,28120,18,64159,2003,589,34,1726,1636,1517,275,10,003,012600
"Census Tract 127, New Castle County, Delaware",1400000US10003012700,4367,42.9,3530,568,0,23,0,489,208,1991,1896,1504,392,965,0,0,19,4,360,582,214100,6,4365,422,26192,0,48323,2585,1531,30,2593,2320,2264,287,10,003,012700
"Census Tract 129, New Castle County, Delaware",1400000US10003012900,4141,36.4,3100,753,27,24,0,846,107,2023,1652,860,792,2003,0,0,25,137,504,1337,199300,10,4141,620,21932,17,46517,2570,1096,206,2718,2024,2270,235,10,003,012900
"Census Tract 130, New Castle County, Delaware",1400000US10003013000,2257,33.8,1945,196,7,0,0,204,67,779,767,656,111,430,0,0,0,17,35,378,220900,0,2257,231,24377,20,62952,1243,926,58,1399,1298,1025,188,10,003,013000
"Census Tract 131, New Castle County, Delaware",1400000US10003013100,2393,37.8,2075,61,7,231,0,547,19,1074,910,693,217,585,0,0,0,0,379,206,217500,10,2393,402,26568,57,49773,1234,623,74,1446,985,1347,262,10,003,013100
"Census Tract 132, New Castle County, Delaware",1400000US10003013200,2864,33.6,2625,235,4,0,0,698,0,1056,1007,813,194,409,0,0,26,72,0,311,221900,0,2852,314,26423,40,58173,1518,888,55,1757,1266,1488,264,10,003,013200
"Census Tract 133, New Castle County, Delaware",1400000US10003013300,1923,49.2,1837,58,0,7,0,253,21,787,766,757,9,18,0,0,0,0,0,18,240400,0,1923,60,34033,14,77384,983,786,18,1129,959,1012,316,10,003,013300
"Census Tract 134, New Castle County, Delaware",1400000US10003013400,2562,47.0,2425,30,0,103,0,10,0,1067,1038,921,117,256,0,0,0,0,107,149,261900,0,2483,137,32805,4,69722,1691,675,16,1517,1400,1339,485,10,003,013400
"Census Tract 135.01, New Castle County, Delaware",1400000US10003013501,6370,52.3,5846,108,0,326,0,44,4,2511,2461,2069,392,542,0,28,23,205,193,93,418900,53,6015,138,59768,545,112007,2744,3032,39,3278,2967,2941,1821,10,003,013501
"Census Tract 135.03, New Castle County, Delaware",1400000US10003013503,6958,41.9,5765,271,0,751,0,344,0,2545,2385,2215,170,478,0,0,0,126,52,300,409600,54,6958,346,51447,505,124375,3102,3022,21,4374,3791,3734,2507,10,003,013503
"Census Tract 135.05, New Castle County, Delaware",1400000US10003013505,3067,44.5,2779,25,0,191,0,45,0,1159,1159,1146,13,13,0,0,13,0,0,0,421800,24,3067,8,61597,276,141597,1360,1423,13,1954,1749,1773,1119,10,003,013505
"Census Tract 135.06, New Castle County, Delaware",1400000US10003013506,4908,43.6,4422,107,0,344,0,128,0,1640,1630,1630,0,0,0,0,0,0,0,0,460800,0,4907,69,59312,550,155161,2304,2220,69,3102,2829,2751,1830,10,003,013506
"Census Tract 136.04, New Castle County, Delaware",1400000US10003013604,3914,41.3,3488,152,14,127,0,238,20,1645,1557,1373,184,329,0,18,17,0,57,237,284800,0,3914,258,37203,55,78080,2200,1228,126,2363,1882,2099,798,10,003,013604
"Census Tract 136.07, New Castle County, Delaware",1400000US10003013607,5691,41.7,4539,265,0,743,0,213,29,3003,2885,2114,771,1855,0,45,49,200,379,1182,230700,15,5666,234,45179,132,63068,2146,2763,38,3704,3094,3357,1743,10,003,013607
"Census Tract 136.08, New Castle County, Delaware",1400000US10003013608,1821,38.4,1650,53,0,78,0,88,0,768,719,578,141,233,0,0,0,0,17,216,236000,0,1821,159,34254,21,69792,1005,611,16,1054,891,995,360,10,003,013608
"Census Tract 136.10, New Castle County, Delaware",1400000US10003013610,5867,42.1,4751,66,23,872,0,87,20,2152,2032,1655,377,840,0,0,10,19,87,724,415100,8,5759,414,49727,352,131307,2415,2583,95,3752,3129,3002,2011,10,003,013610
"Census Tract 136.11, New Castle County, Delaware",1400000US10003013611,5664,38.2,4895,406,0,267,0,114,8,2560,2560,1625,935,1483,0,0,16,19,181,1267,290400,0,5664,228,39596,191,68665,2761,2216,55,3956,3350,3295,1536,10,003,013611
"Census Tract 136.12, New Castle County, Delaware",1400000US10003013612,6367,42.6,5268,275,0,749,0,295,0,2321,2285,2030,255,712,0,0,0,110,190,412,360700,0,6068,220,43300,296,108257,2976,2480,74,3705,3091,3230,1978,10,003,013612
"Census Tract 136.13, New Castle County, Delaware",1400000US10003013613,5298,41.3,4663,164,19,351,0,195,4,2129,2039,1699,340,797,0,0,0,129,0,668,323200,0,5002,121,39081,153,86321,2125,2723,53,3528,2977,2920,1654,10,003,013613
"Census Tract 136.14, New Castle County, Delaware",1400000US10003013614,3320,31.8,3059,164,0,0,0,892,64,1383,1245,772,473,1326,0,0,0,197,259,870,218500,0,3320,289,27004,34,52103,1712,902,146,1944,1445,1578,244,10,003,013614
"Census Tract 136.15, New Castle County, Delaware",1400000US10003013615,3513,49.4,3211,92,0,187,0,134,1,1919,1810,1559,251,375,0,12,0,48,50,265,149000,0,3479,381,27814,38,43365,1691,1459,0,2205,1916,2056,596,10,003,013615
"Census Tract 137, New Castle County, Delaware",1400000US10003013700,3851,31.1,2766,497,0,106,165,1162,254,1727,1476,821,655,1980,0,0,0,126,318,1536,227600,0,3835,327,25071,57,51765,1863,1097,35,2332,1695,2076,489,10,003,013700
"Census Tract 138, New Castle County, Delaware",1400000US10003013800,5040,36.3,3500,699,0,696,0,268,74,2186,1979,1038,941,2042,22,0,16,116,117,1771,226900,0,4915,225,29263,23,62980,2147,1707,95,3427,2544,3042,1061,10,003,013800
"Census Tract 139.01, New Castle County, Delaware",1400000US10003013901,2885,33.0,2155,360,11,145,0,252,187,1263,1153,736,417,938,0,13,0,58,13,854,227500,14,2885,345,25307,17,43681,1309,1121,5,2008,1578,1601,348,10,003,013901
