NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 9704, Banks County, Georgia",1400000US13011970400,3389,40.6,3252,92,0,0,0,0,1463,1293,1075,218,379,0,0,36,82,41,220,155100,6,3365,619,20492,18,46763,2579,785,25,2246,2206,1863,151,13,011,970400
"Census Tract 1801.03, Barrow County, Georgia",1400000US13013180103,3579,36.9,3260,165,0,90,0,0,1372,1133,1015,118,302,0,0,0,0,51,251,191300,21,3579,275,27127,43,60712,2509,726,59,2385,2117,2072,493,13,013,180103
"Census Tract 1801.04, Barrow County, Georgia",1400000US13013180104,2045,34.9,1674,197,0,109,0,48,778,690,617,73,113,0,0,0,34,0,79,124300,0,2045,97,18950,0,46481,1054,804,30,1248,1162,1084,89,13,013,180104
"Census Tract 1801.05, Barrow County, Georgia",1400000US13013180105,2729,31.1,2497,21,0,127,0,0,976,924,835,89,281,0,0,0,255,0,26,140900,0,2729,161,22614,15,52500,1771,915,0,1811,1700,1501,189,13,013,180105
"Census Tract 1801.06, Barrow County, Georgia",1400000US13013180106,2454,34.5,2150,262,0,28,0,0,1097,949,851,98,278,0,0,0,0,56,222,123900,0,2454,227,20168,0,46165,1339,970,16,1543,1431,1475,177,13,013,180106
"Census Tract 1801.07, Barrow County, Georgia",1400000US13013180107,4311,30.2,3123,446,0,288,0,389,1745,1564,1141,423,1053,0,0,1,54,0,998,131800,0,4255,810,17438,0,39380,2336,1656,19,2679,2173,2260,267,13,013,180107
"Census Tract 1801.08, Barrow County, Georgia",1400000US13013180108,3745,36.8,2998,280,63,281,0,50,1250,1148,991,157,438,0,0,19,75,11,333,127100,0,3726,481,20804,0,61100,2304,1156,11,2423,2076,1956,294,13,013,180108
"Census Tract 1802.03, Barrow County, Georgia",1400000US13013180203,3096,31.7,1436,1193,0,310,0,155,1327,1148,544,604,1663,0,8,0,218,96,1341,89100,0,3096,1054,14116,0,29225,2129,682,0,2072,1678,1686,101,13,013,180203
"Census Tract 1802.04, Barrow County, Georgia",1400000US13013180204,2231,31.4,1521,610,0,44,0,56,947,713,395,318,778,0,47,8,83,28,612,149600,0,2025,519,16175,0,41326,1353,568,41,1373,1164,1196,219,13,013,180204
"Census Tract 1802.05, Barrow County, Georgia",1400000US13013180205,4548,31.5,3208,948,0,269,0,16,1778,1501,796,705,2019,0,0,34,42,430,1513,127700,0,4430,1094,15479,12,34384,2821,1341,66,2496,2260,2164,282,13,013,180205
"Census Tract 1802.06, Barrow County, Georgia",1400000US13013180206,3401,26.4,2839,181,0,15,0,270,1010,965,491,474,1743,8,0,0,34,151,1550,138400,0,3319,387,19065,16,57772,1783,1268,27,2084,1748,1476,230,13,013,180206
"Census Tract 1803.01, Barrow County, Georgia",1400000US13013180301,2110,39.6,1976,117,0,0,0,0,872,761,671,90,120,0,0,0,44,14,62,151800,13,2110,55,23429,15,52109,1205,569,5,1079,842,940,292,13,013,180301
"Census Tract 1803.02, Barrow County, Georgia",1400000US13013180302,5112,36.2,4589,276,40,0,0,0,2092,1972,1707,265,619,0,0,0,0,190,429,141400,0,5112,158,26185,20,59890,3281,1636,20,3315,3105,2970,695,13,013,180302
"Census Tract 1803.03, Barrow County, Georgia",1400000US13013180303,4270,32.4,3753,283,0,213,0,6,1544,1397,994,403,1622,0,0,0,318,280,1024,153800,0,4270,591,21295,34,52957,2790,1115,40,2632,2323,2388,526,13,013,180303
"Census Tract 1804.01, Barrow County, Georgia",1400000US13013180401,4073,36.5,3553,444,0,76,0,0,1707,1540,1186,354,1199,0,0,89,0,19,1091,142000,16,4073,312,24776,28,58846,2652,1383,0,2687,2566,2591,528,13,013,180401
"Census Tract 1804.02, Barrow County, Georgia",1400000US13013180402,6026,35.9,4707,1008,0,69,0,32,2372,2118,1631,487,1567,6,0,6,87,233,1235,130900,14,6002,598,19078,9,46179,3778,1994,27,3697,3372,3273,467,13,013,180402
"Census Tract 1805.01, Barrow County, Georgia",1400000US13013180501,5300,32.5,4030,962,0,149,0,146,1723,1660,1289,371,1133,0,0,0,0,406,727,147300,0,5300,849,18477,22,51226,3016,1454,27,3249,2592,2794,387,13,013,180501
"Census Tract 1805.02, Barrow County, Georgia",1400000US13013180502,4234,33.0,3908,159,0,68,0,7,1651,1591,1371,220,749,0,0,0,0,256,493,136800,23,4234,745,24029,36,52551,3040,1000,28,2731,2499,2444,388,13,013,180502
"Census Tract 1805.03, Barrow County, Georgia",1400000US13013180503,4797,31.3,3569,809,0,155,0,208,1926,1630,1506,124,510,0,0,0,14,13,483,150200,0,4774,499,22231,0,57786,2933,1384,0,2879,2640,2617,643,13,013,180503
"Census Tract 9601.01, Bartow County, Georgia",1400000US13015960101,1470,44.5,1456,0,0,0,0,0,689,562,465,97,163,0,0,25,0,59,79,250600,0,1470,105,33418,34,70690,1112,342,0,895,879,847,324,13,015,960101
"Census Tract 9601.02, Bartow County, Georgia",1400000US13015960102,9748,35.7,9216,328,0,62,0,121,3719,3201,2464,737,2509,3,0,5,249,259,1993,157100,11,9691,1267,24023,45,61181,6532,2990,74,6146,5959,5665,944,13,015,960102
"Census Tract 9602, Bartow County, Georgia",1400000US13015960200,10849,34.5,9074,1136,54,134,0,282,4153,3701,2743,958,2619,0,0,0,89,164,2366,128700,0,10757,1988,18886,31,42295,7892,2583,37,6855,6546,5944,801,13,015,960200
"Census Tract 9603, Bartow County, Georgia",1400000US13015960300,7784,34.5,7050,487,3,130,29,15,2557,2254,1958,296,1331,23,12,13,93,316,874,164200,3,7754,1583,20182,47,58097,5314,2249,17,4407,4223,3966,632,13,015,960300
"Census Tract 9604.01, Bartow County, Georgia",1400000US13015960401,8750,30.7,6278,1252,0,15,27,997,3642,3101,1643,1458,3940,0,29,12,115,783,3001,134800,12,8603,1634,19483,0,43947,4548,3106,58,5815,4864,4510,1062,13,015,960401
"Census Tract 9604.02, Bartow County, Georgia",1400000US13015960402,9316,32.5,7226,1193,40,37,0,549,3404,3185,1922,1263,3296,0,8,0,14,363,2911,156300,0,8747,1927,19659,44,40564,5975,3026,49,6276,5989,5078,705,13,015,960402
"Census Tract 9605, Bartow County, Georgia",1400000US13015960500,7301,34.5,5416,881,122,10,0,797,2898,2551,1729,822,2594,40,25,117,106,97,2209,133800,13,7298,1333,18042,26,40567,4902,1878,32,4236,3863,3714,340,13,015,960500
"Census Tract 9606, Bartow County, Georgia",1400000US13015960600,8630,40.4,6577,1428,0,37,0,465,4319,3542,2215,1327,2803,33,0,53,282,257,2178,202700,58,8591,1353,26594,74,45914,5882,2034,35,4783,4327,4288,1460,13,015,960600
"Census Tract 9607, Bartow County, Georgia",1400000US13015960700,6527,42.1,4471,920,0,249,0,706,3338,2704,1362,1342,2846,31,0,55,541,36,2183,136400,0,6319,731,24534,89,41648,4494,1400,0,4343,3720,3731,540,13,015,960700
"Census Tract 9608.01, Bartow County, Georgia",1400000US13015960801,3203,36.0,2766,402,0,17,0,0,1225,1143,1032,111,208,0,0,9,0,10,189,156700,0,3149,218,24622,8,64233,1619,1450,38,2141,2064,1829,395,13,015,960801
"Census Tract 9608.02, Bartow County, Georgia",1400000US13015960802,2920,37.3,2509,60,16,3,0,285,1226,1053,613,440,1241,0,0,2,223,209,807,72400,0,2920,807,22296,28,39327,1842,659,25,1760,1474,1514,162,13,015,960802
"Census Tract 9608.03, Bartow County, Georgia",1400000US13015960803,5018,39.8,4516,163,90,18,0,122,2075,1841,1247,594,1726,0,0,92,47,248,1339,131300,25,5016,764,26684,55,54482,3160,1681,9,3262,3075,2919,563,13,015,960803
"Census Tract 9609.01, Bartow County, Georgia",1400000US13015960901,2488,42.5,2143,173,31,0,0,64,1051,968,642,326,748,0,0,0,49,75,624,135300,0,2463,629,22919,13,41818,1146,1185,0,1602,1455,1442,169,13,015,960901
"Census Tract 9609.02, Bartow County, Georgia",1400000US13015960902,6219,37.3,5140,602,112,0,0,331,2208,2026,1721,305,974,0,62,27,69,32,784,146800,0,6217,539,25822,80,60909,4224,1804,0,4103,3843,3479,556,13,015,960902
"Census Tract 9610, Bartow County, Georgia",1400000US13015961000,8682,35.5,7613,706,0,4,36,79,2942,2645,2417,228,761,0,38,0,2,329,392,148800,17,8666,198,22139,43,66096,5758,2794,38,5297,5153,4477,590,13,015,961000
"Census Tract 9601, Ben Hill County, Georgia",1400000US13017960100,2440,39.2,1897,543,0,0,0,0,990,866,776,90,261,0,15,40,131,16,59,62100,13,2440,515,15563,0,34621,1859,581,0,1526,1526,1310,77,13,017,960100
"Census Tract 9602, Ben Hill County, Georgia",1400000US13017960200,1700,40.4,1160,442,0,92,0,0,697,614,453,161,448,16,7,0,4,94,327,58200,0,1700,283,17483,10,29551,1178,475,0,832,810,817,105,13,017,960200
"Census Tract 9603, Ben Hill County, Georgia",1400000US13017960300,4072,35.8,2413,1630,0,0,0,0,1908,1485,778,707,1970,0,0,0,30,439,1501,74700,0,4048,1248,18214,43,32439,3209,736,5,2550,2452,2026,263,13,017,960300
"Census Tract 9604, Ben Hill County, Georgia",1400000US13017960400,3529,31.5,1682,1656,0,7,0,127,1585,1255,596,659,1668,0,0,27,68,522,1051,59200,0,3432,927,12010,0,25181,2804,655,0,2055,1932,1665,118,13,017,960400
"Census Tract 9605, Ben Hill County, Georgia",1400000US13017960500,5917,42.3,3165,2636,0,0,0,0,2754,2124,1408,716,1846,88,0,31,138,231,1358,89900,0,5676,1534,17308,0,35630,4556,1281,1,3561,3535,2893,564,13,017,960500
"Census Tract 9701, Berrien County, Georgia",1400000US13019970100,1935,42.3,1193,714,0,0,0,0,976,779,642,137,422,58,54,0,45,75,190,73800,0,1935,355,18864,0,33098,1630,289,0,1183,1154,1014,92,13,019,970100
"Census Tract 9702, Berrien County, Georgia",1400000US13019970200,3933,40.0,3549,24,0,0,0,314,1511,1328,925,403,1246,11,0,85,242,43,865,48700,0,3762,1335,12984,0,21629,3097,625,0,2228,1968,1946,164,13,019,970200
"Census Tract 9703, Berrien County, Georgia",1400000US13019970300,2572,38.6,2417,131,0,0,0,11,1243,1091,686,405,781,0,0,0,77,81,623,77400,0,2425,368,17209,0,27474,1853,616,70,1765,1709,1540,201,13,019,970300
"Census Tract 9704, Berrien County, Georgia",1400000US13019970400,2961,35.0,2208,741,0,0,0,0,1543,1205,829,376,906,0,0,0,37,253,616,57200,0,2942,523,15387,12,30602,2232,635,51,1829,1759,1542,135,13,019,970400
"Census Tract 9705, Berrien County, Georgia",1400000US13019970500,3891,37.1,3292,474,9,0,0,71,1669,1424,1018,406,1250,0,0,10,170,287,783,107500,0,3786,901,17855,6,39821,3150,669,9,2305,2265,1911,222,13,019,970500
"Census Tract 9706, Berrien County, Georgia",1400000US13019970600,3685,34.3,3333,216,0,0,0,117,1662,1386,963,423,1032,73,13,4,66,26,850,113700,0,3677,911,19961,8,44158,2301,1252,40,2183,2017,1895,421,13,019,970600
"Census Tract 101, Bibb County, Georgia",1400000US13021010100,1940,29.0,287,1593,14,17,0,0,1082,691,100,591,1724,46,32,0,106,137,1403,83800,9,1914,1020,7988,0,15547,1669,204,0,993,926,835,37,13,021,010100
"Census Tract 102, Bibb County, Georgia",1400000US13021010200,2172,43.7,1517,607,0,15,0,0,1384,1109,397,712,1230,0,0,70,44,431,685,180500,0,2172,573,29309,31,25107,1265,840,34,1340,1322,1132,425,13,021,010200
"Census Tract 103, Bibb County, Georgia",1400000US13021010300,1025,41.4,114,847,0,0,0,64,582,409,182,227,425,0,50,14,24,49,288,65000,0,1020,339,15261,0,20592,785,215,0,654,588,573,37,13,021,010300
"Census Tract 104, Bibb County, Georgia",1400000US13021010400,2273,42.5,51,2163,0,0,0,59,1488,1005,313,692,1533,122,0,146,156,289,820,58900,0,2260,1162,11803,0,17762,2012,198,0,1467,1467,1214,67,13,021,010400
"Census Tract 105, Bibb County, Georgia",1400000US13021010500,3444,19.8,1647,1703,7,46,0,0,684,527,80,447,1145,0,25,75,65,100,880,72000,0,1395,848,4762,0,10186,2550,731,25,2853,2796,634,22,13,021,010500
"Census Tract 108, Bibb County, Georgia",1400000US13021010800,1480,25.3,1166,144,0,26,0,121,976,745,240,505,925,0,0,0,10,16,899,246200,8,1476,500,27799,14,38162,622,765,5,1229,1140,659,364,13,021,010800
"Census Tract 110, Bibb County, Georgia",1400000US13021011000,4425,34.8,1699,2591,50,34,0,11,2618,1952,707,1245,2658,0,0,9,177,103,2369,116600,0,4376,1125,21366,5,31043,3418,931,0,2663,2555,2229,614,13,021,011000
"Census Tract 111, Bibb County, Georgia",1400000US13021011100,2062,34.6,101,1942,0,0,0,0,1297,894,476,418,978,0,0,174,35,221,548,48800,0,2051,1047,10103,0,15451,1706,337,0,1162,1143,934,87,13,021,011100
"Census Tract 115, Bibb County, Georgia",1400000US13021011500,1524,43.1,51,1470,0,0,0,3,680,514,161,353,756,7,74,0,16,124,535,80400,0,1524,566,10310,0,18482,1250,274,0,976,963,800,32,13,021,011500
"Census Tract 117.01, Bibb County, Georgia",1400000US13021011701,2681,30.9,197,2469,0,0,0,0,1014,909,554,355,896,0,0,0,31,204,661,82500,0,2681,672,16056,0,37467,2271,400,0,1744,1744,1396,123,13,021,011701
"Census Tract 117.02, Bibb County, Georgia",1400000US13021011702,4769,35.3,183,4586,0,0,0,0,1883,1656,799,857,2513,11,43,47,117,402,1893,92900,0,4663,1435,13987,0,27702,4382,361,26,2696,2603,2254,165,13,021,011702
"Census Tract 118, Bibb County, Georgia",1400000US13021011800,3478,38.7,2597,641,0,0,0,151,1849,1519,706,813,1584,0,20,96,40,276,1152,182500,0,3403,363,31189,90,47218,2358,950,73,2101,1931,1802,787,13,021,011800
"Census Tract 119, Bibb County, Georgia",1400000US13021011900,1883,43.1,1253,605,0,13,0,12,1228,979,502,477,821,0,34,55,143,83,506,117400,0,1872,379,26155,22,38792,1306,532,10,1144,1079,1060,292,13,021,011900
"Census Tract 120, Bibb County, Georgia",1400000US13021012000,4700,37.5,3699,871,0,47,0,0,2067,1927,1657,270,831,0,42,8,8,85,688,130100,0,4700,328,30920,96,60175,3123,1386,71,2785,2688,2491,1133,13,021,012000
"Census Tract 121.01, Bibb County, Georgia",1400000US13021012101,2456,25.3,1538,683,9,44,0,0,893,845,595,250,475,0,0,0,0,24,451,322100,45,2070,158,59814,251,56510,1828,562,0,1573,1529,1070,619,13,021,012101
"Census Tract 121.02, Bibb County, Georgia",1400000US13021012102,4432,36.7,2834,1112,0,147,0,99,2455,2021,1144,877,1688,0,0,0,24,174,1490,152400,0,4432,600,29194,58,45229,2548,1486,14,2714,2463,2500,1153,13,021,012102
"Census Tract 122, Bibb County, Georgia",1400000US13021012200,2039,37.4,581,1317,0,93,0,0,1200,796,380,416,1083,86,21,56,100,187,633,59300,0,2039,405,20962,38,36316,1298,573,11,1422,1376,1188,330,13,021,012200
"Census Tract 123, Bibb County, Georgia",1400000US13021012300,3211,39.8,573,2620,0,0,0,0,1547,1219,505,714,2080,0,32,19,97,267,1665,56300,0,3185,1296,13286,8,21601,2587,514,0,1925,1834,1618,121,13,021,012300
"Census Tract 124, Bibb County, Georgia",1400000US13021012400,3216,46.2,416,2774,10,0,0,0,1750,1234,637,597,1446,55,0,166,125,205,895,86100,0,3142,829,15641,0,26651,2643,569,3,1909,1892,1600,190,13,021,012400
"Census Tract 125, Bibb County, Georgia",1400000US13021012500,3681,31.9,282,3308,0,0,0,0,1437,1325,342,983,2638,0,64,127,299,428,1720,70600,0,3496,1678,10527,0,17672,3320,313,34,2035,1973,1642,135,13,021,012500
"Census Tract 126, Bibb County, Georgia",1400000US13021012600,5278,29.3,1011,4252,15,0,0,0,1885,1652,997,655,2162,0,50,0,302,299,1511,67600,0,5278,1561,10449,7,25897,4787,404,0,2935,2875,2498,152,13,021,012600
"Census Tract 127, Bibb County, Georgia",1400000US13021012700,2326,27.5,212,2114,0,0,0,0,1000,747,280,467,1552,5,0,24,261,321,941,42600,0,2326,1270,8812,0,17036,1888,438,0,1215,1213,1038,54,13,021,012700
"Census Tract 128, Bibb County, Georgia",1400000US13021012800,3811,28.3,367,3288,156,0,0,0,1503,1222,364,858,2854,0,0,0,97,298,2459,54100,0,3719,2102,7459,0,15833,3382,309,0,2002,1956,1750,32,13,021,012800
"Census Tract 129, Bibb County, Georgia",1400000US13021012900,1991,29.1,378,1434,0,0,0,103,979,642,219,423,1271,0,0,88,43,99,1041,54200,0,1819,955,8233,0,18311,1706,220,0,1136,1038,917,79,13,021,012900
"Census Tract 131.01, Bibb County, Georgia",1400000US13021013101,6001,28.6,783,4698,21,113,0,357,2483,1985,1050,935,3446,0,0,72,173,298,2903,74100,0,6001,2201,11440,8,23942,4899,571,56,3302,3034,2745,207,13,021,013101
"Census Tract 131.02, Bibb County, Georgia",1400000US13021013102,3899,34.0,672,3075,0,112,0,0,1546,1367,1071,296,804,0,0,84,89,81,550,85600,0,3823,581,19356,22,38682,3274,450,43,2373,2299,1955,230,13,021,013102
"Census Tract 132.01, Bibb County, Georgia",1400000US13021013201,5448,27.8,839,4019,0,166,0,86,2480,2070,850,1220,2917,0,0,0,327,263,2327,87700,0,5432,1144,13203,0,25934,4437,902,9,3232,3069,2619,193,13,021,013201
"Census Tract 132.02, Bibb County, Georgia",1400000US13021013202,2095,46.6,365,1722,0,0,8,0,1385,955,389,566,1163,0,0,8,40,238,877,78700,0,2095,485,17190,0,24562,1702,362,23,1518,1500,1174,107,13,021,013202
"Census Tract 133.02, Bibb County, Georgia",1400000US13021013302,4535,37.1,1078,3099,0,45,0,0,1858,1555,1165,390,891,0,0,41,108,39,703,84800,0,4222,975,15997,0,34743,3698,752,35,2625,2535,2155,264,13,021,013302
"Census Tract 134.07, Bibb County, Georgia",1400000US13021013407,3593,38.3,2440,664,15,0,0,78,1964,1602,787,815,1543,0,0,0,14,365,1164,141200,0,3551,373,25052,5,44595,2103,1164,20,2061,1737,1796,583,13,021,013407
"Census Tract 134.08, Bibb County, Georgia",1400000US13021013408,4562,41.3,3514,624,0,345,0,79,1754,1595,1525,70,70,0,0,0,23,47,0,207200,13,4562,82,38593,147,97318,2639,1424,79,2605,2310,2516,1655,13,021,013408
"Census Tract 134.09, Bibb County, Georgia",1400000US13021013409,3980,37.4,2842,986,1,88,0,0,1498,1430,1121,309,845,50,0,0,0,140,655,109300,0,3909,522,28072,68,56667,2703,1147,48,2712,2574,2455,804,13,021,013409
"Census Tract 134.10, Bibb County, Georgia",1400000US13021013410,5834,45.3,4760,635,18,310,0,100,2458,2270,1717,553,1060,0,0,0,0,235,825,207900,22,5708,156,44036,284,75000,3414,1909,109,3250,2980,2982,1828,13,021,013410
"Census Tract 134.11, Bibb County, Georgia",1400000US13021013411,3204,31.5,2335,602,48,43,0,137,1912,1524,487,1037,1899,0,0,0,30,184,1685,331100,0,3204,430,42123,172,62575,1680,1284,23,2494,2248,2002,1235,13,021,013411
"Census Tract 135.02, Bibb County, Georgia",1400000US13021013502,2041,43.4,1793,212,0,0,0,0,1003,789,604,185,523,4,0,0,162,0,357,86100,0,2041,435,18166,0,35083,1511,515,0,1267,1233,1152,195,13,021,013502
"Census Tract 135.03, Bibb County, Georgia",1400000US13021013503,2353,33.8,1281,709,0,118,0,229,947,837,540,297,944,0,0,0,0,71,873,141100,12,2353,349,23961,17,54315,1461,497,0,1658,1186,1487,292,13,021,013503
"Census Tract 135.04, Bibb County, Georgia",1400000US13021013504,8492,41.9,6876,1535,0,0,0,0,3271,3029,2753,276,778,43,0,10,0,96,629,156000,17,8384,218,28601,85,69566,6372,1918,96,5164,5073,4738,1441,13,021,013504
"Census Tract 136.03, Bibb County, Georgia",1400000US13021013603,4477,34.9,2963,1395,5,7,0,57,1292,1022,770,252,1137,0,0,0,0,64,1073,120800,0,3035,746,15387,0,54545,3032,1350,7,3261,3127,2899,287,13,021,013603
"Census Tract 136.04, Bibb County, Georgia",1400000US13021013604,4784,44.2,3258,1369,0,0,44,5,1980,1799,1593,206,495,0,0,0,58,209,228,128700,16,4763,403,25988,28,57596,4081,627,42,2880,2711,2544,263,13,021,013604
"Census Tract 136.05, Bibb County, Georgia",1400000US13021013605,6180,30.6,3640,2241,0,198,0,27,2446,2283,1255,1028,2543,0,0,85,115,546,1797,165300,0,6059,683,25912,83,51250,4121,1707,37,3871,3618,3219,999,13,021,013605
"Census Tract 136.06, Bibb County, Georgia",1400000US13021013606,6056,45.1,4280,1390,0,348,0,0,2503,2220,1987,233,365,0,0,0,0,52,313,203800,17,6014,218,34723,191,69750,4215,1479,0,3713,3387,3279,1050,13,021,013606
"Census Tract 137, Bibb County, Georgia",1400000US13021013700,3089,36.0,1222,1769,2,96,0,0,1454,1037,300,737,1401,27,0,29,89,123,1133,97600,0,2306,972,15294,14,23208,2090,834,37,2437,2306,1781,332,13,021,013700
"Census Tract 138, Bibb County, Georgia",1400000US13021013800,1961,30.5,30,1805,2,0,0,61,955,635,205,430,1458,0,39,63,37,205,1114,62100,0,1865,1051,7645,0,14293,1579,303,6,1072,1032,868,44,13,021,013800
