NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 201, Anderson County, Tennessee",1400000US47001020100,3216,31.4,2128,802,10,178,0,0,1703,1433,395,1038,2068,1709,110600,0,3216,1152,21309,37,27530,2012,896,117,1931,1722,1569,474,47,001,020100
"Census Tract 202.01, Anderson County, Tennessee",1400000US47001020201,3757,48.9,3191,298,0,245,0,0,1628,1604,1198,406,570,302,269600,0,3648,69,45642,185,77000,1599,1881,12,2417,2202,2167,1459,47,001,020201
"Census Tract 202.02, Anderson County, Tennessee",1400000US47001020202,4172,49.6,3580,374,0,145,0,0,2056,1842,1265,577,963,637,176500,8,4031,639,38661,80,56515,1744,1941,78,2146,1779,1995,853,47,001,020202
"Census Tract 203, Anderson County, Tennessee",1400000US47001020300,3783,40.1,3224,198,0,54,0,126,1851,1633,1274,359,874,609,97700,0,3770,533,26142,0,51521,2070,1535,23,2336,2181,2117,653,47,001,020300
"Census Tract 204, Anderson County, Tennessee",1400000US47001020400,4379,43.5,4014,259,10,0,0,0,2449,2045,1297,748,1617,1473,103200,8,4374,869,22647,8,41832,2607,1524,59,2763,2586,2342,496,47,001,020400
"Census Tract 205, Anderson County, Tennessee",1400000US47001020500,3817,36.9,2924,558,0,12,0,29,1830,1497,709,788,2147,1651,85200,0,3752,1102,19154,0,38496,2459,1240,4,2458,2392,1940,296,47,001,020500
"Census Tract 206, Anderson County, Tennessee",1400000US47001020600,2592,40.6,2387,40,32,9,0,7,1016,981,878,103,313,225,150200,0,2592,218,34641,66,75117,1214,1260,11,1372,1262,1251,596,47,001,020600
"Census Tract 207, Anderson County, Tennessee",1400000US47001020700,1567,44.4,1502,0,65,0,0,0,797,622,530,92,252,214,48300,0,1567,452,14228,0,29000,1316,237,8,954,939,849,15,47,001,020700
"Census Tract 208, Anderson County, Tennessee",1400000US47001020800,5167,38.6,5108,0,26,0,0,5,2396,2058,1517,541,1086,838,90700,0,5050,979,16982,0,32798,4206,901,38,3074,3047,2643,66,47,001,020800
"Census Tract 209.01, Anderson County, Tennessee",1400000US47001020901,5644,44.6,5539,9,0,76,0,0,2713,2327,1916,411,957,579,146900,0,5545,1045,24469,64,42394,3837,1660,75,3330,3322,3029,776,47,001,020901
"Census Tract 209.02, Anderson County, Tennessee",1400000US47001020902,6093,38.2,5941,0,11,16,0,69,2590,2342,1944,398,1127,1011,118200,13,6066,1026,21966,0,44578,4424,1610,0,3762,3702,3227,359,47,001,020902
