NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 17.01, Anchorage Municipality, Alaska",1400000US02020001701,7098,33.2,3890,762,725,323,851,232,43,2832,2593,1739,854,2759,0,0,0,226,317,2216,241900,0,7076,488,34555,142,80901,2679,3672,363,4626,3949,3970,1189,02,020,001701
"Census Tract 17.02, Anchorage Municipality, Alaska",1400000US02020001702,4786,38.6,3485,238,388,122,147,407,0,1963,1880,1533,347,730,0,0,10,0,142,578,243900,18,4778,321,37348,101,81569,1856,2422,193,3125,2693,2623,968,02,020,001702
"Census Tract 17.31, Anchorage Municipality, Alaska",1400000US02020001731,5744,35.2,3433,411,639,115,130,259,73,2200,2177,1479,698,1970,0,57,0,0,0,1913,240000,0,5727,709,28424,50,68317,2099,2930,298,3593,2941,3160,708,02,020,001731
"Census Tract 17.32, Anchorage Municipality, Alaska",1400000US02020001732,6058,35.4,3903,407,454,395,394,327,102,2202,2181,1739,442,1132,0,0,0,58,77,997,259800,0,6022,620,36391,97,97908,1925,3432,226,4025,3279,3526,977,02,020,001732
"Census Tract 18.01, Anchorage Municipality, Alaska",1400000US02020001801,5020,28.4,3308,184,584,366,37,599,139,2126,1988,821,1167,2567,0,0,17,44,174,2332,249300,0,5020,392,34331,61,70804,2000,2510,105,3641,2986,2689,818,02,020,001801
"Census Tract 18.02, Anchorage Municipality, Alaska",1400000US02020001802,5570,27.7,3197,261,526,856,90,537,199,2268,2170,1023,1147,2362,0,0,56,126,151,2029,177100,0,5303,481,27896,84,54079,1972,2639,112,4071,3285,2897,497,02,020,001802
"Census Tract 19, Anchorage Municipality, Alaska",1400000US02020001900,4086,37.6,1983,244,491,779,78,457,138,1710,1587,470,1117,2396,0,0,9,156,444,1787,200500,0,3857,817,23922,23,41520,1450,1652,99,2911,1969,2457,577,02,020,001900
"Census Tract 20, Anchorage Municipality, Alaska",1400000US02020002000,3363,30.4,2058,204,230,451,44,509,47,1592,1409,496,913,2247,0,22,148,234,317,1526,168600,7,3316,380,22238,0,43319,1250,1440,81,2295,1638,1731,249,02,020,002000
"Census Tract 21, Anchorage Municipality, Alaska",1400000US02020002100,3264,40.3,2481,48,196,201,27,298,58,1960,1683,673,1010,1799,0,0,0,27,207,1565,194700,0,3242,402,32390,23,52612,739,2158,67,2520,2132,2124,741,02,020,002100
"Census Tract 22.01, Anchorage Municipality, Alaska",1400000US02020002201,4989,36.4,3313,178,251,755,0,394,48,2002,1923,1412,511,1273,0,0,55,16,199,1003,247300,0,4967,166,37835,148,79276,1727,2307,106,3574,2835,3030,1203,02,020,002201
"Census Tract 22.02, Anchorage Municipality, Alaska",1400000US02020002202,2598,29.7,1741,136,248,151,0,229,4,1468,1288,436,852,1590,0,0,0,73,173,1344,238600,0,2570,244,34959,18,61071,930,1394,52,1847,1572,1639,424,02,020,002202
"Census Tract 23.01, Anchorage Municipality, Alaska",1400000US02020002301,7664,37.1,5432,449,435,371,0,301,114,2538,2520,2048,472,1219,0,0,127,0,179,913,389600,0,7664,141,43130,256,106364,3251,3703,152,4685,3981,4114,1512,02,020,002301
"Census Tract 23.02, Anchorage Municipality, Alaska",1400000US02020002302,5070,31.5,3694,85,732,157,54,264,47,1917,1822,1126,696,2026,0,28,74,0,256,1668,248200,0,5001,358,33423,157,76447,2336,2323,124,3211,2776,2691,625,02,020,002302
"Census Tract 23.03, Anchorage Municipality, Alaska",1400000US02020002303,8363,33.3,4884,380,709,791,230,565,142,3208,3050,1780,1270,3307,0,0,8,336,528,2435,246700,0,8311,964,28906,83,66556,3635,3667,255,5242,4117,4581,989,02,020,002303
"Census Tract 24, Anchorage Municipality, Alaska",1400000US02020002400,2958,37.0,2012,33,252,263,132,236,0,1333,1135,777,358,743,0,0,12,140,80,511,258800,0,2929,257,33418,37,76895,1004,1546,65,2128,1657,1696,419,02,020,002400
"Census Tract 25.01, Anchorage Municipality, Alaska",1400000US02020002501,4932,36.2,3308,460,181,244,109,484,275,2009,1968,1355,613,1555,0,0,0,94,103,1358,265100,10,4901,307,39486,126,84659,1963,2266,123,3390,2951,2890,930,02,020,002501
"Census Tract 25.02, Anchorage Municipality, Alaska",1400000US02020002502,5722,28.0,3747,273,307,446,220,153,36,2421,2251,1235,1016,2604,0,0,52,83,303,2166,206700,0,5718,388,35724,25,86611,2367,2571,168,4219,3452,3229,1065,02,020,002502
"Census Tract 26.01, Anchorage Municipality, Alaska",1400000US02020002601,4716,29.3,2419,359,645,614,0,388,208,1677,1530,790,740,2389,0,0,0,46,202,2141,230700,0,4686,273,31367,32,75197,2012,1813,106,3247,2431,2676,664,02,020,002601
"Census Tract 26.02, Anchorage Municipality, Alaska",1400000US02020002602,5597,31.5,3696,269,373,402,10,614,174,1949,1898,1636,262,732,0,0,17,0,212,503,254900,0,5597,273,32237,25,84435,2298,2404,274,3708,3032,3253,846,02,020,002602
"Census Tract 26.03, Anchorage Municipality, Alaska",1400000US02020002603,6845,32.7,4321,220,444,1000,96,311,94,2204,2204,1927,277,813,0,0,0,39,121,653,275500,0,6831,197,34842,126,97314,2816,2915,272,4393,3591,3865,1306,02,020,002603
"Census Tract 27.02, Anchorage Municipality, Alaska",1400000US02020002702,9399,37.1,7448,71,184,987,20,606,96,3665,3590,2813,777,1685,0,0,0,60,150,1475,311400,12,9339,249,44378,430,86810,3819,4850,33,6422,5542,5713,2177,02,020,002702
"Census Tract 27.11, Anchorage Municipality, Alaska",1400000US02020002711,6374,37.6,4977,16,519,437,30,391,89,2505,2303,2018,285,787,0,0,0,15,203,569,315500,30,6323,191,45947,177,102327,2338,3339,121,4001,3408,3639,1642,02,020,002711
"Census Tract 27.12, Anchorage Municipality, Alaska",1400000US02020002712,9119,34.0,5543,404,617,1253,75,927,74,3514,3220,2293,927,2155,0,0,0,83,375,1697,222600,16,9069,460,31731,138,73600,3383,4184,172,6104,4744,5187,1290,02,020,002712
"Census Tract 28.11, Anchorage Municipality, Alaska",1400000US02020002811,6305,31.9,3747,405,456,674,0,710,405,2785,2587,1825,762,1703,0,0,0,0,375,1328,209300,18,6289,457,29826,18,67072,2491,2922,66,4389,3676,3422,1147,02,020,002811
"Census Tract 28.12, Anchorage Municipality, Alaska",1400000US02020002812,7364,39.7,6311,75,86,403,0,296,9,2522,2410,2063,347,823,0,0,0,0,183,640,396000,59,7325,173,52719,493,134679,2534,4078,196,4661,4334,4199,2202,02,020,002812
"Census Tract 28.13, Anchorage Municipality, Alaska",1400000US02020002813,4596,46.8,4205,10,134,67,0,120,56,1763,1743,1609,134,266,0,0,0,0,0,266,530000,87,4596,80,74296,491,151042,1333,2975,87,3082,2927,2770,1803,02,020,002813
"Census Tract 28.21, Anchorage Municipality, Alaska",1400000US02020002821,5344,40.1,4422,250,61,253,75,131,45,1712,1601,1581,20,64,0,0,0,0,0,64,388800,0,5344,62,52947,474,153792,1431,3417,122,3388,3038,2960,1912,02,020,002821
"Census Tract 28.22, Anchorage Municipality, Alaska",1400000US02020002822,4172,45.2,3850,29,90,34,0,56,21,1501,1442,1346,96,122,0,0,0,26,0,96,434700,17,4136,38,56479,336,127917,1530,2455,36,2776,2628,2466,1286,02,020,002822
"Census Tract 28.23, Anchorage Municipality, Alaska",1400000US02020002823,5228,39.7,4712,6,132,147,0,311,36,1969,1772,1673,99,321,0,0,0,0,11,310,491100,61,5219,163,54986,466,139881,1810,3092,56,3535,3146,3206,1904,02,020,002823
"Census Tract 29, Anchorage Municipality, Alaska",1400000US02020002900,1950,38.8,1775,0,0,99,0,55,14,1575,981,642,339,748,0,0,0,30,91,627,346400,15,1932,163,50680,88,70406,430,1298,0,1505,1296,1366,633,02,020,002900
"Census Tract 1, Bethel Census Area, Alaska",1400000US02050000100,9429,23.9,271,6,8971,4,0,16,0,2810,2145,1582,563,2117,18,56,96,256,471,1220,116300,0,9355,2554,11579,19,37617,9210,194,4,5028,537,3888,217,02,050,000100
"Census Tract 2, Bethel Census Area, Alaska",1400000US02050000200,6036,28.8,1516,67,3696,174,4,202,0,2333,1679,878,801,2450,0,0,0,252,414,1784,216100,0,5773,465,29261,134,91302,4476,1367,63,3911,2035,3239,758,02,050,000200
"Census Tract 3, Bethel Census Area, Alaska",1400000US02050000300,1508,28.4,245,4,1092,0,0,8,0,741,471,308,163,461,0,0,18,20,122,301,169100,0,1501,280,17485,4,47054,1270,219,18,872,576,680,71,02,050,000300
"Census Tract 1, Bristol Bay Borough, Alaska",1400000US02060000100,1035,41.9,548,1,318,2,5,45,0,952,424,233,191,412,0,2,14,44,47,305,172300,0,1030,62,35981,20,80000,488,537,1,694,662,621,133,02,060,000100
"Census Tract 1, Denali Borough, Alaska",1400000US02068000100,1770,42.8,1556,18,50,68,0,75,3,1507,699,469,230,438,0,0,15,0,88,335,179500,0,1579,144,38804,17,82898,417,1189,13,1328,1168,1216,306,02,068,000100
"Census Tract 1, Dillingham Census Area, Alaska",1400000US02070000100,2586,25.9,175,6,2196,3,21,44,27,1360,587,371,216,872,0,21,65,170,190,426,113000,0,2581,562,13486,7,43304,2367,197,9,1467,590,1135,88,02,070,000100
"Census Tract 2, Dillingham Census Area, Alaska",1400000US02070000200,2259,32.7,736,10,1076,44,0,63,33,1056,782,407,375,954,0,0,7,147,157,643,231000,6,2232,386,33039,68,67742,1470,702,20,1417,1206,1187,390,02,070,000200
"Census Tract 1, Fairbanks North Star Borough, Alaska",1400000US02090000100,1790,47.9,1301,36,360,7,0,125,12,1313,1056,246,810,1279,0,0,0,198,155,926,184400,0,1789,182,30327,24,29338,599,1035,34,1209,1040,939,209,02,090,000100
"Census Tract 2, Fairbanks North Star Borough, Alaska",1400000US02090000200,3630,31.3,2601,382,320,20,0,165,37,1687,1408,588,820,1535,0,0,25,120,255,1135,183300,0,3209,389,23441,28,44444,1401,2072,42,2356,2120,1869,220,02,090,000200
"Census Tract 3, Fairbanks North Star Borough, Alaska",1400000US02090000300,4544,32.6,2319,753,701,220,32,236,120,2255,2033,602,1431,2855,0,43,0,194,279,2339,170700,0,4419,646,27063,59,47767,1718,2525,116,3291,2829,2682,388,02,090,000300
"Census Tract 4, Fairbanks North Star Borough, Alaska",1400000US02090000400,4596,36.6,3370,72,565,229,0,225,70,1982,1841,1268,573,1377,0,0,0,76,36,1265,211800,0,4547,402,33639,39,72284,1566,2618,45,3092,2674,2615,633,02,090,000400
"Census Tract 5, Fairbanks North Star Borough, Alaska",1400000US02090000500,2803,30.5,2054,113,226,150,0,233,77,1600,1319,450,869,1845,0,40,47,0,385,1373,156700,0,2766,209,29206,20,53504,863,1575,53,2032,1632,1541,425,02,090,000500
"Census Tract 6, Fairbanks North Star Borough, Alaska",1400000US02090000600,4433,32.4,3207,22,776,82,41,134,0,1922,1774,1178,596,1238,0,0,11,12,147,1068,184800,0,4423,516,30987,20,74643,1758,2413,44,3010,2690,2588,479,02,090,000600
"Census Tract 7, Fairbanks North Star Borough, Alaska",1400000US02090000700,4655,30.6,2981,683,339,349,83,386,9,2108,1809,780,1029,2223,0,0,42,178,288,1715,252200,0,4647,460,31359,83,65810,1446,2270,201,3072,2415,2236,520,02,090,000700
"Census Tract 8, Fairbanks North Star Borough, Alaska",1400000US02090000800,6431,29.9,4291,255,604,219,50,533,198,2369,2304,1461,843,2013,0,0,0,68,272,1673,222200,13,6382,534,31631,58,80094,2671,3132,99,4360,3818,3678,1319,02,090,000800
"Census Tract 9, Fairbanks North Star Borough, Alaska",1400000US02090000900,5789,37.2,4510,83,597,22,0,663,126,2321,2102,1622,480,1143,0,0,0,30,72,1041,256700,6,5786,226,38247,147,84375,1816,3399,75,4151,3587,3501,1520,02,090,000900
"Census Tract 10, Fairbanks North Star Borough, Alaska",1400000US02090001000,1302,42.7,1067,0,169,24,0,41,2,673,583,274,309,563,22,0,13,0,84,444,122500,0,1300,151,29835,5,47022,522,747,0,872,811,822,140,02,090,001000
"Census Tract 11, Fairbanks North Star Borough, Alaska",1400000US02090001100,7260,21.8,5340,1032,73,169,147,927,200,2271,1850,23,1827,6141,0,0,0,0,458,5683,169200,0,6221,694,18630,0,52680,531,6060,381,4527,3871,2424,531,02,090,001100
"Census Tract 12, Fairbanks North Star Borough, Alaska",1400000US02090001200,6213,32.2,5084,0,386,124,0,192,19,2328,2232,1824,408,1064,0,0,0,0,154,910,222700,0,6179,149,34908,138,76084,2388,3496,57,3960,3486,3516,1156,02,090,001200
"Census Tract 13, Fairbanks North Star Borough, Alaska",1400000US02090001300,5945,33.2,5185,119,248,210,5,95,41,2278,2097,1456,641,1413,0,0,17,0,0,1396,261500,0,5171,356,45327,204,83897,1993,3415,72,4671,4029,3348,1686,02,090,001300
"Census Tract 14, Fairbanks North Star Borough, Alaska",1400000US02090001400,7206,29.1,6404,40,190,62,0,373,71,2668,2444,1862,582,1969,0,36,103,17,40,1773,184400,11,7183,375,27775,26,74441,2715,4278,45,4667,4379,3676,728,02,090,001400
"Census Tract 15, Fairbanks North Star Borough, Alaska",1400000US02090001500,10144,28.9,8725,233,420,125,0,483,33,3594,3336,2634,702,2113,0,0,0,112,225,1776,216900,0,9894,488,31054,147,87231,3743,5875,271,6438,6191,5370,977,02,090,001500
"Census Tract 16, Fairbanks North Star Borough, Alaska",1400000US02090001600,4752,33.7,3708,177,264,243,6,213,33,1990,1766,1245,521,1174,0,0,0,10,87,1077,184600,0,4743,348,31911,52,78750,1568,2846,176,3154,2856,2508,492,02,090,001600
"Census Tract 17, Fairbanks North Star Borough, Alaska",1400000US02090001700,1152,39.9,1040,0,0,0,0,0,0,1241,483,367,116,358,0,0,0,10,23,325,190700,0,1152,0,31942,0,72188,190,962,0,701,613,660,204,02,090,001700
"Census Tract 18, Fairbanks North Star Borough, Alaska",1400000US02090001800,2909,22.6,2321,288,11,42,0,210,43,1411,765,30,735,2490,0,0,0,0,147,2343,164700,0,2607,66,20819,8,59125,255,2239,325,1768,1570,1232,331,02,090,001800
"Census Tract 19, Fairbanks North Star Borough, Alaska",1400000US02090001900,10607,41.2,9105,64,456,239,0,412,99,5180,4381,3169,1212,2543,17,0,0,23,85,2418,225000,0,10511,1080,37766,230,74529,3050,6901,372,7984,7338,6831,2489,02,090,001900
"Census Tract 1, Haines Borough, Alaska",1400000US02100000100,2519,44.0,2063,5,211,22,0,31,0,1668,1176,804,372,716,0,0,3,198,76,439,173800,0,2489,147,30090,43,51667,842,1557,30,1583,1486,1477,482,02,100,000100
"Census Tract 2, Hoonah-Angoon Census Area, Alaska",1400000US02105000200,113,37.8,25,0,49,0,0,4,0,91,53,46,7,7,0,0,0,0,0,7,137500,0,113,2,22432,0,29375,84,25,0,66,53,62,3,02,105,000200
"Census Tract 3, Hoonah-Angoon Census Area, Alaska",1400000US02105000300,1916,47.2,996,9,667,27,10,113,32,1670,913,558,355,711,0,1,36,135,142,397,210300,8,1904,300,28750,16,49940,959,845,21,1311,1113,1247,365,02,105,000300
"Census Tract 1, Juneau City and Borough, Alaska",1400000US02110000100,4762,43.1,4151,29,139,44,0,137,44,2077,1885,1513,372,628,0,0,0,0,121,507,450000,29,4643,168,46861,193,96186,1756,2923,41,3307,3176,2803,1157,02,110,000100
"Census Tract 2, Juneau City and Borough, Alaska",1400000US02110000200,7150,36.6,5146,121,592,260,0,525,172,2660,2625,2105,520,1269,0,0,0,310,19,940,287900,0,7135,262,35135,66,86964,2668,4068,48,4764,4342,4133,1298,02,110,000200
"Census Tract 3, Juneau City and Borough, Alaska",1400000US02110000300,5352,31.4,3229,20,821,549,175,274,0,2019,1914,1122,792,2109,0,0,6,71,284,1748,260600,6,5268,503,29318,58,76389,2196,2503,125,3478,2794,2993,622,02,110,000300
"Census Tract 4, Juneau City and Borough, Alaska",1400000US02110000400,5086,38.6,2759,7,1144,455,5,212,60,1729,1702,1097,605,1545,0,0,84,363,153,945,212000,7,4750,417,27025,67,63333,2299,2167,187,3421,2963,2752,658,02,110,000400
"Census Tract 5, Juneau City and Borough, Alaska",1400000US02110000500,3562,43.6,2699,21,318,145,0,240,93,1960,1832,813,1019,1435,5,38,0,108,170,1114,312900,0,3533,241,46727,70,62931,1199,2057,40,2582,2182,2424,1465,02,110,000500
"Census Tract 6, Juneau City and Borough, Alaska",1400000US02110000600,5332,40.4,3858,42,524,234,35,278,79,2604,2421,1332,1089,2294,0,4,51,100,375,1764,315500,18,5325,355,43146,151,77606,2012,2983,97,3834,3451,3416,1375,02,110,000600
"Census Tract 1, Kenai Peninsula Borough, Alaska",1400000US02122000100,372,31.9,120,0,250,0,0,2,2,421,141,100,41,73,9,3,0,0,47,14,355600,0,370,74,29956,0,65128,246,126,0,310,262,278,114,02,122,000100
"Census Tract 2, Kenai Peninsula Borough, Alaska",1400000US02122000200,5448,43.1,4831,37,332,0,31,102,41,2587,2087,1743,344,728,6,0,55,67,58,542,167200,0,5074,463,29729,36,68733,1622,3659,90,3655,3562,3259,425,02,122,000200
"Census Tract 3, Kenai Peninsula Borough, Alaska",1400000US02122000300,992,50.5,988,0,0,0,0,4,4,887,426,347,79,94,0,0,0,11,10,73,322300,0,992,39,37465,0,86389,164,789,25,720,691,664,136,02,122,000300
"Census Tract 4, Kenai Peninsula Borough, Alaska",1400000US02122000400,6154,45.6,5861,0,28,74,0,100,0,4117,2584,2189,395,746,0,0,11,95,76,564,228800,48,6085,533,32775,130,63393,1868,4188,49,4060,3944,3648,792,02,122,000400
"Census Tract 5, Kenai Peninsula Borough, Alaska",1400000US02122000500,6525,34.8,5406,7,483,55,8,307,126,3113,2732,1685,1047,2178,0,0,11,145,309,1713,196600,12,6427,609,31190,117,45802,2497,3728,27,4159,3933,3397,705,02,122,000500
"Census Tract 6, Kenai Peninsula Borough, Alaska",1400000US02122000600,7074,35.9,5518,135,584,37,41,184,43,3230,2996,1849,1147,2335,0,23,18,267,253,1774,175800,0,7050,824,30045,52,57544,2774,4041,116,4688,4471,3888,615,02,122,000600
"Census Tract 7, Kenai Peninsula Borough, Alaska",1400000US02122000700,9671,38.1,8326,29,700,163,0,325,13,4659,3895,3228,667,1612,0,3,38,69,94,1408,194500,17,9666,636,31848,127,70399,3680,5617,115,5990,5721,5401,1378,02,122,000700
"Census Tract 8, Kenai Peninsula Borough, Alaska",1400000US02122000800,3389,48.1,3107,0,141,16,0,91,8,2864,1562,1319,243,562,0,0,43,0,97,422,158600,4,3365,405,27646,34,52778,853,2354,72,2280,1895,2096,320,02,122,000800
"Census Tract 9, Kenai Peninsula Borough, Alaska",1400000US02122000900,1992,45.3,1872,0,39,15,0,0,0,1132,811,661,150,320,0,13,8,16,110,173,259600,0,1918,151,32758,33,64219,589,1330,38,1349,1225,1228,433,02,122,000900
"Census Tract 10, Kenai Peninsula Borough, Alaska",1400000US02122001000,4049,42.0,3621,16,236,42,5,230,36,2162,1816,1045,771,1599,0,3,17,73,157,1349,245200,9,3987,335,31220,56,52258,1154,2718,25,2637,2228,2326,702,02,122,001000
"Census Tract 11, Kenai Peninsula Borough, Alaska",1400000US02122001100,2952,37.4,2748,0,49,61,0,68,1,1661,1206,873,333,605,0,4,26,39,90,446,240900,16,2914,444,25236,30,51071,1091,1571,66,1880,1273,1659,450,02,122,001100
"Census Tract 12, Kenai Peninsula Borough, Alaska",1400000US02122001200,772,33.8,299,5,435,4,0,8,0,1043,303,191,112,303,0,0,33,40,61,169,177500,0,772,162,21064,5,32396,458,299,5,473,331,413,67,02,122,001200
"Census Tract 13, Kenai Peninsula Borough, Alaska",1400000US02122001300,5328,37.8,3823,76,731,306,8,281,1,2261,1831,1229,602,1318,0,0,0,73,457,788,189500,6,4707,185,26917,32,58019,2096,2714,133,3513,2919,3030,957,02,122,001300
"Census Tract 1, Ketchikan Gateway Borough, Alaska",1400000US02130000100,3516,41.7,3030,6,217,11,0,215,88,1658,1332,1008,324,819,0,0,6,38,155,620,292600,24,3356,94,33685,22,81447,1327,2082,56,2195,2039,1965,439,02,130,000100
