NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 4001, Alameda County, California",1400000US06001400100,2451,54.6,1962,124,0,228,16,0,1425,1263,1026,237,377,0,11,26,0,16,324,1000001,584,2451,111,122258,515,156250,930,1116,57,1493,1261,1426,1228,06,001,400100
"Census Tract 4002, Alameda County, California",1400000US06001400200,2103,43.3,1564,72,13,232,0,10,929,892,589,303,547,0,0,0,100,45,402,909600,181,2103,90,84182,253,111667,1045,811,48,1329,1148,1239,1080,06,001,400200
"Census Tract 4003, Alameda County, California",1400000US06001400300,5088,41.7,3858,584,39,304,0,109,2655,2521,1137,1384,2299,0,12,65,276,320,1626,748700,139,5080,493,53601,377,66094,2261,1958,51,3692,3106,3318,2521,06,001,400300
"Census Tract 4004, Alameda County, California",1400000US06001400400,3943,36.6,3003,353,29,158,0,114,1911,1843,830,1013,2215,0,8,30,135,564,1478,773600,99,3934,351,52184,278,87306,1868,1710,55,3102,2857,2871,2343,06,001,400400
"Census Tract 4005, Alameda County, California",1400000US06001400500,3481,34.2,1884,1066,19,186,0,97,1703,1632,712,920,1578,8,34,32,186,297,1021,579200,34,3476,463,36943,86,62386,1841,1307,22,2717,2311,2419,1522,06,001,400500
"Census Tract 4006, Alameda County, California",1400000US06001400600,1707,34.6,504,963,4,49,0,48,781,716,365,351,764,0,28,0,81,141,514,480800,0,1707,156,32631,37,55658,802,635,8,1234,973,1099,744,06,001,400600
"Census Tract 4007, Alameda County, California",1400000US06001400700,4077,35.0,1303,1939,0,453,0,32,1977,1741,561,1180,2539,0,55,15,484,370,1615,460800,0,4077,466,25609,34,38646,2024,1564,15,2923,2434,2490,1148,06,001,400700
"Census Tract 4008, Alameda County, California",1400000US06001400800,3021,36.4,1208,1174,0,327,9,139,1738,1481,419,1062,2052,14,0,251,148,411,1228,473500,0,3002,428,33881,65,52837,1596,995,35,2227,1864,1975,1101,06,001,400800
"Census Tract 4009, Alameda County, California",1400000US06001400900,2444,34.5,1156,1205,0,51,0,32,1202,1122,356,766,1474,0,21,20,104,235,1094,439300,22,2444,287,29147,15,59091,1757,480,16,1799,1658,1487,661,06,001,400900
"Census Tract 4010, Alameda County, California",1400000US06001401000,5053,33.2,1196,3177,0,366,0,114,2665,2165,760,1405,2929,0,15,66,282,859,1707,369800,0,5021,1565,22490,15,40402,2847,1532,43,3427,2920,3009,1215,06,001,401000
"Census Tract 4011, Alameda County, California",1400000US06001401100,4145,32.3,2434,840,43,549,36,54,2182,2034,342,1692,3317,39,0,304,310,371,2293,467200,24,4145,837,28818,42,44140,2149,1269,19,3383,2588,2801,1446,06,001,401100
"Census Tract 4012, Alameda County, California",1400000US06001401200,2446,40.3,1570,431,0,277,40,15,1372,1339,558,781,1260,28,0,55,253,123,801,591200,31,2441,255,45505,96,59554,1051,994,20,1829,1526,1799,1192,06,001,401200
"Census Tract 4013, Alameda County, California",1400000US06001401300,3521,34.1,1478,1239,14,545,1,114,1908,1681,210,1471,2896,0,31,70,166,545,2084,352400,9,3281,1070,23760,33,31080,1564,766,25,2578,1638,2149,717,06,001,401300
"Census Tract 4014, Alameda County, California",1400000US06001401400,3729,34.2,777,1974,19,543,0,337,1870,1438,260,1178,3063,0,26,132,561,522,1822,322700,0,3729,1049,15859,0,30777,2047,716,0,2557,1664,2149,305,06,001,401400
"Census Tract 4015, Alameda County, California",1400000US06001401500,1702,42.1,543,924,0,166,0,20,1254,872,352,520,968,0,0,183,44,180,561,353700,0,1702,485,25473,0,27183,897,532,22,1129,922,1089,215,06,001,401500
"Census Tract 4016, Alameda County, California",1400000US06001401600,2065,35.9,325,1261,0,409,0,45,947,774,139,635,1377,0,0,34,154,575,614,321600,0,2022,616,19226,0,37679,1164,442,47,1366,1014,1161,177,06,001,401600
"Census Tract 4017, Alameda County, California",1400000US06001401700,2483,31.6,776,761,0,308,0,569,1025,858,381,477,1479,0,0,357,60,446,616,377800,12,2468,618,28344,16,62895,989,341,44,2044,962,1639,582,06,001,401700
"Census Tract 4018, Alameda County, California",1400000US06001401800,1528,26.2,437,1015,1,48,0,27,854,577,87,490,1238,0,0,25,88,165,960,334100,0,1528,495,15975,0,30370,1032,353,0,974,797,712,113,06,001,401800
"Census Tract 4022, Alameda County, California",1400000US06001402200,2161,32.8,830,859,9,204,15,182,1020,862,276,586,1351,11,0,19,145,306,870,374200,0,2124,374,22677,17,39286,1006,454,0,1610,938,1338,372,06,001,402200
"Census Tract 4024, Alameda County, California",1400000US06001402400,2442,36.5,443,1524,18,162,0,127,1210,1084,162,922,1849,0,34,222,265,294,1034,330900,0,2430,899,13700,0,20874,1403,585,66,1478,1135,1330,258,06,001,402400
"Census Tract 4025, Alameda County, California",1400000US06001402500,1991,26.4,265,1272,13,221,0,16,846,767,180,587,1594,16,42,279,78,278,901,285500,0,1991,764,15001,5,21571,1218,396,0,1261,1026,998,170,06,001,402500
"Census Tract 4026, Alameda County, California",1400000US06001402600,899,52.4,214,245,4,423,0,13,628,557,129,428,615,0,0,15,147,140,313,356000,0,899,180,29041,13,22531,321,138,0,610,370,578,345,06,001,402600
"Census Tract 4027, Alameda County, California",1400000US06001402700,1490,35.6,383,985,6,88,0,0,796,665,248,417,932,0,46,92,83,216,495,347600,0,1482,401,21982,5,35080,678,441,27,1053,783,910,229,06,001,402700
"Census Tract 4028, Alameda County, California",1400000US06001402800,2400,45.6,822,923,0,461,3,63,1716,1505,144,1361,1840,18,0,28,298,310,1186,324100,34,2268,902,27169,9,21993,819,781,0,1654,1284,1549,472,06,001,402800
"Census Tract 4029, Alameda County, California",1400000US06001402900,1163,45.8,269,170,0,663,0,30,894,774,11,763,1127,0,28,137,72,208,682,-666666666,0,1142,308,18756,0,19766,247,150,47,753,422,589,225,06,001,402900
"Census Tract 4030, Alameda County, California",1400000US06001403000,2267,62.4,257,70,50,1830,0,0,1597,1222,264,958,1831,37,0,264,528,258,744,369900,0,2267,523,19076,8,17569,598,146,0,1034,425,946,261,06,001,403000
"Census Tract 4031, Alameda County, California",1400000US06001403100,1420,39.8,316,293,8,622,0,78,655,573,238,335,586,0,0,0,44,135,407,407100,0,1072,275,24350,14,42625,518,300,22,1174,616,976,334,06,001,403100
"Census Tract 4033, Alameda County, California",1400000US06001403300,4061,39.4,1220,250,0,2376,0,116,2372,2038,582,1456,2984,0,16,25,292,191,2460,404000,13,4011,776,37954,92,69605,992,786,31,3198,1509,2980,1585,06,001,403300
"Census Tract 4034, Alameda County, California",1400000US06001403400,4395,39.9,1949,830,45,1121,0,252,3086,2968,376,2592,3861,0,0,154,479,642,2586,452300,0,4377,613,42215,176,42358,1530,1618,14,3094,2182,2775,1326,06,001,403400
"Census Tract 4035.01, Alameda County, California",1400000US06001403501,4893,33.4,2139,1054,24,1278,37,13,2513,2343,286,2057,4315,13,13,39,489,597,3164,351700,0,4893,1188,26214,41,33635,1843,1386,120,3284,2137,2914,1460,06,001,403501
"Census Tract 4035.02, Alameda County, California",1400000US06001403502,1991,36.6,943,532,0,303,0,35,1359,1226,358,868,1377,0,33,33,293,239,779,272600,0,1977,157,44838,14,63199,895,682,0,1615,1188,1578,853,06,001,403502
"Census Tract 4036, Alameda County, California",1400000US06001403600,4835,35.4,1477,1605,8,888,0,196,2932,2563,567,1996,3539,47,0,147,680,777,1888,364200,77,4770,557,40248,129,56303,2079,1305,165,3655,2384,3415,1915,06,001,403600
"Census Tract 4037.01, Alameda County, California",1400000US06001403701,2506,38.4,1445,527,0,298,0,109,2030,1712,186,1526,2200,0,15,29,281,595,1280,343600,0,2482,310,48432,49,60278,1212,770,51,1883,1502,1782,1234,06,001,403701
