NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 101, Barnstable County, Massachusetts",1400000US25001010100,2994,51.8,2787,109,0,0,0,0,4396,1645,1174,471,644,340,494200,1174,219,2865,442,41488,1645,75,46547,2994,1431,1336,67,2424,2183,644,0,27,18,97,162,340,25,001,010100
"Census Tract 102.06, Barnstable County, Massachusetts",1400000US25001010206,2858,60.1,2774,2,0,0,0,16,4652,1621,1339,282,478,384,601000,1339,163,2851,295,47428,1621,111,59234,2858,1335,1460,12,1548,1464,478,0,35,0,42,17,384,25,001,010206
"Census Tract 102.08, Barnstable County, Massachusetts",1400000US25001010208,1903,53.0,1855,0,31,17,0,0,3067,873,678,195,294,122,612300,678,137,1892,178,39856,873,98,71964,1903,1168,641,6,1245,1146,294,0,10,0,131,31,122,25,001,010208
"Census Tract 103.04, Barnstable County, Massachusetts",1400000US25001010304,2395,57.6,2335,15,16,22,0,0,2596,1144,932,212,525,412,486700,932,100,2395,144,36565,1144,49,69659,2395,1378,923,11,1437,1335,525,0,22,0,57,34,412,25,001,010304
"Census Tract 103.06, Barnstable County, Massachusetts",1400000US25001010306,2616,56.0,2563,9,0,44,0,0,3002,1260,1064,196,299,158,449000,1064,36,2616,203,34242,1260,52,50357,2616,1520,890,35,1574,1415,299,0,0,0,70,71,158,25,001,010306
"Census Tract 104, Barnstable County, Massachusetts",1400000US25001010400,3056,58.7,2986,0,0,18,0,29,2251,1458,1086,372,624,401,487400,1086,77,3008,205,35428,1458,108,54669,3056,1617,1336,32,1597,1552,624,0,0,4,95,124,401,25,001,010400
"Census Tract 105, Barnstable County, Massachusetts",1400000US25001010500,2890,64.2,2820,5,0,62,0,0,2949,1430,1150,280,403,210,786200,1150,380,2877,81,49501,1430,85,67424,2890,1372,1351,29,1180,1086,403,0,0,0,65,128,210,25,001,010500
"Census Tract 106, Barnstable County, Massachusetts",1400000US25001010600,3235,56.8,2920,270,0,26,0,15,2929,1529,1352,177,290,216,618700,1352,294,3068,213,54562,1529,211,69471,3235,1452,1574,104,1514,1415,290,0,0,0,30,44,216,25,001,010600
"Census Tract 107, Barnstable County, Massachusetts",1400000US25001010700,2942,56.9,2825,36,0,22,0,14,4312,1391,1132,259,423,238,593400,1132,251,2881,262,49265,1391,153,69223,2942,1582,1191,15,1664,1581,423,0,9,17,114,45,238,25,001,010700
"Census Tract 108, Barnstable County, Massachusetts",1400000US25001010800,4966,56.2,4858,50,13,19,0,0,3756,2283,1952,331,518,306,497000,1952,150,4739,420,35106,2283,105,58271,4966,2756,1943,29,2566,2461,518,0,0,0,59,153,306,25,001,010800
"Census Tract 109, Barnstable County, Massachusetts",1400000US25001010900,4887,48.5,4674,62,0,0,0,16,4036,2071,1613,458,1219,968,404200,1613,45,4725,616,33643,2071,70,61875,4887,2752,1791,91,2889,2774,1219,0,0,16,87,148,968,25,001,010900
"Census Tract 110.02, Barnstable County, Massachusetts",1400000US25001011002,4402,48.7,3987,115,0,0,0,255,3335,1915,1511,404,813,325,388100,1511,90,4284,535,34487,1915,136,55240,4402,2827,1237,41,2594,2392,813,9,17,20,161,281,325,25,001,011002
"Census Tract 111, Barnstable County, Massachusetts",1400000US25001011100,4199,50.7,4054,0,0,57,0,11,2945,1870,1598,272,549,289,384300,1598,0,4184,173,32481,1870,36,60164,4199,2708,1190,44,2271,2170,549,0,87,0,66,107,289,25,001,011100
"Census Tract 112, Barnstable County, Massachusetts",1400000US25001011200,3658,58.7,3368,6,0,224,0,0,3469,1752,1427,325,738,497,422400,1427,87,3650,248,35448,1752,60,54602,3658,2395,999,0,1634,1463,738,0,8,11,41,181,497,25,001,011200
"Census Tract 113, Barnstable County, Massachusetts",1400000US25001011300,2625,57.7,2625,0,0,0,0,0,2648,1292,1110,182,319,208,487100,1110,99,2625,94,40187,1292,73,54773,2625,1740,764,22,1284,1243,319,0,0,7,0,104,208,25,001,011300
"Census Tract 114, Barnstable County, Massachusetts",1400000US25001011400,2951,60.5,2725,143,0,0,0,0,2561,1456,1272,184,409,283,466700,1272,67,2951,283,36687,1456,40,61042,2951,1620,1253,33,1298,1296,409,0,0,22,4,100,283,25,001,011400
"Census Tract 115, Barnstable County, Massachusetts",1400000US25001011500,3730,46.4,3263,342,53,8,0,15,2703,1720,1232,488,911,696,306300,1232,36,3708,572,27471,1720,8,49474,3730,2383,1114,20,2279,2156,911,0,0,0,102,113,696,25,001,011500
"Census Tract 116, Barnstable County, Massachusetts",1400000US25001011600,3207,43.0,3111,8,0,8,0,6,4430,1406,950,456,1129,952,314200,950,20,3201,723,26724,1406,38,45100,3207,2184,895,9,1899,1769,1129,0,10,10,135,22,952,25,001,011600
"Census Tract 117, Barnstable County, Massachusetts",1400000US25001011700,1879,57.6,1793,10,0,33,0,0,2693,916,718,198,483,364,438400,718,117,1879,381,31089,916,13,50463,1879,1272,458,29,951,855,483,0,0,0,73,46,364,25,001,011700
"Census Tract 118.01, Barnstable County, Massachusetts",1400000US25001011801,2175,66.3,2026,0,0,24,0,13,1575,1307,1171,136,180,86,397000,1171,86,2175,74,51363,1307,75,66058,2175,1210,744,38,999,957,180,0,0,0,68,26,86,25,001,011801
"Census Tract 118.02, Barnstable County, Massachusetts",1400000US25001011802,4184,51.4,3957,48,0,63,0,1,2392,1838,1738,100,240,186,343700,1738,52,4180,153,32569,1838,42,63969,4184,2918,961,117,2335,2097,240,0,0,0,0,54,186,25,001,011802
"Census Tract 120.01, Barnstable County, Massachusetts",1400000US25001012001,5718,55.1,5641,75,0,0,0,2,3613,2873,2139,734,1170,771,309300,2139,13,5611,442,35617,2873,74,54077,5718,3827,1374,37,2917,2649,1170,0,0,0,196,203,771,25,001,012001
"Census Tract 120.02, Barnstable County, Massachusetts",1400000US25001012002,3049,46.9,2699,156,42,56,0,16,3108,1629,917,712,1283,869,336000,917,12,3040,447,28740,1629,83,39714,3049,2040,601,0,1805,1560,1283,11,0,98,98,207,869,25,001,012002
"Census Tract 121.01, Barnstable County, Massachusetts",1400000US25001012101,5111,47.1,4794,164,15,0,0,23,3202,2417,1850,567,1113,667,296800,1850,0,5110,405,27632,2417,33,45072,5111,2981,1337,57,3222,2706,1113,0,0,87,273,86,667,25,001,012101
"Census Tract 121.02, Barnstable County, Massachusetts",1400000US25001012102,3682,47.1,3422,110,0,0,0,70,3441,1761,1226,535,1027,758,311300,1226,83,3650,495,31187,1761,111,45424,3682,2404,960,70,2158,1812,1027,0,0,0,123,146,758,25,001,012102
"Census Tract 122, Barnstable County, Massachusetts",1400000US25001012200,4663,54.2,4479,14,0,65,0,20,2774,2046,1883,163,325,282,503100,1883,258,4518,225,43380,2046,170,65799,4663,2786,1410,87,2690,2533,325,0,0,0,0,43,282,25,001,012200
"Census Tract 125.02, Barnstable County, Massachusetts",1400000US25001012502,2505,54.2,2302,18,0,110,0,2,2665,1353,834,519,999,626,363900,834,65,2473,231,30658,1353,19,44620,2505,1405,694,0,1540,1214,999,0,15,0,153,205,626,25,001,012502
"Census Tract 126.01, Barnstable County, Massachusetts",1400000US25001012601,2880,42.2,2754,0,0,41,0,35,1427,1223,894,329,620,440,326500,894,0,2815,331,27905,1223,0,64621,2880,2106,552,23,1780,1560,620,0,0,68,15,97,440,25,001,012601
"Census Tract 126.02, Barnstable County, Massachusetts",1400000US25001012602,4916,38.5,3992,329,86,116,0,229,2551,2178,1290,888,2111,1331,243400,1290,0,4916,917,22159,2178,34,42000,4916,3053,963,18,3229,2329,2111,0,0,0,612,168,1331,25,001,012602
"Census Tract 127, Barnstable County, Massachusetts",1400000US25001012700,4657,52.1,4136,68,0,0,0,296,3359,2095,1669,426,910,841,389600,1669,110,4582,204,35571,2095,82,64641,4657,2891,1236,45,2497,2264,910,0,0,43,0,26,841,25,001,012700
"Census Tract 128, Barnstable County, Massachusetts",1400000US25001012800,4174,45.6,4109,0,19,27,0,0,2238,1749,1541,208,518,428,369300,1541,25,4174,118,36487,1749,66,72023,4174,2598,1107,43,2422,2145,518,0,0,19,9,62,428,25,001,012800
"Census Tract 129, Barnstable County, Massachusetts",1400000US25001012900,4175,46.8,4017,28,19,21,0,40,2070,1761,1589,172,336,249,334300,1589,0,4175,79,31071,1761,17,65737,4175,3058,818,32,2411,2183,336,0,0,11,20,56,249,25,001,012900
"Census Tract 130.02, Barnstable County, Massachusetts",1400000US25001013002,3287,56.4,3117,47,0,23,0,74,2839,1488,1268,220,403,287,458500,1268,375,3287,168,55630,1488,206,76111,3287,2189,919,22,1682,1511,403,0,9,9,68,30,287,25,001,013002
"Census Tract 131, Barnstable County, Massachusetts",1400000US25001013100,6332,44.7,6143,64,0,0,0,77,2848,2654,2367,287,692,504,364100,2367,72,6315,333,41198,2654,280,76071,6332,4518,1399,62,4153,3888,692,0,0,84,55,49,504,25,001,013100
"Census Tract 132, Barnstable County, Massachusetts",1400000US25001013200,4952,46.9,4839,100,0,13,0,0,2830,2085,1881,204,450,262,408900,1881,152,4919,196,45240,2085,179,76506,4952,3229,1406,64,2921,2613,450,0,0,14,152,22,262,25,001,013200
"Census Tract 133, Barnstable County, Massachusetts",1400000US25001013300,2975,52.2,2944,0,0,31,0,0,1943,1372,1088,284,471,341,373400,1088,10,2826,42,39083,1372,49,80061,2975,2081,721,11,1663,1579,471,0,0,24,41,65,341,25,001,013300
"Census Tract 134, Barnstable County, Massachusetts",1400000US25001013400,4272,49.4,4111,0,0,0,0,95,2435,1723,1612,111,161,79,504300,1612,67,4206,113,37600,1723,95,91250,4272,2881,1208,31,2592,2435,161,0,0,0,28,54,79,25,001,013400
"Census Tract 135, Barnstable County, Massachusetts",1400000US25001013500,6980,42.0,6761,116,0,62,0,26,2881,2499,2341,158,413,218,355800,2341,55,6962,181,40494,2499,280,81799,6980,4688,2039,44,4393,4186,413,0,0,0,118,77,218,25,001,013500
"Census Tract 136, Barnstable County, Massachusetts",1400000US25001013600,6291,36.9,6129,3,0,37,0,105,2402,2108,1856,252,528,350,345600,1856,16,6291,353,29136,2108,63,81711,6291,4504,1525,0,3975,3740,528,0,25,0,142,11,350,25,001,013600
"Census Tract 137, Barnstable County, Massachusetts",1400000US25001013700,4386,38.1,4233,24,34,44,0,12,2218,1667,1302,365,629,448,304200,1302,33,3508,264,28713,1667,39,52348,4386,3469,696,48,2895,2643,629,18,24,8,62,69,448,25,001,013700
"Census Tract 138, Barnstable County, Massachusetts",1400000US25001013800,5062,41.2,5045,0,0,9,0,0,2387,1890,1506,384,792,663,368000,1506,15,4946,504,32590,1890,86,72179,5062,4061,832,50,3017,2937,792,0,0,22,76,31,663,25,001,013800
