NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 101.01, Fairfield County, Connecticut",1400000US09001010101,4107,47.7,3987,8,0,94,0,15,1616,1415,1179,236,455,330,1000001,1179,976,3860,91,119296,1415,633,154421,4107,860,2673,75,2127,1852,455,31,0,0,36,58,330,09,001,010101
"Census Tract 101.02, Fairfield County, Connecticut",1400000US09001010102,4577,44.5,4007,78,0,436,0,26,1557,1464,1290,174,442,235,1000001,1290,1115,4572,127,141459,1464,786,241944,4577,915,2860,106,2496,1885,442,18,0,10,71,108,235,09,001,010102
"Census Tract 102.01, Fairfield County, Connecticut",1400000US09001010201,3487,43.9,3075,127,0,126,0,96,1060,929,863,66,183,109,1000001,863,801,3315,102,143857,929,620,250001,3487,1028,1769,146,1559,1353,183,0,0,0,0,74,109,09,001,010201
"Census Tract 102.02, Fairfield County, Connecticut",1400000US09001010202,5080,43.8,4369,85,0,542,0,19,1962,1743,1507,236,671,572,1000001,1507,872,5066,169,98227,1743,780,175625,5080,1478,2401,213,2966,2046,671,0,37,0,25,37,572,09,001,010202
"Census Tract 103, Fairfield County, Connecticut",1400000US09001010300,4066,45.5,3522,55,0,372,0,83,1607,1407,1066,341,831,520,1000001,1066,863,4065,62,99929,1407,586,152321,4066,823,2294,131,2311,1692,831,0,0,19,45,247,520,09,001,010300
"Census Tract 104, Fairfield County, Connecticut",1400000US09001010400,5130,44.0,4743,35,0,271,0,66,2275,2135,1618,517,1242,967,723300,1618,290,5130,138,52151,2135,355,83036,5130,2075,2143,123,3039,2520,1242,0,0,19,171,85,967,09,001,010400
"Census Tract 105, Fairfield County, Connecticut",1400000US09001010500,4895,38.7,3451,235,0,536,0,491,2479,2142,763,1379,3154,2160,832900,763,199,4895,493,45470,2142,204,88750,4895,1463,1569,138,3424,1871,3154,34,43,54,41,822,2160,09,001,010500
"Census Tract 106, Fairfield County, Connecticut",1400000US09001010600,1625,46.0,1440,40,0,128,0,17,1251,920,437,483,826,553,737700,437,98,1615,140,75960,920,227,90909,1625,280,978,12,1168,869,826,0,0,77,51,145,553,09,001,010600
"Census Tract 107, Fairfield County, Connecticut",1400000US09001010700,3435,47.5,2815,134,0,200,0,236,1778,1640,869,771,1703,941,688000,869,255,3418,283,69643,1640,244,65682,3435,938,1625,60,1869,1396,1703,17,91,17,338,299,941,09,001,010700
"Census Tract 108, Fairfield County, Connecticut",1400000US09001010800,3606,42.7,3411,43,0,119,0,2,1394,1370,1061,309,636,474,951100,1061,475,3604,117,70876,1370,468,135204,3606,1396,1386,31,2149,1520,636,20,32,0,10,100,474,09,001,010800
"Census Tract 109, Fairfield County, Connecticut",1400000US09001010900,5231,40.4,4167,76,0,718,0,198,1916,1883,1467,416,1282,954,881600,1467,527,5231,137,61133,1883,585,105380,5231,1951,1949,53,2948,1934,1282,18,0,0,52,258,954,09,001,010900
"Census Tract 110, Fairfield County, Connecticut",1400000US09001011000,5122,40.3,4527,94,16,286,0,111,1803,1703,1516,187,489,396,1000001,1516,1188,5122,19,123430,1703,935,230347,5122,1353,2568,226,2858,2166,489,0,0,0,29,64,396,09,001,011000
"Census Tract 111, Fairfield County, Connecticut",1400000US09001011100,4909,40.3,4623,14,0,221,0,26,1551,1442,1297,145,444,283,1000001,1297,1071,4909,103,89826,1442,710,198750,4909,1233,2821,84,2428,2009,444,0,0,0,38,123,283,09,001,011100
"Census Tract 112, Fairfield County, Connecticut",1400000US09001011200,1965,46.2,1890,0,0,42,0,2,757,728,557,171,471,430,1000001,557,406,1964,25,167855,728,429,250001,1965,316,1073,58,1041,753,471,0,15,26,0,0,430,09,001,011200
"Census Tract 113, Fairfield County, Connecticut",1400000US09001011300,3788,38.1,2457,292,0,267,0,772,1411,1328,564,764,2165,1436,818500,564,229,3787,260,54597,1328,274,94083,3788,831,1548,113,2363,1192,2165,51,14,0,35,629,1436,09,001,011300
"Census Tract 201, Fairfield County, Connecticut",1400000US09001020100,4103,40.5,2048,1338,0,274,0,372,2295,2010,195,1815,3581,2246,303600,195,0,4057,981,38301,2010,105,50264,4103,988,1241,40,3054,1742,3581,0,25,334,575,401,2246,09,001,020100
"Census Tract 202, Fairfield County, Connecticut",1400000US09001020200,3794,45.7,3470,183,0,66,0,13,1292,1250,1192,58,131,35,920200,1192,446,3759,107,93922,1250,642,216944,3794,1440,1689,72,2206,1678,131,0,0,0,0,96,35,09,001,020200
"Census Tract 203, Fairfield County, Connecticut",1400000US09001020300,7107,44.5,6078,299,0,436,0,237,2472,2401,2250,151,358,329,853800,2250,545,7002,65,80751,2401,1063,171424,7107,2597,3116,52,4105,2995,358,29,0,0,0,0,329,09,001,020300
"Census Tract 204, Fairfield County, Connecticut",1400000US09001020400,3311,47.3,2951,0,0,306,0,40,1211,1193,1193,0,0,0,755800,1193,236,3311,24,66008,1193,299,131563,3311,1464,1226,30,1801,1392,0,0,0,0,0,0,0,09,001,020400
"Census Tract 205, Fairfield County, Connecticut",1400000US09001020500,4749,45.0,4120,264,0,359,0,6,1735,1639,1461,178,455,142,843500,1461,336,4642,55,65834,1639,466,142083,4749,1620,2103,61,2443,1704,455,0,0,0,55,258,142,09,001,020500
"Census Tract 206, Fairfield County, Connecticut",1400000US09001020600,4260,44.3,3290,220,14,514,0,128,1732,1550,1449,101,223,193,587700,1449,79,4260,124,49517,1550,290,96280,4260,1870,1340,72,2718,1742,223,0,0,11,0,19,193,09,001,020600
"Census Tract 207, Fairfield County, Connecticut",1400000US09001020700,4355,42.3,4138,37,0,116,0,20,1540,1528,1325,203,466,392,652000,1325,150,4348,75,51887,1528,332,116034,4355,2416,1070,72,2606,2032,466,0,0,0,0,74,392,09,001,020700
"Census Tract 208, Fairfield County, Connecticut",1400000US09001020800,2727,40.9,2544,23,0,148,0,12,926,911,893,18,28,0,619800,893,21,2695,84,52589,911,241,131982,2727,1358,912,27,1641,1311,28,0,20,0,8,0,0,09,001,020800
"Census Tract 209, Fairfield County, Connecticut",1400000US09001020900,4279,37.2,2899,632,0,516,0,214,2077,1868,1162,706,1568,1274,426400,1162,0,4279,450,40041,1868,135,75729,4279,1684,1032,81,3014,1868,1568,0,12,0,83,199,1274,09,001,020900
"Census Tract 210, Fairfield County, Connecticut",1400000US09001021000,3178,39.2,2696,179,0,188,0,115,1292,1203,917,286,799,412,535000,917,0,3178,78,47742,1203,208,84922,3178,1721,694,51,2039,1324,799,58,0,42,159,128,412,09,001,021000
"Census Tract 211, Fairfield County, Connecticut",1400000US09001021100,5426,35.6,4052,526,0,428,0,354,2470,2361,1368,993,2165,1317,499200,1368,13,5426,629,52621,2361,329,89250,5426,2122,1670,36,3923,2617,2165,0,7,0,171,670,1317,09,001,021100
"Census Tract 212, Fairfield County, Connecticut",1400000US09001021200,4268,43.6,3551,176,0,278,0,2,1744,1700,1426,274,634,561,564700,1426,53,4267,73,61348,1700,413,102721,4268,1468,1716,52,2620,1807,634,0,0,0,9,64,561,09,001,021200
"Census Tract 213, Fairfield County, Connecticut",1400000US09001021300,4544,35.1,2577,414,30,619,0,794,1674,1585,1102,483,1210,1092,486900,1102,8,4522,527,34546,1585,128,80710,4544,1491,1256,152,2937,1546,1210,13,0,38,43,24,1092,09,001,021300
"Census Tract 214, Fairfield County, Connecticut",1400000US09001021400,7129,29.7,2103,2085,0,428,0,2426,2419,2216,657,1559,4871,2825,526800,657,0,6900,1058,20853,2216,67,43167,7129,2413,921,75,4596,1344,4871,34,25,43,568,1376,2825,09,001,021400
"Census Tract 215, Fairfield County, Connecticut",1400000US09001021500,7002,30.6,1579,2247,66,295,0,2515,2104,2007,553,1454,5161,3558,364400,553,0,6960,1669,16472,2007,0,49531,7002,2276,807,397,4862,1634,5161,0,13,0,727,863,3558,09,001,021500
"Census Tract 216, Fairfield County, Connecticut",1400000US09001021600,6783,32.3,3200,860,41,1654,0,835,3744,3380,840,2540,4978,3590,305400,840,0,6723,454,46130,3380,261,70541,6783,1547,1818,186,4844,2172,4978,14,138,40,397,799,3590,09,001,021600
"Census Tract 217, Fairfield County, Connecticut",1400000US09001021700,6392,32.3,2678,1366,0,1298,0,923,3805,3369,979,2390,4579,3398,346100,979,0,6377,1144,48136,3369,300,64317,6392,1211,1639,105,5001,1954,4579,0,0,0,584,597,3398,09,001,021700
"Census Tract 218.01, Fairfield County, Connecticut",1400000US09001021801,4610,31.9,2669,621,24,394,0,902,1888,1723,1183,540,1586,1202,389000,1183,0,4518,495,41438,1723,206,88042,4610,1270,1473,124,3128,1561,1586,17,0,224,21,122,1202,09,001,021801
"Census Tract 218.02, Fairfield County, Connecticut",1400000US09001021802,5781,36.5,1906,1597,0,398,0,1724,2035,2004,1119,885,2509,1310,329500,1119,45,5555,842,23355,2004,86,51848,5781,1660,836,81,3580,1129,2509,0,64,53,248,834,1310,09,001,021802
"Census Tract 219, Fairfield County, Connecticut",1400000US09001021900,5563,35.5,4103,288,0,366,0,691,2209,2095,1246,849,2076,1761,513000,1246,71,5527,762,38022,2095,191,71563,5563,2096,1066,41,3613,1716,2076,0,0,65,41,209,1761,09,001,021900
"Census Tract 220, Fairfield County, Connecticut",1400000US09001022000,3016,37.4,1174,1025,0,218,0,525,1127,1030,572,458,1336,648,341500,572,0,3016,401,26634,1030,34,61100,3016,1315,522,0,1740,863,1336,24,24,29,155,456,648,09,001,022000
"Census Tract 221, Fairfield County, Connecticut",1400000US09001022100,6833,34.2,3152,1394,0,111,0,2140,2608,2420,979,1441,4103,2520,496800,979,0,6713,1202,27397,2420,138,50896,6833,2040,1000,266,4753,1478,4103,0,0,69,878,636,2520,09,001,022100
"Census Tract 222, Fairfield County, Connecticut",1400000US09001022200,3509,30.7,723,577,0,34,0,2156,1174,1102,204,898,2981,2388,357900,204,11,3473,869,21612,1102,71,51420,3509,492,642,181,2818,749,2981,0,0,0,292,301,2388,09,001,022200
"Census Tract 223, Fairfield County, Connecticut",1400000US09001022300,6724,30.4,2880,1671,0,189,0,1898,2184,2077,647,1430,5009,2764,496900,647,46,6687,1036,39083,2077,259,77675,6724,2170,1135,164,4753,2097,5009,0,8,137,834,1266,2764,09,001,022300
"Census Tract 224, Fairfield County, Connecticut",1400000US09001022400,2341,43.7,2056,34,6,134,0,22,903,856,723,133,268,233,1000001,723,397,2341,9,75331,856,351,133365,2341,873,1171,41,1430,1240,268,0,0,0,10,25,233,09,001,022400
"Census Tract 301, Fairfield County, Connecticut",1400000US09001030100,3641,40.4,3506,0,0,99,0,22,1124,1063,1010,53,180,163,1000001,1010,930,3597,115,133353,1063,719,250001,3641,1288,1916,43,1815,1602,180,17,0,0,0,0,163,09,001,030100
"Census Tract 302, Fairfield County, Connecticut",1400000US09001030200,3391,39.6,3241,24,0,54,0,1,1097,1023,917,106,234,86,1000001,917,619,3311,91,90250,1023,502,193813,3391,1304,1678,8,1651,1502,234,0,0,0,63,85,86,09,001,030200
"Census Tract 303, Fairfield County, Connecticut",1400000US09001030300,4170,40.8,3908,12,16,171,0,1,1418,1334,1233,101,289,257,1000001,1233,1034,4162,398,115922,1334,828,250001,4170,1366,2300,104,2123,1897,289,0,14,9,9,0,257,09,001,030300
"Census Tract 304, Fairfield County, Connecticut",1400000US09001030400,3950,37.0,3660,3,0,158,0,71,1475,1371,1096,275,445,400,943400,1096,495,3950,267,64559,1371,419,131341,3950,1518,1962,46,2081,1966,445,10,0,0,0,35,400,09,001,030400
"Census Tract 305, Fairfield County, Connecticut",1400000US09001030500,5428,37.0,5083,0,0,178,0,127,1836,1766,1561,205,594,43,974900,1561,741,5428,164,75955,1766,742,161250,5428,1901,2848,158,2887,2456,594,18,11,47,181,294,43,09,001,030500
