NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 9656, Adams County, North Dakota",1400000US38001965600,2337,49.5,2274,1,25,1,0,0,1441,1097,770,327,585,320,86300,770,5,2269,196,25292,1097,30,40236,2337,1557,745,2,1326,1289,585,25,28,33,131,48,320,38,001,965600
"Census Tract 9679, Barnes County, North Dakota",1400000US38003967900,1684,48.5,1652,0,32,0,0,0,983,717,641,76,114,52,82300,641,11,1684,74,26094,717,9,51202,1684,1409,271,4,978,971,114,27,0,9,26,0,52,38,003,967900
"Census Tract 9680, Barnes County, North Dakota",1400000US38003968000,2714,46.1,2664,10,37,0,0,3,1438,1071,960,111,247,55,73800,960,8,2714,185,32933,1071,82,58682,2714,2333,345,6,1675,1652,247,9,3,19,64,97,55,38,003,968000
"Census Tract 9682, Barnes County, North Dakota",1400000US38003968200,3033,34.4,2871,1,5,98,0,25,1495,1318,722,596,911,631,77300,722,10,2689,279,28027,1318,31,36250,3033,2016,832,0,2115,2002,911,0,0,28,54,198,631,38,003,968200
"Census Tract 9683, Barnes County, North Dakota",1400000US38003968300,3617,47.4,3476,4,18,58,0,18,1763,1652,1011,641,1009,717,98400,1011,0,3404,533,25707,1652,25,40561,3617,2558,925,51,1893,1803,1009,0,23,19,80,170,717,38,003,968300
"Census Tract 9401, Benson County, North Dakota",1400000US38005940100,2449,21.8,440,11,1902,25,0,32,861,720,236,484,1790,688,41000,236,3,2395,1367,9990,720,4,20446,2449,2235,186,2,1237,1202,1790,4,124,169,464,341,688,38,005,940100
"Census Tract 9402, Benson County, North Dakota",1400000US38005940200,2029,27.9,383,0,1611,0,0,0,721,565,386,179,890,162,68300,386,13,2010,668,14028,565,6,34776,2029,1845,184,0,1099,1057,890,50,113,32,316,217,162,38,005,940200
"Census Tract 9565, Benson County, North Dakota",1400000US38005956500,1198,48.2,1176,0,6,6,0,0,688,561,475,86,136,71,56400,475,11,1189,150,24941,561,14,37563,1198,1047,143,0,695,681,136,16,2,0,13,34,71,38,005,956500
"Census Tract 9566, Benson County, North Dakota",1400000US38005956600,989,51.0,975,5,0,0,0,3,694,454,365,89,139,78,49300,365,8,962,195,25170,454,5,35526,989,861,106,0,531,520,139,7,3,17,20,14,78,38,005,956600
"Census Tract 9631, Billings County, North Dakota",1400000US38007963100,890,48.1,869,0,0,21,0,0,504,364,312,52,95,40,77100,312,20,883,78,35427,364,24,53846,890,760,104,0,575,537,95,18,6,6,0,25,40,38,007,963100
"Census Tract 9523, Bottineau County, North Dakota",1400000US38009952300,2418,41.1,2224,0,109,0,4,0,1159,1070,793,277,396,267,70900,793,0,2164,239,24763,1070,21,40667,2418,1905,408,46,1368,1314,396,0,0,5,26,98,267,38,009,952300
"Census Tract 9524, Bottineau County, North Dakota",1400000US38009952400,2115,54.0,1987,0,59,0,0,47,2094,1049,912,137,288,120,73800,912,0,2115,318,29198,1049,35,41847,2115,1658,416,0,1283,1247,288,19,16,17,74,42,120,38,009,952400
"Census Tract 9525, Bottineau County, North Dakota",1400000US38009952500,1879,44.3,1855,3,5,2,0,6,1082,880,704,176,350,220,66300,704,6,1842,201,32772,880,47,50417,1879,1376,470,4,1185,1165,350,15,32,20,46,17,220,38,009,952500
"Census Tract 9652, Bowman County, North Dakota",1400000US38011965200,1708,48.0,1660,0,9,0,0,0,934,757,569,188,296,193,104200,569,0,1630,149,26335,757,13,42188,1708,1332,362,0,889,883,296,3,11,12,12,65,193,38,011,965200
"Census Tract 9653, Bowman County, North Dakota",1400000US38011965300,1417,47.1,1417,0,0,0,0,0,719,560,470,90,193,45,81500,470,0,1417,67,30169,560,29,65000,1417,1144,263,0,834,822,193,0,0,12,82,54,45,38,011,965300
"Census Tract 9533, Burke County, North Dakota",1400000US38013953300,1959,48.2,1928,11,0,11,0,0,1229,989,796,193,343,216,54000,796,3,1952,160,34630,989,44,54402,1959,1494,410,20,1130,1099,343,37,0,26,9,55,216,38,013,953300
"Census Tract 101, Burleigh County, North Dakota",1400000US38015010100,3319,39.3,2929,0,332,10,0,18,2069,1897,641,1256,1693,1048,134100,641,0,3118,661,21144,1897,13,23679,3319,2179,1124,12,2180,2096,1693,0,14,12,198,421,1048,38,015,010100
"Census Tract 102, Burleigh County, North Dakota",1400000US38015010200,4957,37.2,4714,32,68,2,0,0,2395,2235,1225,1010,1951,1235,131200,1225,0,4727,651,21619,2235,13,36710,4957,3881,992,22,3153,3104,1951,57,0,13,97,549,1235,38,015,010200
"Census Tract 103, Burleigh County, North Dakota",1400000US38015010300,6160,38.2,5980,1,103,0,0,0,2824,2632,1466,1166,2259,1849,153200,1466,0,6004,482,24682,2632,11,47267,6160,4872,1203,62,3780,3679,2259,0,0,31,93,286,1849,38,015,010300
"Census Tract 104, Burleigh County, North Dakota",1400000US38015010400,3482,48.9,3346,13,63,0,0,0,1877,1817,1397,420,594,394,138100,1397,11,3482,163,32896,1817,44,51250,3482,2731,725,0,2030,1968,594,0,11,37,99,53,394,38,015,010400
"Census Tract 105, Burleigh County, North Dakota",1400000US38015010500,5114,32.7,4799,6,263,4,0,0,2256,2117,1345,772,1430,1300,152500,1345,15,4904,539,28127,2117,26,57148,5114,3707,1213,69,3230,3085,1430,0,0,17,30,83,1300,38,015,010500
