NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,state,county,tract
"Census Tract 1, Adams County, Illinois",1400000US17001000100,4888,42.6,4799,0,0,0,0,20,2172,2119,1805,314,591,492,97800,1805,10,4888,481,27973,2119,74,40745,4888,3930,877,17,2715,2674,591,0,0,55,0,44,492,17,001,000100
"Census Tract 2.01, Adams County, Illinois",1400000US17001000201,2093,41.9,2044,49,0,0,0,0,860,832,671,161,297,138,87400,671,0,2063,243,21017,832,4,44559,2093,1611,478,0,1281,1270,297,0,29,8,8,114,138,17,001,000201
"Census Tract 2.02, Adams County, Illinois",1400000US17001000202,2981,25.4,2606,152,0,22,0,98,1150,1022,807,215,452,331,90500,807,0,2533,340,19431,1022,20,45476,2981,2062,882,4,2142,2039,452,0,0,0,37,84,331,17,001,000202
"Census Tract 4, Adams County, Illinois",1400000US17001000400,4333,39.0,3560,648,0,14,0,32,1829,1495,815,680,1707,1160,60800,815,0,3759,1181,16156,1495,8,27123,4333,3522,756,39,2473,2444,1707,0,0,122,165,260,1160,17,001,000400
"Census Tract 5, Adams County, Illinois",1400000US17001000500,1972,39.2,1692,219,0,9,0,31,920,760,510,250,517,328,66800,510,0,1866,347,16242,760,0,34792,1972,1515,416,19,1122,1083,517,6,0,27,47,109,328,17,001,000500
"Census Tract 6, Adams County, Illinois",1400000US17001000600,3729,37.3,3557,58,0,54,0,17,1733,1533,1065,468,938,844,135400,1065,25,3640,227,40380,1533,119,52419,3729,2676,1032,0,2197,2170,938,0,0,14,30,50,844,17,001,000600
"Census Tract 7, Adams County, Illinois",1400000US17001000700,1342,47.2,882,334,9,0,0,0,968,799,77,722,1029,554,65300,77,0,1192,367,17603,799,0,19647,1342,1058,241,15,886,814,1029,0,0,13,114,348,554,17,001,000700
"Census Tract 8, Adams County, Illinois",1400000US17001000800,2881,36.3,2326,331,0,6,0,0,1223,1097,403,694,1788,1377,50100,403,0,2716,1009,14059,1097,0,25913,2881,2186,673,10,1685,1645,1788,41,0,0,168,202,1377,17,001,000800
"Census Tract 9, Adams County, Illinois",1400000US17001000900,2594,33.4,2412,124,0,14,0,0,1289,1091,646,445,1071,989,77900,646,0,2594,609,18575,1091,8,38702,2594,2035,442,76,1767,1712,1071,8,0,40,0,34,989,17,001,000900
"Census Tract 10.01, Adams County, Illinois",1400000US17001001001,3612,32.2,3387,111,38,30,0,16,1542,1371,1185,186,546,317,83400,1185,0,3612,565,21533,1371,9,46705,3612,2874,712,0,2055,2001,546,0,0,0,30,199,317,17,001,001001
