NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 9658, Cass County, Nebraska",1400000US31025965800,2939,45.2,2858,8,12,50,0,11,5,1489,1195,1073,122,260,0,0,33,46,40,141,189300,2,2919,107,36387,61,67829,2245,641,7,1886,1790,1693,596,31,025,965800
"Census Tract 9659, Cass County, Nebraska",1400000US31025965900,5190,36.8,5076,0,24,2,0,126,25,2058,1884,1633,251,686,9,0,18,132,184,343,131700,3,5165,269,26396,50,64408,3951,1184,22,3129,3092,2847,576,31,025,965900
"Census Tract 9660, Cass County, Nebraska",1400000US31025966000,4390,42.4,4202,40,0,19,0,148,51,2017,1726,1542,184,437,0,0,0,6,39,392,168200,9,4336,189,30174,52,68233,2745,1548,57,2754,2678,2509,757,31,025,966000
"Census Tract 9661, Cass County, Nebraska",1400000US31025966100,4606,35.8,4544,0,0,7,0,131,0,1876,1740,1179,561,1225,0,0,54,52,227,892,109800,0,4597,309,23061,0,54844,3083,1323,95,2714,2628,2392,443,31,025,966100
"Census Tract 9771, Cedar County, Nebraska",1400000US31027977100,4524,42.4,4492,9,4,3,0,69,0,2181,1731,1452,279,664,25,3,12,100,97,427,94200,0,4456,581,21398,31,41080,1954,2552,5,2465,2403,2139,424,31,027,977100
"Census Tract 9772, Cedar County, Nebraska",1400000US31027977200,4315,45.9,4270,0,2,9,0,40,0,1992,1743,1347,396,884,12,30,59,210,183,390,81800,0,4204,297,24139,31,44792,2956,1333,2,2310,2247,2073,442,31,027,977200
"Census Tract 9619, Chase County, Nebraska",1400000US31029961900,3937,44.2,3844,1,0,0,0,397,45,1945,1698,1324,374,751,12,0,35,167,118,419,83000,6,3854,450,24184,25,40465,2653,1111,0,2201,1986,2007,407,31,029,961900
"Census Tract 9558, Cherry County, Nebraska",1400000US31031955800,4320,46.7,3951,2,198,79,0,162,0,2269,1898,1336,562,834,44,4,35,39,208,504,91500,7,4234,356,23881,46,42188,2962,1236,31,2385,2290,2037,453,31,031,955800
"Census Tract 9559, Cherry County, Nebraska",1400000US31031955900,1430,43.9,1413,9,8,0,0,0,0,904,564,333,231,584,23,21,58,97,122,263,112100,8,1430,216,20543,3,39643,1115,304,0,857,851,764,243,31,031,955900
"Census Tract 9548, Cheyenne County, Nebraska",1400000US31033954800,3044,46.4,2979,9,2,3,0,105,7,1530,1349,1055,294,600,21,11,27,63,64,414,81600,4,3044,320,28070,23,57292,1971,1049,9,1921,1885,1738,447,31,033,954800
"Census Tract 9549, Cheyenne County, Nebraska",1400000US31033954900,4101,38.7,3927,3,74,59,0,372,7,1991,1803,1170,633,1186,0,0,0,46,192,948,101400,0,4033,549,27192,53,49157,2559,1386,32,2430,2238,2172,636,31,033,954900
"Census Tract 9550, Cheyenne County, Nebraska",1400000US31033955000,2911,37.4,2751,18,0,142,0,71,0,1368,1271,799,472,764,0,0,48,34,85,597,108400,0,2800,401,27786,29,47411,1785,996,16,1743,1621,1506,493,31,033,955000
"Census Tract 9621, Clay County, Nebraska",1400000US31035962100,3576,44.3,3482,39,36,0,0,233,7,1604,1374,1091,283,560,32,17,8,53,115,335,83900,3,3502,224,23462,34,49550,2754,698,5,2050,1887,1824,312,31,035,962100
"Census Tract 9622, Clay County, Nebraska",1400000US31035962200,2954,41.7,2848,1,7,0,30,194,20,1406,1224,978,246,492,22,41,62,69,100,198,69700,0,2899,325,21238,17,42000,2290,610,0,1644,1579,1407,260,31,035,962200
"Census Tract 9646, Colfax County, Nebraska",1400000US31037964600,2352,45.5,2318,0,5,9,0,46,7,1174,1069,892,177,355,4,0,2,30,58,261,65900,0,2308,161,24724,18,48875,2010,309,0,1379,1319,1231,222,31,037,964600
"Census Tract 9647, Colfax County, Nebraska",1400000US31037964700,1603,45.3,1576,1,8,0,0,81,0,741,649,516,133,413,2,2,4,76,64,265,88200,4,1603,110,26312,3,55750,1370,170,0,953,897,872,190,31,037,964700
"Census Tract 9648, Colfax County, Nebraska",1400000US31037964800,6367,29.2,5407,174,67,16,10,3833,317,2190,2008,1515,493,1394,0,28,0,34,178,1154,86000,0,6180,1180,16745,11,43138,3144,1003,74,3650,1436,2903,265,31,037,964800
"Census Tract 9727, Cuming County, Nebraska",1400000US31039972700,2642,43.1,2537,3,0,4,0,65,22,1255,1105,836,269,728,37,0,75,97,109,410,102000,7,2603,244,25034,19,50391,2289,303,10,1417,1349,1233,304,31,039,972700
"Census Tract 9728, Cuming County, Nebraska",1400000US31039972800,4368,41.3,4095,46,88,19,0,630,120,1900,1785,1319,466,1104,0,51,28,270,292,463,91700,0,4273,341,24740,30,47135,3434,494,28,2343,2095,2093,441,31,039,972800
"Census Tract 9729, Cuming County, Nebraska",1400000US31039972900,2184,45.8,2115,0,2,15,0,20,18,1068,905,721,184,388,35,7,25,102,55,164,71500,0,2154,199,21567,11,42639,1772,378,7,1236,1192,1044,169,31,039,972900
"Census Tract 9717, Custer County, Nebraska",1400000US31041971700,2922,44.0,2803,30,2,0,0,25,8,1445,1170,864,306,824,6,16,89,178,85,450,66900,10,2880,303,22206,25,45479,2462,440,7,1653,1633,1498,218,31,041,971700
"Census Tract 9718, Custer County, Nebraska",1400000US31041971800,2725,48.1,2692,0,0,0,0,53,0,1451,1139,979,160,405,13,25,72,57,87,151,84700,24,2668,166,21957,5,44972,2290,413,10,1401,1380,1257,300,31,041,971800
"Census Tract 9719, Custer County, Nebraska",1400000US31041971900,3917,44.7,3864,0,15,0,0,109,32,1920,1679,1204,475,956,0,42,15,81,195,623,76200,17,3774,349,20889,0,38678,3137,735,11,2142,2078,1886,493,31,041,971900
"Census Tract 9720, Custer County, Nebraska",1400000US31041972000,1398,38.9,1380,0,2,0,0,19,7,759,557,444,113,278,0,0,9,8,54,207,61900,11,1380,187,22731,12,46964,1223,171,4,861,849,762,171,31,041,972000
"Census Tract 101, Dakota County, Nebraska",1400000US31043010100,5927,31.4,3632,266,378,445,0,2122,1033,2317,2225,993,1232,2826,0,42,16,116,506,2146,84100,0,5909,1433,16076,0,31960,856,3217,0,3533,1848,2940,209,31,043,010100
"Census Tract 102, Dakota County, Nebraska",1400000US31043010200,6990,31.5,4826,263,91,76,0,3353,1690,2319,2266,1488,778,2002,0,18,21,99,574,1290,103300,0,6804,778,19690,33,45000,1307,3951,35,4096,2227,3520,385,31,043,010200
"Census Tract 103, Dakota County, Nebraska",1400000US31043010300,4633,34.8,3695,53,75,157,0,1439,604,1727,1583,1229,354,910,12,0,44,25,127,702,104900,0,4540,620,19393,0,49464,593,3152,49,2805,1836,2348,232,31,043,010300
"Census Tract 104, Dakota County, Nebraska",1400000US31043010400,3252,44.1,3166,0,0,7,0,175,76,1289,1227,989,238,561,1,4,14,95,98,349,120500,7,3210,249,27687,26,57750,1112,2055,2,2002,1836,1708,269,31,043,010400
"Census Tract 9506, Dawes County, Nebraska",1400000US31045950600,2655,49.0,2483,49,13,27,0,75,13,1397,1127,862,265,485,8,23,11,17,109,317,92400,3,2531,372,23601,3,41118,1583,1010,14,1579,1496,1429,474,31,045,950600
"Census Tract 9507, Dawes County, Nebraska",1400000US31045950700,6525,26.5,5863,148,393,96,0,226,3,2847,2474,1368,1106,2382,0,0,0,116,333,1933,90200,0,5550,1626,16340,0,33750,3446,2852,13,4470,4326,2519,1101,31,045,950700
"Census Tract 9680, Dawson County, Nebraska",1400000US31047968000,2594,41.5,2231,22,37,19,0,294,232,1146,1054,826,228,521,7,15,20,51,44,384,83200,0,2574,231,22061,8,46818,1959,482,2,1564,1397,1324,250,31,047,968000
"Census Tract 9681, Dawson County, Nebraska",1400000US31047968100,1596,37.8,1477,0,0,13,0,138,60,672,554,382,172,519,33,4,7,169,253,53,112000,0,1596,87,20437,3,52625,1283,254,0,955,868,801,163,31,047,968100
"Census Tract 9682, Dawson County, Nebraska",1400000US31047968200,3636,37.8,3624,0,0,0,0,170,11,1592,1513,1230,283,493,0,9,0,7,30,447,83200,0,3561,245,23620,10,44743,2881,630,69,2103,2066,1849,399,31,047,968200
"Census Tract 9683, Dawson County, Nebraska",1400000US31047968300,4088,41.4,3975,2,0,33,0,415,37,1945,1745,1323,422,961,0,0,28,52,308,573,75900,0,3932,513,23425,38,44194,3180,683,11,2252,2013,2065,392,31,047,968300
"Census Tract 9684, Dawson County, Nebraska",1400000US31047968400,5334,28.8,3152,285,18,28,0,3319,1680,1743,1649,938,711,2089,0,30,8,74,99,1878,89100,0,5175,871,14979,0,39725,2395,866,41,2871,989,2417,182,31,047,968400
"Census Tract 9685, Dawson County, Nebraska",1400000US31047968500,5408,29.9,3388,347,21,8,0,3113,1611,1904,1658,1020,638,1623,0,0,0,119,187,1317,85100,0,5202,923,16119,0,43273,2508,902,8,3149,1112,2657,329,31,047,968500
"Census Tract 9686, Dawson County, Nebraska",1400000US31047968600,1605,47.8,1487,0,4,22,0,80,6,1102,726,578,148,306,55,23,0,14,57,157,112900,0,1605,85,30233,16,58750,1304,230,9,1004,954,912,229,31,047,968600
"Census Tract 9554, Deuel County, Nebraska",1400000US31049955400,1967,49.9,1916,4,0,0,0,80,15,1082,906,684,222,469,23,0,12,64,107,263,65500,0,1946,243,23721,15,37500,1147,779,7,1051,993,938,188,31,049,955400
"Census Tract 9776, Dixon County, Nebraska",1400000US31051977600,2635,40.3,2527,11,60,0,0,31,8,1214,1037,848,189,399,9,0,24,41,52,273,84600,0,2567,98,24077,15,50725,980,1635,6,1444,1404,1297,251,31,051,977600
"Census Tract 9778, Dixon County, Nebraska",1400000US31051977800,3361,40.4,3272,10,0,0,0,552,79,1474,1341,999,342,833,7,17,21,86,127,575,71500,0,3312,494,20149,12,42212,2020,1002,20,1881,1610,1687,291,31,051,977800
"Census Tract 9636, Dodge County, Nebraska",1400000US31053963600,5001,45.3,4827,37,9,4,0,81,3,2333,2068,1616,452,1005,45,9,65,58,130,698,82600,17,4829,418,21959,18,44153,3991,962,10,2801,2759,2533,491,31,053,963600
"Census Tract 9637, Dodge County, Nebraska",1400000US31053963700,2753,44.1,2700,0,0,0,0,104,51,1286,1097,833,264,740,0,15,24,84,107,510,109500,0,2695,221,26984,50,53418,2182,474,17,1488,1430,1326,286,31,053,963700
"Census Tract 9638, Dodge County, Nebraska",1400000US31053963800,5054,46.2,5021,0,6,0,0,478,1,2428,2144,1330,814,1391,0,0,16,46,327,1002,121200,0,4722,689,22676,27,39200,3780,1019,0,2553,2246,2226,380,31,053,963800
"Census Tract 9639, Dodge County, Nebraska",1400000US31053963900,3744,39.3,3520,85,0,32,0,569,74,1776,1704,937,767,1528,0,0,0,51,267,1210,106700,0,3744,820,22376,32,34909,2559,820,0,2148,1756,1811,389,31,053,963900
"Census Tract 9640, Dodge County, Nebraska",1400000US31053964000,3381,35.3,2950,0,48,48,0,563,258,1428,1384,1034,350,911,0,0,0,265,102,544,98500,0,3322,326,19827,7,42857,2189,887,26,1986,1698,1624,264,31,053,964000
"Census Tract 9641, Dodge County, Nebraska",1400000US31053964100,4433,45.2,4258,1,20,29,0,409,101,1934,1870,1594,276,624,11,19,0,57,0,537,145300,0,4352,351,28301,48,53136,3327,785,0,2412,2109,2226,720,31,053,964100
"Census Tract 9642, Dodge County, Nebraska",1400000US31053964200,4182,31.4,3709,30,48,38,0,577,194,1662,1537,681,856,1866,0,11,15,6,462,1372,100200,0,3751,399,17802,0,40762,2751,1138,33,2882,2494,2151,310,31,053,964200
"Census Tract 9643, Dodge County, Nebraska",1400000US31053964300,5142,37.2,5061,0,26,30,0,204,0,2186,2141,1358,783,1707,0,0,23,95,141,1448,125200,0,5142,518,23593,0,50844,3906,1093,15,3197,3037,2660,605,31,053,964300
"Census Tract 9644, Dodge County, Nebraska",1400000US31053964400,2961,36.6,2716,4,40,0,27,411,104,1475,1152,817,335,975,10,15,7,86,179,678,79800,0,2958,705,24506,54,39444,2298,463,28,1739,1574,1536,157,31,053,964400
"Census Tract 2, Douglas County, Nebraska",1400000US31055000200,3715,37.5,2626,777,25,0,0,321,93,1524,1381,1044,337,956,0,0,0,20,278,658,84100,9,3489,722,16632,0,40091,2334,1222,40,2246,2053,1956,284,31,055,000200
"Census Tract 3, Douglas County, Nebraska",1400000US31055000300,2550,30.3,741,1735,15,18,0,178,16,951,833,360,473,1556,0,0,0,124,155,1277,62600,0,2473,784,12374,0,27292,1521,939,0,1357,1305,1244,217,31,055,000300
"Census Tract 4, Douglas County, Nebraska",1400000US31055000400,2663,31.0,1969,18,15,0,0,801,574,1000,891,607,284,835,0,0,53,223,28,531,45100,0,2663,1102,16136,13,27408,1503,806,0,1405,1024,1193,65,31,055,000400
"Census Tract 5, Douglas County, Nebraska",1400000US31055000500,1995,28.7,1301,430,28,9,0,288,195,732,538,302,236,583,0,0,0,0,48,535,70600,19,1221,510,18241,41,29688,1095,769,19,1460,1321,1022,180,31,055,000500
"Census Tract 6, Douglas County, Nebraska",1400000US31055000600,1312,37.9,213,950,0,93,0,78,14,665,472,242,230,538,0,0,7,78,7,446,60600,0,1312,701,8960,0,12396,808,347,0,842,773,671,28,31,055,000600
"Census Tract 7, Douglas County, Nebraska",1400000US31055000700,1224,44.6,88,1023,0,0,0,43,0,692,617,224,393,673,0,0,68,77,19,509,46300,0,1221,681,10425,0,11544,793,388,0,803,704,638,35,31,055,000700
"Census Tract 8, Douglas County, Nebraska",1400000US31055000800,1465,38.1,223,1017,147,0,0,211,67,838,558,420,138,425,0,16,0,14,40,355,49600,0,1465,575,11727,0,23250,762,522,18,878,691,665,110,31,055,000800
"Census Tract 11, Douglas County, Nebraska",1400000US31055001100,2611,23.7,356,1546,0,0,0,85,8,1155,1046,267,779,2041,0,27,0,136,162,1716,65900,0,2580,1407,9176,0,12708,1719,868,0,1295,1228,968,181,31,055,001100
"Census Tract 12, Douglas County, Nebraska",1400000US31055001200,2618,27.4,534,1919,0,0,0,430,80,1059,926,368,558,1400,0,51,16,64,283,986,75300,20,2495,1034,12151,0,23839,1673,866,24,1292,1215,1110,130,31,055,001200
"Census Tract 16, Douglas County, Nebraska",1400000US31055001600,2166,19.8,1824,84,10,178,38,133,6,269,136,0,136,150,0,0,0,0,14,136,-666666666,0,238,162,5030,0,2499,583,1450,27,2067,1856,170,38,31,055,001600
"Census Tract 18, Douglas County, Nebraska",1400000US31055001800,3364,30.5,2456,530,47,120,0,283,118,1888,1598,216,1382,1993,0,0,19,61,367,1546,185500,0,2363,658,34499,93,42841,1672,1369,12,3072,2704,2513,980,31,055,001800
"Census Tract 19, Douglas County, Nebraska",1400000US31055001900,1154,30.9,631,274,0,0,0,238,192,1155,664,89,575,939,0,7,12,124,53,743,90300,0,1154,284,20409,0,29091,394,558,0,951,750,661,105,31,055,001900
"Census Tract 20, Douglas County, Nebraska",1400000US31055002000,3853,26.9,2268,105,52,0,0,2666,1309,1177,1058,498,560,2156,0,0,20,183,126,1827,80600,27,3837,938,13900,0,34186,1635,839,30,2400,927,1834,110,31,055,002000
"Census Tract 21, Douglas County, Nebraska",1400000US31055002100,1876,29.1,1230,152,62,41,0,567,370,1014,817,328,489,1018,0,4,23,91,110,790,79300,0,1876,557,14333,0,26954,1083,541,0,1208,948,902,66,31,055,002100
"Census Tract 22, Douglas County, Nebraska",1400000US31055002200,916,37.1,881,5,0,0,0,97,10,592,399,231,168,316,0,12,0,17,111,176,101500,0,774,103,21767,0,37841,476,416,24,576,543,426,128,31,055,002200
"Census Tract 23, Douglas County, Nebraska",1400000US31055002300,2333,36.1,1732,18,4,13,0,613,553,968,848,554,294,615,0,50,45,0,152,368,60100,0,2175,426,15836,10,35962,1368,640,7,1366,962,1183,325,31,055,002300
"Census Tract 24, Douglas County, Nebraska",1400000US31055002400,3466,28.2,2433,30,31,0,19,1950,826,1332,1138,595,543,1815,0,36,0,179,353,1247,78900,0,3448,1027,12411,0,31382,1668,710,24,1954,1025,1811,166,31,055,002400
"Census Tract 25, Douglas County, Nebraska",1400000US31055002500,2541,33.0,1905,73,0,7,0,1145,494,936,751,465,286,753,0,0,8,122,28,595,92800,0,2541,229,16158,0,36597,1246,767,14,1609,929,1395,88,31,055,002500
"Census Tract 26, Douglas County, Nebraska",1400000US31055002600,2275,30.2,1181,0,28,49,0,1698,981,700,628,329,299,1084,12,0,0,216,368,488,84400,0,2275,499,11441,0,32371,942,305,11,1321,421,1078,51,31,055,002600
"Census Tract 27, Douglas County, Nebraska",1400000US31055002700,2450,31.1,1380,0,230,0,0,1637,648,852,692,334,358,1282,0,0,39,32,52,1159,82500,0,2434,743,12017,0,32572,1018,522,37,1452,493,1162,33,31,055,002700
"Census Tract 28, Douglas County, Nebraska",1400000US31055002800,3405,27.4,1851,16,201,0,0,2289,1223,1165,1038,636,402,1551,0,0,0,63,200,1288,81600,0,3300,655,15376,0,45551,1620,520,7,1910,806,1638,175,31,055,002800
"Census Tract 29, Douglas County, Nebraska",1400000US31055002900,4814,25.3,2835,1169,0,13,0,2605,660,1711,1447,779,668,2156,0,61,10,66,169,1850,81200,0,4787,1830,12396,12,26875,2122,939,0,2710,1023,2185,87,31,055,002900
