NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 9661, Beckham County, Oklahoma",1400000US40009966100,7057,31.9,6372,153,259,19,7,538,28,3214,2659,1529,1130,2644,118,0,54,286,23,2163,85300,0,6910,974,21880,38,44579,4545,2246,83,4628,4248,3753,710,40,009,966100
"Census Tract 9662, Beckham County, Oklahoma",1400000US40009966200,7255,38.3,6696,177,28,10,0,740,0,2897,2412,1721,691,2342,0,25,14,95,556,1652,122400,0,7121,1271,23891,36,60101,4752,2219,33,4261,3944,3559,540,40,009,966200
"Census Tract 9665, Beckham County, Oklahoma",1400000US40009966500,1708,44.8,1574,0,22,0,0,61,2,1008,678,517,161,390,0,0,3,96,27,264,74000,0,1679,449,18774,5,33804,998,701,0,903,900,792,100,40,009,966500
"Census Tract 9668, Beckham County, Oklahoma",1400000US40009966800,6252,36.2,4665,482,209,23,5,1257,423,2474,1966,1334,632,1421,0,0,34,165,120,1102,69800,0,4964,576,18936,56,40397,3674,2290,15,4285,3506,3557,553,40,009,966800
"Census Tract 9586, Blaine County, Oklahoma",1400000US40011958600,1419,40.0,1318,24,15,3,0,39,16,763,560,448,112,202,0,0,0,22,23,157,64400,0,1401,82,25357,12,42857,1030,378,4,750,716,610,150,40,011,958600
"Census Tract 9587, Blaine County, Oklahoma",1400000US40011958700,1648,36.8,1301,0,156,0,0,100,0,1084,695,498,197,568,0,0,114,7,98,349,65400,13,1641,240,23375,41,34438,1258,357,0,842,819,709,154,40,011,958700
"Census Tract 9588, Blaine County, Oklahoma",1400000US40011958800,1285,38.4,1138,0,78,0,0,110,49,693,571,417,154,344,0,0,7,81,34,222,98500,0,1285,112,21561,2,42188,1044,211,0,772,741,618,177,40,011,958800
"Census Tract 9589, Blaine County, Oklahoma",1400000US40011958900,4947,39.4,2944,733,450,13,11,803,432,1699,1532,997,535,1058,0,0,20,113,82,843,63300,0,3169,673,17627,24,41493,2801,1517,86,3574,2785,3224,458,40,011,958900
"Census Tract 9590, Blaine County, Oklahoma",1400000US40011959000,1823,37.9,1469,67,179,5,0,176,43,950,737,488,249,589,0,0,34,29,61,465,68300,0,1731,335,18295,0,39943,1259,510,2,867,805,703,110,40,011,959000
"Census Tract 7956, Bryan County, Oklahoma",1400000US40013795600,2110,52.0,1770,0,82,0,0,36,9,1292,872,644,228,514,12,7,25,48,28,394,66800,0,2106,456,22845,28,35774,1251,856,3,1313,1299,1167,216,40,013,795600
"Census Tract 7957, Bryan County, Oklahoma",1400000US40013795700,3535,43.4,2755,0,180,26,0,43,0,1872,1547,1050,497,1191,16,0,20,203,113,839,78600,9,3508,571,19047,0,34364,2107,1398,0,2120,2072,1802,457,40,013,795700
"Census Tract 7959, Bryan County, Oklahoma",1400000US40013795900,1737,39.3,1327,23,79,1,0,27,2,838,678,561,117,344,0,0,11,2,6,325,65200,0,1737,225,18457,0,32500,561,1154,6,1047,1034,851,106,40,013,795900
"Census Tract 7960.01, Bryan County, Oklahoma",1400000US40013796001,6165,38.3,4620,27,313,71,0,643,343,3099,2290,1854,436,1327,0,0,15,50,178,1084,87700,18,6161,1063,19296,53,38877,3349,2483,39,3586,3290,3338,645,40,013,796001
"Census Tract 7960.02, Bryan County, Oklahoma",1400000US40013796002,4821,32.1,3280,94,152,11,0,142,131,2008,1828,1159,669,1524,14,6,46,116,219,1123,108800,0,4777,638,17638,10,37107,2324,2447,34,2764,2693,2373,439,40,013,796002
"Census Tract 7961, Bryan County, Oklahoma",1400000US40013796100,8038,34.3,6246,46,547,95,10,338,122,3420,3259,2070,1189,3179,28,0,0,132,124,2895,123100,0,8031,1429,23862,57,46497,3984,3662,55,4974,4604,4004,1312,40,013,796100
"Census Tract 7962, Bryan County, Oklahoma",1400000US40013796200,4211,24.4,3372,179,255,0,5,187,35,1686,1563,555,1008,1940,0,0,0,85,212,1643,95700,0,3260,849,14325,8,27072,2190,1859,11,3007,2808,1445,419,40,013,796200
"Census Tract 7963, Bryan County, Oklahoma",1400000US40013796300,1601,28.5,1341,3,36,0,0,43,0,742,613,325,288,734,0,0,0,16,57,661,81200,0,1520,418,19037,0,34570,1054,533,0,1019,977,816,207,40,013,796300
"Census Tract 7964, Bryan County, Oklahoma",1400000US40013796400,2187,32.2,1497,12,145,0,0,240,152,810,690,273,417,1553,4,0,13,304,91,1141,41200,0,2187,1154,10346,0,20862,1168,822,3,1294,1119,1056,95,40,013,796400
"Census Tract 7965, Bryan County, Oklahoma",1400000US40013796500,1996,42.1,1405,21,158,0,0,37,37,967,866,601,265,723,0,16,102,16,143,446,81600,0,1985,372,20279,10,37167,1137,849,10,1172,1138,1053,124,40,013,796500
"Census Tract 7966, Bryan County, Oklahoma",1400000US40013796600,5464,41.4,4095,263,190,18,0,343,330,2651,2148,1688,460,1311,0,0,15,22,193,1081,67500,0,5431,951,19155,25,34708,1512,3824,40,3184,3051,2780,556,40,013,796600
"Census Tract 1616, Caddo County, Oklahoma",1400000US40015161600,6062,36.7,4285,417,489,8,22,640,349,2107,1711,1323,388,1023,31,25,21,68,115,763,70700,0,4537,769,14854,8,41851,3990,1688,33,4013,3586,3501,309,40,015,161600
"Census Tract 1617, Caddo County, Oklahoma",1400000US40015161700,1858,38.2,1565,8,114,0,0,176,121,928,722,503,219,515,3,0,0,27,111,374,70400,0,1823,335,20612,7,42813,1294,465,28,1056,981,928,159,40,015,161700
"Census Tract 1618, Caddo County, Oklahoma",1400000US40015161800,3203,44.6,2245,4,516,11,0,398,176,2003,1361,1052,309,691,0,28,24,82,102,455,64700,8,3141,771,21091,14,32535,2310,802,7,2048,1884,1742,270,40,015,161800
"Census Tract 1619, Caddo County, Oklahoma",1400000US40015161900,1746,38.7,1151,55,281,48,0,129,17,866,646,504,142,348,6,18,0,35,56,233,76400,0,1738,432,19947,16,41477,1239,477,0,983,936,865,147,40,015,161900
"Census Tract 1620, Caddo County, Oklahoma",1400000US40015162000,2990,43.6,2006,9,808,0,0,98,44,1525,1185,885,300,819,8,25,18,36,412,320,76200,0,2954,252,21144,8,45060,2415,541,2,1798,1756,1540,368,40,015,162000
"Census Tract 1621, Caddo County, Oklahoma",1400000US40015162100,7609,32.5,2839,254,3481,67,4,1050,319,3032,2490,1367,1123,3532,71,71,0,444,939,2007,56500,0,7241,2395,13588,0,31583,5991,1337,31,4243,3772,3489,392,40,015,162100
"Census Tract 1622, Caddo County, Oklahoma",1400000US40015162200,2657,40.8,1668,20,664,11,0,213,32,1254,1039,790,249,613,3,0,6,25,127,452,74800,0,2653,333,19066,0,38245,2025,575,27,1562,1490,1373,254,40,015,162200
"Census Tract 1623, Caddo County, Oklahoma",1400000US40015162300,2917,38.8,2438,21,211,0,0,132,49,1409,1142,859,283,680,54,0,20,13,102,491,76100,0,2833,330,19208,11,43073,2297,541,38,1575,1509,1347,204,40,015,162300
"Census Tract 3001, Canadian County, Oklahoma",1400000US40017300100,2377,39.0,2044,42,183,0,0,18,2,1360,886,698,188,606,0,0,26,124,10,446,83600,4,2368,470,27532,32,51691,1929,441,4,1404,1390,1182,216,40,017,300100
"Census Tract 3002.01, Canadian County, Oklahoma",1400000US40017300201,5278,37.9,4699,0,296,15,0,238,167,1979,1861,1725,136,251,0,28,0,52,0,171,164700,18,5276,303,31144,93,76563,3736,1399,12,3209,3096,2883,1119,40,017,300201
"Census Tract 3002.02, Canadian County, Oklahoma",1400000US40017300202,4062,39.0,3358,104,238,0,0,311,180,1674,1506,1119,387,810,15,0,5,48,90,652,117200,0,3988,339,25161,25,56875,2921,1021,9,2492,2366,2066,379,40,017,300202
"Census Tract 3003, Canadian County, Oklahoma",1400000US40017300300,3703,28.7,2568,33,369,31,0,794,528,1444,1213,776,437,1501,0,0,0,491,138,872,68800,0,3703,685,18738,23,45424,2353,939,8,2242,1769,1767,152,40,017,300300
"Census Tract 3004, Canadian County, Oklahoma",1400000US40017300400,1160,37.3,503,395,35,19,0,184,124,596,415,206,209,437,64,0,0,81,31,261,46400,0,879,140,16504,0,35426,803,310,0,848,728,698,62,40,017,300400
"Census Tract 3005, Canadian County, Oklahoma",1400000US40017300500,2931,31.9,2333,85,333,9,0,447,0,1508,1200,685,515,1347,0,0,0,80,93,1174,58600,0,2931,650,19194,22,40357,1707,1000,0,1708,1483,1359,109,40,017,300500
"Census Tract 3006, Canadian County, Oklahoma",1400000US40017300600,3322,35.4,3069,0,97,0,0,112,9,1448,1332,1055,277,533,20,0,0,35,166,312,92000,0,3322,347,23283,20,51311,2645,656,12,1820,1795,1529,279,40,017,300600
"Census Tract 3007, Canadian County, Oklahoma",1400000US40017300700,5950,40.2,4526,530,383,43,9,534,255,1747,1548,1127,421,1119,0,3,18,32,436,630,111800,18,4133,534,22329,54,61304,3413,2376,19,4371,3664,3899,532,40,017,300700
"Census Tract 3008.01, Canadian County, Oklahoma",1400000US40017300801,7837,35.1,6577,249,293,71,0,585,189,2783,2748,2519,229,545,0,0,0,0,134,411,196000,0,7741,152,34174,129,90125,5081,2486,49,4881,4570,4330,1714,40,017,300801
"Census Tract 3008.02, Canadian County, Oklahoma",1400000US40017300802,2375,43.3,2036,11,285,32,0,11,0,1034,991,893,98,282,0,0,0,28,145,109,159500,14,2371,220,34348,56,64775,1394,922,4,1397,1355,1256,507,40,017,300802
"Census Tract 3009.01, Canadian County, Oklahoma",1400000US40017300901,5553,35.3,4614,59,344,101,0,249,28,2379,2159,1577,582,1446,0,0,62,8,148,1228,137900,0,5525,465,25346,27,58364,3683,1550,72,3559,3342,3161,904,40,017,300901
"Census Tract 3009.02, Canadian County, Oklahoma",1400000US40017300902,2714,32.0,2376,0,42,70,0,170,129,1016,960,756,204,681,0,0,3,31,35,612,107200,0,2673,169,23870,13,65085,1688,930,32,1713,1593,1560,424,40,017,300902
"Census Tract 3009.04, Canadian County, Oklahoma",1400000US40017300904,3163,40.4,2685,0,219,0,0,267,81,1656,1163,827,336,1052,0,0,0,0,91,961,128800,0,3163,242,25407,43,53274,1724,1288,67,1872,1705,1766,386,40,017,300904
"Census Tract 3009.05, Canadian County, Oklahoma",1400000US40017300905,4595,36.4,3797,202,75,317,0,76,0,1636,1588,1338,250,481,0,0,0,0,0,481,166900,0,4386,129,31032,71,76818,2796,1481,51,2605,2396,2383,1066,40,017,300905
"Census Tract 3010.01, Canadian County, Oklahoma",1400000US40017301001,153,38.4,118,0,0,35,0,0,0,66,66,36,30,65,0,0,0,0,0,65,105000,0,153,10,27048,0,54375,81,22,15,141,106,141,15,40,017,301001
"Census Tract 3010.03, Canadian County, Oklahoma",1400000US40017301003,6140,31.3,5289,123,109,243,0,429,139,2556,2450,1868,582,1323,0,0,0,7,75,1241,121700,0,6103,427,26902,21,58088,3894,1901,22,4193,3833,3530,1036,40,017,301003
"Census Tract 3010.06, Canadian County, Oklahoma",1400000US40017301006,3150,31.1,2567,49,53,247,0,343,28,1149,1149,998,151,431,0,0,0,0,0,431,116200,0,3150,101,24847,11,64398,2049,851,51,2081,1830,1757,463,40,017,301006
"Census Tract 3010.07, Canadian County, Oklahoma",1400000US40017301007,4845,34.4,3624,82,268,789,0,195,0,1999,1773,1284,489,1460,0,0,0,0,0,1460,141100,0,4845,446,23184,14,54461,2766,1397,30,3154,2454,2855,731,40,017,301007
"Census Tract 3010.08, Canadian County, Oklahoma",1400000US40017301008,5306,36.6,3611,146,84,811,0,206,146,1851,1739,1488,251,740,0,0,44,13,60,623,204000,0,5264,79,38616,131,99792,2798,1867,26,3450,2830,3080,1317,40,017,301008
"Census Tract 3010.09, Canadian County, Oklahoma",1400000US40017301009,2641,30.8,2104,59,80,72,0,446,198,1151,1133,576,557,1047,0,0,0,236,0,811,156300,0,2641,191,29138,26,53776,1480,912,0,1858,1589,1379,338,40,017,301009
"Census Tract 3011, Canadian County, Oklahoma",1400000US40017301100,5685,40.3,5341,8,72,186,0,545,8,2359,2264,1878,386,727,0,0,15,57,128,527,130200,19,5595,486,29674,37,66154,3646,1740,75,3413,3118,3143,1149,40,017,301100
"Census Tract 3012.01, Canadian County, Oklahoma",1400000US40017301201,4153,33.0,3691,40,106,41,0,177,12,1924,1737,878,859,2019,25,28,0,60,167,1739,98200,0,4116,474,20850,40,36684,2829,1216,4,2409,2327,2052,406,40,017,301201
"Census Tract 3012.02, Canadian County, Oklahoma",1400000US40017301202,2842,32.9,2574,2,86,0,0,106,25,1093,1036,879,157,520,0,38,0,54,226,202,119200,0,2752,237,26329,34,57151,1785,981,66,1519,1495,1412,416,40,017,301202
"Census Tract 3013, Canadian County, Oklahoma",1400000US40017301300,4187,40.4,3656,82,73,125,0,133,25,1590,1516,1381,135,376,0,0,3,50,24,299,224700,6,4171,343,36154,92,83875,2552,1277,78,2598,2463,2303,948,40,017,301300
"Census Tract 3014.06, Canadian County, Oklahoma",1400000US40017301406,4932,34.4,4459,24,165,29,0,354,68,1814,1760,1499,261,720,0,0,0,130,77,513,132600,9,4932,333,30313,42,72375,3173,1621,24,2943,2832,2463,612,40,017,301406
"Census Tract 3014.07, Canadian County, Oklahoma",1400000US40017301407,4942,34.6,4036,321,236,10,0,255,74,1750,1708,1342,366,884,0,0,0,11,328,545,146000,0,4890,373,27539,59,68279,3270,1529,10,2925,2811,2547,551,40,017,301407
"Census Tract 3014.08, Canadian County, Oklahoma",1400000US40017301408,1991,43.4,1866,0,21,0,0,0,0,683,683,655,28,88,0,0,0,0,0,88,187700,0,1975,0,28694,33,67396,1333,658,0,1320,1320,1218,221,40,017,301408
"Census Tract 3014.09, Canadian County, Oklahoma",1400000US40017301409,2884,31.1,2807,0,33,44,0,9,0,1021,982,814,168,453,0,0,0,35,31,387,92400,0,2884,189,21832,0,65526,2116,709,15,1849,1805,1624,210,40,017,301409
"Census Tract 3014.10, Canadian County, Oklahoma",1400000US40017301410,4283,32.5,3678,38,186,3,0,345,155,1848,1727,990,737,1528,0,0,0,15,221,1292,151100,0,4251,78,28482,96,54408,2777,1381,59,2626,2487,2350,556,40,017,301410
"Census Tract 8921, Carter County, Oklahoma",1400000US40019892100,2610,45.1,1955,311,207,0,0,3,0,1288,983,836,147,238,0,0,27,59,27,125,70600,20,2491,321,17495,1,33622,2054,549,0,1588,1563,1385,58,40,019,892100
"Census Tract 8922, Carter County, Oklahoma",1400000US40019892200,1213,41.0,1014,10,48,0,0,49,0,704,487,393,94,221,0,0,13,69,3,136,70400,4,1213,132,19668,0,43459,978,215,11,705,671,600,30,40,019,892200
"Census Tract 8923, Carter County, Oklahoma",1400000US40019892300,3225,36.7,2737,2,434,0,0,85,16,1542,1099,888,211,637,0,0,0,6,119,512,54200,9,3141,346,17607,0,32429,2271,954,0,1876,1844,1562,210,40,019,892300
"Census Tract 8924, Carter County, Oklahoma",1400000US40019892400,3796,39.2,3343,0,322,5,0,126,15,1769,1456,1019,437,1002,20,26,17,84,307,548,67700,0,3751,535,18669,12,38438,3034,738,19,2273,2245,2030,224,40,019,892400
"Census Tract 8925, Carter County, Oklahoma",1400000US40019892500,8801,38.0,7554,215,687,129,0,97,0,3390,3068,2528,540,1646,13,0,0,194,450,989,116900,21,8736,1361,19279,11,43288,6270,2316,42,5284,5183,4634,884,40,019,892500
"Census Tract 8926, Carter County, Oklahoma",1400000US40019892600,5992,37.9,4698,683,165,93,3,125,0,2734,2436,1576,860,1878,0,0,24,93,281,1480,89800,0,5925,721,25585,85,43528,4033,1805,15,3429,3339,2871,909,40,019,892600
"Census Tract 8927, Carter County, Oklahoma",1400000US40019892700,5398,38.6,4555,134,410,0,7,363,16,2073,1809,1479,330,1090,0,15,4,113,186,772,122300,29,5386,239,22573,20,52367,4014,1314,33,3434,3388,2823,475,40,019,892700
"Census Tract 8928, Carter County, Oklahoma",1400000US40019892800,4625,35.1,2266,876,1032,0,0,620,131,2212,1782,867,915,2488,37,0,8,215,492,1736,48100,0,4581,1965,11835,0,26990,3175,978,142,2673,2405,2328,211,40,019,892800
"Census Tract 8929, Carter County, Oklahoma",1400000US40019892900,2026,40.7,1351,199,335,0,75,0,0,1176,834,461,373,795,16,9,0,21,279,470,70100,0,1849,387,17582,17,29395,1483,543,0,1266,1244,1159,194,40,019,892900
"Census Tract 8930, Carter County, Oklahoma",1400000US40019893000,6794,40.4,5052,363,915,172,0,495,0,2977,2672,1831,841,1683,31,28,33,173,101,1317,126900,0,6488,886,24962,96,44722,4688,1747,20,3603,3272,3260,807,40,019,893000
"Census Tract 8931, Carter County, Oklahoma",1400000US40019893100,2846,36.2,1936,562,135,0,0,518,55,1266,977,529,448,1038,0,0,9,60,230,739,51600,0,2812,600,16420,11,36734,1723,851,0,1825,1573,1604,197,40,019,893100
"Census Tract 9776, Cherokee County, Oklahoma",1400000US40021977600,4757,39.7,2652,20,1479,4,0,59,24,2146,1824,1506,318,788,2,4,12,53,86,631,83600,36,4751,947,20122,21,36755,3497,1248,4,3118,3008,2600,629,40,021,977600
"Census Tract 9777, Cherokee County, Oklahoma",1400000US40021977700,6974,36.5,4194,72,1931,0,31,192,0,2897,2248,1935,313,924,5,18,59,80,92,670,97000,0,6959,1237,18479,13,47194,4984,1903,3,4255,4104,3612,770,40,021,977700
"Census Tract 9778, Cherokee County, Oklahoma",1400000US40021977800,6818,29.9,3162,284,2079,37,0,527,262,2443,2146,1354,792,2889,0,0,0,143,952,1794,122500,49,6818,1975,15763,3,39167,4613,1884,26,3890,3581,2960,724,40,021,977800
"Census Tract 9779, Cherokee County, Oklahoma",1400000US40021977900,6555,26.8,3655,96,2009,4,0,433,242,3082,2527,933,1594,3649,0,0,16,19,587,3027,93500,21,6148,2336,12299,0,23322,4128,2177,39,4626,4207,2957,822,40,021,977900
"Census Tract 9780, Cherokee County, Oklahoma",1400000US40021978000,3497,32.1,2198,81,897,14,0,488,51,1822,1399,583,816,1908,0,0,0,192,299,1417,87300,0,3285,1146,16215,8,23642,1876,1290,21,2059,1752,1602,428,40,021,978000
"Census Tract 9781, Cherokee County, Oklahoma",1400000US40021978100,6019,30.0,3010,109,1279,32,0,423,176,2409,2131,1197,934,1966,0,0,95,84,199,1588,148400,16,5035,1153,18789,39,31645,3947,1880,46,4213,4013,2504,925,40,021,978100
"Census Tract 9782.01, Cherokee County, Oklahoma",1400000US40021978201,3103,39.5,1087,4,1042,0,0,113,46,1296,1003,857,146,409,0,0,57,69,49,234,80200,7,3103,657,14349,0,34514,2380,623,18,1929,1810,1669,193,40,021,978201
"Census Tract 9782.02, Cherokee County, Oklahoma",1400000US40021978202,2936,46.9,1586,0,704,0,0,141,118,2350,1164,1016,148,410,0,13,0,0,102,295,76100,10,2936,586,18089,0,39643,1979,904,1,1857,1697,1701,227,40,021,978202
"Census Tract 9783, Cherokee County, Oklahoma",1400000US40021978300,5994,39.4,3233,62,1561,6,0,573,10,2942,2059,1706,353,1140,0,56,169,27,140,748,106000,8,5948,1591,18822,38,39716,4102,1781,10,3301,3202,2785,698,40,021,978300
"Census Tract 9669, Choctaw County, Oklahoma",1400000US40023966900,2693,48.8,2203,61,181,0,0,51,15,1507,1165,905,260,588,4,0,7,90,117,370,72400,15,2689,658,17082,1,29592,1571,1097,3,1589,1582,1411,196,40,023,966900
"Census Tract 9670, Choctaw County, Oklahoma",1400000US40023967000,3384,42.1,2148,315,395,0,0,83,80,1586,1344,1006,338,932,37,89,3,107,102,594,71900,3,3375,389,22333,20,36071,1845,1476,20,1998,1875,1788,336,40,023,967000
"Census Tract 9671, Choctaw County, Oklahoma",1400000US40023967100,3363,35.5,2245,304,412,0,0,171,21,1669,1343,810,533,1332,0,9,11,26,168,1118,71800,0,3224,1190,15766,0,26480,1789,1533,27,1920,1800,1570,129,40,023,967100
"Census Tract 9672, Choctaw County, Oklahoma",1400000US40023967200,2465,33.7,1151,765,109,36,3,42,0,1107,906,482,424,1158,0,8,100,85,264,701,57000,0,2406,836,12817,4,18125,1595,827,19,1293,1236,1072,85,40,023,967200
"Census Tract 9673, Choctaw County, Oklahoma",1400000US40023967300,3281,43.3,2076,109,355,2,0,107,81,1668,1345,1049,296,672,24,23,17,76,83,449,65900,0,3226,738,18197,9,29838,2089,1138,0,1943,1857,1646,185,40,023,967300
"Census Tract 9501, Cimarron County, Oklahoma",1400000US40025950100,1147,44.6,1068,0,9,0,0,150,54,737,503,330,173,454,5,6,11,33,48,351,66000,3,1147,221,21888,9,37708,541,488,2,600,505,548,128,40,025,950100
"Census Tract 9503, Cimarron County, Oklahoma",1400000US40025950300,1339,44.6,1012,14,0,8,0,339,301,817,592,451,141,255,3,0,0,72,78,102,54300,0,1289,357,17370,0,34474,518,673,5,710,574,616,137,40,025,950300
"Census Tract 2001, Cleveland County, Oklahoma",1400000US40027200100,410,23.7,318,31,9,0,0,32,0,176,157,27,130,159,0,0,0,0,0,159,138800,0,214,126,9866,0,11067,270,118,22,319,301,172,58,40,027,200100
"Census Tract 2002, Cleveland County, Oklahoma",1400000US40027200200,1912,29.8,1617,0,174,0,0,169,12,926,802,309,493,1220,0,0,0,7,207,1006,70300,0,1910,495,17226,0,28874,1086,670,47,1309,1229,983,324,40,027,200200
"Census Tract 2003, Cleveland County, Oklahoma",1400000US40027200300,3580,33.9,2701,106,192,75,0,343,16,1588,1444,873,571,1467,0,0,0,22,203,1242,73500,0,3551,693,18742,0,35391,2102,1151,24,2330,2060,2006,593,40,027,200300
"Census Tract 2004, Cleveland County, Oklahoma",1400000US40027200400,1596,28.2,1296,26,126,13,10,34,19,929,790,410,380,784,0,0,0,49,55,680,93500,0,1596,361,17600,0,35451,966,588,23,1151,1023,881,216,40,027,200400
"Census Tract 2005, Cleveland County, Oklahoma",1400000US40027200500,3918,24.2,3260,77,145,307,16,179,15,2128,1751,599,1152,2407,0,43,45,20,165,2134,122500,0,3702,1317,19903,17,28733,2512,1031,15,3312,2835,1537,770,40,027,200500
"Census Tract 2006.01, Cleveland County, Oklahoma",1400000US40027200601,5968,24.9,4209,955,233,245,0,306,28,3155,2537,640,1897,4741,0,0,0,389,171,4181,92700,0,5968,2019,15582,0,26106,3078,2184,67,4507,3923,2730,956,40,027,200601
"Census Tract 2006.02, Cleveland County, Oklahoma",1400000US40027200602,3727,27.5,2879,338,141,102,5,141,42,1847,1761,657,1104,2432,0,0,0,104,120,2208,153100,0,3727,889,24739,48,31932,2194,1267,67,2884,2514,1682,682,40,027,200602
"Census Tract 2007, Cleveland County, Oklahoma",1400000US40027200700,209,32.7,173,31,1,0,0,0,0,55,55,0,55,55,0,0,0,0,36,19,-666666666,0,164,100,9956,0,18317,101,108,0,163,163,161,14,40,027,200700
"Census Tract 2008, Cleveland County, Oklahoma",1400000US40027200800,6895,36.1,5701,414,179,187,0,321,53,2744,2469,1759,710,1779,0,0,0,15,101,1663,127300,0,6533,634,26046,41,54639,4418,2063,103,4514,4135,3628,1503,40,027,200800
"Census Tract 2009, Cleveland County, Oklahoma",1400000US40027200900,4389,33.3,3887,106,62,100,0,266,76,1856,1795,1078,717,1525,0,0,38,68,232,1187,128000,0,4321,514,25721,14,49356,2750,1403,11,2713,2533,2225,921,40,027,200900
"Census Tract 2010, Cleveland County, Oklahoma",1400000US40027201000,5781,34.4,4346,302,320,6,0,721,108,2855,2509,1323,1186,2788,0,0,73,88,219,2408,144200,0,5713,887,26603,53,43053,3245,1966,21,3928,3417,3113,1225,40,027,201000
