NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 201, Butler County, Kansas",1400000US20015020100,6483,39.2,5663,583,93,26,0,20,2151,1915,1539,376,949,11,9,17,241,628,43,109800,0,0,0,4961,562,20879,36,60042,4638,1681,41,4395,4214,3675,529,20,015,020100
"Census Tract 202.01, Butler County, Kansas",1400000US20015020201,7186,38.0,6797,174,17,31,11,10,2561,2501,1903,598,1513,0,0,51,322,737,403,148100,0,0,0,6572,621,25429,55,62033,5052,1828,11,4373,4090,3628,1091,20,015,020201
"Census Tract 202.02, Butler County, Kansas",1400000US20015020202,8497,33.6,7890,207,13,72,0,0,3108,2950,2371,579,1314,0,0,96,198,843,177,171200,0,0,0,8404,320,31684,112,82283,5345,2889,144,5054,4699,4241,2204,20,015,020202
"Census Tract 202.03, Butler County, Kansas",1400000US20015020203,6314,38.6,5918,11,61,294,0,12,2349,2195,1757,438,920,0,0,0,108,643,169,173000,0,0,0,6289,346,38258,185,85905,3602,2365,23,3717,3568,3359,1546,20,015,020203
"Census Tract 203, Butler County, Kansas",1400000US20015020300,3660,42.4,3512,26,45,0,0,20,1732,1510,1072,438,1033,24,46,19,133,601,210,126000,0,8,0,3569,315,31753,86,56700,2763,845,36,2201,2175,1938,473,20,015,020300
"Census Tract 204, Butler County, Kansas",1400000US20015020400,2424,39.6,2300,6,42,0,0,19,1292,1208,599,609,1179,0,0,13,114,962,90,78800,12,0,0,2409,440,19089,0,27857,1651,737,25,1393,1374,1117,265,20,015,020400
"Census Tract 205, Butler County, Kansas",1400000US20015020500,5421,34.6,5247,32,100,30,0,0,2594,2265,1355,910,2451,0,0,0,259,2114,78,81800,0,0,0,5335,1114,22568,0,45345,4204,1116,0,3124,2911,2597,587,20,015,020500
"Census Tract 206, Butler County, Kansas",1400000US20015020600,7446,38.1,7004,250,19,22,0,15,2830,2605,2167,438,1294,0,6,53,312,757,166,152500,0,14,0,7358,691,28737,132,60125,5562,1647,44,4410,4257,3641,1381,20,015,020600
"Census Tract 207, Butler County, Kansas",1400000US20015020700,4081,38.7,3819,24,68,0,0,8,1718,1602,890,712,1823,0,0,84,324,1052,363,105000,0,0,0,4081,529,23026,10,47500,2993,1054,6,2238,2199,1861,459,20,015,020700
"Census Tract 208, Butler County, Kansas",1400000US20015020800,2699,31.3,2517,73,0,0,0,12,1337,1179,484,695,1542,9,0,112,467,730,224,76000,0,0,0,2699,496,19765,0,33939,1875,739,32,1702,1628,1361,249,20,015,020800
"Census Tract 209.01, Butler County, Kansas",1400000US20015020901,4350,45.3,4063,25,28,0,0,92,1772,1611,1436,175,594,0,0,10,274,310,0,199900,16,20,0,4339,354,38118,152,67796,2960,1220,58,2586,2539,2328,899,20,015,020901
"Census Tract 209.02, Butler County, Kansas",1400000US20015020902,3916,37.3,3775,63,2,42,0,0,1417,1361,998,363,933,0,0,10,221,674,28,134400,0,0,0,3865,117,26178,14,67003,2509,1247,8,2393,2353,2103,656,20,015,020902
"Census Tract 209.03, Butler County, Kansas",1400000US20015020903,3787,41.6,3583,3,122,8,0,0,1521,1376,1090,286,714,0,0,37,170,449,58,118100,0,0,0,3759,266,27632,26,65488,2821,884,49,2229,2206,2040,514,20,015,020903
"Census Tract 9606, Chase County, Kansas",1400000US20017960600,2694,46.2,2577,32,43,0,0,6,1497,1084,849,235,471,23,0,54,108,250,36,83200,0,0,2,2591,324,24353,14,41889,2145,490,11,1445,1387,1266,330,20,017,960600
"Census Tract 9646, Chautauqua County, Kansas",1400000US20019964600,3470,49.0,3043,9,235,0,0,0,2144,1472,1164,308,770,19,54,14,209,421,53,53900,0,0,11,3397,504,23398,25,37927,2039,1419,0,1873,1846,1639,332,20,019,964600
"Census Tract 9581, Cherokee County, Kansas",1400000US20021958100,2604,46.5,2446,0,89,10,0,0,1385,1102,842,260,716,8,0,10,305,391,2,83700,0,0,0,2576,452,22605,0,42033,1556,1019,15,1598,1583,1389,313,20,021,958100
"Census Tract 9582, Cherokee County, Kansas",1400000US20021958200,2166,43.1,1831,6,81,0,0,0,1062,838,681,157,325,0,0,36,54,191,44,92500,0,0,0,2165,521,20515,9,40263,1101,1056,4,1274,1267,1167,196,20,021,958200
"Census Tract 9583, Cherokee County, Kansas",1400000US20021958300,4032,46.8,3811,0,32,22,0,34,2042,1683,1132,551,1030,11,0,20,214,673,112,82400,0,0,0,3983,383,23233,11,45873,2119,1835,20,2434,2371,2160,555,20,021,958300
"Census Tract 9584, Cherokee County, Kansas",1400000US20021958400,3889,41.7,3366,121,91,12,7,0,1561,1329,1139,190,617,10,0,19,154,434,0,85400,14,8,0,3827,816,20294,32,36652,1170,2683,11,2094,2055,1877,241,20,021,958400
"Census Tract 9585, Cherokee County, Kansas",1400000US20021958500,3754,39.0,3575,0,137,0,0,4,1767,1354,959,395,1119,0,0,42,316,744,17,55000,0,0,0,3660,538,17340,0,39745,874,2776,69,2251,2178,1966,375,20,021,958500
"Census Tract 9586, Cherokee County, Kansas",1400000US20021958600,4292,35.9,3720,0,235,19,0,37,1999,1555,1131,424,1137,9,7,54,202,620,245,63600,0,0,0,4229,605,18974,29,41303,1652,2587,8,2430,2409,2020,397,20,021,958600
"Census Tract 9502, Cheyenne County, Kansas",1400000US20023950200,2679,48.5,2502,0,0,40,0,102,1504,1252,983,269,621,34,2,56,114,359,56,84500,0,0,0,2641,234,27608,10,46058,1412,1176,16,1377,1296,1177,348,20,023,950200
"Census Tract 9671, Clark County, Kansas",1400000US20025967100,2131,44.5,1951,20,39,16,8,43,1147,904,618,286,622,7,6,20,207,372,10,67300,0,0,0,2069,281,24322,17,42976,1353,674,5,1148,1012,1030,320,20,025,967100
"Census Tract 4581, Clay County, Kansas",1400000US20027458100,3917,41.8,3854,15,22,3,0,0,1768,1572,1263,309,777,9,0,32,236,363,137,108000,0,17,0,3864,279,33107,86,60500,2538,1233,84,2247,2140,1911,484,20,027,458100
"Census Tract 4582, Clay County, Kansas",1400000US20027458200,4429,42.1,4188,45,27,43,0,11,2281,1783,1374,409,540,0,24,74,70,297,75,92000,0,0,0,4331,518,22946,45,46063,3128,1218,1,2236,2143,2073,630,20,027,458200
"Census Tract 9771, Cloud County, Kansas",1400000US20029977100,2320,44.5,2304,0,0,0,0,0,1201,998,829,169,371,4,2,13,104,208,40,69200,8,0,5,2281,182,24437,14,45313,1762,517,22,1278,1249,1115,187,20,029,977100
"Census Tract 9772, Cloud County, Kansas",1400000US20029977200,2383,31.4,2269,21,22,0,0,0,1166,1003,643,360,713,10,7,34,77,543,42,75200,0,0,15,2383,445,26240,5,36185,1867,498,18,1344,1334,999,238,20,029,977200
"Census Tract 9773, Cloud County, Kansas",1400000US20029977300,3222,43.2,2881,50,6,66,0,146,1540,1320,883,437,975,0,0,0,152,581,242,76800,0,0,0,2904,376,23012,8,40660,2081,854,106,1852,1679,1483,308,20,029,977300
"Census Tract 9774, Cloud County, Kansas",1400000US20029977400,1377,48.0,1374,0,0,0,0,3,729,583,467,116,270,25,8,0,29,199,9,65300,0,0,0,1356,151,26273,16,48047,1099,256,0,828,826,681,164,20,029,977400
"Census Tract 9661, Coffey County, Kansas",1400000US20031966100,2768,44.6,2676,20,25,0,13,7,1267,1158,918,240,572,19,4,0,132,372,45,89900,2,0,0,2724,250,31287,52,60714,1996,757,13,1634,1624,1440,323,20,031,966100
"Census Tract 9662, Coffey County, Kansas",1400000US20031966200,2851,44.6,2765,7,24,5,0,5,1351,1237,1002,235,511,0,0,23,99,342,47,123100,0,0,0,2847,258,34353,55,66705,2055,742,26,1691,1657,1513,382,20,031,966200
"Census Tract 9663, Coffey County, Kansas",1400000US20031966300,2814,44.1,2642,51,15,52,0,3,1371,1185,751,434,974,12,0,6,234,506,216,100800,0,0,0,2732,384,25050,23,48750,1871,880,4,1551,1525,1328,274,20,031,966300
"Census Tract 9676, Comanche County, Kansas",1400000US20033967600,1898,47.0,1841,0,0,13,0,34,1003,766,575,191,420,0,10,0,136,239,35,65900,0,0,0,1821,156,24574,16,43542,1253,569,15,998,911,881,150,20,033,967600
"Census Tract 4931, Cowley County, Kansas",1400000US20035493100,2935,45.6,2836,0,54,3,5,2,1368,1164,981,183,515,0,0,29,168,308,10,78300,2,0,0,2893,417,23796,21,50114,2216,697,11,1689,1672,1505,226,20,035,493100
"Census Tract 4932, Cowley County, Kansas",1400000US20035493200,3165,44.5,2995,53,59,0,0,0,1403,1292,1070,222,616,0,23,28,116,305,144,110100,9,9,0,3140,299,25262,25,49200,2397,733,22,1895,1851,1714,393,20,035,493200
"Census Tract 4933, Cowley County, Kansas",1400000US20035493300,2522,46.1,2395,51,41,9,0,21,1251,1045,915,130,360,0,0,0,108,174,78,153700,8,0,8,2522,215,34962,50,69688,1794,710,9,1437,1379,1297,446,20,035,493300
"Census Tract 4934, Cowley County, Kansas",1400000US20035493400,2417,42.5,2113,36,0,107,0,0,1266,1072,580,492,1071,0,0,0,103,769,199,107700,0,0,0,2417,334,26859,15,43640,1670,605,18,1498,1391,1228,258,20,035,493400
"Census Tract 4935, Cowley County, Kansas",1400000US20035493500,5129,35.4,4313,273,85,172,0,68,2013,1720,925,795,1844,0,0,64,312,1386,82,71600,0,0,0,3886,831,16696,26,31818,3257,1635,12,3348,2934,2427,493,20,035,493500
"Census Tract 4936, Cowley County, Kansas",1400000US20035493600,4486,33.7,3698,202,115,198,0,90,1841,1619,1039,580,1654,0,0,10,508,1002,134,82000,0,0,0,4289,543,20269,8,48520,3014,1357,18,2548,2353,2160,330,20,035,493600
"Census Tract 4937, Cowley County, Kansas",1400000US20035493700,3656,40.3,3229,135,125,7,0,20,1581,1517,821,696,1761,11,39,256,399,1025,31,76600,0,0,0,3507,551,21064,0,41573,2377,988,28,2006,1631,1562,276,20,035,493700
"Census Tract 4938, Cowley County, Kansas",1400000US20035493800,4328,31.3,3721,186,47,55,0,158,2008,1680,883,797,2193,37,9,21,336,1553,237,71400,0,0,0,4271,1282,18924,0,35793,2466,1565,49,2378,2073,1974,313,20,035,493800
"Census Tract 4939, Cowley County, Kansas",1400000US20035493900,3269,45.5,2886,131,144,0,0,15,1544,1278,1160,118,242,0,0,57,35,42,108,108800,5,0,0,3269,268,30458,68,62880,2299,909,1,1819,1718,1683,464,20,035,493900
"Census Tract 4940, Cowley County, Kansas",1400000US20035494000,2375,26.1,1806,77,57,27,0,237,1011,793,385,408,1024,0,0,0,237,729,58,40500,0,0,0,1970,347,14744,5,37036,1366,756,35,1600,1347,1000,85,20,035,494000
"Census Tract 4941, Cowley County, Kansas",1400000US20035494100,1695,27.1,1546,15,66,0,0,40,713,588,268,320,844,0,0,27,166,651,0,39800,0,0,0,1633,459,16227,0,35000,1097,489,9,956,841,731,108,20,035,494100
"Census Tract 9566, Crawford County, Kansas",1400000US20037956600,4083,45.5,3917,9,34,0,0,5,2024,1654,1238,416,894,13,0,37,126,550,168,70500,8,0,0,4038,810,22231,47,33375,2965,1108,7,2459,2415,2175,460,20,037,956600
"Census Tract 9567, Crawford County, Kansas",1400000US20037956700,4007,42.3,3921,2,15,0,0,0,1865,1547,1293,254,712,5,2,19,335,332,19,74400,2,0,0,4001,566,21898,23,43250,2988,967,12,2336,2254,1932,311,20,037,956700
"Census Tract 9568, Crawford County, Kansas",1400000US20037956800,3349,35.3,3226,39,10,0,0,8,1451,1154,783,371,966,7,0,19,92,572,276,78400,4,0,0,3185,378,20029,7,42961,2461,851,21,2061,2017,1649,444,20,037,956800
"Census Tract 9569, Crawford County, Kansas",1400000US20037956900,4126,44.2,3993,0,9,8,0,0,1775,1616,1234,382,957,55,0,8,344,530,20,117100,9,0,0,4029,406,24897,27,52778,2993,1025,22,2317,2225,2084,726,20,037,956900
"Census Tract 9570, Crawford County, Kansas",1400000US20037957000,3461,34.2,3319,11,0,60,0,0,1492,1319,784,535,1429,0,10,9,233,995,182,112100,0,0,0,3435,405,25367,14,51727,2136,1180,23,2026,1970,1610,552,20,037,957000
"Census Tract 9571, Crawford County, Kansas",1400000US20037957100,2526,28.7,2107,23,7,35,0,142,1196,1012,608,404,1027,0,0,45,236,700,46,69100,0,0,0,2518,594,17917,0,38986,1544,750,37,1407,1210,1102,340,20,037,957100
"Census Tract 9572, Crawford County, Kansas",1400000US20037957200,2376,29.1,2325,16,8,0,0,0,1027,859,515,344,902,3,6,68,292,382,151,58800,0,0,0,2362,359,16469,0,37468,1654,683,0,1418,1374,1061,213,20,037,957200
"Census Tract 9573, Crawford County, Kansas",1400000US20037957300,3249,27.1,2773,145,75,160,0,0,1621,1316,767,549,1263,18,0,0,32,731,482,84200,0,0,0,3126,1171,19083,18,27629,1956,1078,17,2278,2071,1279,494,20,037,957300
"Census Tract 9574, Crawford County, Kansas",1400000US20037957400,2290,28.6,2072,48,0,18,0,32,971,842,566,276,680,0,4,0,71,420,185,79400,0,0,14,2290,368,24122,33,41985,1280,748,10,1439,1262,1077,473,20,037,957400
"Census Tract 9575, Crawford County, Kansas",1400000US20037957500,2299,27.0,1921,126,0,179,0,0,1325,977,218,759,1536,0,0,27,285,1065,159,71300,0,0,0,2261,916,13694,0,22310,1406,723,25,1581,1389,1080,248,20,037,957500
"Census Tract 9576, Crawford County, Kansas",1400000US20037957600,7515,24.2,6578,489,49,211,0,29,3144,2669,1194,1475,3452,0,0,57,299,2609,487,120700,0,0,0,6174,2203,18843,54,31967,4113,2910,71,5560,5137,2633,1225,20,037,957600
"Census Tract 9511, Decatur County, Kansas",1400000US20039951100,1025,50.0,983,2,16,0,0,0,686,499,388,111,155,15,0,0,17,108,15,53500,3,0,0,1023,190,36939,38,46250,668,343,2,613,605,556,180,20,039,951100
"Census Tract 9512, Decatur County, Kansas",1400000US20039951200,1861,52.9,1793,10,3,0,0,11,1116,924,682,242,406,0,12,20,44,238,92,63900,0,0,0,1776,183,25758,11,37813,1238,590,12,917,883,814,287,20,039,951200
"Census Tract 841, Dickinson County, Kansas",1400000US20041084100,4156,39.8,3743,32,57,24,0,11,1731,1586,1191,395,963,12,0,0,230,667,54,144400,0,0,4,4087,468,23863,44,48571,2733,1313,69,2361,2309,2133,467,20,041,084100
"Census Tract 842, Dickinson County, Kansas",1400000US20041084200,2450,41.6,2428,0,0,0,0,2,1116,958,758,200,456,26,22,15,31,362,0,114000,0,0,0,2422,218,26928,20,63068,1763,616,28,1497,1471,1336,291,20,041,084200
"Census Tract 843, Dickinson County, Kansas",1400000US20041084300,2316,42.6,2216,53,29,5,0,13,1127,1011,683,328,657,11,0,21,42,514,69,117300,0,0,0,2251,146,23541,10,41563,1631,633,45,1390,1371,1154,251,20,041,084300
"Census Tract 844, Dickinson County, Kansas",1400000US20041084400,4975,43.0,4831,5,5,0,0,64,2311,2138,1369,769,1477,0,0,30,597,774,76,130500,0,0,0,4867,520,27625,87,53229,3642,1176,41,2679,2536,2375,615,20,041,084400
"Census Tract 845, Dickinson County, Kansas",1400000US20041084500,3267,34.4,3110,3,62,7,0,3,1414,1204,910,294,752,20,16,21,137,457,101,81800,0,0,8,3165,397,22879,11,49743,2212,972,40,1941,1879,1594,259,20,041,084500
"Census Tract 846, Dickinson County, Kansas",1400000US20041084600,2220,47.9,2014,80,24,25,0,58,1400,1019,665,354,650,14,0,11,86,466,73,57900,0,0,0,2160,382,18998,8,31899,1202,883,23,1274,1186,1179,162,20,041,084600
"Census Tract 201, Doniphan County, Kansas",1400000US20043020100,2308,31.0,1945,197,78,5,0,0,945,763,539,224,467,22,10,8,194,172,61,69900,0,0,0,1789,203,20891,18,46927,1135,1147,0,1528,1497,902,167,20,043,020100
"Census Tract 202, Doniphan County, Kansas",1400000US20043020200,2069,42.8,2043,0,0,6,0,14,976,880,682,198,532,16,0,20,186,260,50,102900,0,2,0,2019,220,27491,18,51167,777,1270,0,1249,1212,1059,230,20,043,020200
"Census Tract 203, Doniphan County, Kansas",1400000US20043020300,3416,44.3,3191,96,11,7,0,0,1627,1444,1014,430,962,14,2,11,221,526,188,103600,0,0,0,3354,450,23954,3,50169,876,2523,3,2072,2057,1846,287,20,043,020300
"Census Tract 1, Douglas County, Kansas",1400000US20045000100,2862,37.4,2643,108,40,0,0,4,1218,1145,871,274,738,0,9,7,164,526,32,127200,7,0,0,2828,290,25274,9,53031,1767,1074,0,1777,1777,1608,606,20,045,000100
"Census Tract 2, Douglas County, Kansas",1400000US20045000200,6855,31.2,5916,254,17,222,0,181,3176,2840,1265,1575,3615,12,45,74,607,2565,312,128100,0,0,0,6836,2018,22066,59,34939,4003,2454,74,5081,4668,3732,1685,20,045,000200
"Census Tract 3, Douglas County, Kansas",1400000US20045000300,7443,21.8,6719,137,79,204,9,44,2728,2464,250,2214,5078,24,0,23,163,3827,1041,187100,0,0,0,5755,3183,12168,11,22218,3363,3562,93,7087,6439,1653,983,20,045,000300
"Census Tract 4, Douglas County, Kansas",1400000US20045000400,4180,19.5,3101,220,29,545,0,31,272,166,5,161,314,0,0,2,30,271,11,-666666666,0,0,0,322,195,7349,0,16000,1446,1925,57,4031,3222,209,168,20,045,000400
"Census Tract 5.01, Douglas County, Kansas",1400000US20045000501,3190,29.5,2545,251,189,31,0,39,1684,1549,725,824,1583,0,11,115,209,1203,45,110200,0,0,0,3176,623,24090,8,40018,1741,1281,110,2319,2107,1685,725,20,045,000501
"Census Tract 5.02, Douglas County, Kansas",1400000US20045000502,5467,23.5,4714,99,40,295,19,87,2477,2057,594,1463,2935,0,0,62,246,2067,560,262000,0,0,0,4340,1440,24927,84,37992,2478,2599,25,4695,4310,1948,1241,20,045,000502
"Census Tract 6.03, Douglas County, Kansas",1400000US20045000603,6641,34.2,5674,234,46,454,0,25,2875,2788,1636,1152,2649,0,0,24,247,2080,298,204900,15,0,0,6574,351,42646,209,82988,3265,2694,31,4433,3871,3981,2653,20,045,000603
"Census Tract 6.04, Douglas County, Kansas",1400000US20045000604,5218,37.4,4824,36,0,232,0,36,2226,2106,1418,688,1527,0,0,0,165,1353,9,198700,0,0,0,5217,336,37323,94,75213,3103,1775,13,3125,2808,2624,1640,20,045,000604
"Census Tract 7.02, Douglas County, Kansas",1400000US20045000702,6953,28.3,5453,441,346,493,0,16,3216,2980,1065,1915,4113,0,0,111,577,2809,616,168200,0,0,0,6850,2132,25536,78,38583,3643,2853,96,4919,4290,3121,1638,20,045,000702
"Census Tract 7.97, Douglas County, Kansas",1400000US20045000797,5012,35.0,4458,122,54,125,0,29,2339,2238,1137,1101,2164,0,0,131,139,1557,337,277500,0,0,0,4892,603,46205,259,58836,2705,1782,35,2992,2581,2276,1629,20,045,000797
"Census Tract 8.01, Douglas County, Kansas",1400000US20045000801,5871,26.8,4679,246,177,269,0,28,2729,2473,815,1658,3709,0,0,42,695,2557,415,164300,0,0,0,5841,1226,25162,30,50393,3067,2162,153,4372,3819,3000,1564,20,045,000801
"Census Tract 8.02, Douglas County, Kansas",1400000US20045000802,6886,24.4,5363,293,0,609,0,67,2518,2274,995,1279,3940,0,11,60,699,2411,759,179300,0,0,0,6844,2604,19743,24,42111,3995,2046,40,5048,4233,2725,1232,20,045,000802
"Census Tract 9.01, Douglas County, Kansas",1400000US20045000901,5676,26.5,3792,461,212,519,0,145,3269,2722,558,2164,4387,0,0,123,542,2759,963,160000,0,0,0,5624,1840,20642,40,29657,2628,2119,12,4620,3821,2586,1268,20,045,000901
"Census Tract 9.02, Douglas County, Kansas",1400000US20045000902,2246,22.7,1770,224,95,73,0,0,952,873,294,579,1441,0,3,0,122,1052,264,167000,0,0,0,2246,753,19575,0,33534,1209,819,35,1748,1572,751,339,20,045,000902
"Census Tract 10.01, Douglas County, Kansas",1400000US20045001001,2479,34.2,1862,113,277,46,0,29,1060,973,580,393,701,16,0,16,75,528,66,158100,0,0,0,1853,245,27537,8,47303,1188,1159,18,1950,1699,1331,735,20,045,001001
