NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 401, Kent County, Delaware",1400000US10001040100,6498,41.5,5768,489,29,36,4,56,2513,2413,2083,330,797,36,0,12,271,478,0,229200,0,14,0,6461,758,25563,54,57375,3843,2545,62,4056,3886,3472,384,10,001,040100
"Census Tract 402.01, Kent County, Delaware",1400000US10001040201,5143,36.4,3642,1075,13,91,9,39,2094,1931,1231,700,1508,0,44,17,233,1120,94,181000,0,0,0,5100,613,25878,62,50744,2796,2029,41,3357,3014,3024,699,10,001,040201
"Census Tract 402.02, Kent County, Delaware",1400000US10001040202,14552,40.1,9550,4039,150,282,0,173,5583,5210,4282,928,2432,46,0,78,674,1229,405,233900,0,6,28,14201,878,31542,183,68205,6338,6779,310,8229,7005,7334,2191,10,001,040202
"Census Tract 402.03, Kent County, Delaware",1400000US10001040203,6019,36.2,3787,2158,0,13,0,1,2208,1992,1406,586,1445,0,0,60,543,842,0,208100,0,0,14,6006,655,23462,27,62708,2814,2763,104,3548,3396,3002,492,10,001,040203
"Census Tract 405.01, Kent County, Delaware",1400000US10001040501,4424,40.7,2348,1645,4,64,0,288,2074,1909,1366,543,1347,0,0,32,342,798,175,169800,9,0,0,4418,712,28293,75,51820,1944,2169,31,2714,2347,2207,577,10,001,040501
"Census Tract 405.02, Kent County, Delaware",1400000US10001040502,2173,48.2,1513,480,0,85,0,30,960,888,708,180,537,0,0,26,78,410,23,152700,0,0,5,2169,260,30093,19,45114,761,1187,41,1101,929,1017,189,10,001,040502
"Census Tract 407, Kent County, Delaware",1400000US10001040700,4680,45.0,2264,1940,38,200,0,0,2047,1855,1348,507,1314,89,88,10,533,550,44,212800,0,0,0,4556,370,34043,97,62477,1619,2699,62,2916,2689,2628,1005,10,001,040700
"Census Tract 409, Kent County, Delaware",1400000US10001040900,2935,25.4,1686,1033,5,102,0,30,1191,1092,406,686,922,0,15,139,241,481,46,200700,0,0,0,1857,385,20072,40,26250,840,1921,11,2055,1906,919,356,10,001,040900
"Census Tract 410, Kent County, Delaware",1400000US10001041000,6490,31.9,3120,2713,8,105,0,0,2785,2644,1170,1474,3297,0,0,165,412,2309,411,120300,0,0,0,6420,880,21409,0,37833,3024,2893,26,4072,3532,3424,1014,10,001,041000
"Census Tract 411, Kent County, Delaware",1400000US10001041100,3757,23.5,2988,333,30,57,10,181,1279,1156,4,1152,3352,45,0,0,537,2232,538,-666666666,4,0,0,3361,333,19661,5,44096,572,2832,171,2574,2238,1581,447,10,001,041100
"Census Tract 412, Kent County, Delaware",1400000US10001041200,4808,35.1,2460,1514,0,401,14,11,1769,1681,1197,484,1174,17,105,23,398,599,32,236900,0,0,9,4778,971,24981,73,39542,1748,2304,105,2743,2084,2371,618,10,001,041200
"Census Tract 413, Kent County, Delaware",1400000US10001041300,2169,30.7,937,995,8,43,0,139,1071,969,302,667,1522,15,24,38,410,957,78,163700,0,0,4,2147,739,20299,15,30639,1031,947,61,1292,1145,1004,83,10,001,041300
"Census Tract 414, Kent County, Delaware",1400000US10001041400,3739,28.6,1625,1584,0,0,51,255,1612,1395,528,867,2242,22,19,64,90,1498,549,186100,0,9,0,3592,912,21773,33,44792,1425,1798,137,2586,2212,1796,385,10,001,041400
"Census Tract 415, Kent County, Delaware",1400000US10001041500,4485,31.5,2594,1481,12,208,0,43,1628,1503,973,530,1601,13,0,118,248,1067,155,162700,0,0,0,4482,1111,20881,9,48618,1914,1951,105,2505,2094,1978,468,10,001,041500
"Census Tract 416, Kent County, Delaware",1400000US10001041600,2060,46.4,1554,263,13,58,0,33,926,823,631,192,401,0,0,0,143,193,65,206600,0,0,0,2060,149,32245,50,58220,953,976,36,1178,1132,1082,335,10,001,041600
"Census Tract 417.01, Kent County, Delaware",1400000US10001041701,5926,37.4,4181,1091,0,230,0,89,2411,2233,1645,588,1930,3,3,18,530,1292,84,187600,3,12,0,5913,426,25012,6,60815,2112,3420,115,3558,3272,3075,967,10,001,041701
"Census Tract 417.02, Kent County, Delaware",1400000US10001041702,4698,42.1,3005,1280,27,156,0,22,1716,1613,1254,359,1141,0,0,93,58,704,286,259200,4,0,0,4667,352,33839,104,81477,2149,1984,176,2881,2665,2541,966,10,001,041702
"Census Tract 418.01, Kent County, Delaware",1400000US10001041801,9776,36.0,6184,2617,224,319,0,40,3965,3749,2812,937,2629,0,4,69,666,1693,197,191600,0,0,16,9610,1241,27096,159,54620,4371,4725,218,5876,5206,4996,1168,10,001,041801
"Census Tract 418.02, Kent County, Delaware",1400000US10001041802,5428,35.0,3431,1390,88,315,0,30,2113,1807,1338,469,1560,0,25,20,193,1129,193,247400,19,15,14,5422,821,31401,139,70150,2440,2477,71,3260,2615,2678,963,10,001,041802
"Census Tract 419, Kent County, Delaware",1400000US10001041900,5386,42.0,4627,467,59,7,0,16,2137,1926,1551,375,1055,7,8,0,363,596,81,193000,11,7,0,5379,648,25086,63,58198,2849,2308,21,3475,3098,3028,467,10,001,041900
