NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 101.01, Fairfield County, Connecticut",1400000US09001010101,4132,50.0,3708,46,21,255,0,14,1600,1348,1102,246,561,14,0,73,118,308,48,1494000,255,133,416,3837,425,90278,554,150655,1190,2195,133,2238,1913,1978,1393,09,001,010101
"Census Tract 101.02, Fairfield County, Connecticut",1400000US09001010102,4174,47.1,3648,99,9,383,0,2,1554,1293,1155,138,314,0,0,69,208,37,0,2000001,102,106,847,4157,337,161623,843,250001,942,2211,122,2294,1695,1940,1550,09,001,010102
"Census Tract 102.01, Fairfield County, Connecticut",1400000US09001010201,3277,46.2,2884,60,0,219,0,57,1103,991,764,227,569,0,0,20,178,303,68,2000001,16,84,599,3083,184,133993,525,212448,996,1675,78,1690,1363,1509,1291,09,001,010201
"Census Tract 102.02, Fairfield County, Connecticut",1400000US09001010202,5546,42.8,4616,24,0,684,0,57,1915,1856,1392,464,1276,0,0,9,202,872,193,1459900,345,272,398,5546,149,93171,840,187875,1836,2363,153,3090,2143,2828,1960,09,001,010202
"Census Tract 103, Fairfield County, Connecticut",1400000US09001010300,4049,46.2,3761,48,0,194,0,0,1615,1435,1031,404,1025,0,9,76,168,628,144,2000001,117,109,693,4035,146,131992,742,221250,663,2528,181,2370,1826,2136,1833,09,001,010300
"Census Tract 104, Fairfield County, Connecticut",1400000US09001010400,5847,40.1,4894,384,8,241,0,181,2253,2031,1407,624,1640,25,0,127,511,879,98,666900,188,0,0,5847,309,52163,444,107965,2156,2615,100,3639,2930,3324,2011,09,001,010400
"Census Tract 105, Fairfield County, Connecticut",1400000US09001010500,6050,35.3,4559,457,0,684,0,129,2608,2420,568,1852,4136,68,13,205,942,2445,463,585700,12,10,0,6050,483,40137,281,65593,1677,2068,129,3987,1988,3394,1598,09,001,010500
"Census Tract 106, Fairfield County, Connecticut",1400000US09001010600,1700,48.6,1358,128,0,214,0,0,1151,1014,368,646,1132,109,48,64,167,731,13,706400,36,6,62,1695,131,107711,221,93810,295,877,13,1153,794,1047,746,09,001,010600
"Census Tract 107, Fairfield County, Connecticut",1400000US09001010700,3730,48.3,3275,154,0,205,0,34,1835,1696,804,892,2003,29,16,52,560,1099,247,681900,97,53,140,3730,365,90413,344,73831,1244,1326,65,2104,1378,1945,1207,09,001,010700
"Census Tract 108, Fairfield County, Connecticut",1400000US09001010800,3376,42.6,2850,76,9,317,0,54,1370,1257,874,383,1038,7,31,7,137,751,105,885500,196,50,66,3360,179,69998,427,128494,1102,1249,59,2038,1357,1766,1422,09,001,010800
"Census Tract 109, Fairfield County, Connecticut",1400000US09001010900,5347,40.2,4243,98,0,677,0,127,1912,1821,1399,422,1483,15,17,8,157,1230,56,835000,255,145,50,5347,344,63220,639,132153,1854,1839,118,3066,1807,2743,1810,09,001,010900
"Census Tract 110, Fairfield County, Connecticut",1400000US09001011000,5496,40.6,4846,28,0,401,0,34,1797,1700,1450,250,789,0,0,38,86,576,89,1731900,255,206,660,5487,248,115421,990,248171,1539,2686,153,2985,2268,2711,2279,09,001,011000
"Census Tract 111, Fairfield County, Connecticut",1400000US09001011100,4446,40.1,3942,42,0,326,0,21,1573,1395,1249,146,310,0,0,9,73,228,0,1924100,230,275,582,4446,90,117585,915,250001,1082,2429,158,2393,1933,2162,1863,09,001,011100
"Census Tract 112, Fairfield County, Connecticut",1400000US09001011200,1633,47.4,1545,2,0,71,0,6,764,608,494,114,287,0,4,56,107,105,15,2000001,51,3,368,1633,127,176470,318,220625,430,934,17,821,647,749,592,09,001,011200
"Census Tract 113, Fairfield County, Connecticut",1400000US09001011300,3615,37.6,2611,80,69,246,23,371,1323,1248,522,726,2164,25,0,46,770,1194,129,620700,38,24,46,3615,383,52901,205,85100,906,1150,267,2358,926,2152,1012,09,001,011300
"Census Tract 201, Fairfield County, Connecticut",1400000US09001020100,4296,37.1,2131,1444,14,307,12,296,2899,2276,239,2037,3647,54,43,272,525,2051,702,306500,0,0,10,4296,929,56414,315,54038,1281,987,193,3033,1727,2782,1515,09,001,020100
"Census Tract 202, Fairfield County, Connecticut",1400000US09001020200,3465,47.3,2980,135,0,251,0,0,1325,1203,1180,23,47,18,0,0,0,29,0,853400,150,144,99,3465,115,105817,645,226875,1044,1812,29,2045,1554,1774,1348,09,001,020200
"Census Tract 203, Fairfield County, Connecticut",1400000US09001020300,7197,45.4,6484,225,13,365,0,32,2511,2433,2231,202,638,0,0,0,88,524,26,796100,369,39,38,7072,164,87120,1290,207938,2417,3435,147,4233,3235,3756,3028,09,001,020300
"Census Tract 204, Fairfield County, Connecticut",1400000US09001020400,3937,43.9,3252,126,0,326,0,154,1287,1225,1153,72,189,0,0,0,6,156,27,711900,167,27,30,3937,103,81241,563,177361,1631,1322,7,2284,1478,2092,1346,09,001,020400
"Census Tract 205, Fairfield County, Connecticut",1400000US09001020500,4972,48.9,4306,167,71,244,0,152,1798,1715,1494,221,465,2,0,0,291,172,0,748500,221,94,77,4867,116,81620,669,155208,1631,2200,63,2673,2039,2473,1752,09,001,020500
"Census Tract 206, Fairfield County, Connecticut",1400000US09001020600,5453,39.4,4255,232,0,721,0,31,1777,1691,1529,162,441,0,0,56,117,241,27,567300,6,25,0,5453,66,53036,416,129360,2631,1438,97,3461,2057,2941,1585,09,001,020600
"Census Tract 207, Fairfield County, Connecticut",1400000US09001020700,4207,46.6,3748,88,0,167,0,125,1649,1597,1307,290,546,52,0,25,171,266,32,608600,11,8,19,4207,157,65184,501,136094,2047,1510,70,2541,2034,2196,1339,09,001,020700
