NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B25075_026E,B25075_027E,B15003_001E,B15003_022E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,state,county,tract
"Census Tract 9654, Adams County, Nebraska",1400000US31001965400,4396,43.9,4321,0,5,6,3,8,1866,1679,1456,223,453,47,166500,1456,3,0,3,2973,549,4326,330,32302,1679,73,69849,4396,3804,558,16,2420,2386,31,001,965400
"Census Tract 9655, Adams County, Nebraska",1400000US31001965500,4048,37.3,3860,97,27,12,0,12,1689,1617,1185,432,967,58,113600,1185,0,0,0,2686,504,3994,229,29681,1617,81,59142,4048,2869,966,0,2368,2247,31,001,965500
"Census Tract 9656, Adams County, Nebraska",1400000US31001965600,5727,32.9,5203,113,30,245,10,59,2246,2172,1498,674,1346,54,104900,1498,0,0,0,3341,457,4618,290,31385,2172,79,49091,5727,3894,1415,18,3966,3551,31,001,965600
"Census Tract 9657, Adams County, Nebraska",1400000US31001965700,1492,28.6,1328,8,0,14,0,77,728,621,222,399,812,85,94000,222,7,0,0,821,117,1403,409,24605,621,20,30483,1492,921,414,0,964,802,31,001,965700
"Census Tract 9658, Adams County, Nebraska",1400000US31001965800,2105,34.9,1870,0,13,0,0,185,1036,910,611,299,599,59,81900,611,0,0,0,1411,240,2105,289,23374,910,0,50203,2105,1620,377,13,1291,1199,31,001,965800
"Census Tract 9659, Adams County, Nebraska",1400000US31001965900,4308,41.3,4094,42,2,90,0,22,1854,1785,1459,326,518,73,128900,1459,0,0,7,2939,532,4275,309,29104,1785,38,61156,4308,3105,1058,12,2278,2163,31,001,965900
"Census Tract 9660, Adams County, Nebraska",1400000US31001966000,4462,35.7,4115,0,0,39,0,122,1967,1872,1058,814,1638,174,78600,1058,0,0,0,2826,194,4434,813,20842,1872,33,38914,4462,3292,870,19,2731,2446,31,001,966000
"Census Tract 9661, Adams County, Nebraska",1400000US31001966100,2451,40.4,2158,20,8,4,0,254,1162,1021,381,640,981,99,-666666666,381,0,0,0,1561,99,2010,525,16729,1021,0,23286,2451,1478,512,6,1334,1006,31,001,966100
"Census Tract 9662, Adams County, Nebraska",1400000US31001966200,2547,44.7,2491,25,0,11,0,9,1127,1042,813,229,543,1,133500,813,4,7,0,1754,252,2543,120,32783,1042,55,57969,2547,2147,337,12,1500,1461,31,001,966200
"Census Tract 9796, Antelope County, Nebraska",1400000US31003979600,2008,43.2,1952,0,2,4,0,42,1044,838,660,178,452,38,81100,660,12,0,2,1369,173,2002,228,28654,838,28,50481,2008,1605,323,2,1198,1091,31,003,979600
"Census Tract 9797, Antelope County, Nebraska",1400000US31003979700,1660,45.9,1639,9,0,0,0,0,879,732,522,210,370,51,76500,522,0,0,0,1170,190,1584,243,27800,732,18,42109,1660,1405,238,0,847,830,31,003,979700
"Census Tract 9798, Antelope County, Nebraska",1400000US31003979800,2753,48.1,2687,8,20,14,0,9,1361,1177,933,244,471,51,77500,933,5,9,0,1953,236,2740,277,25423,1177,38,46250,2753,2246,468,1,1466,1442,31,003,979800
"Census Tract 9583, Arthur County, Nebraska",1400000US31005958300,437,41.0,426,0,0,0,0,1,259,183,114,69,156,19,102300,114,0,0,1,280,61,437,35,21174,183,3,40375,437,330,106,0,209,209,31,005,958300
"Census Tract 9540, Banner County, Nebraska",1400000US31007954000,793,47.9,765,10,0,2,0,1,384,314,208,106,273,5,129200,208,0,0,0,569,65,793,95,30095,314,17,50833,793,537,235,6,480,464,31,007,954000
"Census Tract 9724, Blaine County, Nebraska",1400000US31009972400,580,43.6,572,0,0,3,5,0,352,251,145,106,271,45,106500,145,2,4,0,391,64,580,94,23001,251,5,50350,580,447,123,2,328,324,31,009,972400
"Census Tract 9601, Boone County, Nebraska",1400000US31011960100,3581,43.9,3517,29,0,1,6,4,1724,1459,1152,307,839,67,95600,1152,33,6,7,2431,297,3541,288,28762,1459,67,52917,3581,3173,357,19,2087,2043,31,011,960100
"Census Tract 9602, Boone County, Nebraska",1400000US31011960200,1772,48.7,1752,0,3,0,1,1,904,777,600,177,284,54,116400,600,0,0,0,1274,152,1709,106,27329,777,18,48580,1772,1523,234,0,886,856,31,011,960200
