NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 201, Anderson County, Tennessee",1400000US47001020100,3053,39.4,2033,633,18,151,0,12,1784,1497,340,1157,2212,226,127300,0,0,0,3053,901,22898,31,30331,1713,1183,0,2005,1861,1598,403,47,001,020100
"Census Tract 202.01, Anderson County, Tennessee",1400000US47001020201,4137,45.2,3520,117,12,391,0,23,1899,1821,1139,682,1278,219,281300,0,0,0,4023,262,48607,265,73859,1862,1767,8,2666,2267,2188,1459,47,001,020201
"Census Tract 202.02, Anderson County, Tennessee",1400000US47001020202,3999,51.5,3627,19,28,220,0,67,2184,1895,1190,705,1598,123,182800,16,0,0,3902,331,46065,111,49317,1819,1618,0,2020,1703,1751,793,47,001,020202
"Census Tract 203, Anderson County, Tennessee",1400000US47001020300,3894,34.5,3198,401,0,12,0,34,1837,1593,1086,507,1331,64,106700,0,0,0,3894,318,23720,0,49617,2449,1290,31,2291,2164,1959,510,47,001,020300
"Census Tract 204, Anderson County, Tennessee",1400000US47001020400,4419,40.8,4046,98,27,51,0,0,2378,1900,1120,780,1801,0,105100,0,0,0,4384,1394,20270,34,31389,2080,2133,46,2752,2442,2304,591,47,001,020400
"Census Tract 205, Anderson County, Tennessee",1400000US47001020500,3745,34.8,2892,545,9,25,0,180,1791,1552,760,792,2033,281,98000,8,0,0,3731,1120,17317,4,30222,2144,1356,10,2198,2046,1965,283,47,001,020500
"Census Tract 206, Anderson County, Tennessee",1400000US47001020600,2741,46.2,2391,192,0,46,0,0,1014,983,778,205,699,22,155300,0,0,0,2722,203,32169,30,72159,1228,1372,21,1647,1561,1447,551,47,001,020600
"Census Tract 207, Anderson County, Tennessee",1400000US47001020700,1578,45.3,1569,0,5,0,0,0,697,608,434,174,480,37,55900,0,0,0,1578,396,17398,3,26625,1371,207,0,927,927,873,15,47,001,020700
"Census Tract 208, Anderson County, Tennessee",1400000US47001020800,4501,46.2,4425,19,11,12,0,0,2036,1753,1201,552,1386,107,76200,0,0,0,4367,1075,16665,0,26407,3323,1142,22,2614,2614,2303,121,47,001,020800
"Census Tract 209.01, Anderson County, Tennessee",1400000US47001020901,6025,45.8,5910,9,0,3,0,17,2785,2356,1936,420,1185,185,159500,0,0,0,5903,769,25210,30,46011,4205,1742,35,3613,3539,3191,934,47,001,020901
"Census Tract 209.02, Anderson County, Tennessee",1400000US47001020902,5965,43.7,5857,0,13,0,0,11,2593,2331,1836,495,1147,13,150000,14,0,0,5922,602,25280,48,48731,4496,1382,0,3709,3546,3280,603,47,001,020902
"Census Tract 210, Anderson County, Tennessee",1400000US47001021000,6338,40.6,6121,142,0,0,0,0,2657,2293,1823,470,1449,99,98700,13,0,0,6255,2180,19548,17,42463,5109,1175,22,3588,3549,3188,450,47,001,021000
"Census Tract 211, Anderson County, Tennessee",1400000US47001021100,3849,50.3,3633,99,15,10,0,45,1849,1675,1438,237,602,308,169300,0,0,0,3827,184,34150,53,64241,2402,1374,29,2204,2147,2036,675,47,001,021100
"Census Tract 212.01, Anderson County, Tennessee",1400000US47001021201,5112,41.8,4776,233,0,0,0,2,2037,1751,1479,272,726,63,124200,17,0,0,4800,658,23896,29,49179,3750,1307,26,3349,3286,2813,411,47,001,021201
"Census Tract 212.02, Anderson County, Tennessee",1400000US47001021202,5164,47.5,4730,175,0,34,0,16,2780,2632,1012,1620,2861,221,143300,0,0,0,4939,1016,24493,44,32234,3419,1594,51,3008,2899,2667,597,47,001,021202
"Census Tract 213.01, Anderson County, Tennessee",1400000US47001021301,3370,44.6,3313,41,0,0,0,0,1419,1310,1002,308,943,0,144400,0,0,0,3304,488,22130,0,44840,2352,955,25,1953,1912,1619,311,47,001,021301
"Census Tract 213.02, Anderson County, Tennessee",1400000US47001021302,7655,41.4,7322,33,45,70,36,0,3041,2710,1980,730,2512,115,136000,0,13,0,7456,850,25571,72,54278,5559,1904,131,4765,4647,4102,706,47,001,021302
"Census Tract 9801, Anderson County, Tennessee",1400000US47001980100,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,47,001,980100
"Census Tract 9501, Bedford County, Tennessee",1400000US47003950100,3555,43.3,3158,265,21,39,0,16,1517,1323,1089,234,752,20,151700,0,0,8,3543,215,28313,74,58967,2129,1306,70,2204,2125,1788,449,47,003,950100
