NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B25075_026E,B25075_027E,B15003_001E,B15003_022E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,state,county,tract
"Census Tract 1.07, Bernalillo County, New Mexico",1400000US35001000107,2514,54.6,2296,129,0,18,0,71,1281,1180,960,220,328,117,346200,960,0,0,0,1991,504,2514,189,48228,1180,123,85577,2514,808,1472,59,1374,1220,35,001,000107
"Census Tract 1.08, Bernalillo County, New Mexico",1400000US35001000108,3122,39.8,2243,27,365,0,0,312,1268,1222,712,510,1185,282,218000,712,0,0,0,2021,518,3010,394,26086,1222,29,50585,3122,1529,1367,33,1868,1235,35,001,000108
"Census Tract 1.09, Bernalillo County, New Mexico",1400000US35001000109,2580,38.8,1954,16,203,26,0,264,1035,978,768,210,811,33,231100,768,5,0,0,1767,354,2565,233,30036,978,24,68542,2580,1307,1145,66,1503,1309,35,001,000109
"Census Tract 1.10, Bernalillo County, New Mexico",1400000US35001000110,3906,35.8,3012,66,173,0,15,419,1805,1649,805,844,1723,397,190100,805,0,0,0,2655,527,3906,1019,20127,1649,13,33764,3906,1802,1730,80,2513,1886,35,001,000110
"Census Tract 1.11, Bernalillo County, New Mexico",1400000US35001000111,2864,43.8,2320,77,11,107,0,254,1133,1064,890,174,598,23,211000,890,0,0,8,2040,540,2864,233,31694,1064,33,73500,2864,1326,1348,35,1715,1336,35,001,000111
"Census Tract 1.12, Bernalillo County, New Mexico",1400000US35001000112,2066,47.6,1784,48,21,42,0,12,1010,910,690,220,544,123,265500,690,0,0,0,1624,455,2062,132,46117,910,92,82188,2066,667,1253,49,1270,1163,35,001,000112
"Census Tract 1.13, Bernalillo County, New Mexico",1400000US35001000113,3555,32.6,2567,225,262,32,0,334,1428,1354,658,696,1978,231,196600,658,0,0,0,2212,494,3531,560,23468,1354,16,47450,3555,1918,1399,5,2262,1893,35,001,000113
"Census Tract 1.14, Bernalillo County, New Mexico",1400000US35001000114,3213,40.4,2128,231,102,30,12,497,1400,1244,943,301,712,106,157200,943,0,0,0,2262,313,3213,643,27696,1244,34,47557,3213,1801,1130,86,2153,1571,35,001,000114
"Census Tract 1.15, Bernalillo County, New Mexico",1400000US35001000115,3194,34.6,2052,324,155,57,0,373,1579,1430,573,857,2003,307,163100,573,0,0,0,2157,380,3164,1082,18192,1430,5,27110,3194,1825,1217,48,1957,1508,35,001,000115
"Census Tract 1.16, Bernalillo County, New Mexico",1400000US35001000116,3249,39.3,2873,55,120,9,0,99,1293,1219,925,294,756,18,208600,925,0,0,0,2255,546,3249,373,28128,1219,21,60164,3249,1692,1365,53,1802,1580,35,001,000116
"Census Tract 1.17, Bernalillo County, New Mexico",1400000US35001000117,2385,42.3,1907,18,70,86,0,274,1002,933,785,148,454,35,211600,785,0,0,5,1744,384,2385,143,32048,933,36,61656,2385,1252,1015,21,1541,1349,35,001,000117
"Census Tract 1.18, Bernalillo County, New Mexico",1400000US35001000118,2502,44.0,1923,22,352,21,0,179,1230,1047,603,444,1102,142,260100,603,0,0,0,1727,417,2502,295,32703,1047,41,52784,2502,1128,1265,30,1677,1351,35,001,000118
"Census Tract 1.19, Bernalillo County, New Mexico",1400000US35001000119,1841,49.9,1646,37,14,21,0,37,793,787,672,115,186,0,255700,672,0,0,0,1355,368,1826,85,40074,787,29,72250,1841,797,933,57,1062,959,35,001,000119
"Census Tract 1.20, Bernalillo County, New Mexico",1400000US35001000120,2605,35.4,1886,106,166,11,0,345,1218,1032,590,442,1105,118,189800,590,0,0,0,1689,314,2596,317,28177,1032,10,50781,2605,1216,1276,52,1651,1271,35,001,000120
"Census Tract 1.21, Bernalillo County, New Mexico",1400000US35001000121,5913,42.7,4554,417,118,213,0,337,2916,2636,1082,1554,3274,86,159600,1082,0,0,0,4159,911,5764,1106,23707,2636,23,38409,5913,2958,2477,72,3289,2577,35,001,000121
"Census Tract 1.22, Bernalillo County, New Mexico",1400000US35001000122,4318,43.9,3673,70,118,262,0,84,2143,1958,1182,776,1574,309,185500,1182,0,0,0,3206,767,4190,503,31613,1958,48,57896,4318,2112,1831,104,2463,1936,35,001,000122
"Census Tract 1.23, Bernalillo County, New Mexico",1400000US35001000123,4082,44.7,3198,55,227,25,0,423,2154,1889,1473,416,1042,43,163900,1473,20,0,0,2968,436,4070,440,27827,1889,0,44913,4082,2287,1634,16,2428,1987,35,001,000123
"Census Tract 1.24, Bernalillo County, New Mexico",1400000US35001000124,3687,39.8,2178,257,396,98,156,413,2282,1860,685,1175,1816,373,167400,685,0,0,0,2710,476,3520,681,24743,1860,40,27730,3687,2101,1275,138,2394,1956,35,001,000124
"Census Tract 1.25, Bernalillo County, New Mexico",1400000US35001000125,3763,53.2,3173,48,25,246,0,142,1833,1711,1583,128,303,9,265800,1583,10,0,9,2976,967,3763,177,48867,1711,137,89913,3763,1557,1803,39,2273,1888,35,001,000125
"Census Tract 1.26, Bernalillo County, New Mexico",1400000US35001000126,2754,46.6,2198,78,216,8,0,123,1416,1260,676,584,1198,25,226400,676,0,0,0,2029,432,2748,466,25882,1260,0,46127,2754,1107,1522,19,1713,1439,35,001,000126
"Census Tract 1.27, Bernalillo County, New Mexico",1400000US35001000127,2924,40.1,2225,24,132,23,15,395,1192,1128,846,282,790,96,151800,846,10,0,0,2138,335,2908,274,25169,1128,0,53629,2924,1492,1189,44,1840,1460,35,001,000127
"Census Tract 1.28, Bernalillo County, New Mexico",1400000US35001000128,3328,34.0,2327,109,233,72,0,534,1313,1189,794,395,1405,90,136300,794,0,0,0,2198,241,3328,1177,18915,1189,0,40469,3328,2051,1175,34,2056,1596,35,001,000128
"Census Tract 1.29, Bernalillo County, New Mexico",1400000US35001000129,4405,38.6,2927,381,264,311,0,341,2442,2068,609,1459,3097,57,167600,609,0,0,0,3102,503,4405,1082,24152,2068,14,40764,4405,2054,1803,46,2797,1844,35,001,000129
"Census Tract 2.03, Bernalillo County, New Mexico",1400000US35001000203,1853,40.8,1273,69,188,31,21,183,1030,929,322,607,1119,236,217500,322,0,0,0,1338,279,1853,461,25966,929,9,39063,1853,851,844,23,1227,900,35,001,000203
"Census Tract 2.04, Bernalillo County, New Mexico",1400000US35001000204,3100,35.7,2165,47,192,84,0,365,1481,1324,863,461,1090,157,149900,863,0,0,0,2240,277,3100,566,25278,1324,13,49865,3100,1837,1061,32,2180,1515,35,001,000204
