NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B25075_026E,B25075_027E,B15003_001E,B15003_022E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,state,county,tract
"Census Tract 1, Beaverhead County, Montana",1400000US30001000100,1169,54.3,1148,3,6,0,0,3,1252,544,380,164,355,21,166700,380,10,5,6,928,171,1169,150,31273,544,31,44038,1169,629,515,11,699,682,30,001,000100
"Census Tract 2, Beaverhead County, Montana",1400000US30001000200,3511,50.7,3197,3,185,95,0,12,1894,1516,1167,349,648,55,222400,1167,22,0,0,2605,638,3511,494,33676,1516,96,45074,3511,1647,1738,18,2047,1999,30,001,000200
"Census Tract 3, Beaverhead County, Montana",1400000US30001000300,4637,33.2,4531,2,18,59,0,0,2110,1948,983,965,1895,153,150400,983,0,0,0,2746,490,4198,864,20083,1948,0,35145,4637,2401,1950,23,2960,2750,30,001,000300
"Census Tract 1, Big Horn County, Montana",1400000US30003000100,4868,34.0,2750,0,1925,12,0,11,1805,1646,892,754,2643,184,122900,892,9,0,0,2987,333,4746,788,21602,1646,29,47448,4868,3211,1591,6,2726,2363,30,003,000100
"Census Tract 9404, Big Horn County, Montana",1400000US30003940400,1700,25.8,222,0,1432,0,0,0,572,412,255,157,792,28,89100,255,0,0,11,869,65,1687,627,13246,412,1,42000,1700,1386,296,2,941,760,30,003,940400
"Census Tract 9405, Big Horn County, Montana",1400000US30003940500,1244,29.1,457,13,711,0,4,0,699,356,219,137,540,61,90400,219,0,2,0,688,66,1232,338,17583,356,10,43333,1244,922,267,0,695,431,30,003,940500
"Census Tract 9406, Big Horn County, Montana",1400000US30003940600,3609,26.2,515,0,3001,0,0,0,873,699,465,234,1139,214,80300,465,0,0,0,1902,185,3552,1320,14118,699,27,39250,3609,3117,432,6,1932,873,30,003,940600
"Census Tract 9407, Big Horn County, Montana",1400000US30003940700,1793,33.7,244,0,1525,0,0,3,719,489,366,123,472,4,73600,366,0,1,0,1091,114,1788,542,16057,489,8,39904,1793,1436,355,0,1029,466,30,003,940700
"Census Tract 1, Blaine County, Montana",1400000US30005000100,1366,32.1,811,0,515,0,0,5,581,491,310,181,584,58,78800,310,0,0,0,818,191,1360,284,18778,491,18,37176,1366,1042,298,3,746,660,30,005,000100
"Census Tract 2, Blaine County, Montana",1400000US30005000200,2366,48.5,2189,10,99,0,0,21,1296,1022,738,284,605,41,113800,738,2,0,18,1713,239,2294,367,23203,1022,7,42557,2366,1886,423,14,1348,1325,30,005,000200
"Census Tract 9401, Blaine County, Montana",1400000US30005940100,1449,25.3,61,5,1342,0,0,8,480,363,133,230,940,0,67500,133,0,0,0,730,75,1420,657,10975,363,0,27868,1449,1208,210,13,779,681,30,005,940100
"Census Tract 9402, Blaine County, Montana",1400000US30005940200,1428,27.0,65,0,1313,0,8,0,459,397,203,194,675,8,63100,203,3,0,0,758,93,1424,548,11505,397,0,29779,1428,1333,91,0,805,737,30,005,940200
"Census Tract 1, Broadwater County, Montana",1400000US30007000100,2080,40.8,1940,10,32,80,0,10,973,820,613,207,417,23,136400,613,7,0,8,1289,168,2034,255,22125,820,20,44762,2080,1013,949,7,1057,1041,30,007,000100
"Census Tract 2, Broadwater County, Montana",1400000US30007000200,3612,50.3,3427,0,54,0,0,13,1718,1597,1343,254,425,24,235800,1343,19,0,50,2872,633,3612,216,33902,1597,75,53768,3612,1808,1748,15,2305,2252,30,007,000200
"Census Tract 1, Carbon County, Montana",1400000US30009000100,2351,47.7,2287,0,30,4,0,0,1141,981,817,164,316,16,204800,817,0,0,0,1629,309,2335,190,28249,981,17,51920,2351,1371,939,16,1359,1311,30,009,000100
"Census Tract 2, Carbon County, Montana",1400000US30009000200,2087,48.6,2037,0,20,6,0,0,900,812,649,163,428,10,149400,649,0,0,0,1541,171,2075,207,28816,812,44,56607,2087,1115,934,7,1143,1128,30,009,000200
"Census Tract 3, Carbon County, Montana",1400000US30009000300,2399,47.5,2311,1,8,4,0,0,1745,1071,732,339,682,21,233100,732,4,30,0,1935,499,2351,441,28693,1071,19,43750,2399,1082,1281,12,1441,1394,30,009,000300
"Census Tract 4, Carbon County, Montana",1400000US30009000400,1968,56.9,1935,0,24,8,0,0,1907,890,729,161,362,27,303600,729,35,28,22,1553,366,1968,88,35492,890,31,61071,1968,974,947,3,1146,1081,30,009,000400
"Census Tract 5, Carbon County, Montana",1400000US30009000500,1535,50.3,1468,0,51,2,0,0,766,631,492,139,376,24,172300,492,6,3,0,1205,194,1530,182,32397,631,35,57721,1535,868,642,17,981,879,30,009,000500
"Census Tract 3, Carter County, Montana",1400000US30011000300,1295,51.0,1269,0,5,0,0,0,789,535,433,102,254,21,86400,433,17,0,19,951,138,1261,160,30728,535,24,46985,1295,582,712,0,714,701,30,011,000300
"Census Tract 1, Cascade County, Montana",1400000US30013000100,2581,32.5,2340,47,29,32,0,3,1282,1174,697,477,1052,152,115300,697,0,0,42,1752,268,2571,485,23223,1174,0,46367,2581,1406,1113,41,1641,1570,30,013,000100
"Census Tract 2, Cascade County, Montana",1400000US30013000200,3684,37.8,3387,48,66,0,0,0,1786,1703,1093,610,1238,333,148400,1093,0,0,22,2648,413,3684,313,29177,1703,46,40022,3684,2239,1361,52,2316,2270,30,013,000200
"Census Tract 3, Cascade County, Montana",1400000US30013000300,3835,34.1,3051,9,267,2,46,0,1577,1498,869,629,1359,178,141500,869,0,0,0,2521,315,3472,488,22905,1498,38,37455,3835,2164,1507,126,2580,2475,30,013,000300
"Census Tract 4, Cascade County, Montana",1400000US30013000400,1921,36.2,1539,6,240,19,0,27,1013,897,474,423,860,74,128400,474,13,0,0,1362,241,1921,642,20409,897,6,37906,1921,994,866,35,1258,1236,30,013,000400
"Census Tract 7, Cascade County, Montana",1400000US30013000700,2149,30.3,1556,115,268,14,0,18,1013,867,306,561,1310,136,114100,306,0,0,0,1481,89,2133,678,15823,867,0,29010,2149,1214,829,95,1421,1391,30,013,000700
"Census Tract 8, Cascade County, Montana",1400000US30013000800,1724,33.2,1446,13,142,36,0,21,954,853,269,584,1142,150,111900,269,0,0,0,1055,162,1673,448,21227,853,5,33162,1724,943,728,21,1142,1096,30,013,000800
"Census Tract 9, Cascade County, Montana",1400000US30013000900,3173,33.5,2756,52,264,24,0,14,1508,1411,663,748,1567,41,150800,663,0,0,0,2003,329,3071,985,19782,1411,14,35172,3173,2117,1002,21,1970,1892,30,013,000900
"Census Tract 10, Cascade County, Montana",1400000US30013001000,3300,47.8,3093,13,72,29,0,0,1483,1445,1274,171,359,65,162300,1274,0,0,0,2477,609,3293,222,31596,1445,44,61424,3300,2156,1073,54,1882,1845,30,013,001000
"Census Tract 11, Cascade County, Montana",1400000US30013001100,4394,36.1,4146,22,81,38,0,15,1978,1893,1182,711,1660,154,165600,1182,0,0,0,2951,438,4324,555,24863,1893,10,46604,4394,2523,1734,51,2680,2617,30,013,001100
"Census Tract 12, Cascade County, Montana",1400000US30013001200,3933,22.5,3094,463,15,46,9,193,1187,1112,10,1102,3307,531,-666666666,10,0,0,0,1480,391,3332,107,18887,1112,3,47500,3933,670,2875,269,2671,2458,30,013,001200
"Census Tract 16, Cascade County, Montana",1400000US30013001600,4589,32.9,3865,22,494,2,8,0,2012,1916,1092,824,2155,151,115900,1092,0,0,0,2847,225,4553,1437,17812,1916,0,33735,4589,2671,1844,52,2740,2664,30,013,001600
"Census Tract 17, Cascade County, Montana",1400000US30013001700,2159,40.8,2012,0,66,0,0,8,996,883,654,229,557,0,154300,654,0,0,0,1543,199,2154,147,26875,883,15,54142,2159,1268,815,35,1341,1329,30,013,001700
"Census Tract 18, Cascade County, Montana",1400000US30013001800,3606,43.9,3177,2,28,24,0,122,1581,1453,1046,407,878,153,167800,1046,0,0,7,2492,379,3606,337,27091,1453,35,60972,3606,2131,1226,181,2105,2037,30,013,001800
"Census Tract 19, Cascade County, Montana",1400000US30013001900,6066,40.8,5774,0,70,83,0,0,2383,2323,2115,208,532,90,177200,2115,12,0,0,4095,977,6053,167,29020,2323,59,63359,6066,3617,2294,27,3667,3646,30,013,001900
