NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 9501, Adams County, Washington",1400000US53001950100,2443,45.0,2234,11,5,36,0,75,1145,990,696,294,674,26,131300,8,0,0,2320,193,25462,14,47250,1622,646,43,1394,1231,1287,361,53,001,950100
"Census Tract 9502, Adams County, Washington",1400000US53001950200,1638,45.2,1557,0,9,7,0,29,791,648,442,206,593,72,87600,0,0,0,1638,286,26374,9,54667,1060,471,22,937,837,865,176,53,001,950200
"Census Tract 9503, Adams County, Washington",1400000US53001950300,6695,23.6,4314,31,81,0,45,2115,1885,1747,1200,547,2162,64,163400,6,0,4,6650,1635,15341,29,40992,3780,1004,71,3587,1094,2685,257,53,001,950300
"Census Tract 9504, Adams County, Washington",1400000US53001950400,3358,24.3,2315,17,64,88,0,797,1042,949,453,496,1656,288,140100,0,0,0,3256,1163,14120,0,36372,1913,554,13,1725,675,1335,172,53,001,950400
"Census Tract 9505, Adams County, Washington",1400000US53001950500,4966,28.0,3118,63,183,30,0,1517,1450,1399,1091,308,1177,125,150600,0,0,0,4952,1045,16934,12,54969,2423,924,8,2757,820,2319,206,53,001,950500
"Census Tract 9601, Asotin County, Washington",1400000US53003960100,4128,49.4,3733,0,54,122,3,0,1854,1670,1443,227,666,22,240500,0,6,3,4086,378,33399,95,66579,1101,2919,0,2297,2193,1996,548,53,003,960100
"Census Tract 9602, Asotin County, Washington",1400000US53003960200,4868,54.4,4595,44,69,13,0,0,2216,2137,1733,404,1057,433,216200,0,0,0,4823,341,34059,31,59554,1536,3281,0,2632,2585,2330,680,53,003,960200
"Census Tract 9603, Asotin County, Washington",1400000US53003960300,3418,37.0,3214,7,78,11,0,41,1635,1580,779,801,1711,144,106800,0,0,0,3346,795,17070,0,27865,751,2507,116,2232,2185,1937,293,53,003,960300
"Census Tract 9604, Asotin County, Washington",1400000US53003960400,2289,40.2,2164,7,7,4,0,82,1028,957,594,363,989,47,129600,0,0,0,2275,472,20657,0,43125,548,1704,5,1405,1307,1150,213,53,003,960400
"Census Tract 9605, Asotin County, Washington",1400000US53003960500,3758,36.6,3553,5,23,23,0,16,1633,1510,710,800,1997,129,155900,7,7,0,3679,679,20171,22,34947,815,2872,17,2216,2200,1965,239,53,003,960500
"Census Tract 9606, Asotin County, Washington",1400000US53003960600,3652,41.1,3500,0,9,26,8,0,1481,1443,963,480,1137,129,192800,0,0,0,3581,489,23147,0,45410,662,2879,0,2126,2029,1754,344,53,003,960600
"Census Tract 101, Benton County, Washington",1400000US53005010100,4605,49.7,4143,16,33,248,0,46,1887,1810,1450,360,891,265,245400,23,0,0,4557,150,48576,239,107649,1921,2288,58,2768,2603,2526,1579,53,005,010100
"Census Tract 102.01, Benton County, Washington",1400000US53005010201,5087,41.2,4527,119,9,305,6,21,1962,1866,1534,332,881,7,237500,0,0,0,5087,382,38182,164,91638,2359,2401,14,2951,2567,2599,1111,53,005,010201
"Census Tract 102.02, Benton County, Washington",1400000US53005010202,5904,35.0,4771,20,76,279,0,305,3094,2833,1283,1550,2884,394,147800,0,0,0,5836,1260,30302,65,50817,2728,2324,44,3720,2975,3110,1045,53,005,010202
"Census Tract 103, Benton County, Washington",1400000US53005010300,5918,32.7,4872,206,52,69,11,431,2389,2210,1493,717,1894,463,139600,0,0,0,5873,673,26698,13,62500,3552,1969,69,3432,3109,2745,713,53,005,010300
