NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 101, Androscoggin County, Maine",1400000US23001010100,1716,37.5,1402,91,2,0,0,55,19,919,832,118,714,1253,0,13,26,382,676,156,113500,0,0,0,1566,670,14519,0,18792,1231,426,4,1134,1066,856,78,23,001,010100
"Census Tract 102, Androscoggin County, Maine",1400000US23001010200,4684,38.4,4404,3,17,161,0,24,0,2205,2010,961,1049,1780,0,13,161,571,1035,0,158400,0,0,0,4472,530,36010,96,56544,3413,943,119,2968,2695,2438,777,23,001,010200
"Census Tract 103, Androscoggin County, Maine",1400000US23001010300,2129,39.1,1801,16,0,64,0,20,0,1191,1035,312,723,1313,0,8,114,247,727,217,138900,7,0,0,2118,318,21458,0,32403,1427,608,0,1297,1170,1246,249,23,001,010300
"Census Tract 104, Androscoggin County, Maine",1400000US23001010400,2408,39.8,2291,9,0,0,0,74,0,879,843,563,280,788,0,0,4,166,595,23,147500,0,0,0,2148,280,25975,20,57750,1803,500,0,1240,1088,1082,293,23,001,010400
"Census Tract 105, Androscoggin County, Maine",1400000US23001010500,2010,34.8,1708,36,0,29,0,86,0,943,858,238,620,1417,16,6,7,350,933,105,122100,0,0,0,1983,635,16579,0,31500,1617,340,30,1218,1140,1049,128,23,001,010500
"Census Tract 106, Androscoggin County, Maine",1400000US23001010600,2892,39.9,2803,1,0,0,2,14,0,1302,1225,881,344,722,0,0,40,140,492,50,135800,17,0,0,2887,289,25818,11,52948,2252,582,25,1880,1778,1703,413,23,001,010600
"Census Tract 107, Androscoggin County, Maine",1400000US23001010700,3140,37.9,2852,0,8,33,0,59,59,1327,1247,882,365,652,15,0,20,145,429,43,175000,11,0,0,3123,346,32088,70,59632,2288,752,14,2025,1874,1734,455,23,001,010700
"Census Tract 108, Androscoggin County, Maine",1400000US23001010800,3964,44.0,3691,70,15,66,0,0,0,1941,1724,1447,277,614,8,20,0,159,345,82,161100,0,0,0,3956,234,34028,46,61667,2703,1054,58,2320,2123,2008,849,23,001,010800
"Census Tract 201, Androscoggin County, Maine",1400000US23001020100,1309,31.7,1088,158,5,11,0,43,0,876,768,16,752,1257,0,12,53,323,793,76,83300,0,0,0,1293,648,11088,0,13119,852,339,14,760,643,562,42,23,001,020100
"Census Tract 202, Androscoggin County, Maine",1400000US23001020200,1192,31.8,993,25,0,0,0,5,0,608,507,163,344,755,0,0,5,175,425,150,88800,0,0,0,1192,386,16423,0,31650,856,306,5,784,758,669,97,23,001,020200
"Census Tract 203, Androscoggin County, Maine",1400000US23001020300,6307,32.9,5053,560,26,90,0,346,13,3171,2781,429,2352,4062,43,48,200,788,2634,349,113800,0,0,0,4973,1947,15101,0,21766,3419,2216,89,4428,3687,2996,476,23,001,020300
"Census Tract 204, Androscoggin County, Maine",1400000US23001020400,2735,32.2,2016,413,0,0,0,64,0,1364,1133,245,888,2098,11,81,96,249,1532,129,119000,0,0,0,2715,1596,11943,0,17488,2072,352,19,1602,1334,1326,150,23,001,020400
"Census Tract 205, Androscoggin County, Maine",1400000US23001020500,4116,39.7,3891,37,0,0,0,89,0,2027,1948,1114,834,1527,0,19,84,602,752,70,133900,8,0,0,4111,933,22983,18,39000,3355,629,18,2551,2172,2223,488,23,001,020500
"Census Tract 206, Androscoggin County, Maine",1400000US23001020600,2593,49.9,2531,0,0,0,0,30,14,1373,1290,985,305,495,8,14,0,160,250,63,138100,8,0,0,2593,203,32234,38,50242,2024,513,9,1669,1488,1530,324,23,001,020600
