NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 21, Allegany County, Maryland",1400000US24001002100,3305,44.5,3274,0,7,2,0,0,1570,1348,1009,339,864,2,93,59,206,405,99,80100,0,2,0,3228,598,20662,0,45344,2654,547,23,2032,1961,1659,259,24,001,002100
"Census Tract 22, Allegany County, Maryland",1400000US24001002200,3728,45.6,3680,8,3,0,0,0,1884,1552,1234,318,746,4,34,39,290,243,136,89800,10,0,0,3624,371,24100,4,46289,2414,1279,22,2154,2043,1826,294,24,001,002200
"Census Tract 7011.01, Anne Arundel County, Maryland",1400000US24003701101,4000,45.6,3898,67,0,23,0,0,1617,1461,1317,144,274,25,0,0,51,198,0,486800,41,10,0,4000,203,52211,338,117679,1758,1992,28,2251,2188,2048,1198,24,003,701101
"Census Tract 7011.02, Anne Arundel County, Maryland",1400000US24003701102,7734,38.4,7087,109,17,168,0,0,3205,3075,2525,550,1362,0,0,15,144,1153,50,339300,57,43,0,7659,461,44768,391,90103,3690,3441,151,5083,4723,4592,1596,24,003,701102
"Census Tract 7012, Anne Arundel County, Maryland",1400000US24003701200,9048,42.3,8557,133,0,0,0,0,3384,3091,2869,222,642,0,0,0,388,230,24,436500,62,23,55,9023,118,46670,610,126534,4400,4261,159,5756,5556,4806,1874,24,003,701200
"Census Tract 7013, Anne Arundel County, Maryland",1400000US24003701300,7833,45.4,6789,550,0,103,0,32,2729,2690,2488,202,639,0,0,0,158,457,24,531600,142,0,7,7768,511,62521,681,112000,4156,3331,41,4687,4387,4037,1797,24,003,701300
"Census Tract 7014, Anne Arundel County, Maryland",1400000US24003701400,3444,50.3,3031,363,0,0,0,0,1344,1315,1121,194,379,0,50,0,50,220,59,689800,96,10,28,3424,195,58194,388,108359,1985,1309,13,1853,1774,1647,643,24,003,701400
"Census Tract 7021, Anne Arundel County, Maryland",1400000US24003702100,7308,41.9,6439,452,0,92,0,0,2848,2614,2258,356,1270,0,0,144,648,417,61,389700,46,94,51,7279,529,67883,560,123304,3796,2958,243,4442,4233,4017,2211,24,003,702100
"Census Tract 7022.04, Anne Arundel County, Maryland",1400000US24003702204,4217,40.5,3553,205,0,285,0,33,1576,1550,1365,185,530,0,0,0,0,468,62,462200,0,0,8,4206,91,56407,391,131875,1622,2153,30,2496,2198,2284,1598,24,003,702204
"Census Tract 7022.05, Anne Arundel County, Maryland",1400000US24003702205,5584,39.7,4401,820,15,35,0,0,2405,2370,1539,831,1645,0,0,56,275,1069,245,396000,0,0,0,5584,160,45103,171,92365,2433,2742,141,3359,3210,3135,1782,24,003,702205
"Census Tract 7022.06, Anne Arundel County, Maryland",1400000US24003702206,6503,36.8,4532,1027,0,101,0,122,2437,2342,1951,391,1357,0,0,30,622,621,84,290200,0,0,7,6321,146,43791,194,108264,2858,3163,121,4264,4182,3806,1890,24,003,702206
"Census Tract 7022.08, Anne Arundel County, Maryland",1400000US24003702208,6865,34.3,4809,1320,0,603,0,52,2815,2631,2111,520,979,0,23,0,211,558,187,309200,17,0,0,6865,187,50248,382,109962,2444,3322,166,4527,3811,4245,2844,24,003,702208
"Census Tract 7022.09, Anne Arundel County, Maryland",1400000US24003702209,4494,33.4,3764,417,8,176,0,0,1465,1465,1274,191,734,0,0,0,57,605,72,488200,0,0,0,4492,68,56062,394,150772,1794,2329,98,2903,2630,2487,1795,24,003,702209
"Census Tract 7023, Anne Arundel County, Maryland",1400000US24003702300,5726,46.0,5249,70,37,291,0,0,2065,2052,1832,220,580,68,0,0,99,389,24,592100,106,21,9,5726,118,57815,572,124773,2738,2527,106,3374,3095,2999,1500,24,003,702300
"Census Tract 7024.02, Anne Arundel County, Maryland",1400000US24003702402,6803,49.1,5940,151,0,158,0,516,3575,3242,1960,1282,2617,0,0,84,317,1889,327,488500,56,0,15,6652,217,62713,513,108284,2091,3766,58,4092,3553,3702,2193,24,003,702402
"Census Tract 7025, Anne Arundel County, Maryland",1400000US24003702500,6105,38.7,2434,2331,0,72,0,1031,2341,2176,1127,1049,3009,44,49,526,644,1179,567,361100,29,12,49,6011,1032,34515,211,67955,3117,1546,93,3802,2527,3453,771,24,003,702500
"Census Tract 7026.01, Anne Arundel County, Maryland",1400000US24003702601,5545,38.4,4504,884,0,120,0,0,2247,2121,1629,492,1298,19,10,0,193,986,90,371000,56,0,22,5507,323,51265,348,95969,2764,2338,162,3334,3094,2901,1923,24,003,702601
"Census Tract 7026.02, Anne Arundel County, Maryland",1400000US24003702602,5769,48.6,4550,642,0,152,0,45,2738,2395,2087,308,724,0,0,66,272,386,0,593900,118,114,159,5765,159,64116,545,134018,2289,2971,127,3438,3078,3226,2239,24,003,702602
"Census Tract 7027.01, Anne Arundel County, Maryland",1400000US24003702701,4808,35.9,3888,573,0,267,0,0,2341,2214,995,1219,2321,0,15,0,605,1561,140,297400,20,11,23,4383,114,48687,205,89808,1754,2689,55,3734,3414,3385,2141,24,003,702701
"Census Tract 7027.02, Anne Arundel County, Maryland",1400000US24003702702,3746,49.2,3302,356,0,59,0,0,1702,1458,1340,118,350,8,0,0,212,130,0,692600,63,99,22,3746,81,78693,536,160417,1548,1924,46,1982,1873,1862,1363,24,003,702702
"Census Tract 7061.01, Anne Arundel County, Maryland",1400000US24003706101,3525,40.2,2516,900,8,46,0,55,2048,1620,685,935,1824,0,11,40,623,1010,140,636100,65,8,21,3218,405,47470,196,63300,1575,1655,50,2519,2346,1782,1051,24,003,706101
"Census Tract 7063.01, Anne Arundel County, Maryland",1400000US24003706301,4441,47.0,3017,1072,0,0,0,195,2566,2398,1161,1237,2376,41,22,115,437,1249,512,302800,30,28,46,4441,201,57954,275,75588,1895,2164,43,2887,2619,2627,1407,24,003,706301
"Census Tract 7063.02, Anne Arundel County, Maryland",1400000US24003706302,3176,50.2,2926,123,0,15,0,80,1979,1672,914,758,1286,19,0,50,442,655,120,664400,129,9,25,3176,106,75596,312,87115,1111,1827,63,2223,2015,1959,1444,24,003,706302
"Census Tract 7064.01, Anne Arundel County, Maryland",1400000US24003706401,7475,31.7,3782,1074,0,174,0,2412,2415,2342,1238,1104,4245,0,0,154,1502,2240,349,262500,0,10,0,7392,821,29645,92,66278,2981,1772,114,4629,2442,4015,1132,24,003,706401
"Census Tract 7064.02, Anne Arundel County, Maryland",1400000US24003706402,2966,41.5,1850,1018,0,21,0,0,1684,1410,771,639,1461,48,0,65,346,885,117,377500,0,0,30,2893,471,42762,127,71364,1445,1193,48,1845,1587,1647,740,24,003,706402
"Census Tract 7065, Anne Arundel County, Maryland",1400000US24003706500,5269,38.7,3736,1272,0,76,0,63,2550,2330,1175,1155,2378,0,0,0,548,1598,232,425000,28,7,47,5269,445,57421,283,76990,2630,1976,61,3712,3173,2813,1395,24,003,706500
"Census Tract 7066, Anne Arundel County, Maryland",1400000US24003706600,5335,37.8,3834,1172,9,46,0,235,2069,1977,1329,648,2090,12,18,19,554,1431,56,456900,6,24,40,5335,465,42419,257,86042,2629,1985,71,2809,2299,2545,1397,24,003,706600
"Census Tract 7067, Anne Arundel County, Maryland",1400000US24003706700,6211,21.0,4515,621,34,304,45,133,191,164,0,164,494,0,0,19,47,240,188,-666666666,0,0,0,494,10,16251,14,94167,544,5247,193,6004,5273,630,194,24,003,706700
"Census Tract 7070.01, Anne Arundel County, Maryland",1400000US24003707001,6369,42.0,5558,713,0,41,0,11,2686,2326,2002,324,798,0,134,73,361,213,17,330000,50,0,14,6333,297,38852,280,97736,3847,2316,72,3940,3805,3448,1031,24,003,707001
"Census Tract 7070.02, Anne Arundel County, Maryland",1400000US24003707002,5010,41.6,4632,217,32,33,5,32,2045,1798,1563,235,536,9,29,20,182,296,0,338700,0,0,9,4981,314,42645,159,100818,2882,1944,58,3157,3076,2795,891,24,003,707002
"Census Tract 7080.01, Anne Arundel County, Maryland",1400000US24003708001,3906,49.0,3600,120,0,39,0,38,1679,1471,1352,119,370,0,0,0,21,349,0,447400,50,0,16,3906,273,48786,216,106719,1754,1929,93,2358,2263,2073,666,24,003,708001
"Census Tract 7080.04, Anne Arundel County, Maryland",1400000US24003708004,5852,39.7,4445,893,14,47,0,265,2262,2130,1890,240,890,0,0,71,400,419,0,73600,33,0,0,5852,674,33378,240,68214,3110,2571,73,3658,3409,3117,592,24,003,708004
"Census Tract 7301, Anne Arundel County, Maryland",1400000US24003730100,9807,33.4,7779,1269,0,274,0,225,3952,3646,3383,263,826,0,0,27,73,531,195,283500,12,0,0,9775,223,43815,344,100306,6346,2699,179,6872,6288,5975,2284,24,003,730100
"Census Tract 7302.03, Anne Arundel County, Maryland",1400000US24003730203,6040,36.6,3998,1514,0,270,0,20,2756,2567,816,1751,3848,28,53,88,1243,1954,482,258700,0,0,58,6040,754,24517,50,46652,3406,1425,9,3873,2819,3398,756,24,003,730203
"Census Tract 7302.04, Anne Arundel County, Maryland",1400000US24003730204,6102,36.2,3454,1955,71,203,117,159,2067,2042,1635,407,1195,36,0,0,238,746,175,244300,0,0,8,5913,582,26020,39,62005,4130,1511,155,3591,3288,3193,503,24,003,730204
"Census Tract 7303, Anne Arundel County, Maryland",1400000US24003730300,3386,37.8,2879,280,8,79,0,128,1226,1160,1001,159,584,0,0,60,78,205,241,218600,0,0,6,3386,429,28887,25,71796,2224,833,62,2248,2016,1894,397,24,003,730300
"Census Tract 7304.01, Anne Arundel County, Maryland",1400000US24003730401,5309,35.8,3325,1223,0,260,0,362,1939,1902,1414,488,1313,9,0,0,779,456,69,241000,0,0,0,5280,321,30653,61,71887,3560,1034,107,3689,3255,3121,534,24,003,730401
"Census Tract 7304.02, Anne Arundel County, Maryland",1400000US24003730402,6192,38.2,4050,1190,14,408,0,146,2660,2454,1187,1267,2830,0,0,50,677,1894,209,221100,13,0,0,6192,787,31616,54,58851,3970,1577,63,4256,3679,3582,717,24,003,730402
"Census Tract 7305.02, Anne Arundel County, Maryland",1400000US24003730502,5668,40.4,3749,1455,0,307,0,8,2536,2193,1430,763,1781,0,29,0,552,1124,76,281700,0,0,0,5581,700,36185,203,72313,3281,1673,173,3617,3133,3152,917,24,003,730502
"Census Tract 7305.04, Anne Arundel County, Maryland",1400000US24003730504,7805,34.2,4186,2317,0,270,0,172,3097,2892,1929,963,2587,0,166,98,391,1424,508,272300,0,0,0,7805,531,35909,222,80069,3871,3239,112,5151,4790,4567,1654,24,003,730504
"Census Tract 7305.05, Anne Arundel County, Maryland",1400000US24003730505,4593,29.9,1561,2113,0,433,0,295,2236,2105,504,1601,3765,0,196,104,429,2642,394,177500,0,0,0,4593,225,27255,0,50913,2486,1237,64,3064,2277,2594,837,24,003,730505
"Census Tract 7305.06, Anne Arundel County, Maryland",1400000US24003730506,3568,31.7,1259,1900,7,274,0,79,2026,1872,217,1655,3050,0,8,42,598,2163,239,211400,0,0,0,3557,592,26228,0,44167,2160,978,71,2628,2263,2111,618,24,003,730506
"Census Tract 7306.01, Anne Arundel County, Maryland",1400000US24003730601,7145,43.0,6285,0,11,366,0,303,2387,2267,2170,97,257,0,0,0,110,147,0,592300,73,0,0,7145,92,57604,852,165257,3278,3232,141,4193,3725,3603,2729,24,003,730601
"Census Tract 7306.03, Anne Arundel County, Maryland",1400000US24003730603,3116,41.0,2604,152,11,245,0,39,1029,951,846,105,255,0,0,0,75,180,0,462000,29,0,10,3097,99,42359,193,113073,1921,986,0,1954,1809,1699,706,24,003,730603
"Census Tract 7306.04, Anne Arundel County, Maryland",1400000US24003730604,7175,41.4,6366,340,0,257,0,0,2508,2443,2135,308,610,0,0,0,148,413,49,484100,67,0,0,7036,173,52187,615,146114,3481,3255,91,3905,3676,3535,2794,24,003,730604
"Census Tract 7307, Anne Arundel County, Maryland",1400000US24003730700,7344,41.7,6894,204,38,68,0,0,2719,2512,2235,277,741,37,0,0,177,322,205,519600,171,36,65,7291,293,56436,492,119244,3871,3179,75,4124,3943,3548,2214,24,003,730700
"Census Tract 7308, Anne Arundel County, Maryland",1400000US24003730800,2512,48.6,2429,3,0,45,0,3,949,898,816,82,191,0,0,17,52,106,16,666700,130,39,33,2506,130,76464,280,158750,1168,1181,29,1426,1320,1284,932,24,003,730800
"Census Tract 7309.01, Anne Arundel County, Maryland",1400000US24003730901,2601,42.0,2271,245,0,28,0,5,1017,886,739,147,396,8,0,0,113,266,9,655300,37,30,21,2540,27,59189,254,135357,1046,1322,73,1423,1334,1191,790,24,003,730901
"Census Tract 7309.02, Anne Arundel County, Maryland",1400000US24003730902,3881,48.3,3629,155,12,61,0,0,1528,1445,1255,190,418,0,21,0,46,321,30,654900,127,36,39,3881,105,73258,476,154861,1379,2179,79,2190,2067,1918,1293,24,003,730902
"Census Tract 7310.02, Anne Arundel County, Maryland",1400000US24003731002,3380,42.2,2786,340,0,71,0,13,1341,1290,1123,167,397,0,0,54,30,304,9,361500,55,37,0,3380,213,42031,95,99737,1784,1329,91,1938,1820,1788,875,24,003,731002
"Census Tract 7310.03, Anne Arundel County, Maryland",1400000US24003731003,4243,40.9,3928,80,0,93,8,0,1613,1554,1480,74,209,0,0,0,46,163,0,363400,19,11,12,4243,55,42250,162,89405,2026,1832,55,2681,2451,2308,1038,24,003,731003
"Census Tract 7310.04, Anne Arundel County, Maryland",1400000US24003731004,4471,40.1,4110,88,0,127,0,114,1732,1670,1299,371,794,21,18,50,239,343,123,364400,0,0,0,4471,224,39830,155,93958,2124,2029,75,2869,2706,2499,1279,24,003,731004
"Census Tract 7311.02, Anne Arundel County, Maryland",1400000US24003731102,7614,39.1,7109,191,0,100,0,40,3122,2900,2236,664,1661,0,0,31,426,1159,45,409900,29,12,86,7614,270,47912,477,102643,3628,3534,69,4711,4391,4217,2551,24,003,731102
"Census Tract 7311.03, Anne Arundel County, Maryland",1400000US24003731103,5207,39.4,4369,441,16,272,0,10,1940,1746,1577,169,629,0,121,0,67,344,97,381000,0,0,8,5198,459,39478,165,108839,2811,1938,27,3167,2858,2661,1288,24,003,731103
"Census Tract 7311.04, Anne Arundel County, Maryland",1400000US24003731104,4265,37.2,3683,224,0,93,0,75,1465,1436,1305,131,323,0,0,0,134,139,50,358600,35,15,24,4248,94,42463,229,104519,2343,1624,36,2662,2453,2308,1071,24,003,731104
"Census Tract 7311.05, Anne Arundel County, Maryland",1400000US24003731105,3346,43.8,3111,58,0,107,0,1,1321,1227,1072,155,489,0,0,6,67,404,12,374900,34,12,7,3339,180,39801,95,102404,1576,1582,78,1851,1711,1625,659,24,003,731105
"Census Tract 7312.01, Anne Arundel County, Maryland",1400000US24003731201,6539,43.3,6280,92,0,56,0,24,2425,2256,2101,155,471,0,0,0,122,163,186,513600,46,17,16,6440,154,55104,536,122226,3454,2686,163,3589,3414,3189,2244,24,003,731201
"Census Tract 7312.02, Anne Arundel County, Maryland",1400000US24003731202,7278,46.3,6989,245,17,0,0,1,2935,2836,2696,140,373,24,0,63,205,50,31,363600,12,0,31,7278,152,47673,351,99688,4699,2309,87,4442,4191,3884,1458,24,003,731202
"Census Tract 7312.03, Anne Arundel County, Maryland",1400000US24003731203,7047,44.7,6484,211,0,98,0,14,2606,2503,2343,160,274,0,0,38,107,86,43,448000,24,15,0,7043,192,46671,409,122582,3927,2937,78,4362,4203,3916,2186,24,003,731203
"Census Tract 7312.04, Anne Arundel County, Maryland",1400000US24003731204,6303,36.2,5482,275,0,171,0,121,2483,2360,1794,566,1491,0,0,16,332,1081,62,344800,19,0,0,6198,565,37508,207,79474,4333,1705,93,4221,4036,3569,1118,24,003,731204
"Census Tract 7313.03, Anne Arundel County, Maryland",1400000US24003731303,6483,49.5,6187,54,0,89,0,35,2797,2492,2361,131,241,0,0,0,40,201,0,427400,132,27,53,6483,146,50180,299,105741,4577,1546,93,4026,3933,3689,1010,24,003,731303
"Census Tract 7313.06, Anne Arundel County, Maryland",1400000US24003731306,6069,46.4,5703,90,48,63,0,0,2459,2238,1937,301,428,0,0,29,96,267,36,425400,45,0,0,6056,212,43805,388,95066,4361,1489,35,4089,3890,3664,970,24,003,731306
"Census Tract 7313.07, Anne Arundel County, Maryland",1400000US24003731307,6599,34.4,5946,387,0,66,0,32,2558,2485,2047,438,1168,0,0,0,37,1131,0,267600,0,0,16,6567,337,34254,72,80571,4421,1839,98,4483,4192,3939,1035,24,003,731307
"Census Tract 7313.08, Anne Arundel County, Maryland",1400000US24003731308,3744,42.5,3529,39,0,79,0,0,1481,1335,1146,189,670,0,0,11,219,402,38,250200,10,0,0,3744,190,34007,77,82612,2911,680,50,2270,2202,1989,296,24,003,731308
"Census Tract 7313.09, Anne Arundel County, Maryland",1400000US24003731309,5842,33.7,5257,459,2,37,0,12,2165,2000,1672,328,956,45,0,96,217,397,201,243200,0,0,0,5786,734,29594,108,75539,4671,952,150,3828,3732,3266,580,24,003,731309
"Census Tract 7313.10, Anne Arundel County, Maryland",1400000US24003731310,5343,33.9,4849,212,0,122,0,109,1826,1754,1508,246,896,19,0,65,437,166,209,271000,0,0,0,5273,198,32164,73,92315,3828,1250,33,3475,3255,2916,635,24,003,731310
"Census Tract 7313.11, Anne Arundel County, Maryland",1400000US24003731311,8302,33.3,6896,502,0,168,0,251,2777,2592,2169,423,1472,0,0,47,369,1024,32,254700,0,0,0,8263,317,34388,134,99125,5509,2367,35,5500,5145,4627,1407,24,003,731311
"Census Tract 7401.02, Anne Arundel County, Maryland",1400000US24003740102,9809,36.2,5325,2187,55,1677,0,129,4393,4176,2398,1778,3543,0,19,13,204,2312,995,362400,26,0,0,9809,551,49488,480,101704,3724,4187,242,7175,5485,6431,3522,24,003,740102
"Census Tract 7401.03, Anne Arundel County, Maryland",1400000US24003740103,8555,42.4,4546,2624,2,782,41,141,3147,3056,2818,238,800,0,0,140,118,353,189,319800,26,0,76,8555,440,41947,397,106429,3324,3592,215,5672,4515,4935,2097,24,003,740103
"Census Tract 7401.04, Anne Arundel County, Maryland",1400000US24003740104,8629,31.7,3412,4019,0,668,0,67,3168,2959,1976,983,2803,0,0,18,905,1061,819,330000,0,0,13,8614,744,36481,255,89558,3368,3574,452,5708,4578,4801,2363,24,003,740104
"Census Tract 7401.05, Anne Arundel County, Maryland",1400000US24003740105,4026,27.3,869,2567,0,193,0,40,1418,1288,428,860,2701,30,144,0,773,1645,109,285700,0,0,0,4008,516,25644,31,64375,2001,1455,76,2304,1894,1962,425,24,003,740105
"Census Tract 7402.01, Anne Arundel County, Maryland",1400000US24003740201,7754,34.8,4709,2037,0,631,0,83,2974,2821,1644,1177,3654,0,35,83,1745,1474,317,259600,0,0,0,7754,401,34244,131,77548,3880,2865,129,4988,4112,4321,954,24,003,740201
"Census Tract 7402.03, Anne Arundel County, Maryland",1400000US24003740203,6067,40.3,4793,827,0,229,7,28,1954,1932,1833,99,248,0,0,34,34,157,23,414400,14,0,9,6067,372,44736,464,126750,3349,2239,86,3827,3439,3303,1513,24,003,740203
"Census Tract 7403.03, Anne Arundel County, Maryland",1400000US24003740303,4551,36.5,3425,456,0,260,0,85,1670,1551,1307,244,842,0,0,0,196,345,301,317000,0,0,0,4551,462,34943,95,96343,2325,1588,94,2990,2536,2596,851,24,003,740303
"Census Tract 7403.04, Anne Arundel County, Maryland",1400000US24003740304,4706,40.1,3092,1026,83,239,0,35,2187,2064,1160,904,1569,34,0,0,131,1103,301,342900,0,0,26,4661,177,47523,242,92500,1773,2222,257,3296,2757,3004,1456,24,003,740304
"Census Tract 7403.05, Anne Arundel County, Maryland",1400000US24003740305,11839,30.1,3876,6601,50,578,0,71,4241,3957,2089,1868,5164,0,14,20,894,3779,457,284000,0,0,0,11839,599,36259,242,92655,4326,5868,368,7673,6325,6606,3148,24,003,740305
"Census Tract 7404, Anne Arundel County, Maryland",1400000US24003740400,5449,35.9,1578,3608,23,34,0,146,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,1558,0,-666666666,3920,1344,47,5315,4926,4628,164,24,003,740400
"Census Tract 7405, Anne Arundel County, Maryland",1400000US24003740500,10492,37.1,3811,5102,0,914,0,235,4309,4239,3075,1164,2740,0,0,0,317,1975,448,301600,0,0,0,10369,221,54004,456,117707,3051,4640,407,7682,6184,6920,4177,24,003,740500
"Census Tract 7406.01, Anne Arundel County, Maryland",1400000US24003740601,4083,25.0,2597,825,9,133,0,28,1332,1219,17,1202,4015,0,0,0,491,3041,483,-666666666,0,0,0,4083,65,24897,29,72147,486,3154,176,2383,2033,2033,745,24,003,740601
"Census Tract 7406.02, Anne Arundel County, Maryland",1400000US24003740602,3100,23.9,1764,845,14,140,0,122,1154,945,17,928,2929,0,14,0,262,2484,169,-666666666,0,0,0,3100,435,22088,0,62327,503,2175,142,1826,1345,1381,476,24,003,740602
"Census Tract 7406.03, Anne Arundel County, Maryland",1400000US24003740603,2569,22.9,1985,283,11,88,0,16,462,424,7,417,1354,0,0,0,84,1111,159,-666666666,0,0,0,1376,65,20022,27,58857,358,2008,126,1988,1711,1076,455,24,003,740603
"Census Tract 7407.01, Anne Arundel County, Maryland",1400000US24003740701,5718,38.5,4074,1036,0,345,0,106,3038,2805,1924,881,1966,0,0,0,474,1364,128,277200,0,0,0,5688,235,56068,297,93674,1723,3279,203,3728,3265,3328,1872,24,003,740701
"Census Tract 7407.02, Anne Arundel County, Maryland",1400000US24003740702,9686,36.9,7190,1220,51,269,0,240,3984,3798,2892,906,2108,0,0,0,422,1527,159,335700,0,0,0,9676,337,45667,507,105837,3830,5152,211,5965,5378,5536,3156,24,003,740702
"Census Tract 7408, Anne Arundel County, Maryland",1400000US24003740800,4490,48.2,3719,294,0,94,10,185,1792,1667,1440,227,502,71,0,0,103,278,50,366100,28,0,0,4424,221,45575,243,110039,2324,1826,78,2597,2363,2345,976,24,003,740800
