NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 4801, Arkansas County, Arkansas",1400000US05001480100,1504,51.6,1330,174,0,0,0,4,0,947,647,567,80,158,0,34,12,19,63,30,71900,0,0,0,1492,214,22770,4,47596,1336,154,14,907,907,836,110,05,001,480100
"Census Tract 4802, Arkansas County, Arkansas",1400000US05001480200,1518,49.5,1357,139,0,0,0,0,0,930,709,533,176,377,13,7,61,113,131,52,74800,0,0,5,1518,184,25214,2,47042,1342,176,0,943,930,819,199,05,001,480200
"Census Tract 4803, Arkansas County, Arkansas",1400000US05001480300,2680,42.1,1638,1036,6,0,0,67,0,1308,1122,725,397,1061,18,7,0,127,675,234,89100,0,0,0,2680,425,32462,82,40469,2124,516,0,1631,1566,1400,356,05,001,480300
"Census Tract 4804, Arkansas County, Arkansas",1400000US05001480400,2735,34.2,645,2068,0,1,0,115,0,1167,1100,498,602,1464,0,0,0,139,1152,173,58000,0,0,0,2711,947,13172,8,28947,2506,181,0,1645,1609,1265,38,05,001,480400
"Census Tract 4805, Arkansas County, Arkansas",1400000US05001480500,3957,40.8,3389,511,0,0,0,136,14,1962,1636,1119,517,1222,0,32,41,345,533,271,88100,0,0,0,3846,604,25296,39,41989,3444,437,13,2141,2068,1854,239,05,001,480500
"Census Tract 4806, Arkansas County, Arkansas",1400000US05001480600,1747,35.7,1674,57,0,0,0,23,0,781,689,455,234,529,15,0,27,136,305,46,78300,0,0,0,1616,201,27311,43,44327,1534,207,0,1084,1067,961,187,05,001,480600
"Census Tract 4807, Arkansas County, Arkansas",1400000US05001480700,2950,40.4,2115,776,0,0,0,134,0,1393,1160,632,528,1314,0,23,60,306,767,158,57500,0,0,0,2925,800,17187,15,29203,2516,402,8,1772,1740,1540,83,05,001,480700
"Census Tract 4808, Arkansas County, Arkansas",1400000US05001480800,1478,42.6,1335,131,5,0,0,77,0,953,622,438,184,478,44,18,10,133,244,29,79200,0,0,0,1478,212,25952,17,42054,1230,218,2,858,826,774,196,05,001,480800
"Census Tract 9601, Ashley County, Arkansas",1400000US05003960100,1684,41.0,1121,554,0,0,0,41,5,826,693,580,113,283,0,13,24,58,184,4,59400,5,0,0,1671,365,18603,3,34315,1247,413,5,922,893,790,75,05,003,960100
"Census Tract 9602, Ashley County, Arkansas",1400000US05003960200,2834,39.2,2308,395,7,0,0,111,77,1266,1059,976,83,206,6,0,0,145,40,15,72900,0,0,0,2834,225,25038,15,50436,1778,993,0,1803,1739,1582,265,05,003,960200
"Census Tract 9603, Ashley County, Arkansas",1400000US05003960300,4773,39.6,3389,1203,8,0,0,401,127,2186,1879,1451,428,1082,53,0,16,364,606,43,68100,14,0,0,4655,1359,18404,27,31832,3331,1231,5,2745,2523,2341,369,05,003,960300
"Census Tract 9604, Ashley County, Arkansas",1400000US05003960400,1483,45.3,1003,445,0,0,0,9,9,899,650,483,167,388,0,18,30,48,292,0,51600,0,0,0,1483,340,20004,4,35357,1068,394,12,817,803,709,99,05,003,960400
"Census Tract 9605, Ashley County, Arkansas",1400000US05003960500,2859,43.4,2435,310,28,0,0,120,86,1287,1140,803,337,996,0,31,6,339,620,0,73100,29,0,8,2854,292,20247,20,37393,1763,1044,15,1789,1706,1571,111,05,003,960500
"Census Tract 9606, Ashley County, Arkansas",1400000US05003960600,5477,42.1,3614,1850,0,0,0,368,3,2806,2200,1367,833,2085,0,161,42,623,1124,135,79100,0,0,0,5373,1263,19817,40,32951,3632,1632,16,3102,2925,2590,522,05,003,960600
"Census Tract 9607, Ashley County, Arkansas",1400000US05003960700,1879,42.7,1179,683,0,0,0,30,0,831,717,603,114,389,31,9,0,29,223,97,67900,0,0,0,1879,287,21100,7,44725,1341,516,8,1084,1070,952,131,05,003,960700
"Census Tract 9501, Baxter County, Arkansas",1400000US05005950100,4452,47.6,4276,12,10,0,0,202,154,2351,1994,1351,643,1243,32,0,14,363,687,147,122500,0,0,0,4369,510,21008,0,38563,1561,2672,15,2062,1951,1921,472,05,005,950100
"Census Tract 9502, Baxter County, Arkansas",1400000US05005950200,4151,56.0,4071,2,0,20,0,27,7,2370,2093,1581,512,1025,0,0,101,282,265,377,119100,17,0,0,4151,614,29913,65,39275,1417,2575,20,2119,2099,1939,588,05,005,950200
"Census Tract 9503, Baxter County, Arkansas",1400000US05005950300,4846,47.0,4743,12,0,40,0,168,20,2360,2207,1266,941,2180,12,0,46,269,1606,247,120700,0,0,0,4748,652,23904,48,33702,1844,2834,0,2369,2291,1963,316,05,005,950300
"Census Tract 9504, Baxter County, Arkansas",1400000US05005950400,3306,52.1,3188,29,55,0,0,1,0,1656,1393,1027,366,725,0,34,0,158,294,239,130000,0,0,0,3059,239,25014,50,35899,1274,1961,8,1571,1561,1439,351,05,005,950400
"Census Tract 9505, Baxter County, Arkansas",1400000US05005950500,5139,51.8,4919,34,19,135,0,99,1,2943,2092,1669,423,1101,46,0,5,266,686,98,114400,0,0,0,5139,723,21193,21,35684,1921,3011,47,2769,2700,2528,391,05,005,950500
"Census Tract 9506, Baxter County, Arkansas",1400000US05005950600,3773,58.5,3657,0,53,0,7,11,0,2609,1770,1640,130,362,0,0,10,191,75,86,151900,10,0,0,3773,416,26373,39,39321,1368,2339,14,1897,1890,1730,356,05,005,950600
"Census Tract 9507, Baxter County, Arkansas",1400000US05005950700,3298,54.8,3203,0,60,0,0,67,7,2382,1524,1161,363,753,0,17,53,0,619,64,138900,18,5,10,3298,655,22323,26,33852,1070,2192,22,1850,1826,1494,330,05,005,950700
"Census Tract 9508, Baxter County, Arkansas",1400000US05005950800,6392,56.6,6089,0,2,25,0,166,0,3307,2760,2295,465,1177,0,0,0,128,826,223,120200,0,13,15,6392,873,22292,18,40293,1756,4515,22,3682,3657,3460,520,05,005,950800
"Census Tract 9509, Baxter County, Arkansas",1400000US05005950900,5635,41.4,5522,12,19,7,0,95,16,2610,2228,1618,610,1766,0,0,13,471,1125,157,112300,0,0,0,5544,918,18607,8,40862,2900,2644,25,3096,3050,2634,422,05,005,950900
