NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 301, Bristol County, Rhode Island",1400000US44001030100,4642,46.7,4284,27,0,183,0,109,0,1990,1889,1602,287,431,0,23,17,43,278,70,353300,48,0,38,4642,143,49331,283,96523,2456,1855,39,2549,2359,2371,1672,44,001,030100
"Census Tract 302, Bristol County, Rhode Island",1400000US44001030200,3023,46.9,2818,16,0,72,0,72,0,1335,1216,1066,150,392,24,0,21,122,165,60,336300,9,0,0,3010,91,42992,128,97578,1648,1132,11,1820,1723,1640,1012,44,001,030200
"Census Tract 303, Bristol County, Rhode Island",1400000US44001030300,4516,46.5,4220,49,0,165,0,55,0,1769,1703,1487,216,534,12,21,0,181,311,9,379200,28,0,0,4516,113,52186,319,121025,2195,1845,35,2489,2172,2352,1665,44,001,030300
"Census Tract 304, Bristol County, Rhode Island",1400000US44001030400,4123,44.5,3952,3,0,116,0,129,13,1472,1386,1302,84,132,8,0,26,52,20,26,625600,117,30,102,4123,28,90921,589,176000,1651,1993,26,2207,1950,2021,1673,44,001,030400
"Census Tract 305, Bristol County, Rhode Island",1400000US44001030500,3136,34.7,3014,21,0,30,0,142,9,1725,1547,468,1079,1991,9,67,99,583,1001,232,221900,0,0,0,3127,425,25741,30,40022,1595,1301,21,2106,1818,1932,507,44,001,030500
"Census Tract 306.01, Bristol County, Rhode Island",1400000US44001030601,3483,44.0,3447,0,0,19,0,80,5,1479,1396,997,399,840,0,0,0,185,609,46,296300,18,0,8,3349,304,38087,140,59905,2113,1157,20,2026,1778,1877,659,44,001,030601
"Census Tract 306.02, Bristol County, Rhode Island",1400000US44001030602,3929,49.5,3878,11,0,0,0,41,8,1887,1800,1087,713,1363,14,8,96,382,814,49,253000,0,5,0,3834,443,35013,81,58010,1986,1529,18,2388,2074,1979,757,44,001,030602
"Census Tract 307, Bristol County, Rhode Island",1400000US44001030700,3961,43.5,3873,18,0,2,0,114,68,2159,1941,663,1278,2309,14,23,207,924,583,558,278300,28,0,0,3961,754,28358,83,45825,2086,1352,8,2819,2293,2378,877,44,001,030700
"Census Tract 308, Bristol County, Rhode Island",1400000US44001030800,5921,22.0,5308,335,29,121,11,163,44,1695,1517,925,592,1460,28,0,90,514,759,69,318300,20,8,16,3430,474,22683,78,67356,1720,3728,69,4660,4264,1857,752,44,001,030800
"Census Tract 309.01, Bristol County, Rhode Island",1400000US44001030901,5990,47.5,5875,7,0,46,0,299,0,2279,2197,1931,266,465,0,82,0,171,118,94,304000,11,0,17,5793,266,34400,155,82328,3373,1720,66,3635,3122,3232,1211,44,001,030901
"Census Tract 309.02, Bristol County, Rhode Island",1400000US44001030902,6504,51.8,6109,204,0,161,0,48,0,2996,2707,2046,661,1438,0,0,179,458,733,68,318200,56,16,45,5999,205,37687,181,72896,3248,2545,62,3665,3226,3236,1729,44,001,030902
"Census Tract 201.01, Kent County, Rhode Island",1400000US44003020101,6236,43.3,5847,182,17,108,0,232,0,2894,2723,1940,783,1474,0,0,142,238,869,225,187600,0,0,0,6170,442,34009,13,69617,4645,1077,60,3890,3480,3489,1160,44,003,020101
"Census Tract 201.02, Kent County, Rhode Island",1400000US44003020102,4954,40.0,4654,125,0,29,0,404,56,2154,2003,1130,873,1766,19,0,99,504,1046,98,183500,0,0,0,4839,949,29415,13,51784,3350,1244,18,3425,3118,2795,443,44,003,020102
"Census Tract 202, Kent County, Rhode Island",1400000US44003020200,4569,36.2,3765,75,0,259,0,115,87,2414,2196,988,1208,2226,26,35,116,428,1487,134,174500,0,0,0,4569,692,25720,26,40054,3353,934,40,2954,2645,2627,627,44,003,020200
"Census Tract 203, Kent County, Rhode Island",1400000US44003020300,5993,34.6,5449,151,0,88,0,448,122,2791,2535,782,1753,3720,0,116,111,724,2688,81,177000,0,0,0,5978,1922,20996,10,32233,4478,1080,37,3956,3622,3272,563,44,003,020300
"Census Tract 204, Kent County, Rhode Island",1400000US44003020400,2756,36.6,2539,94,0,37,0,65,20,1230,1132,649,483,1287,10,128,45,239,673,192,167300,0,0,0,2743,224,26305,10,56721,2095,435,24,1911,1729,1670,343,44,003,020400
"Census Tract 205, Kent County, Rhode Island",1400000US44003020500,4328,42.1,3942,77,0,285,0,235,9,2050,1848,1066,782,1576,39,0,114,553,804,66,199100,6,0,0,4321,461,29292,45,55000,3155,762,23,2585,2069,2255,551,44,003,020500
"Census Tract 206.01, Kent County, Rhode Island",1400000US44003020601,6379,39.9,6023,20,0,45,13,232,0,2330,2226,1782,444,1001,114,0,20,59,715,93,234500,0,0,0,6180,453,31709,86,78704,5118,1139,38,4255,4134,3656,1133,44,003,020601
"Census Tract 206.02, Kent County, Rhode Island",1400000US44003020602,3379,47.9,3288,8,0,10,0,111,28,1645,1570,1266,304,580,0,0,0,65,504,11,155300,5,0,10,3369,557,31977,5,55288,2576,618,67,2300,2192,2078,528,44,003,020602
"Census Tract 206.03, Kent County, Rhode Island",1400000US44003020603,6577,45.7,6444,3,0,45,0,118,46,2988,2823,2094,729,1205,22,0,35,341,665,142,186000,0,0,0,6554,194,31114,41,58054,5125,1252,11,4288,4012,3682,840,44,003,020603
"Census Tract 206.04, Kent County, Rhode Island",1400000US44003020604,5663,37.0,5512,122,0,0,0,110,0,2401,2279,1492,787,1762,0,0,68,277,1150,267,176100,0,0,20,5663,591,27555,84,45637,4538,960,0,3437,3326,2900,659,44,003,020604
"Census Tract 207.01, Kent County, Rhode Island",1400000US44003020701,1865,49.0,1713,46,0,61,0,8,0,718,675,591,84,292,0,29,20,87,156,0,279000,9,0,0,1821,81,33958,32,81806,1421,389,0,1184,1122,1052,290,44,003,020701
