NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 9627, Albany County, Wyoming",1400000US56001962700,3606,43.6,3401,18,18,53,0,85,1598,1477,1112,365,677,11,267400,70,0,0,3548,254,37649,99,59453,1644,1836,38,2279,2173,1936,710,56,001,962700
"Census Tract 9628, Albany County, Wyoming",1400000US56001962800,3473,29.1,3055,2,226,0,2,155,1604,1333,921,412,1367,129,162200,0,0,0,3397,703,25014,23,46616,1422,1964,28,2222,2089,1650,502,56,001,962800
"Census Tract 9629, Albany County, Wyoming",1400000US56001962900,1965,31.4,1712,3,0,0,0,164,908,808,481,327,805,135,-666666666,0,0,0,1897,433,19479,0,39535,771,1110,12,1296,1163,1064,312,56,001,962900
"Census Tract 9630, Albany County, Wyoming",1400000US56001963000,2253,24.6,1922,147,0,75,0,24,1301,1129,210,919,1806,302,150000,0,0,0,2229,805,14488,0,22609,865,1280,35,1776,1635,908,237,56,001,963000
"Census Tract 9631, Albany County, Wyoming",1400000US56001963100,7374,26.0,6626,147,0,243,0,35,3478,2986,1502,1484,3298,304,276000,0,0,0,7374,1837,28051,131,48828,2698,3851,98,5306,4652,3324,2051,56,001,963100
"Census Tract 9634, Albany County, Wyoming",1400000US56001963400,3687,24.5,3228,12,0,281,0,72,1996,1852,396,1456,2558,535,196000,0,0,0,3630,1422,19708,10,27096,1501,1718,72,3275,2798,1590,1008,56,001,963400
"Census Tract 9635, Albany County, Wyoming",1400000US56001963500,2586,19.9,2207,45,18,181,5,64,329,282,43,239,588,43,393800,0,0,0,695,458,7099,8,15944,670,1602,16,2511,2180,300,131,56,001,963500
"Census Tract 9636, Albany County, Wyoming",1400000US56001963600,4348,33.5,4200,3,13,66,0,2,2353,1978,972,1006,1813,237,207500,0,0,16,4250,844,25894,0,47204,1651,2506,35,3279,3042,2426,1529,56,001,963600
"Census Tract 9637, Albany County, Wyoming",1400000US56001963700,6493,24.9,5650,194,0,192,0,213,3005,2764,1173,1591,3447,694,249500,0,0,15,6488,2087,26076,56,48229,3027,3082,19,4844,4212,2697,1419,56,001,963700
"Census Tract 9639, Albany County, Wyoming",1400000US56001963900,2051,55.8,1959,6,0,48,0,5,2123,956,796,160,369,89,241600,0,19,47,2043,227,39576,73,59444,779,1205,0,1180,1115,990,415,56,001,963900
"Census Tract 9626, Big Horn County, Wyoming",1400000US56003962600,3006,45.9,2834,5,72,25,0,20,1347,1064,772,292,695,81,162600,44,0,0,2856,228,24276,10,56250,1404,1522,10,1723,1664,1478,302,56,003,962600
"Census Tract 9627, Big Horn County, Wyoming",1400000US56003962700,3445,42.5,3270,0,35,17,11,35,1649,1366,995,371,933,58,152700,6,0,0,3428,414,22749,6,47614,1748,1481,24,1928,1707,1604,290,56,003,962700
"Census Tract 9628, Big Horn County, Wyoming",1400000US56003962800,5480,38.2,5281,23,44,27,0,58,2380,2029,1512,517,1158,255,137200,0,0,0,5363,743,22547,32,50620,3039,2305,5,2887,2632,2590,427,56,003,962800
"Census Tract 1, Campbell County, Wyoming",1400000US56005000100,10860,31.1,9862,292,395,34,0,14,4316,3787,2688,1099,3153,661,244800,0,0,0,10860,783,35554,307,85950,4276,5925,28,6900,6462,5998,1297,56,005,000100
"Census Tract 2, Campbell County, Wyoming",1400000US56005000200,7417,31.6,7151,16,4,20,0,35,2752,2493,1805,688,2210,1036,207600,0,0,0,7257,307,33310,69,90216,2845,4443,17,4858,4691,4159,882,56,005,000200
"Census Tract 3, Campbell County, Wyoming",1400000US56005000300,6224,33.8,5801,1,59,126,0,0,2268,2174,1294,880,2079,409,212200,0,0,33,6204,844,29682,67,78418,2936,2972,49,4004,3794,3262,195,56,005,000300
"Census Tract 4, Campbell County, Wyoming",1400000US56005000400,4059,34.5,3926,8,54,22,0,15,1992,1715,898,817,2007,97,184200,37,0,8,4059,618,33959,57,61096,1815,1974,19,2649,2280,2295,358,56,005,000400
"Census Tract 5, Campbell County, Wyoming",1400000US56005000500,6473,33.6,6000,0,131,89,0,108,2459,2350,1826,524,1498,514,246200,0,0,0,6327,340,36871,133,87375,2177,3934,54,4239,4051,3854,1101,56,005,000500
"Census Tract 6, Campbell County, Wyoming",1400000US56005000600,5643,33.3,5490,32,6,0,0,90,2300,2117,1359,758,1599,311,170300,0,0,31,5490,334,31162,33,62361,2373,3209,0,3593,3468,3025,440,56,005,000600
"Census Tract 7, Campbell County, Wyoming",1400000US56005000700,7797,34.5,7563,12,0,14,0,109,3539,2898,2371,527,1409,289,190800,16,0,11,7771,672,31387,56,75263,3134,4512,14,5094,4955,4528,799,56,005,000700
"Census Tract 9676, Carbon County, Wyoming",1400000US56007967600,2094,37.6,1800,41,59,16,0,30,1091,640,466,174,416,24,157600,15,0,9,1442,232,23221,24,68125,635,1308,8,1525,1335,1324,263,56,007,967600
"Census Tract 9677, Carbon County, Wyoming",1400000US56007967700,4564,30.2,4129,93,36,38,0,54,1851,1691,1044,647,1734,0,135200,0,0,0,4500,790,27039,19,57064,1611,2691,42,2947,2521,2240,495,56,007,967700
"Census Tract 9678, Carbon County, Wyoming",1400000US56007967800,3983,40.5,3610,57,30,0,16,192,2102,1677,1226,451,848,75,151800,0,0,0,3922,473,27724,34,59861,1900,1666,25,2477,2042,2306,400,56,007,967800
"Census Tract 9680, Carbon County, Wyoming",1400000US56007968000,3545,44.5,3394,0,2,6,0,3,2247,1432,1090,342,810,48,202800,0,0,0,3513,457,29860,53,59000,1389,2079,22,1976,1857,1851,477,56,007,968000
"Census Tract 9681, Carbon County, Wyoming",1400000US56007968100,1510,47.3,1350,9,22,0,0,62,1280,655,447,208,468,69,84400,0,0,10,1510,181,27647,21,44325,613,891,0,848,822,733,137,56,007,968100
"Census Tract 9564, Converse County, Wyoming",1400000US56009956400,5299,40.4,4959,1,37,123,1,69,2518,2175,1621,554,1367,159,215700,0,0,0,5221,412,32743,84,71031,2517,2496,46,3216,2835,2759,408,56,009,956400
"Census Tract 9565, Converse County, Wyoming",1400000US56009956500,2738,35.9,2738,0,0,0,0,0,1248,1088,803,285,672,34,164100,0,0,0,2717,157,30061,6,60357,1137,1560,12,1786,1786,1490,104,56,009,956500
