NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 9651, Belknap County, New Hampshire",1400000US33001965100,3280,47.3,3007,57,6,96,0,0,1902,1279,1103,176,546,14,234600,19,22,4,3268,276,33392,47,73967,1526,1595,22,2149,2074,1760,710,33,001,965100
"Census Tract 9652, Belknap County, New Hampshire",1400000US33001965200,3196,41.6,3050,0,0,16,0,0,2544,1319,893,426,1142,98,343200,45,5,41,3196,574,40253,106,52596,1665,1477,0,1691,1625,1468,462,33,001,965200
"Census Tract 9653, Belknap County, New Hampshire",1400000US33001965300,3158,51.4,3112,32,0,7,0,0,2110,1383,1085,298,611,13,269800,32,0,0,3158,182,40165,145,69199,1577,1422,0,1840,1789,1696,866,33,001,965300
"Census Tract 9654, Belknap County, New Hampshire",1400000US33001965400,2976,50.1,2939,16,0,0,0,0,1663,1194,1107,87,222,0,245100,0,0,0,2969,85,35886,74,72721,1555,1367,18,1960,1921,1795,638,33,001,965400
"Census Tract 9655.98, Belknap County, New Hampshire",1400000US33001965598,3567,49.1,3397,40,18,17,0,18,1743,1503,955,548,1203,54,172600,0,0,0,3321,391,27462,23,51619,1743,1666,46,2138,2088,1984,505,33,001,965598
"Census Tract 9656, Belknap County, New Hampshire",1400000US33001965600,3744,46.0,3526,6,12,98,0,13,2191,1406,1368,38,114,0,250500,35,0,0,3691,353,30232,58,68085,2005,1597,0,2268,2209,1869,678,33,001,965600
"Census Tract 9657, Belknap County, New Hampshire",1400000US33001965700,4631,41.8,4587,0,0,14,0,0,2415,1681,1475,206,629,0,177500,0,0,0,4631,234,31397,71,70037,2273,2245,15,3080,2995,2627,690,33,001,965700
"Census Tract 9658, Belknap County, New Hampshire",1400000US33001965800,7281,43.8,7192,0,0,8,0,0,3610,2723,2352,371,1167,98,186100,39,21,0,7184,620,25419,8,60938,4420,2803,13,4676,4604,3966,668,33,001,965800
"Census Tract 9659, Belknap County, New Hampshire",1400000US33001965900,4004,43.1,3889,1,0,0,0,0,1858,1743,945,798,1658,151,151700,0,0,0,3923,752,21496,18,35917,2573,1249,21,2505,2337,2032,178,33,001,965900
"Census Tract 9660, Belknap County, New Hampshire",1400000US33001966000,5281,36.2,5136,0,9,52,0,31,2361,1980,890,1090,2836,147,205000,15,0,0,4906,1056,26642,93,48924,3351,1793,15,3269,3178,2907,667,33,001,966000
"Census Tract 9661, Belknap County, New Hampshire",1400000US33001966100,3789,50.1,3654,0,0,68,0,0,2726,1768,1171,597,1156,75,190100,9,0,0,3746,289,40357,91,66875,1868,1762,44,2426,2332,2288,820,33,001,966100
"Census Tract 9662, Belknap County, New Hampshire",1400000US33001966200,3097,47.2,2929,95,10,27,0,1,3000,1249,644,605,1195,55,190300,25,0,0,2996,460,30981,52,54514,1586,1329,22,1818,1645,1630,461,33,001,966200
"Census Tract 9664.01, Belknap County, New Hampshire",1400000US33001966401,1288,57.5,1269,0,9,0,0,0,2134,610,517,93,190,22,325400,14,9,20,1288,55,49290,72,72375,392,838,10,760,751,708,302,33,001,966401
"Census Tract 9664.02, Belknap County, New Hampshire",1400000US33001966402,5815,49.8,5644,0,26,139,0,0,3021,2553,2220,333,593,154,229800,9,0,0,5815,492,40554,176,61094,2415,3099,0,3365,3262,2967,1111,33,001,966402
"Census Tract 9665, Belknap County, New Hampshire",1400000US33001966500,5285,45.8,4989,75,59,101,0,34,4437,2073,1776,297,663,16,279000,82,14,13,5275,305,33002,21,76676,2450,2525,66,2994,2955,2752,847,33,001,966500
"Census Tract 9551, Carroll County, New Hampshire",1400000US33003955100,4052,51.1,3980,2,1,16,0,0,5387,1944,1499,445,845,138,272900,15,0,3,4052,337,38318,121,60395,1232,2697,28,2439,2416,2087,1035,33,003,955100
"Census Tract 9553, Carroll County, New Hampshire",1400000US33003955300,6312,48.2,6012,50,0,47,0,0,4421,2785,1925,860,1549,179,192000,0,0,0,6163,821,27934,29,55036,2202,3786,47,3927,3811,3240,1206,33,003,955300
"Census Tract 9554, Carroll County, New Hampshire",1400000US33003955400,4072,41.2,3819,0,10,121,0,0,2563,1678,1282,396,827,0,174000,8,0,0,4058,454,31004,33,60703,1912,1985,24,2512,2451,2286,490,33,003,955400
"Census Tract 9555, Carroll County, New Hampshire",1400000US33003955500,2820,50.4,2746,17,0,0,0,0,2275,1217,1014,203,627,121,218300,13,0,0,2804,239,36818,63,59931,1066,1674,8,1745,1736,1620,429,33,003,955500
"Census Tract 9556, Carroll County, New Hampshire",1400000US33003955600,5028,53.4,4953,35,5,0,0,3,3665,2371,1770,601,1076,201,210900,13,4,18,5020,512,33422,85,51822,2111,2796,42,3226,3210,3059,861,33,003,955600
"Census Tract 9558, Carroll County, New Hampshire",1400000US33003955800,2676,51.8,2649,2,0,6,0,0,2786,1152,978,174,462,24,210100,15,2,4,2670,373,28343,42,49250,1027,1564,18,1540,1502,1375,284,33,003,955800
"Census Tract 9559, Carroll County, New Hampshire",1400000US33003955900,4273,49.2,4083,59,24,0,0,0,3113,1837,1465,372,915,99,167300,0,0,0,4038,769,24923,16,45980,1421,2716,32,2521,2506,2290,327,33,003,955900
"Census Tract 9560, Carroll County, New Hampshire",1400000US33003956000,5835,51.3,5754,3,21,29,0,0,4124,2305,2032,273,776,287,208500,23,0,0,5784,322,27588,102,55975,2275,3288,17,3557,3418,3122,964,33,003,956000
"Census Tract 9561, Carroll County, New Hampshire",1400000US33003956100,6208,54.4,6111,1,0,57,0,1,4717,2778,2265,513,935,120,283200,55,14,29,6108,562,36259,170,51051,2557,3360,49,3078,2950,2700,1001,33,003,956100
"Census Tract 9563, Carroll County, New Hampshire",1400000US33003956300,4042,53.9,3952,1,0,43,9,7,4917,1791,1507,284,702,110,328800,101,38,15,4042,184,56267,254,69869,1143,2767,16,2331,2275,2143,932,33,003,956300
"Census Tract 9564, Carroll County, New Hampshire",1400000US33003956400,2098,53.5,2075,0,0,0,0,12,2319,925,786,139,340,0,265100,12,3,0,2098,143,29554,21,54770,817,1220,11,1076,1005,976,308,33,003,956400
"Census Tract 9701, Cheshire County, New Hampshire",1400000US33005970100,4263,47.8,4191,13,0,4,0,26,2104,1756,1473,283,554,41,190100,7,0,0,4251,463,29155,31,60795,1949,2231,28,2736,2710,2418,823,33,005,970100
"Census Tract 9702, Cheshire County, New Hampshire",1400000US33005970200,3747,45.2,3649,0,22,15,0,49,1722,1587,1243,344,647,48,210900,0,0,0,3739,167,38980,89,69375,1365,2304,38,2317,2287,2032,787,33,005,970200
"Census Tract 9704, Cheshire County, New Hampshire",1400000US33005970400,5014,49.8,4923,28,4,12,0,5,3350,2091,1740,351,880,36,236000,21,0,16,4964,276,34209,90,65665,2480,2332,53,3059,2994,2716,1068,33,005,970400
"Census Tract 9705, Cheshire County, New Hampshire",1400000US33005970500,5337,46.2,5212,0,11,101,0,0,2386,2112,1475,637,1204,45,187600,17,0,0,5220,741,30366,47,62800,2718,2520,0,3095,3017,2678,488,33,005,970500
"Census Tract 9706, Cheshire County, New Hampshire",1400000US33005970600,5907,31.1,5417,151,0,122,0,10,2156,1816,1460,356,985,42,225900,9,12,6,4867,427,28190,76,67466,2071,3582,26,3910,3768,2597,733,33,005,970600
"Census Tract 9707, Cheshire County, New Hampshire",1400000US33005970700,3580,47.3,3475,3,4,17,0,6,1716,1454,1299,155,384,47,170100,3,0,0,3564,200,31184,76,56827,1476,2037,10,2250,2199,2045,519,33,005,970700
