NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 901, Accomack County, Virginia",1400000US51001090100,2919,53.5,2676,97,15,24,0,37,30,4276,1382,1052,330,827,0,15,0,260,487,65,222500,8,11,0,2893,317,29039,56,47414,1058,1780,18,1656,1595,1424,336,51,001,090100
"Census Tract 902, Accomack County, Virginia",1400000US51001090200,6407,46.0,4407,1961,0,0,0,274,31,4153,2638,1799,839,2250,0,48,0,339,1863,0,154800,0,0,0,6374,956,23010,75,39130,2838,3369,51,3681,3421,3382,764,51,001,090200
"Census Tract 903, Accomack County, Virginia",1400000US51001090300,2456,40.4,1842,485,16,23,0,158,42,1328,1065,706,359,802,2,31,18,171,493,87,88800,0,0,0,2449,589,20029,9,31625,1489,870,7,1519,1435,1187,66,51,001,090300
"Census Tract 904, Accomack County, Virginia",1400000US51001090400,6165,38.0,3301,2392,0,0,0,1610,364,2859,2232,1360,872,2697,91,2,60,624,1535,385,143400,39,0,0,5869,1641,19809,28,32222,3643,1416,4,3750,2618,3112,213,51,001,090400
"Census Tract 905, Accomack County, Virginia",1400000US51001090500,2574,41.6,1661,878,0,7,0,290,15,1388,1092,738,354,870,15,29,9,207,588,22,110000,0,0,0,2567,618,20685,0,35833,1592,671,12,1502,1201,1363,210,51,001,090500
"Census Tract 906, Accomack County, Virginia",1400000US51001090600,3751,57.3,2964,763,0,8,0,90,4,2446,1881,1378,503,1070,59,65,18,429,433,66,213600,15,0,5,3716,1028,30242,68,44770,1940,1634,20,2013,1844,1872,509,51,001,090600
"Census Tract 907, Accomack County, Virginia",1400000US51001090700,5126,42.2,3128,1814,91,0,0,258,0,2637,2012,1597,415,1087,15,239,171,59,564,39,150300,0,0,0,5075,666,24096,68,40388,3072,1805,37,2738,2606,2388,412,51,001,090700
"Census Tract 908, Accomack County, Virginia",1400000US51001090800,3662,46.2,2390,1183,0,0,0,193,2,1953,1517,975,542,1134,2,17,26,411,521,157,129700,0,0,0,3645,526,21249,12,35986,2283,1256,27,2361,2154,2194,525,51,001,090800
"Census Tract 9801, Accomack County, Virginia",1400000US51001980100,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,51,001,980100
"Census Tract 9802, Accomack County, Virginia",1400000US51001980200,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,51,001,980200
"Census Tract 9901, Accomack County, Virginia",1400000US51001990100,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,51,001,990100
"Census Tract 9902, Accomack County, Virginia",1400000US51001990200,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,51,001,990200
"Census Tract 101, Albemarle County, Virginia",1400000US51003010100,5575,47.6,5003,311,0,103,0,58,125,2367,2145,1604,541,1179,122,0,16,213,828,0,357400,50,15,36,5543,445,41467,276,76188,2844,2462,54,3280,3178,3028,1260,51,003,010100
"Census Tract 102.01, Albemarle County, Virginia",1400000US51003010201,4713,44.3,3921,434,6,51,0,469,239,1848,1718,1502,216,663,9,20,50,204,295,85,275700,29,8,0,4713,231,35698,129,71125,1945,2008,83,2840,2414,2578,1328,51,003,010201
"Census Tract 102.02, Albemarle County, Virginia",1400000US51003010202,3251,47.7,3002,64,0,58,7,174,30,1405,1289,1148,141,271,0,26,0,19,170,56,481300,57,22,80,3235,208,65904,304,116406,1356,1739,52,1805,1694,1641,1201,51,003,010202
"Census Tract 103, Albemarle County, Virginia",1400000US51003010300,8804,37.3,7188,407,0,739,0,417,162,3468,3336,2249,1087,2487,0,0,0,361,1747,379,285500,16,0,0,8750,380,36802,211,79576,4159,3524,240,5370,4551,4903,2834,51,003,010300
"Census Tract 104.01, Albemarle County, Virginia",1400000US51003010401,4390,50.6,3896,337,48,10,0,2,0,2172,1837,1375,462,814,52,89,9,236,328,100,417200,88,9,22,4380,150,50700,292,75226,2629,1554,51,2537,2419,2360,1186,51,003,010401
"Census Tract 104.02, Albemarle County, Virginia",1400000US51003010402,3080,54.5,2855,130,5,0,0,111,0,1425,1291,1134,157,408,0,0,188,47,173,0,543500,51,16,0,3080,208,56222,295,96328,1415,1538,31,1648,1604,1500,928,51,003,010402
"Census Tract 105, Albemarle County, Virginia",1400000US51003010500,5325,44.4,4249,814,0,109,0,33,0,2561,2341,1163,1178,2246,0,0,47,486,1632,81,338600,0,0,0,5046,110,43736,253,73552,2052,2736,58,2701,2454,2555,1710,51,003,010500
"Census Tract 106.01, Albemarle County, Virginia",1400000US51003010601,6052,40.6,4569,1101,0,294,0,179,49,2729,2545,1152,1393,2803,0,0,17,262,1439,1085,311500,0,0,0,5852,961,32368,108,57003,3176,2399,30,3436,3106,2786,1461,51,003,010601
"Census Tract 106.02, Albemarle County, Virginia",1400000US51003010602,3533,40.4,2965,349,0,154,0,67,0,1772,1524,1092,432,1021,0,0,164,31,603,223,375000,0,0,0,3533,223,42172,128,83539,1434,1675,62,2085,1868,1954,1333,51,003,010602
"Census Tract 107, Albemarle County, Virginia",1400000US51003010700,5629,38.1,3176,1641,20,178,0,602,179,2763,2478,937,1541,3452,0,38,56,457,2581,320,161300,15,0,0,5350,696,27785,32,50120,2850,1675,122,4020,3133,3589,1065,51,003,010700
"Census Tract 108, Albemarle County, Virginia",1400000US51003010800,4635,42.8,3476,615,114,93,18,221,101,2838,2329,1027,1302,2485,13,0,50,805,1289,328,285100,0,0,40,4607,470,43290,143,51074,1908,2130,107,2869,2500,2629,1306,51,003,010800
"Census Tract 109.01, Albemarle County, Virginia",1400000US51003010901,1785,26.5,1119,81,18,483,0,131,0,868,633,113,520,970,0,4,3,68,719,176,278800,0,0,0,1140,402,20976,33,27008,424,689,35,1495,870,789,689,51,003,010901
"Census Tract 109.02, Albemarle County, Virginia",1400000US51003010902,3320,19.7,2148,224,12,608,9,330,116,523,494,59,435,1040,0,0,0,155,755,130,359600,0,0,0,1169,339,8850,10,35536,1252,1111,98,3040,2112,677,397,51,003,010902
"Census Tract 109.03, Albemarle County, Virginia",1400000US51003010903,3715,19.5,2553,319,4,554,0,216,8,30,30,0,30,64,0,0,0,30,22,12,-666666666,0,0,0,64,64,2431,0,8452,1522,1530,158,3691,2951,64,34,51,003,010903
"Census Tract 110, Albemarle County, Virginia",1400000US51003011000,6087,52.2,5708,149,0,100,0,68,22,2663,2361,2189,172,454,0,0,0,121,299,34,578600,309,37,37,6074,252,72192,820,138494,2153,3460,64,3088,2892,2876,2373,51,003,011000
"Census Tract 111, Albemarle County, Virginia",1400000US51003011100,8221,39.5,7257,352,0,396,0,97,1,3430,3210,2438,772,1745,235,0,0,319,933,258,339800,96,15,0,8211,397,36758,270,78977,4163,3463,75,4630,4464,4223,2627,51,003,011100
"Census Tract 112.01, Albemarle County, Virginia",1400000US51003011201,4296,48.3,4025,69,0,6,0,225,94,1947,1715,1179,536,1271,0,113,36,212,664,246,347600,44,0,8,4271,459,33833,136,59975,2518,1590,41,2667,2420,2412,970,51,003,011201
"Census Tract 112.02, Albemarle County, Virginia",1400000US51003011202,3522,44.7,3002,200,0,201,0,158,15,1478,1342,1166,176,369,0,0,11,34,290,34,373000,89,19,22,3522,174,57875,271,100455,1767,1425,71,2066,1906,1920,1350,51,003,011202
