NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 85.26, Adams County, Colorado",1400000US08001008526,6710,37.5,5793,230,60,376,0,89,2578,2542,2006,536,1335,419,317800,13,0,13,6699,297,39016,247,90660,3599,2603,14,4229,3750,3747,1726,08,001,008526
"Census Tract 85.29, Adams County, Colorado",1400000US08001008529,7496,32.7,6350,132,73,550,0,206,3438,3141,1207,1934,4252,652,255800,0,0,0,7481,499,30473,45,68049,3501,3128,69,4974,4061,4323,1442,08,001,008529
"Census Tract 85.33, Adams County, Colorado",1400000US08001008533,8237,30.2,7375,131,82,134,0,256,3111,2953,1422,1531,3842,890,218400,18,0,0,8095,508,31314,89,68927,4138,3193,21,5314,4373,4568,1238,08,001,008533
"Census Tract 85.34, Adams County, Colorado",1400000US08001008534,4747,32.9,4308,8,0,91,0,39,1454,1379,1247,132,550,174,215500,0,0,8,4747,90,27691,72,88368,2900,1558,43,3131,2735,2651,516,08,001,008534
"Census Tract 85.35, Adams County, Colorado",1400000US08001008535,3784,31.0,3367,24,60,109,0,121,1162,1104,763,341,1277,84,255300,0,0,0,3768,106,25523,30,76500,2358,1070,17,2241,1692,1988,650,08,001,008535
"Census Tract 85.36, Adams County, Colorado",1400000US08001008536,2797,33.2,2449,33,9,150,0,63,930,895,800,95,326,13,280600,0,0,0,2797,53,36343,94,95625,1379,1066,27,1821,1420,1688,536,08,001,008536
"Census Tract 85.37, Adams County, Colorado",1400000US08001008537,6896,30.0,5929,80,149,144,0,164,1960,1906,1641,265,978,23,278100,0,0,0,6868,317,28409,75,90316,4284,2054,23,4211,3319,3524,911,08,001,008537
"Census Tract 85.38, Adams County, Colorado",1400000US08001008538,6517,34.2,5589,126,17,246,0,271,2105,2034,1855,179,800,46,299300,0,0,0,6502,143,35554,199,99621,3094,2927,145,3943,3411,3688,1773,08,001,008538
"Census Tract 85.39, Adams County, Colorado",1400000US08001008539,9947,29.5,8154,281,83,291,197,154,2922,2843,2448,395,1453,402,230800,0,0,23,9947,245,25361,39,83616,5801,2907,122,5741,4366,5429,1616,08,001,008539
"Census Tract 85.40, Adams County, Colorado",1400000US08001008540,7319,35.2,6453,43,27,550,0,126,2400,2382,2282,100,419,125,314500,13,0,0,7319,122,35542,127,99259,3545,2900,130,4499,3592,4064,1819,08,001,008540
"Census Tract 85.41, Adams County, Colorado",1400000US08001008541,4897,47.1,4527,17,24,130,0,101,1823,1800,1729,71,150,33,463300,0,0,13,4881,229,49440,325,117604,2198,2479,14,3030,2800,2862,1064,08,001,008541
"Census Tract 85.42, Adams County, Colorado",1400000US08001008542,7912,31.4,6812,425,16,84,118,110,2487,2382,1963,419,1350,309,245100,0,0,0,7912,388,28590,33,90000,4333,3238,46,4813,4273,4247,1300,08,001,008542
"Census Tract 85.43, Adams County, Colorado",1400000US08001008543,8514,35.7,7742,87,42,52,21,396,2647,2602,1899,703,2397,84,226400,14,0,0,8309,503,31098,190,74722,4306,2839,35,4807,3375,4114,1090,08,001,008543
"Census Tract 85.44, Adams County, Colorado",1400000US08001008544,4968,32.8,4135,31,20,430,0,42,1603,1513,1331,182,634,216,332500,0,0,8,4959,69,35542,134,103885,2628,1762,54,3020,2485,2772,1340,08,001,008544
"Census Tract 85.45, Adams County, Colorado",1400000US08001008545,7721,36.6,6410,175,42,560,0,158,2293,2293,2004,289,1101,0,283200,0,0,0,7692,358,36145,184,103006,3711,3513,104,4717,4151,3955,1538,08,001,008545
"Census Tract 85.46, Adams County, Colorado",1400000US08001008546,3069,34.5,2692,0,0,148,0,149,1138,1104,894,210,629,138,208900,0,0,0,3041,96,32986,30,75625,1547,1232,46,2070,1839,1892,555,08,001,008546
"Census Tract 85.47, Adams County, Colorado",1400000US08001008547,4103,31.6,3895,0,61,41,0,61,1199,1199,775,424,1713,22,227000,0,0,0,3899,105,26739,45,73951,2389,1349,31,2719,2311,2335,457,08,001,008547
"Census Tract 85.48, Adams County, Colorado",1400000US08001008548,1556,34.1,1420,40,0,39,4,37,568,562,413,149,470,51,242400,0,0,2,1525,31,35577,14,84500,964,536,4,1022,902,975,314,08,001,008548
"Census Tract 85.49, Adams County, Colorado",1400000US08001008549,4451,31.1,3862,29,181,133,0,82,1314,1292,999,293,1187,38,217200,0,0,0,4441,410,27869,60,79886,2908,922,52,2858,2323,2560,773,08,001,008549
"Census Tract 85.50, Adams County, Colorado",1400000US08001008550,8248,39.0,7091,65,22,637,0,61,2772,2693,2457,236,994,21,244000,0,0,0,8237,283,29704,124,81655,4642,2716,78,5294,4454,4594,1642,08,001,008550
"Census Tract 85.51, Adams County, Colorado",1400000US08001008551,1365,35.3,1129,12,0,208,0,0,368,368,335,33,208,0,458200,5,0,0,1365,36,39047,65,124722,666,548,9,818,596,747,339,08,001,008551
"Census Tract 86.03, Adams County, Colorado",1400000US08001008603,2089,32.3,1913,28,0,11,5,99,793,742,282,460,1303,27,128700,0,0,4,2089,506,17037,7,37687,1114,413,11,1335,692,1144,79,08,001,008603
"Census Tract 86.04, Adams County, Colorado",1400000US08001008604,4970,34.3,4030,282,91,0,0,334,1079,1061,698,363,1099,44,192500,0,0,0,3526,397,20110,8,51496,2795,1411,12,3587,2533,3066,247,08,001,008604
"Census Tract 86.05, Adams County, Colorado",1400000US08001008605,3600,38.7,3324,0,10,96,0,55,1335,1282,708,574,1356,190,237700,0,0,0,3572,295,25849,64,57500,2207,1199,13,2174,1874,1881,323,08,001,008605
"Census Tract 86.06, Adams County, Colorado",1400000US08001008606,6576,31.1,5156,1,50,453,0,691,2300,2242,1026,1216,3957,284,160700,0,0,0,6576,1175,21174,8,44517,3437,1430,92,4125,2215,3414,492,08,001,008606
"Census Tract 87.05, Adams County, Colorado",1400000US08001008705,5126,35.1,4559,196,75,11,0,159,1643,1490,933,557,2112,26,151100,0,0,52,5020,1034,15826,0,41165,3053,947,13,3038,1601,2571,214,08,001,008705
"Census Tract 87.06, Adams County, Colorado",1400000US08001008706,5140,32.5,4521,141,0,9,0,403,1683,1524,869,655,2261,161,148800,0,0,0,5061,1282,17440,25,46763,2793,987,16,3224,1720,2663,208,08,001,008706
"Census Tract 87.09, Adams County, Colorado",1400000US08001008709,7990,28.2,6389,412,88,29,0,904,2568,2447,836,1611,5425,381,137700,0,0,0,7943,2619,14041,0,36329,4897,1463,203,4417,2154,3637,183,08,001,008709
"Census Tract 88.01, Adams County, Colorado",1400000US08001008801,5941,26.8,5055,283,31,0,0,480,1514,1496,886,610,2348,140,137800,0,0,0,5912,1789,14719,22,40318,3873,836,0,3113,1736,2655,109,08,001,008801
"Census Tract 88.02, Adams County, Colorado",1400000US08001008802,4927,29.4,4073,110,108,72,0,289,1253,1200,708,492,1964,27,105500,0,0,0,4790,1235,16097,8,45000,2570,835,60,3051,1423,2584,110,08,001,008802
"Census Tract 89.01, Adams County, Colorado",1400000US08001008901,2400,31.3,1974,154,126,6,0,106,764,710,443,267,840,105,135200,0,0,0,2400,604,16891,6,45163,1534,582,23,1427,992,1156,70,08,001,008901
"Census Tract 90.01, Adams County, Colorado",1400000US08001009001,4306,32.6,3237,251,17,56,0,467,1549,1435,931,504,1642,104,165600,0,0,0,4240,807,20194,7,47630,2739,1014,26,2620,1771,2229,199,08,001,009001
"Census Tract 90.02, Adams County, Colorado",1400000US08001009002,10580,28.0,8737,187,323,111,0,638,3400,3210,1929,1281,4635,249,167400,0,0,0,10569,1799,19126,122,51250,5314,2616,110,6436,3381,5043,385,08,001,009002
"Census Tract 91.01, Adams County, Colorado",1400000US08001009101,4694,36.0,4289,61,103,0,0,129,1526,1455,1124,331,1017,37,163300,6,0,0,4610,750,22440,16,54435,2805,945,21,2969,2015,2374,252,08,001,009101
"Census Tract 91.03, Adams County, Colorado",1400000US08001009103,3772,30.0,3416,0,34,28,0,241,1132,1059,803,256,1087,211,57000,0,0,0,3772,311,16228,0,48922,1831,709,107,2133,1125,1910,199,08,001,009103
"Census Tract 91.04, Adams County, Colorado",1400000US08001009104,6168,29.5,5338,128,100,129,51,272,1952,1866,1356,510,1603,92,181700,0,0,5,6140,975,21854,8,61094,3573,1469,59,3929,2575,3402,454,08,001,009104
"Census Tract 92.02, Adams County, Colorado",1400000US08001009202,4708,28.8,4146,61,54,52,0,217,1507,1414,926,488,2022,169,167600,11,0,0,4698,556,17922,0,53349,2919,1024,20,2877,1939,2243,228,08,001,009202
"Census Tract 92.03, Adams County, Colorado",1400000US08001009203,3750,26.7,3077,77,45,184,0,170,1716,1490,63,1427,3467,486,240200,0,0,0,3658,706,20170,6,39405,1723,1224,28,2559,1563,1864,184,08,001,009203
"Census Tract 92.04, Adams County, Colorado",1400000US08001009204,7000,28.9,4995,264,255,768,21,289,2609,2569,1270,1299,2948,219,244700,0,0,0,6974,379,25775,29,65480,3266,2655,93,4958,3479,3997,1044,08,001,009204
"Census Tract 92.06, Adams County, Colorado",1400000US08001009206,2199,35.7,1661,13,6,232,7,79,781,781,610,171,464,0,213500,0,0,0,2186,269,30308,30,75625,1256,593,27,1435,936,1244,308,08,001,009206
"Census Tract 92.07, Adams County, Colorado",1400000US08001009207,4991,31.6,4159,64,35,194,0,396,1628,1584,837,747,2530,349,191300,0,0,0,4969,532,21192,0,60074,2477,1234,76,3352,1994,2930,342,08,001,009207
"Census Tract 93.04, Adams County, Colorado",1400000US08001009304,6151,35.5,5190,80,27,267,0,214,2195,2195,1349,846,2373,178,197200,0,0,0,6151,1033,22186,0,47109,3016,1717,164,3593,2558,3054,546,08,001,009304
"Census Tract 93.06, Adams County, Colorado",1400000US08001009306,3694,38.2,3322,0,0,31,19,254,1243,1243,1000,243,972,0,195000,0,0,3,3694,508,25927,25,57750,2189,1047,0,2406,1694,2111,385,08,001,009306
"Census Tract 93.07, Adams County, Colorado",1400000US08001009307,4000,33.4,3558,49,110,32,0,105,1306,1211,676,535,1906,211,196100,0,0,7,3922,605,19111,13,53869,2285,1009,85,2515,1715,2077,221,08,001,009307
"Census Tract 93.08, Adams County, Colorado",1400000US08001009308,4789,30.5,3852,0,261,0,0,514,1441,1334,788,546,2126,77,167700,0,0,0,4756,970,17264,12,45741,2788,789,48,3048,1379,2435,134,08,001,009308
"Census Tract 93.09, Adams County, Colorado",1400000US08001009309,3555,35.4,2806,40,22,435,0,84,1496,1434,874,560,1188,120,192600,0,0,7,3555,342,25694,13,55000,1498,1113,66,2335,1408,1954,352,08,001,009309
"Census Tract 93.10, Adams County, Colorado",1400000US08001009310,5612,34.0,4873,67,93,161,0,323,1997,1930,994,936,2718,290,179500,7,0,0,5612,816,20187,28,48793,3079,1308,28,3635,2113,3209,311,08,001,009310
"Census Tract 93.16, Adams County, Colorado",1400000US08001009316,6916,34.8,6336,0,35,30,0,356,2314,2098,1530,568,2207,431,33900,0,0,0,6916,961,15926,9,41599,3031,2119,111,3955,2101,3346,53,08,001,009316
"Census Tract 93.18, Adams County, Colorado",1400000US08001009318,6931,29.1,5896,126,60,166,0,600,2307,2214,867,1347,4284,71,121800,0,0,0,6852,1892,16737,36,37398,3371,1517,20,3998,2029,3408,321,08,001,009318
"Census Tract 93.19, Adams County, Colorado",1400000US08001009319,2613,32.0,2363,17,32,29,0,143,933,887,454,433,1432,170,71300,0,0,0,2613,758,22762,23,37574,1138,646,21,1612,761,1379,90,08,001,009319
"Census Tract 93.20, Adams County, Colorado",1400000US08001009320,2800,31.2,2409,52,21,67,0,130,1209,1007,427,580,1689,199,43700,0,0,0,2748,623,17023,0,40823,1528,652,35,1802,1139,1528,169,08,001,009320
"Census Tract 93.21, Adams County, Colorado",1400000US08001009321,3752,32.0,3125,89,58,268,0,158,1416,1290,725,565,1415,82,46100,0,0,0,3752,676,19808,16,40938,1913,988,16,2386,1336,1843,328,08,001,009321
"Census Tract 93.22, Adams County, Colorado",1400000US08001009322,4507,32.7,3971,35,11,130,0,310,1650,1560,1257,303,923,0,74100,0,0,0,4475,904,21933,30,47780,2224,1327,51,2690,1658,2284,285,08,001,009322
"Census Tract 93.23, Adams County, Colorado",1400000US08001009323,3946,30.7,3372,103,76,254,23,58,1517,1476,518,958,2509,222,230300,0,0,0,3915,487,24222,25,46714,2183,1152,8,2623,2013,2264,435,08,001,009323
"Census Tract 93.25, Adams County, Colorado",1400000US08001009325,5187,42.5,4503,125,0,213,0,0,2505,2330,1166,1164,2552,426,344600,0,12,25,5187,480,42987,236,68981,2095,2678,49,3557,3252,3053,1471,08,001,009325
"Census Tract 93.26, Adams County, Colorado",1400000US08001009326,2588,46.8,2112,77,0,257,22,50,1118,1090,808,282,554,95,334200,0,0,0,2588,36,45592,118,91339,1298,1120,32,1679,1422,1489,678,08,001,009326
"Census Tract 93.27, Adams County, Colorado",1400000US08001009327,3900,39.7,3414,31,13,253,0,78,1630,1573,1134,439,1280,381,237500,0,0,0,3889,699,30058,30,62147,1575,1810,16,2241,1743,1916,548,08,001,009327
"Census Tract 94.01, Adams County, Colorado",1400000US08001009401,5392,35.6,4197,52,5,444,8,568,1900,1849,1244,605,1737,78,194200,0,0,6,5373,340,23536,20,56907,2960,1641,21,3372,2439,2795,543,08,001,009401
"Census Tract 94.06, Adams County, Colorado",1400000US08001009406,4629,36.5,3957,72,51,285,0,118,1718,1677,1033,644,1561,214,202600,0,0,8,4612,440,27228,14,63537,2407,1658,49,2900,2246,2500,574,08,001,009406
"Census Tract 94.07, Adams County, Colorado",1400000US08001009407,5369,32.5,4063,73,296,242,22,259,1790,1759,1015,744,2550,331,198600,0,0,0,5338,894,25487,37,64943,3138,1577,31,3394,2569,2812,490,08,001,009407
"Census Tract 94.08, Adams County, Colorado",1400000US08001009408,4539,36.8,3868,71,22,349,0,57,1792,1655,1276,379,923,260,334900,0,0,0,4527,78,45822,173,104514,1826,2166,40,2910,2503,2709,1573,08,001,009408
"Census Tract 94.09, Adams County, Colorado",1400000US08001009409,5674,41.1,5237,115,145,177,0,0,2279,2213,1651,562,1258,102,294100,12,0,0,5674,158,45956,270,98299,2691,2580,39,3346,2939,3117,1554,08,001,009409
"Census Tract 94.10, Adams County, Colorado",1400000US08001009410,3109,51.4,2795,58,0,77,2,43,1234,1183,1136,47,107,6,375000,0,0,10,3096,84,53194,228,114432,1368,1599,32,1840,1693,1741,1095,08,001,009410
"Census Tract 94.11, Adams County, Colorado",1400000US08001009411,3163,38.4,2885,39,51,41,0,48,1263,1222,825,397,1136,85,291200,0,0,0,3163,235,34834,44,74485,1425,1579,54,2140,1899,1895,791,08,001,009411
"Census Tract 95.01, Adams County, Colorado",1400000US08001009501,3192,30.6,2580,0,96,120,0,236,1144,1137,610,527,1410,275,175000,0,0,0,3173,644,19263,0,39375,1702,706,9,2059,1357,1748,309,08,001,009501
"Census Tract 95.02, Adams County, Colorado",1400000US08001009502,4342,32.0,3478,17,200,113,0,355,1342,1286,992,294,1178,66,183100,10,0,0,4342,579,22315,47,55809,2666,812,45,2856,1725,2482,254,08,001,009502
"Census Tract 95.53, Adams County, Colorado",1400000US08001009553,3137,40.0,2397,55,55,55,0,275,1160,1093,627,466,1421,0,192100,0,0,0,3137,884,18422,0,44618,1652,624,32,2016,1091,1870,207,08,001,009553
"Census Tract 96.03, Adams County, Colorado",1400000US08001009603,6021,31.2,4955,230,107,155,0,225,2404,2196,1015,1181,3111,87,176600,0,0,0,5918,748,19413,0,43868,3038,2377,20,3736,3060,3137,463,08,001,009603
"Census Tract 96.04, Adams County, Colorado",1400000US08001009604,4630,36.4,3844,86,20,194,0,368,2015,1854,917,937,2147,341,164400,0,0,0,4456,872,24658,36,45000,2448,1585,43,2781,2012,2400,410,08,001,009604
"Census Tract 96.06, Adams County, Colorado",1400000US08001009606,2773,34.6,2397,27,120,5,16,191,1146,1038,368,670,1651,148,187800,0,0,0,2766,748,20800,25,39563,1382,658,6,1843,993,1465,188,08,001,009606
"Census Tract 96.07, Adams County, Colorado",1400000US08001009607,5266,33.3,4249,109,80,402,0,247,1948,1785,860,925,2386,414,233500,0,0,0,5082,596,22008,26,46673,2929,1257,80,3437,2250,2772,493,08,001,009607
"Census Tract 96.08, Adams County, Colorado",1400000US08001009608,3161,39.7,2372,4,47,336,0,314,1289,1289,1109,180,515,55,219800,8,0,0,3151,217,35106,86,67230,1623,1206,7,2201,1830,1978,640,08,001,009608
"Census Tract 97.51, Adams County, Colorado",1400000US08001009751,3724,29.1,3477,50,20,14,15,114,1387,1317,746,571,1753,121,142600,0,0,0,3724,1109,20256,16,43633,1574,1281,28,2650,1688,1839,493,08,001,009751
"Census Tract 97.52, Adams County, Colorado",1400000US08001009752,3289,34.6,2473,80,23,189,0,454,1065,1029,693,336,979,41,206700,6,0,0,3252,239,20633,6,55341,1844,726,50,2119,1224,1695,303,08,001,009752
"Census Tract 150, Adams County, Colorado",1400000US08001015000,2928,40.5,2650,0,16,0,0,106,1167,1107,789,318,1140,0,43700,0,0,0,2901,440,18912,6,37033,1820,630,34,1694,1104,1513,59,08,001,015000
"Census Tract 600, Adams County, Colorado",1400000US08001060000,5154,38.3,4548,83,83,293,0,102,1788,1711,1432,279,492,159,426000,0,0,0,5148,148,46257,251,114481,2828,1966,38,3216,2948,2941,1573,08,001,060000
"Census Tract 601, Adams County, Colorado",1400000US08001060100,7619,35.0,6534,205,0,500,0,192,2400,2314,1919,395,1483,350,269000,60,14,0,7619,1013,31766,198,82807,4122,2555,179,4934,3941,4389,1787,08,001,060100
"Census Tract 602, Adams County, Colorado",1400000US08001060200,3726,32.5,3223,177,0,166,26,43,1842,1669,608,1061,2230,363,231900,0,0,0,3696,409,37421,149,60707,1478,2018,36,2749,2478,2468,968,08,001,060200
"Census Tract 612, Adams County, Colorado",1400000US08001061200,1654,34.1,1473,5,0,132,0,28,548,548,495,53,153,0,347300,7,0,0,1654,0,41636,75,109211,748,778,20,1095,976,989,539,08,001,061200
"Census Tract 9887, Adams County, Colorado",1400000US08001988700,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,0,0,0,0,0,-666666666,0,-666666666,0,0,0,0,0,0,0,08,001,988700
"Census Tract 9600, Alamosa County, Colorado",1400000US08003960000,1547,45.8,1447,12,19,10,0,28,826,620,495,125,358,69,148600,0,0,0,1543,317,21907,11,42375,862,591,6,972,740,833,214,08,003,960000
"Census Tract 9601, Alamosa County, Colorado",1400000US08003960100,2841,38.1,2500,0,41,44,0,139,938,911,739,172,597,65,159300,4,0,0,2832,371,21261,29,45897,1689,987,23,1537,1254,1213,410,08,003,960100
"Census Tract 9602, Alamosa County, Colorado",1400000US08003960200,6561,28.2,5773,152,58,119,28,226,2792,2560,1248,1312,2837,168,153800,0,0,0,5903,1983,19876,24,42183,3363,2792,46,4330,3499,2769,942,08,003,960200
"Census Tract 9603, Alamosa County, Colorado",1400000US08003960300,5404,27.3,4544,173,334,0,11,252,2172,1855,902,953,2400,617,112200,0,0,0,4984,2115,13293,9,25093,3549,1087,55,3419,2192,2433,296,08,003,960300
"Census Tract 49.51, Arapahoe County, Colorado",1400000US08005004951,2345,27.1,1778,78,41,116,15,279,1274,1187,131,1056,2169,321,130300,0,0,0,2345,550,24141,0,37878,548,1171,45,2184,1583,1550,671,08,005,004951
"Census Tract 49.52, Arapahoe County, Colorado",1400000US08005004952,2560,30.4,1746,243,0,195,19,260,1635,1540,21,1519,2524,401,267200,0,0,0,2560,541,29997,0,38152,549,1305,62,2227,1426,1773,727,08,005,004952
"Census Tract 55.51, Arapahoe County, Colorado",1400000US08005005551,3305,30.7,2206,58,2,71,0,813,1131,1094,515,579,1811,55,133700,0,0,0,3238,790,17421,0,45076,1586,1038,39,2317,1462,1911,302,08,005,005551
"Census Tract 55.52, Arapahoe County, Colorado",1400000US08005005552,2516,38.0,1988,0,47,0,0,323,1159,1086,654,432,1010,34,92500,7,0,0,2516,706,18900,0,32880,1138,966,40,1464,1060,1234,266,08,005,005552
"Census Tract 55.53, Arapahoe County, Colorado",1400000US08005005553,3869,35.3,3227,197,13,92,0,134,1518,1475,842,633,1708,127,214500,0,0,0,3854,533,25099,12,54375,2301,1348,45,2488,2138,2171,392,08,005,005553
"Census Tract 56.11, Arapahoe County, Colorado",1400000US08005005611,5201,43.8,4593,58,38,299,0,0,1976,1852,1583,269,655,131,310800,8,0,18,5189,397,39551,132,75242,2295,2379,20,2887,2666,2521,1328,08,005,005611
"Census Tract 56.12, Arapahoe County, Colorado",1400000US08005005612,3788,41.0,3513,13,7,89,0,51,1586,1566,1018,548,1220,46,763800,229,105,72,3788,221,82734,392,78750,1680,1791,93,2372,2185,2068,1145,08,005,005612
"Census Tract 56.14, Arapahoe County, Colorado",1400000US08005005614,3351,39.9,3049,26,28,50,0,149,1317,1273,1155,118,413,37,319700,9,0,9,3351,88,37109,55,91597,1453,1657,35,1955,1675,1834,768,08,005,005614
"Census Tract 56.19, Arapahoe County, Colorado",1400000US08005005619,4506,43.6,4261,0,60,85,0,19,1867,1740,1397,343,776,0,316900,73,18,39,4477,253,45930,183,80000,2415,1846,15,2902,2621,2613,1203,08,005,005619
"Census Tract 56.20, Arapahoe County, Colorado",1400000US08005005620,2725,45.1,2508,8,0,150,0,20,1809,1665,785,880,1556,276,207700,0,0,0,2725,216,37355,18,53508,911,1545,15,1740,1373,1473,743,08,005,005620
"Census Tract 56.21, Arapahoe County, Colorado",1400000US08005005621,3295,47.5,3113,0,6,65,0,0,1210,1184,1080,104,252,0,471500,0,9,22,3295,177,59734,286,121538,1365,1674,8,1798,1629,1660,1044,08,005,005621
"Census Tract 56.22, Arapahoe County, Colorado",1400000US08005005622,2345,48.4,2204,26,0,57,0,49,939,927,654,273,578,73,731900,79,73,29,2345,73,77679,311,116406,886,1268,37,1420,1300,1316,889,08,005,005622
"Census Tract 56.23, Arapahoe County, Colorado",1400000US08005005623,4226,47.3,4054,2,12,45,0,41,1792,1752,1411,341,653,71,369900,48,0,10,4197,184,49330,204,98929,1790,2131,39,2579,2451,2369,1525,08,005,005623
"Census Tract 56.24, Arapahoe County, Colorado",1400000US08005005624,2369,48.4,2111,168,0,34,0,0,848,841,774,67,235,0,380000,12,0,0,2369,96,44236,98,109792,845,1263,56,1319,1279,1176,683,08,005,005624
"Census Tract 56.25, Arapahoe County, Colorado",1400000US08005005625,3086,41.2,2926,0,0,0,14,53,1254,1221,889,332,869,111,275300,0,0,0,3081,369,31116,43,68981,1323,1377,68,1962,1711,1801,685,08,005,005625
"Census Tract 56.26, Arapahoe County, Colorado",1400000US08005005626,3757,44.3,3522,0,2,33,0,109,1660,1627,1153,474,836,36,272900,0,0,0,3757,233,34611,46,61840,1498,2055,71,2273,2198,2083,935,08,005,005626
"Census Tract 56.27, Arapahoe County, Colorado",1400000US08005005627,4567,46.3,4376,1,3,22,0,39,1840,1818,1633,185,465,71,380300,9,0,30,4564,124,49260,209,99318,1723,2595,41,2587,2480,2479,1615,08,005,005627
"Census Tract 56.28, Arapahoe County, Colorado",1400000US08005005628,5777,44.0,5406,36,22,119,0,133,2285,2285,1804,481,1124,38,292900,0,0,0,5674,247,37920,141,80480,2125,3234,86,3543,3212,3150,1765,08,005,005628
