NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 4001, Alameda County, California",1400000US06001400100,3018,54.2,2193,92,0,499,0,102,1349,1292,1164,128,268,18,9,0,61,180,0,1074100,380,172,113,3011,113,106897,617,177417,1176,898,101,1913,1293,1760,1457,06,001,400100
"Census Tract 4002, Alameda County, California",1400000US06001400200,1960,43.6,1574,11,4,171,0,20,845,813,531,282,627,6,6,16,208,383,8,978900,158,64,31,1952,106,80710,294,153125,995,650,72,1210,949,1144,972,06,001,400200
"Census Tract 4003, Alameda County, California",1400000US06001400300,5236,41.3,3617,606,9,599,36,81,2555,2439,1136,1303,2142,0,34,164,637,1195,112,912700,330,62,51,5153,450,64584,480,85313,2239,2097,43,3602,2719,3412,2432,06,001,400300
"Census Tract 4004, Alameda County, California",1400000US06001400400,4171,36.6,2946,411,25,458,0,31,1871,1798,708,1090,2223,0,70,70,678,1261,144,848900,166,23,0,4158,268,57103,280,99539,2209,1438,53,3005,2533,2792,2234,06,001,400400
"Census Tract 4005, Alameda County, California",1400000US06001400500,3748,34.1,2323,944,0,140,24,85,1693,1643,609,1034,2315,0,14,95,637,1365,204,683500,58,13,4,3733,339,42847,92,83650,1772,1275,66,2903,2302,2598,1674,06,001,400500
"Census Tract 4006, Alameda County, California",1400000US06001400600,1661,34.8,688,596,5,142,0,73,748,713,319,394,812,11,0,13,270,368,150,572300,6,0,0,1656,158,40871,66,61597,732,724,27,1254,1061,1059,661,06,001,400600
"Census Tract 4007, Alameda County, California",1400000US06001400700,4552,35.9,2110,1691,91,119,0,222,1936,1787,644,1143,2703,22,122,178,911,1322,148,608500,30,0,17,4552,820,29601,80,46424,2561,1372,32,3209,2451,2865,1133,06,001,400700
"Census Tract 4008, Alameda County, California",1400000US06001400800,3506,37.0,1551,1106,7,436,0,174,1769,1580,572,1008,2385,28,57,463,589,1078,170,535600,0,0,35,3457,381,37274,114,61111,1675,1064,26,2610,1822,2337,1191,06,001,400800
"Census Tract 4009, Alameda County, California",1400000US06001400900,2262,36.1,1011,742,10,188,0,196,1141,1025,305,720,1514,21,15,81,247,1150,0,505100,7,0,0,2228,358,38707,68,55691,1178,638,41,1629,1364,1489,749,06,001,400900
"Census Tract 4010, Alameda County, California",1400000US06001401000,6193,36.0,2333,2179,9,194,85,503,2729,2619,793,1826,4245,0,155,382,1080,2288,340,422100,50,0,0,6184,1466,31158,131,51073,3558,1881,83,4891,3876,3982,1574,06,001,401000
"Census Tract 4011, Alameda County, California",1400000US06001401100,4138,36.9,2391,704,0,622,0,92,2079,2032,532,1500,2761,83,35,144,821,1411,267,596200,15,0,0,4138,667,44590,87,71205,1762,1480,255,3564,2778,3235,2082,06,001,401100
"Census Tract 4012, Alameda County, California",1400000US06001401200,2614,36.9,1648,373,19,186,0,142,1254,1231,437,794,1522,58,30,84,267,996,87,665900,23,0,0,2593,208,53330,122,83208,1369,853,72,2021,1704,1882,1227,06,001,401200
"Census Tract 4013, Alameda County, California",1400000US06001401300,3976,40.2,1470,1300,37,709,0,188,1809,1705,229,1476,2761,8,46,109,867,1664,67,588300,12,0,0,3668,1185,32350,122,37123,1767,1182,65,3162,2324,2932,1174,06,001,401300
"Census Tract 4014, Alameda County, California",1400000US06001401400,4108,34.0,1341,1620,100,369,27,436,1727,1544,227,1317,3228,63,73,35,908,1764,385,363900,0,0,0,4057,1742,16392,9,25985,2267,879,29,2896,1998,2535,608,06,001,401400
"Census Tract 4015, Alameda County, California",1400000US06001401500,2605,36.3,1090,1014,6,189,23,145,1193,1023,368,655,1745,43,0,32,428,969,273,405400,0,10,5,2605,652,29530,70,48903,1174,885,61,2011,1548,1777,666,06,001,401500
"Census Tract 4016, Alameda County, California",1400000US06001401600,2173,29.7,910,713,11,233,65,82,865,781,170,611,1688,0,4,60,529,985,110,366700,0,0,0,2173,627,21532,30,36544,1146,457,36,1520,989,1369,469,06,001,401600
"Census Tract 4017, Alameda County, California",1400000US06001401700,2679,34.1,1217,642,0,275,0,443,1299,1231,605,626,1418,0,39,118,444,738,79,408700,10,8,10,2664,614,41473,106,66308,1462,668,0,1969,1280,1798,856,06,001,401700
"Census Tract 4018, Alameda County, California",1400000US06001401800,1866,28.6,607,814,0,43,0,148,782,731,168,563,1483,7,46,65,411,913,41,426700,0,0,0,1866,749,21779,19,28185,1124,443,26,1318,1109,1079,429,06,001,401800
"Census Tract 4022, Alameda County, California",1400000US06001402200,2406,32.1,972,768,17,341,37,168,962,838,299,539,1589,0,13,70,663,791,52,465400,20,0,12,2396,634,23876,32,45400,1168,673,62,1662,1154,1357,468,06,001,402200
"Census Tract 4024, Alameda County, California",1400000US06001402400,2773,34.2,684,1596,16,303,9,72,1199,1151,193,958,2033,7,148,83,883,912,0,450000,6,0,0,2754,544,26228,48,33724,1614,581,23,1898,1514,1696,640,06,001,402400
"Census Tract 4025, Alameda County, California",1400000US06001402500,1833,27.6,300,1205,14,79,0,90,777,704,102,602,1462,0,8,64,567,800,23,326700,0,0,0,1833,754,16005,21,23693,1210,367,17,1073,833,900,166,06,001,402500
"Census Tract 4026, Alameda County, California",1400000US06001402600,1272,42.2,272,327,2,598,0,41,673,654,101,553,1060,0,15,78,474,422,71,346600,5,0,0,1272,526,22911,5,22955,422,185,34,840,434,767,265,06,001,402600
"Census Tract 4027, Alameda County, California",1400000US06001402700,1734,30.7,634,628,33,175,0,120,745,680,81,599,1494,6,17,202,332,876,61,417900,0,0,0,1724,457,32658,33,44792,1043,373,24,1389,994,1032,329,06,001,402700
"Census Tract 4028, Alameda County, California",1400000US06001402800,3798,41.1,1061,1603,36,802,0,76,2481,2295,130,2165,3284,0,13,158,904,1831,378,550000,0,0,0,3798,1475,37003,222,17363,1340,1194,45,2938,1934,2609,1091,06,001,402800
"Census Tract 4029, Alameda County, California",1400000US06001402900,1392,37.2,369,286,46,534,0,80,891,853,5,848,1259,4,43,137,314,690,71,-666666666,0,0,0,1298,330,32074,19,28854,462,356,24,1039,690,900,451,06,001,402900
"Census Tract 4030, Alameda County, California",1400000US06001403000,3167,54.3,240,139,39,2607,69,46,1760,1611,350,1261,2446,0,49,368,945,896,188,397100,0,0,0,3167,939,22564,23,19490,682,201,9,1680,465,1477,521,06,001,403000
"Census Tract 4031, Alameda County, California",1400000US06001403100,1721,41.5,491,302,36,746,6,85,723,712,196,516,955,0,30,17,342,518,48,435000,0,0,0,1416,521,35472,63,51184,689,358,51,1376,804,1252,519,06,001,403100
"Census Tract 4033, Alameda County, California",1400000US06001403300,4159,40.5,978,401,19,2266,0,187,2310,2158,486,1672,3588,0,0,114,1466,1849,159,346700,0,0,0,4159,1193,39445,96,52246,1177,758,48,2912,1616,2626,1311,06,001,403300
"Census Tract 4034, Alameda County, California",1400000US06001403400,4360,39.3,1807,971,47,1097,0,124,2999,2746,276,2470,3874,12,135,286,770,2258,413,397300,28,0,0,4337,529,47667,203,51172,1563,1498,113,3219,2274,3026,1887,06,001,403400
"Census Tract 4035.01, Alameda County, California",1400000US06001403501,4435,37.8,1640,1091,72,1022,0,74,2815,2583,328,2255,3821,0,96,584,1110,1337,694,439800,0,0,0,4359,1108,35404,127,37032,1964,1071,134,3106,2305,2957,1702,06,001,403501
"Census Tract 4035.02, Alameda County, California",1400000US06001403502,2081,36.3,1137,423,0,338,0,84,1272,1170,267,903,1551,8,12,52,434,951,94,385900,0,0,0,2081,289,48031,56,67672,828,783,24,1739,1220,1664,1112,06,001,403502
"Census Tract 4036, Alameda County, California",1400000US06001403600,4751,35.5,2042,1457,35,566,4,153,2620,2530,390,2140,3921,45,0,302,899,2212,463,408700,0,0,0,4641,317,43459,127,70600,1863,1507,73,3736,2457,3635,2253,06,001,403600
"Census Tract 4037.01, Alameda County, California",1400000US06001403701,2755,36.4,1719,473,0,241,0,90,1766,1683,211,1472,2300,8,15,276,733,1186,82,304900,0,8,0,2716,395,46504,26,66086,1128,1065,43,2043,1555,1952,1362,06,001,403701
"Census Tract 4037.02, Alameda County, California",1400000US06001403702,2027,39.6,1259,175,0,279,36,130,1183,1123,276,847,1614,0,35,117,604,730,128,569400,10,0,0,2027,85,52650,80,78266,940,762,20,1565,1228,1531,1066,06,001,403702
"Census Tract 4038, Alameda County, California",1400000US06001403800,3323,37.9,2359,254,0,384,0,40,1859,1808,587,1221,1962,34,49,166,397,1242,74,783800,104,20,0,3323,218,58826,217,85313,1673,1040,98,2598,2125,2458,1979,06,001,403800
"Census Tract 4039, Alameda County, California",1400000US06001403900,3938,40.0,2237,687,12,689,0,97,2244,2244,772,1472,2457,0,33,308,503,1238,375,352500,18,0,23,3938,373,51701,160,73125,1996,1109,0,2859,1893,2659,1808,06,001,403900
"Census Tract 4040, Alameda County, California",1400000US06001404000,2932,35.1,1852,190,5,315,31,271,1769,1650,489,1161,2044,0,37,114,578,1247,68,432200,24,0,0,2932,269,48438,59,77065,1124,1122,31,2473,1721,2260,1589,06,001,404000
"Census Tract 4041.01, Alameda County, California",1400000US06001404101,3187,39.3,2245,176,8,379,0,69,1757,1679,661,1018,1777,0,28,28,337,1122,262,638600,20,0,9,3183,260,62922,242,86635,1425,1192,81,2371,2073,2138,1698,06,001,404101
"Census Tract 4041.02, Alameda County, California",1400000US06001404102,2438,50.3,1680,272,12,299,19,43,1613,1515,254,1261,1847,45,34,285,568,762,153,432100,17,16,0,2307,179,71972,231,77303,993,955,77,1576,1422,1525,959,06,001,404102
"Census Tract 4042, Alameda County, California",1400000US06001404200,3650,43.5,2584,495,0,335,26,16,1395,1285,1002,283,625,0,9,19,130,431,36,1047400,389,142,22,3469,120,72393,532,169519,1827,1115,101,2145,1653,1774,1489,06,001,404200
"Census Tract 4043, Alameda County, California",1400000US06001404300,3329,45.3,2232,186,0,402,24,197,1328,1252,1024,228,500,0,0,113,37,277,73,1163100,283,156,180,3329,74,92882,593,193523,1739,981,122,1991,1607,1840,1523,06,001,404300
"Census Tract 4044, Alameda County, California",1400000US06001404400,5404,45.4,4046,110,0,946,0,0,2368,2317,1979,338,654,0,0,34,132,375,113,853200,475,103,95,5386,285,82976,903,150074,2491,1885,108,3726,3123,3613,2912,06,001,404400
"Census Tract 4045.01, Alameda County, California",1400000US06001404501,1836,45.3,1309,81,0,255,6,34,693,679,585,94,248,0,14,0,46,183,5,999400,183,75,34,1820,66,100772,308,181484,896,592,34,1024,834,945,829,06,001,404501
"Census Tract 4045.02, Alameda County, California",1400000US06001404502,5403,47.5,3950,265,0,702,0,22,2339,2339,2057,282,622,25,101,0,125,306,65,779400,173,71,45,5403,87,78857,740,133068,2761,1712,56,3168,2588,3058,2428,06,001,404502
"Census Tract 4046, Alameda County, California",1400000US06001404600,4347,49.6,3314,202,26,579,31,11,1820,1761,1621,140,364,8,19,109,17,193,18,854800,262,89,35,4340,131,80487,658,163322,1893,1757,60,2709,2370,2541,1993,06,001,404600
"Census Tract 4047, Alameda County, California",1400000US06001404700,2166,44.4,1649,114,4,312,0,20,808,795,721,74,238,0,0,32,0,206,0,862700,140,32,10,2166,57,71502,303,159107,1058,802,30,1310,1114,1226,950,06,001,404700
