NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 9501, Appling County, Georgia",1400000US13001950100,3144,40.2,3002,109,21,12,0,0,1495,1106,945,161,445,23,103900,13,0,0,3120,377,23857,9,57000,2654,439,39,1842,1800,1549,253,13,001,950100
"Census Tract 9502, Appling County, Georgia",1400000US13001950200,4622,32.6,2500,1851,55,74,0,137,1871,1482,992,490,1452,0,52100,0,10,0,4259,1113,15269,20,33519,3410,995,0,2854,2501,2422,284,13,001,950200
"Census Tract 9503, Appling County, Georgia",1400000US13001950300,4983,44.3,3781,718,0,63,0,257,2426,2005,1270,735,1850,60,78800,0,0,0,4860,1226,21369,14,35284,3811,769,0,2965,2550,2658,319,13,001,950300
"Census Tract 9504, Appling County, Georgia",1400000US13001950400,1617,42.7,1141,454,0,0,0,22,768,624,544,80,263,0,55300,0,0,0,1617,338,16790,1,29875,1368,222,27,803,771,734,59,13,001,950400
"Census Tract 9505, Appling County, Georgia",1400000US13001950500,4044,34.0,3770,225,13,0,0,0,1848,1494,1020,474,1351,70,62100,0,0,0,4044,640,20214,27,41800,3022,843,5,2423,2171,2105,240,13,001,950500
"Census Tract 9601, Atkinson County, Georgia",1400000US13003960100,2176,34.9,1334,449,0,0,0,374,901,672,508,164,471,25,52500,34,0,0,2176,639,15762,0,32045,1401,410,0,1266,891,1100,95,13,003,960100
"Census Tract 9602, Atkinson County, Georgia",1400000US13003960200,4666,36.3,3278,1011,2,0,0,352,2008,1582,1052,530,1480,240,67100,38,0,0,4637,1157,20879,32,29881,3438,639,12,2874,2192,2454,121,13,003,960200
"Census Tract 9603, Atkinson County, Georgia",1400000US13003960300,1426,32.4,1298,36,56,0,0,14,537,463,395,68,166,0,58400,0,0,0,1423,474,17802,12,35417,995,293,0,816,666,709,79,13,003,960300
"Census Tract 9701, Bacon County, Georgia",1400000US13005970100,2891,37.6,2569,143,0,6,9,141,1153,1022,780,242,697,32,67500,0,0,0,2891,505,21513,20,41466,2213,513,10,1769,1559,1439,234,13,005,970100
"Census Tract 9702.01, Bacon County, Georgia",1400000US13005970201,4227,35.8,2872,984,0,7,0,250,1865,1469,952,517,1589,268,64900,0,0,0,4092,796,18212,6,39792,3188,796,12,2482,2329,2136,346,13,005,970201
"Census Tract 9702.02, Bacon County, Georgia",1400000US13005970202,4133,36.9,3419,608,0,29,26,0,1725,1380,925,455,1144,21,61000,0,0,0,3668,648,16139,0,34270,3231,748,13,2484,2235,2123,209,13,005,970202
"Census Tract 9601, Baker County, Georgia",1400000US13007960100,2172,41.8,1042,1036,0,27,0,57,1127,826,550,276,829,41,86600,0,0,0,2172,448,20310,0,44091,1830,226,19,1432,1343,1228,140,13,007,960100
"Census Tract 9602, Baker County, Georgia",1400000US13007960200,1078,53.0,740,311,11,0,16,0,630,502,428,74,171,17,105500,0,0,0,1078,61,28422,13,47798,893,118,0,615,555,528,51,13,007,960200
"Census Tract 9701, Baldwin County, Georgia",1400000US13009970100,5202,39.4,3285,1674,0,11,0,177,2489,1915,1461,454,1211,54,89500,0,0,0,5146,1051,23968,42,49112,4263,823,40,3277,3204,2865,457,13,009,970100
"Census Tract 9702, Baldwin County, Georgia",1400000US13009970200,6277,40.5,3728,2361,0,88,61,28,3464,2769,1288,1481,3415,421,173800,11,0,0,6277,1996,24698,30,38661,4747,1407,9,4328,4167,3502,972,13,009,970200
"Census Tract 9703, Baldwin County, Georgia",1400000US13009970300,6399,36.6,3292,2500,81,327,0,147,2877,2209,1472,737,2040,200,161300,0,0,0,6363,530,24327,38,54701,5010,886,155,3713,3277,2805,986,13,009,970300
"Census Tract 9704, Baldwin County, Georgia",1400000US13009970400,4929,28.5,2642,2065,2,127,0,0,2422,1971,865,1106,3079,638,107900,0,0,0,4881,1756,17313,0,29375,3702,999,30,3421,3205,2006,530,13,009,970400
"Census Tract 9705, Baldwin County, Georgia",1400000US13009970500,6409,21.7,4025,2133,0,120,0,21,2477,1955,682,1273,3081,683,178800,0,0,0,4939,2635,14055,14,16052,5096,1002,17,4934,4659,1729,294,13,009,970500
"Census Tract 9706, Baldwin County, Georgia",1400000US13009970600,3589,37.1,1195,2250,7,0,0,0,1814,1411,666,745,1926,243,54300,11,0,0,3423,1251,16702,0,26168,3157,424,0,2277,2250,1610,186,13,009,970600
"Census Tract 9707.01, Baldwin County, Georgia",1400000US13009970701,2837,28.3,1080,1658,7,11,0,8,1061,701,219,482,1541,136,49800,0,0,0,2436,1094,10918,7,17480,2413,400,9,1800,1779,1182,150,13,009,970701
"Census Tract 9707.02, Baldwin County, Georgia",1400000US13009970702,2398,37.9,986,1366,0,18,0,4,982,735,324,411,1098,70,51100,0,0,0,1996,596,18156,16,32153,1951,387,14,1567,1530,1277,194,13,009,970702
"Census Tract 9708, Baldwin County, Georgia",1400000US13009970800,7768,38.3,4641,3080,14,0,0,15,2620,2214,1574,640,1579,0,63500,0,0,0,6630,1594,16974,29,36518,6349,1323,26,5293,5238,4585,292,13,009,970800
"Census Tract 9701, Banks County, Georgia",1400000US13011970100,5271,37.6,5087,43,0,28,0,52,2210,1919,1482,437,1300,11,143400,20,0,0,5261,987,19195,26,40448,3779,1131,27,3039,2741,2708,410,13,011,970100
"Census Tract 9702, Banks County, Georgia",1400000US13011970200,4799,41.6,4324,173,16,186,0,27,2039,1727,1304,423,1283,53,113000,7,0,0,4799,684,17440,4,42556,3575,1032,13,2802,2734,2532,333,13,011,970200
"Census Tract 9703, Banks County, Georgia",1400000US13011970300,4299,42.4,4087,145,0,20,0,0,1853,1618,1231,387,911,0,112100,3,0,0,4270,451,21778,10,45096,3186,970,3,2778,2683,2303,253,13,011,970300
"Census Tract 9704, Banks County, Georgia",1400000US13011970400,3967,41.9,3649,88,43,0,0,84,1446,1219,879,340,1053,72,116600,0,0,0,3951,715,17108,12,35958,2846,861,24,2417,2242,2004,134,13,011,970400
"Census Tract 1801.03, Barrow County, Georgia",1400000US13013180103,4697,40.0,4107,99,0,281,0,188,1750,1486,1324,162,726,0,183500,0,0,0,4614,311,31602,94,78545,2509,1815,93,2843,2411,2629,736,13,013,180103
"Census Tract 1801.04, Barrow County, Georgia",1400000US13013180104,2032,31.2,1579,250,0,0,0,74,729,662,468,194,567,195,107200,0,0,0,2032,544,17614,9,40385,1384,575,7,1254,1135,1111,147,13,013,180104
"Census Tract 1801.05, Barrow County, Georgia",1400000US13013180105,2907,35.9,2132,243,145,335,0,0,932,853,733,120,436,95,137700,0,0,0,2898,432,22677,15,69338,1529,1014,7,1780,1424,1585,364,13,013,180105
"Census Tract 1801.06, Barrow County, Georgia",1400000US13013180106,2773,34.6,2255,316,0,18,0,19,993,912,625,287,967,120,108800,0,0,0,2773,462,21816,10,51393,1688,752,29,1804,1620,1524,336,13,013,180106
"Census Tract 1801.07, Barrow County, Georgia",1400000US13013180107,3904,34.7,3313,85,0,294,0,125,1479,1264,821,443,1472,39,113700,12,0,0,3895,564,20094,9,50351,2347,1277,15,2561,2063,2136,251,13,013,180107
"Census Tract 1801.08, Barrow County, Georgia",1400000US13013180108,2825,36.0,2525,158,15,54,0,21,1045,902,670,232,890,75,108000,0,0,0,2825,526,19086,0,51250,1703,953,23,1797,1642,1637,284,13,013,180108
"Census Tract 1802.03, Barrow County, Georgia",1400000US13013180203,3743,29.2,2412,811,0,156,0,315,1317,1158,491,667,1969,94,83600,0,0,0,3706,660,14383,0,36400,2177,876,76,2392,1674,1894,112,13,013,180203
"Census Tract 1802.04, Barrow County, Georgia",1400000US13013180204,3020,33.3,1721,980,56,106,0,59,949,837,303,534,1854,334,138100,0,0,0,2852,630,14209,0,37614,1692,843,60,1610,1318,1362,117,13,013,180204
"Census Tract 1802.05, Barrow County, Georgia",1400000US13013180205,4397,34.8,3193,881,9,129,0,16,1594,1473,692,781,2527,267,106100,0,0,6,4377,1339,15902,9,40139,3014,999,64,2591,2218,2198,363,13,013,180205
"Census Tract 1802.06, Barrow County, Georgia",1400000US13013180206,2864,42.6,2604,39,0,0,0,152,1188,1036,612,424,1307,48,121300,0,0,22,2855,461,36389,43,59028,1857,955,0,1830,1669,1528,323,13,013,180206
"Census Tract 1803.01, Barrow County, Georgia",1400000US13013180301,2268,34.8,2116,74,0,42,0,18,824,750,595,155,514,37,145200,0,0,0,2268,136,24539,6,65119,1342,714,4,1413,1237,1185,333,13,013,180301
"Census Tract 1803.02, Barrow County, Georgia",1400000US13013180302,5434,39.0,5175,25,0,35,0,24,2235,2021,1468,553,1769,496,138800,0,0,0,5434,774,24278,57,53486,3579,1479,57,3227,2898,2788,458,13,013,180302
"Census Tract 1803.03, Barrow County, Georgia",1400000US13013180303,4871,32.6,4213,330,0,244,0,0,1592,1395,1127,268,1168,221,140200,7,0,0,4863,675,19195,16,54956,3438,1097,41,2897,2649,2401,482,13,013,180303
"Census Tract 1804.01, Barrow County, Georgia",1400000US13013180401,5724,33.6,4885,415,0,219,0,170,2097,1925,1648,277,1082,150,128300,0,0,0,5702,441,23355,36,59080,3762,1721,34,3361,3159,3099,575,13,013,180401
"Census Tract 1804.02, Barrow County, Georgia",1400000US13013180402,6546,35.2,4518,1677,0,85,0,203,2430,2104,1530,574,1899,205,104900,0,0,0,6535,817,20857,8,50900,4555,1735,75,4190,4015,3613,448,13,013,180402
"Census Tract 1805.01, Barrow County, Georgia",1400000US13013180501,5548,34.7,4098,878,0,124,0,321,1935,1794,1417,377,1086,126,125900,0,0,0,5494,511,22299,23,54963,2726,2425,63,3487,3109,3167,594,13,013,180501
"Census Tract 1805.02, Barrow County, Georgia",1400000US13013180502,4827,33.8,4075,294,0,146,0,109,1810,1686,1335,351,1247,27,115700,11,26,0,4827,917,20378,11,47213,3046,1446,23,3069,2705,2726,439,13,013,180502
"Census Tract 1805.03, Barrow County, Georgia",1400000US13013180503,4960,33.6,3654,711,0,290,0,239,2003,1742,1602,140,409,14,135700,8,0,0,4947,348,25128,22,63889,2817,1638,125,3132,2648,2753,553,13,013,180503
"Census Tract 9601.01, Bartow County, Georgia",1400000US13015960101,1573,46.8,1573,0,0,0,0,0,706,634,480,154,351,21,141700,0,0,0,1573,235,27767,3,57713,1191,345,32,1010,959,943,163,13,015,960101
"Census Tract 9601.02, Bartow County, Georgia",1400000US13015960102,10073,40.0,9453,452,0,22,0,35,3630,3521,2836,685,1796,260,133600,0,0,0,10047,902,25993,59,67639,6486,3291,27,6346,6066,5429,1451,13,015,960102
"Census Tract 9602, Bartow County, Georgia",1400000US13015960200,11342,37.5,9921,1247,86,0,0,0,4399,4033,2311,1722,4539,293,112700,0,0,0,11342,1535,19273,39,43181,8677,2468,75,7194,6873,6139,601,13,015,960200
"Census Tract 9603, Bartow County, Georgia",1400000US13015960300,6714,39.9,5967,329,0,116,0,300,2538,2284,1742,542,1637,323,166300,0,0,0,6714,893,25116,28,60550,4275,1795,215,4143,3723,3562,590,13,015,960300
"Census Tract 9604.01, Bartow County, Georgia",1400000US13015960401,10043,29.9,7583,1831,0,186,0,387,3867,3449,1504,1945,5389,838,113700,0,0,0,9958,962,21625,31,48562,6290,2729,85,6271,5308,4973,727,13,015,960401
"Census Tract 9604.02, Bartow County, Georgia",1400000US13015960402,8758,36.7,6928,1240,10,0,0,375,3543,3229,2166,1063,2719,540,135000,0,0,0,8300,838,26063,86,55856,5564,2817,127,5104,4786,4357,966,13,015,960402
"Census Tract 9605, Bartow County, Georgia",1400000US13015960500,8056,35.4,6144,1389,176,0,0,233,2990,2789,1525,1264,4126,1300,130600,14,0,13,8028,2089,22131,71,46313,5057,2439,0,4778,4286,4208,594,13,015,960500
"Census Tract 9606, Bartow County, Georgia",1400000US13015960600,9131,36.3,6971,1821,0,0,0,262,3807,3501,2073,1428,4167,589,152300,0,0,0,9083,1871,25443,130,49448,6151,2635,30,5473,5062,4697,1245,13,015,960600
"Census Tract 9607, Bartow County, Georgia",1400000US13015960700,7657,35.5,5193,1533,44,148,0,479,3178,2841,978,1863,4546,935,118400,0,0,0,7372,1340,20086,26,42318,3755,2895,40,4563,3606,4070,790,13,015,960700
