NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 302.06, Ascension Parish, Louisiana",1400000US22005030206,10206,32.2,8368,1476,29,0,0,14,3801,3527,2764,763,2238,0,0,0,477,1658,103,167800,0,0,0,10185,713,30830,199,72271,7831,2020,103,6559,5723,5526,1456,22,005,030206
"Census Tract 303, Ascension Parish, Louisiana",1400000US22005030300,14087,35.3,9801,3756,0,222,0,0,5167,4939,4142,797,2360,107,0,0,312,1268,673,229800,0,0,0,14066,1005,34465,303,89781,11151,2209,99,8868,8255,7859,3015,22,005,030300
"Census Tract 304.01, Ascension Parish, Louisiana",1400000US22005030401,4771,35.3,3080,1527,4,0,0,41,2098,1857,1175,682,1847,0,0,47,401,1361,38,152400,0,0,25,4646,729,25785,19,55478,3878,755,8,2979,2801,2641,370,22,005,030401
"Census Tract 304.02, Ascension Parish, Louisiana",1400000US22005030402,7697,37.1,3368,3636,0,44,0,171,3154,2827,1855,972,2298,0,0,284,283,1167,564,158400,0,0,0,7487,1196,27155,63,61954,6176,1045,39,4752,4308,4106,734,22,005,030402
"Census Tract 305, Ascension Parish, Louisiana",1400000US22005030500,9434,37.0,8579,578,0,135,0,10,3678,3290,2642,648,1525,0,0,13,463,904,145,168400,14,0,48,9434,1056,31016,108,61029,7761,1346,47,5710,5325,4963,1181,22,005,030500
"Census Tract 306, Ascension Parish, Louisiana",1400000US22005030600,5516,38.4,3892,1262,4,12,0,31,2182,1947,1609,338,1171,7,0,60,89,790,225,129100,0,0,0,5494,1105,25135,70,52622,4603,758,21,3433,3237,2908,456,22,005,030600
"Census Tract 309, Ascension Parish, Louisiana",1400000US22005030900,4520,34.5,1761,2742,0,0,0,11,1692,1465,1069,396,1218,96,7,0,405,687,23,100600,0,0,0,4491,1098,15480,8,35351,4145,257,23,2756,2695,2182,248,22,005,030900
"Census Tract 310, Ascension Parish, Louisiana",1400000US22005031000,7075,36.2,1973,5052,16,0,0,25,2630,2311,1645,666,2108,112,15,168,679,1134,0,111100,0,0,0,6550,1789,19263,17,37330,6789,226,0,4612,4521,3822,683,22,005,031000
"Census Tract 501, Assumption Parish, Louisiana",1400000US22007050100,3855,34.6,1686,2116,0,0,0,19,1482,1312,965,347,698,55,38,0,207,317,81,94600,0,0,0,3820,570,18914,50,35165,3637,99,32,2306,2195,1784,185,22,007,050100
"Census Tract 502, Assumption Parish, Louisiana",1400000US22007050200,5146,49.2,5063,0,83,0,0,0,3017,2336,1982,354,599,87,143,86,17,210,56,117400,24,0,0,5146,815,31412,119,68051,4953,193,0,3356,2432,2925,186,22,007,050200
"Census Tract 503, Assumption Parish, Louisiana",1400000US22007050300,3571,43.2,1858,1701,3,0,0,0,1604,1318,1193,125,378,0,0,35,195,148,0,111100,0,0,0,3471,503,22302,28,46458,3399,166,0,2153,2017,1943,217,22,007,050300
"Census Tract 504, Assumption Parish, Louisiana",1400000US22007050400,3255,39.0,2158,1075,7,0,0,0,1282,1171,887,284,634,57,31,19,175,266,86,125800,0,0,0,3155,387,28360,32,57614,3101,144,0,1979,1860,1604,329,22,007,050400
"Census Tract 505, Assumption Parish, Louisiana",1400000US22007050500,2915,31.0,1247,1555,14,0,0,64,1230,1016,770,246,743,0,0,112,30,369,232,79400,0,0,0,2915,954,16990,0,32109,2684,165,0,1727,1622,1478,200,22,007,050500
"Census Tract 506, Assumption Parish, Louisiana",1400000US22007050600,4231,37.3,3569,434,34,48,0,71,1887,1523,1139,384,1143,37,0,15,574,466,51,110300,0,0,0,4231,957,23653,61,47560,3622,476,0,2662,2405,2279,271,22,007,050600
"Census Tract 301, Avoyelles Parish, Louisiana",1400000US22009030100,2522,40.5,2380,129,6,0,0,0,1785,1155,833,322,800,30,55,0,249,334,132,60800,0,0,0,2522,459,25917,14,42023,2287,224,0,1485,1372,1309,186,22,009,030100
"Census Tract 302, Avoyelles Parish, Louisiana",1400000US22009030200,2846,37.0,2771,7,16,0,0,0,1143,1021,874,147,502,0,0,10,258,195,39,97000,7,0,0,2772,319,25036,17,46042,2547,285,0,1713,1671,1593,205,22,009,030200
"Census Tract 303, Avoyelles Parish, Louisiana",1400000US22009030300,3401,37.7,2524,813,50,14,0,0,1573,1308,1072,236,702,22,0,321,109,192,58,91300,0,0,0,3401,760,22618,58,39545,3155,214,22,2032,1766,1763,111,22,009,030300
"Census Tract 304, Avoyelles Parish, Louisiana",1400000US22009030400,6797,36.9,3846,2495,205,118,0,26,2939,2561,1514,1047,2803,41,0,86,703,1629,344,102500,0,12,0,6210,1948,17515,12,25554,6106,533,7,4106,3562,3394,444,22,009,030400
"Census Tract 305, Avoyelles Parish, Louisiana",1400000US22009030500,7100,39.3,5115,1703,203,5,0,44,3153,2811,1862,949,2090,38,71,60,589,1191,141,126000,0,0,0,6888,1236,20161,21,41047,6550,452,41,4232,3587,3699,429,22,009,030500
"Census Tract 306, Avoyelles Parish, Louisiana",1400000US22009030600,5101,38.9,2261,2840,0,0,0,0,2418,1945,1319,626,1951,0,148,109,929,662,103,81000,0,0,0,5018,1202,17183,0,28229,4799,280,22,2629,2486,2221,324,22,009,030600
"Census Tract 307, Avoyelles Parish, Louisiana",1400000US22009030700,8039,37.4,4859,3034,18,0,30,45,2583,2190,1524,666,1676,97,0,70,469,937,103,98200,0,0,0,5574,1308,16918,64,36190,7344,536,34,5756,5307,4872,316,22,009,030700
"Census Tract 308, Avoyelles Parish, Louisiana",1400000US22009030800,2601,42.2,2454,120,7,0,0,0,1295,1026,810,216,574,6,7,75,303,160,23,86500,0,0,0,2527,369,23907,18,38470,2469,132,0,1430,1295,1324,120,22,009,030800
"Census Tract 309, Avoyelles Parish, Louisiana",1400000US22009030900,2845,33.6,1385,1453,0,0,0,4,1295,999,587,412,1106,31,39,86,220,682,48,70800,0,0,0,2621,1070,16429,6,25552,2669,164,12,1594,1536,1350,120,22,009,030900
"Census Tract 9601, Beauregard Parish, Louisiana",1400000US22011960100,6416,38.8,6037,71,19,0,0,0,2974,2375,2024,351,1112,26,0,0,124,921,41,108400,0,0,14,6416,1137,22587,48,40848,5106,1230,40,3444,3370,2994,305,22,011,960100
"Census Tract 9602, Beauregard Parish, Louisiana",1400000US22011960200,4419,43.7,4007,123,24,0,0,86,2048,1822,1536,286,481,0,0,15,193,245,28,122500,0,0,0,4419,646,24825,35,45212,3038,1188,65,2978,2857,2584,411,22,011,960200
"Census Tract 9603, Beauregard Parish, Louisiana",1400000US22011960300,4550,35.6,2280,1959,12,71,0,47,1836,1535,867,668,1933,14,23,93,610,933,260,140300,1,0,0,4445,1123,23207,43,45250,2741,1499,153,2750,2548,2327,511,22,011,960300
"Census Tract 9604, Beauregard Parish, Louisiana",1400000US22011960400,3554,33.7,2125,1321,81,0,0,3,1379,1134,797,337,1064,14,66,4,113,742,125,112700,0,0,0,3374,859,20613,39,45488,2380,1027,54,2251,2146,1890,249,22,011,960400
"Census Tract 9605, Beauregard Parish, Louisiana",1400000US22011960500,5127,36.1,4122,758,40,55,0,36,2244,1935,1159,776,2021,31,22,21,552,1287,108,157100,0,0,0,5055,1075,24014,68,45099,2634,1968,84,3249,2941,2852,931,22,011,960500
"Census Tract 9606, Beauregard Parish, Louisiana",1400000US22011960600,3411,39.5,2814,340,92,54,3,2,1623,1406,1062,344,770,33,0,41,282,379,35,71600,0,0,0,3372,579,22100,0,39419,2245,1032,40,2022,1989,1762,138,22,011,960600
"Census Tract 9607, Beauregard Parish, Louisiana",1400000US22011960700,8958,35.7,8675,209,21,0,0,17,3116,2899,2513,386,1574,0,0,56,669,655,194,91400,0,0,0,8731,1396,23571,65,62923,7286,1616,0,5326,5241,4431,662,22,011,960700
"Census Tract 9701, Bienville Parish, Louisiana",1400000US22013970100,3656,42.4,1171,2285,0,0,0,175,1692,1442,819,623,1518,37,0,74,672,711,24,88900,0,0,0,3395,1366,18584,5,25714,3224,418,0,2184,2184,1801,344,22,013,970100
"Census Tract 9702, Bienville Parish, Louisiana",1400000US22013970200,1739,45.9,648,1050,0,0,0,33,1035,764,501,263,616,0,17,26,300,251,22,87200,0,0,0,1739,423,22733,30,34492,1494,242,0,1150,1122,980,117,22,013,970200
"Census Tract 9703, Bienville Parish, Louisiana",1400000US22013970300,3140,41.4,1662,1392,8,0,0,0,1871,1312,950,362,956,16,30,28,229,594,59,65100,0,0,0,3074,852,20693,6,32014,2654,473,6,1609,1609,1472,96,22,013,970300
"Census Tract 9704, Bienville Parish, Louisiana",1400000US22013970400,2554,42.6,2258,226,6,1,0,3,1453,1106,854,252,679,59,37,38,98,445,2,74800,0,0,0,2554,427,21331,0,49063,1988,538,0,1513,1379,1337,171,22,013,970400
"Census Tract 9705, Bienville Parish, Louisiana",1400000US22013970500,2835,40.3,2001,812,0,1,0,4,1680,1114,978,136,332,3,26,33,103,145,22,70500,47,0,0,2835,338,28612,51,41798,2379,456,0,1637,1631,1363,214,22,013,970500
"Census Tract 104, Bossier Parish, Louisiana",1400000US22015010400,1541,31.7,483,1029,16,0,0,10,827,614,189,425,1074,69,0,25,243,672,65,73500,5,0,0,1541,728,12971,0,25870,1243,241,4,929,879,793,35,22,015,010400
"Census Tract 105, Bossier Parish, Louisiana",1400000US22015010500,4535,38.3,3116,1306,22,32,0,29,2200,1798,884,914,2346,0,0,147,621,1339,239,138500,0,8,17,4435,1126,21369,31,41688,2745,1542,80,2714,2582,2320,434,22,015,010500
"Census Tract 106.01, Bossier Parish, Louisiana",1400000US22015010601,8216,28.6,3448,3952,151,70,0,248,3093,2992,877,2115,5736,0,0,276,1374,3650,436,89700,0,0,0,8090,2721,15663,0,30122,5621,2179,33,5047,4710,3940,529,22,015,010601
"Census Tract 106.02, Bossier Parish, Louisiana",1400000US22015010602,3325,31.8,2011,1173,16,93,0,28,1549,1433,402,1031,2160,15,9,137,481,1399,119,109700,0,0,0,3117,778,18871,0,36649,2149,814,15,2074,1764,1735,340,22,015,010602
"Census Tract 107.01, Bossier Parish, Louisiana",1400000US22015010701,3946,31.9,2290,1172,0,140,33,78,2234,1930,546,1384,2543,0,37,122,692,1357,335,109900,0,0,0,3946,887,19736,12,30117,2446,1136,116,2700,2463,2132,403,22,015,010701
"Census Tract 107.02, Bossier Parish, Louisiana",1400000US22015010702,4194,31.8,2069,1817,26,55,0,56,1837,1652,913,739,2038,9,0,61,642,1141,185,94800,0,0,0,4194,840,19090,6,38000,2532,1365,12,2424,2070,2237,375,22,015,010702
"Census Tract 108.01, Bossier Parish, Louisiana",1400000US22015010801,2999,30.2,1790,811,0,41,0,215,1516,1189,434,755,1969,0,0,129,556,1157,127,78800,0,0,0,2999,912,18326,0,36425,1388,1202,6,1803,1482,1603,352,22,015,010801
"Census Tract 108.04, Bossier Parish, Louisiana",1400000US22015010804,7618,33.5,5544,1288,133,269,127,24,3347,2989,2201,788,2318,13,0,154,375,1192,584,153200,17,0,0,7618,397,28055,37,59240,4053,3082,170,5067,4724,4411,1509,22,015,010804
"Census Tract 108.05, Bossier Parish, Louisiana",1400000US22015010805,3187,31.4,2203,625,0,273,5,12,1794,1426,144,1282,2489,0,0,0,470,1678,341,-666666666,0,0,0,2803,536,27820,8,46319,1751,984,33,2231,1839,1783,863,22,015,010805
"Census Tract 108.06, Bossier Parish, Louisiana",1400000US22015010806,4210,37.6,3257,627,92,91,0,8,1803,1646,1296,350,1140,0,0,0,125,887,128,138600,0,0,0,4193,422,26403,12,59028,2272,1794,46,2264,2096,2080,701,22,015,010806
"Census Tract 109, Bossier Parish, Louisiana",1400000US22015010900,4515,22.1,3019,861,37,168,12,178,956,843,35,808,2699,0,0,0,180,2184,335,-666666666,0,0,0,2820,126,20325,8,56650,633,3513,225,3307,3119,1396,572,22,015,010900
"Census Tract 110.01, Bossier Parish, Louisiana",1400000US22015011001,8405,37.8,6944,1127,77,92,0,63,3300,2936,2264,672,1840,0,0,177,196,1207,260,167000,0,0,0,8334,1287,24639,92,55324,5026,2628,96,5537,5058,4605,972,22,015,011001
"Census Tract 110.02, Bossier Parish, Louisiana",1400000US22015011002,4650,45.4,4094,480,27,18,0,0,2232,1893,1658,235,611,0,0,12,93,428,78,207800,0,0,63,4641,248,39941,128,77487,3072,1382,129,2945,2892,2627,737,22,015,011002
"Census Tract 111.03, Bossier Parish, Louisiana",1400000US22015011103,7468,38.5,6560,713,0,61,29,0,2952,2776,2311,465,1299,112,17,0,245,630,295,165300,14,0,0,7468,872,34663,149,72139,4353,2885,117,4545,4443,4018,1215,22,015,011103
"Census Tract 111.05, Bossier Parish, Louisiana",1400000US22015011105,7041,39.4,6082,691,0,0,0,202,2991,2802,2404,398,1020,0,0,0,346,621,53,147700,0,0,0,7041,832,31365,154,55978,3591,2704,118,4435,4000,3913,873,22,015,011105
"Census Tract 111.06, Bossier Parish, Louisiana",1400000US22015011106,8707,35.0,7122,1360,17,0,0,57,3827,3417,2754,663,2099,0,0,88,762,901,348,107400,0,0,0,8707,1357,23482,89,45467,6303,2205,127,4885,4751,4446,523,22,015,011106
"Census Tract 111.07, Bossier Parish, Louisiana",1400000US22015011107,2035,32.9,968,993,12,0,0,0,876,723,423,300,745,15,11,17,162,490,50,101400,0,0,0,1995,543,20378,10,37688,1578,431,19,1247,1240,1022,155,22,015,011107
"Census Tract 111.08, Bossier Parish, Louisiana",1400000US22015011108,14146,37.2,12410,1272,85,210,0,70,5559,5061,4412,649,1797,0,0,0,121,1060,616,251000,0,0,0,14146,760,34054,237,80884,8245,5187,275,8489,7882,7654,3286,22,015,011108
"Census Tract 111.09, Bossier Parish, Louisiana",1400000US22015011109,7580,35.5,5821,1037,0,294,0,0,3446,3055,2292,763,1695,0,0,49,329,1123,194,230300,0,0,0,7553,621,37053,185,69928,4073,3045,236,4897,4748,4306,1975,22,015,011109
"Census Tract 111.10, Bossier Parish, Louisiana",1400000US22015011110,8751,39.4,7264,1109,0,74,0,64,3769,3506,2305,1201,2587,0,0,160,752,1434,241,209600,35,0,0,8675,716,38259,324,77589,4959,3273,118,5243,4831,4699,1833,22,015,011110
"Census Tract 112, Bossier Parish, Louisiana",1400000US22015011200,5678,43.9,3815,1807,0,5,0,28,2903,2153,1711,442,1219,12,19,113,171,904,0,77000,0,0,0,5349,1293,23208,15,38879,4279,1306,49,3601,3524,2782,503,22,015,011200
"Census Tract 113, Bossier Parish, Louisiana",1400000US22015011300,1973,25.7,395,1538,10,5,0,0,906,671,137,534,1742,13,0,74,223,1331,101,65800,0,0,0,1973,865,9893,0,21620,1622,291,10,943,866,799,24,22,015,011300
"Census Tract 205, Caddo Parish, Louisiana",1400000US22017020500,2844,30.6,125,2693,0,0,0,0,1078,991,439,552,1692,0,103,78,282,906,323,69300,0,0,0,2844,1007,16880,14,27629,2683,143,0,1736,1718,1487,146,22,017,020500
"Census Tract 206, Caddo Parish, Louisiana",1400000US22017020600,764,54.4,21,723,0,0,0,0,502,377,133,244,477,50,0,54,134,228,11,54500,0,0,0,764,260,19644,5,16645,679,85,0,466,466,354,19,22,017,020600
"Census Tract 207, Caddo Parish, Louisiana",1400000US22017020700,930,52.3,0,918,0,0,0,0,649,442,262,180,427,180,13,21,108,96,9,55200,0,0,0,930,240,15168,0,23333,851,79,0,614,599,538,76,22,017,020700
"Census Tract 210, Caddo Parish, Louisiana",1400000US22017021000,1734,33.1,890,783,0,10,11,7,951,788,243,545,1170,0,0,53,158,731,228,171800,0,0,0,1690,754,24202,33,31420,1196,480,2,1108,1070,961,328,22,017,021000
"Census Tract 211, Caddo Parish, Louisiana",1400000US22017021100,2404,44.9,865,1498,7,0,0,8,1564,1085,253,832,1377,0,35,93,418,756,75,119500,0,0,0,2109,686,14833,10,22386,1930,433,22,1648,1566,1529,245,22,017,021100
"Census Tract 212, Caddo Parish, Louisiana",1400000US22017021200,3581,32.2,2647,701,0,68,0,31,1944,1562,612,950,1995,0,52,18,298,1264,363,89300,0,0,0,3350,873,21405,0,37154,2219,1115,23,2856,2738,2256,712,22,017,021200
"Census Tract 213, Caddo Parish, Louisiana",1400000US22017021300,2688,28.6,465,2140,0,0,0,0,1168,1007,401,606,1670,0,0,65,272,1287,46,63000,0,0,0,2615,1271,9466,0,20179,2402,286,0,1505,1505,1202,68,22,017,021300
"Census Tract 214, Caddo Parish, Louisiana",1400000US22017021400,2292,37.4,1375,653,0,76,0,114,1142,1008,537,471,1075,6,0,40,259,618,152,117500,0,0,0,2283,281,27575,11,49028,1608,475,18,1555,1391,1372,331,22,017,021400
"Census Tract 215, Caddo Parish, Louisiana",1400000US22017021500,2268,33.8,2067,169,0,21,0,0,1153,995,581,414,932,9,0,7,254,472,190,122200,0,0,0,2268,317,25117,0,45491,1463,630,35,1518,1409,1354,439,22,017,021500
"Census Tract 216, Caddo Parish, Louisiana",1400000US22017021600,3705,34.1,3278,255,0,0,0,0,2262,1722,1051,671,1523,0,0,69,217,691,546,172000,0,0,0,3705,843,32104,107,44537,2438,1030,101,2177,2072,1897,1081,22,017,021600
"Census Tract 217, Caddo Parish, Louisiana",1400000US22017021700,1776,37.5,366,1351,0,33,3,0,707,520,134,386,1016,0,73,77,254,533,79,48200,0,0,0,1393,552,12003,0,22500,1452,289,9,912,841,739,37,22,017,021700
"Census Tract 218, Caddo Parish, Louisiana",1400000US22017021800,1487,36.9,81,1387,3,0,0,16,584,444,188,256,843,5,262,14,215,341,6,56000,0,0,0,1442,602,11299,0,22172,1387,100,0,922,919,728,12,22,017,021800
"Census Tract 219, Caddo Parish, Louisiana",1400000US22017021900,1700,35.0,100,1600,0,0,0,0,776,589,288,301,883,77,47,85,343,233,98,36000,0,0,6,1671,486,11652,0,21713,1511,189,0,1087,1087,854,118,22,017,021900
"Census Tract 220, Caddo Parish, Louisiana",1400000US22017022000,2086,35.5,110,1948,0,0,0,21,948,827,340,487,1282,39,9,40,336,833,25,55600,0,0,0,2053,871,14173,0,18750,1956,92,21,1125,1108,971,137,22,017,022000
"Census Tract 221, Caddo Parish, Louisiana",1400000US22017022100,5987,35.2,55,5826,0,106,0,0,2656,2430,1045,1385,3483,197,67,88,1375,1372,384,69700,0,0,0,5971,2104,14479,0,24773,5553,371,18,3834,3703,3273,279,22,017,022100
"Census Tract 222, Caddo Parish, Louisiana",1400000US22017022200,5580,32.9,574,4940,16,34,0,0,2369,2082,915,1167,3309,0,112,89,1255,1297,556,66300,0,0,0,5500,2079,14464,0,21444,4922,567,57,3260,3226,2552,290,22,017,022200
"Census Tract 223, Caddo Parish, Louisiana",1400000US22017022300,2479,38.8,282,2193,0,0,0,0,1320,991,336,655,1793,0,30,151,499,808,305,48200,0,0,0,2479,1228,11991,8,19596,2107,340,0,1528,1496,1384,80,22,017,022300
"Census Tract 224, Caddo Parish, Louisiana",1400000US22017022400,3251,27.9,415,2810,16,6,0,0,1485,1102,528,574,1854,0,0,35,764,992,63,51600,0,0,8,3238,1352,11166,0,22169,2946,295,4,2031,2019,1533,67,22,017,022400
"Census Tract 225, Caddo Parish, Louisiana",1400000US22017022500,5239,33.1,546,4600,0,5,0,58,2065,1725,796,929,2894,59,62,172,559,1801,241,43300,0,0,0,5239,1795,12152,0,30563,4549,569,39,3180,3058,2709,193,22,017,022500
"Census Tract 226, Caddo Parish, Louisiana",1400000US22017022600,3196,43.2,2901,225,62,8,0,0,1406,1248,1152,96,230,0,0,21,64,145,0,292900,29,0,0,3196,112,53182,240,101667,2230,867,35,1869,1832,1629,1274,22,017,022600
"Census Tract 227, Caddo Parish, Louisiana",1400000US22017022700,2579,31.8,2531,23,8,0,0,0,1052,912,638,274,906,16,0,0,104,563,223,174500,0,0,0,2579,214,35918,64,74009,1692,832,42,1732,1693,1308,620,22,017,022700
"Census Tract 228, Caddo Parish, Louisiana",1400000US22017022800,4349,32.0,4145,22,0,10,0,0,1866,1721,1428,293,767,23,10,0,89,569,76,168800,0,0,0,4319,357,32727,51,66298,3037,1214,49,2631,2586,2252,1147,22,017,022800
"Census Tract 229, Caddo Parish, Louisiana",1400000US22017022900,4729,36.8,3671,613,62,196,0,12,2829,2352,1162,1190,2028,0,17,156,275,1300,280,153500,0,16,11,4652,974,35958,52,51639,2690,1796,34,3042,2874,2734,1001,22,017,022900
"Census Tract 230, Caddo Parish, Louisiana",1400000US22017023000,4612,43.2,3562,697,0,144,0,63,2281,1977,1321,656,1938,0,0,0,548,1308,82,208600,0,0,0,4612,219,37740,135,59683,3039,1355,14,2664,2493,2147,888,22,017,023000
"Census Tract 231, Caddo Parish, Louisiana",1400000US22017023100,1738,46.9,1250,452,0,11,0,12,657,582,483,99,381,0,66,9,32,258,16,341000,8,0,0,1568,197,48542,117,100000,1305,398,5,890,877,747,408,22,017,023100
"Census Tract 232, Caddo Parish, Louisiana",1400000US22017023200,1614,30.3,238,1307,0,25,0,0,668,553,260,293,923,17,0,35,257,501,113,54500,0,0,0,1614,576,14330,0,34698,1379,222,0,955,935,749,85,22,017,023200
