NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 201, Hawaii County, Hawaii",1400000US15001020100,4841,47.9,1702,68,8,1487,370,645,71,2163,1703,1211,492,1638,47,6,59,642,866,18,265600,51,1,0,4835,1090,24946,20,47554,2741,1185,71,2780,2199,2348,850,15,001,020100
"Census Tract 202.02, Hawaii County, Hawaii",1400000US15001020202,2148,48.0,568,10,0,670,221,219,47,727,642,497,145,411,0,0,33,110,268,0,261400,15,10,0,1697,434,19753,27,31875,1283,585,17,1400,1150,1262,255,15,001,020202
"Census Tract 203, Hawaii County, Hawaii",1400000US15001020300,3847,46.7,843,9,8,958,487,571,54,1989,1525,599,926,1931,54,29,59,308,1339,142,277000,0,0,0,3677,862,24369,10,37969,2496,923,87,2544,2164,2171,635,15,001,020300
"Census Tract 204, Hawaii County, Hawaii",1400000US15001020400,4020,34.3,695,77,4,926,582,567,35,1601,1317,413,904,2797,71,14,367,734,1485,126,227600,5,0,8,4020,1640,17928,9,28493,2930,572,132,2310,1846,1880,506,15,001,020400
"Census Tract 205, Hawaii County, Hawaii",1400000US15001020500,5399,30.9,1174,37,14,1682,566,626,8,2467,2056,609,1447,3471,36,110,119,818,2115,273,302700,0,0,0,4715,1899,17857,18,22903,3496,908,227,3677,2744,2250,703,15,001,020500
"Census Tract 206, Hawaii County, Hawaii",1400000US15001020600,6439,37.9,749,38,6,1142,1357,653,13,2115,1830,1416,414,1217,27,28,123,364,537,138,223400,1,11,3,6401,840,21953,49,57941,5191,713,42,3795,3162,3271,666,15,001,020600
"Census Tract 207.01, Hawaii County, Hawaii",1400000US15001020701,4352,43.8,552,12,0,2106,246,207,9,2002,1758,1182,576,1415,42,50,104,319,732,168,296800,0,0,0,4352,548,26696,25,49368,3658,351,150,2481,2177,2086,823,15,001,020701
"Census Tract 207.02, Hawaii County, Hawaii",1400000US15001020702,5377,45.0,634,47,9,2536,182,779,133,1901,1835,1522,313,1014,0,15,47,276,484,192,300800,8,7,0,5377,243,28720,17,69571,4555,449,30,3337,2991,2821,1253,15,001,020702
"Census Tract 208.01, Hawaii County, Hawaii",1400000US15001020801,4910,42.8,739,0,17,1878,446,329,9,1623,1557,1225,332,1233,0,0,20,320,695,198,294000,0,0,0,4805,409,31850,93,74112,3593,743,141,2914,2362,2478,985,15,001,020801
"Census Tract 208.02, Hawaii County, Hawaii",1400000US15001020802,6422,41.3,1620,67,0,2122,574,491,96,2535,2220,1546,674,1846,96,174,0,291,1082,203,353300,0,17,0,6369,651,32130,178,63750,4823,1146,68,3990,3614,3305,1293,15,001,020802
