NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 301, Adams County, Indiana",1400000US18001030100,4875,42.2,4689,10,15,35,0,8,1953,1811,1529,282,621,9,0,9,142,292,169,151600,0,0,9,4866,497,26834,87,63880,4020,815,17,2902,2841,2528,480,18,001,030100
"Census Tract 302, Adams County, Indiana",1400000US18001030200,4616,42.8,4360,18,0,0,0,211,2314,2151,1462,689,1215,101,0,43,152,707,212,96000,0,0,0,4616,767,22955,16,33720,3887,718,0,2685,2509,2313,272,18,001,030200
"Census Tract 303, Adams County, Indiana",1400000US18001030300,5692,37.3,5381,178,0,34,0,86,2383,2284,1557,727,1448,0,23,26,212,1031,156,93700,0,0,0,5357,796,21342,14,42258,4672,899,49,3439,3239,3034,564,18,001,030300
"Census Tract 304, Adams County, Indiana",1400000US18001030400,3437,38.1,3427,0,0,10,0,0,1243,1217,1133,84,403,48,0,0,80,275,0,151900,0,0,10,3313,467,26904,26,61031,2979,331,60,1816,1695,1641,354,18,001,030400
"Census Tract 305, Adams County, Indiana",1400000US18001030500,5979,20.1,5956,0,1,3,0,9,1388,1364,1199,165,560,70,85,1,233,105,66,162200,0,0,7,5979,1408,15143,45,56406,5763,210,5,2793,1935,2171,271,18,001,030500
"Census Tract 306, Adams County, Indiana",1400000US18001030600,3459,37.6,3322,25,0,21,0,85,1522,1353,888,465,851,0,0,8,292,496,55,82300,0,0,0,3390,586,21404,14,40179,2764,651,0,2005,1888,1574,426,18,001,030600
"Census Tract 307, Adams County, Indiana",1400000US18001030700,6755,29.1,6608,16,0,18,0,57,2296,2080,1599,481,1102,23,3,71,228,589,188,121800,0,0,0,6500,1619,18029,50,42167,5829,819,11,3191,2281,2648,363,18,001,030700
"Census Tract 1, Allen County, Indiana",1400000US18003000100,2496,34.2,2264,130,0,23,0,17,1128,1120,781,339,652,0,7,6,217,394,28,79100,0,0,0,2496,228,21666,0,46667,1559,723,0,1574,1392,1408,519,18,003,000100
"Census Tract 3, Allen County, Indiana",1400000US18003000300,3283,34.8,2909,185,0,12,0,64,1460,1317,1010,307,585,0,0,0,166,273,146,87900,0,0,0,3264,283,26504,28,50039,2256,844,91,2127,2021,1968,768,18,003,000300
"Census Tract 4, Allen County, Indiana",1400000US18003000400,2458,33.0,2324,66,0,0,0,0,1396,1183,630,553,865,0,0,3,284,489,89,78800,0,0,0,2442,322,23163,7,41049,1769,521,30,1740,1611,1557,551,18,003,000400
