NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_001E,B25075_025E,B25075_026E,B25075_027E,B15003_001E,B15003_022E,B17001_001E,B17001_002E,B19301_001E,B19001_001E,B19001_017E,B19013_001E,B05002_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,state,county,tract
"Census Tract 7701, Adams County, Ohio",1400000US39001770100,4617,43.6,4410,63,37,49,0,0,2090,1860,1208,652,1608,62,75700,1208,0,0,10,3267,213,4515,1006,18645,1860,2,32338,4617,3772,784,2,2731,2712,39,001,770100
"Census Tract 7702, Adams County, Ohio",1400000US39001770200,4934,38.5,4750,0,0,0,0,13,2061,1713,1289,424,1216,25,128800,1289,0,0,0,3237,257,4840,1064,20719,1713,26,41540,4934,4120,773,7,2909,2897,39,001,770200
"Census Tract 7703, Adams County, Ohio",1400000US39001770300,7108,38.7,7079,0,0,0,0,0,2910,2444,1835,609,1800,115,104600,1835,0,0,0,4590,292,7089,1245,17857,2444,0,44500,7108,5626,1479,3,4176,4120,39,001,770300
"Census Tract 7704, Adams County, Ohio",1400000US39001770400,4332,45.1,4290,33,0,0,0,0,2157,1905,1040,865,1818,106,99300,1040,0,0,0,3061,174,4093,1377,18520,1905,18,27514,4332,3539,694,19,2413,2370,39,001,770400
"Census Tract 7705, Adams County, Ohio",1400000US39001770500,3429,43.1,3144,4,85,0,0,0,1718,1409,1067,342,765,0,83300,1067,0,0,0,2407,117,3429,1004,17790,1409,21,33019,3429,2883,539,0,2063,2015,39,001,770500
"Census Tract 7706, Adams County, Ohio",1400000US39001770600,3691,42.9,3625,0,0,0,0,4,1846,1554,1028,526,1341,165,90700,1028,0,0,0,2544,224,3691,1074,20286,1554,10,32843,3691,2597,1090,4,2312,2278,39,001,770600
"Census Tract 101, Allen County, Ohio",1400000US39003010100,4535,39.4,4339,126,0,31,0,0,1831,1716,1241,475,996,126,144600,1241,0,0,0,2927,601,4100,236,29650,1716,67,73305,4535,3448,995,18,2536,2467,39,003,010100
"Census Tract 102, Allen County, Ohio",1400000US39003010200,4165,42.3,4133,12,0,1,0,0,1587,1538,1296,242,638,35,119300,1296,17,0,2,2889,388,4084,377,25524,1538,10,54113,4165,3739,360,54,2470,2461,39,003,010200
"Census Tract 103, Allen County, Ohio",1400000US39003010300,1553,44.3,1553,0,0,0,0,0,657,614,545,69,141,0,135600,545,0,0,0,1110,91,1548,84,29502,614,27,65368,1553,1374,179,0,944,944,39,003,010300
"Census Tract 106, Allen County, Ohio",1400000US39003010600,4871,38.8,4665,41,4,55,0,12,1980,1876,1491,385,1163,143,114500,1491,5,0,0,3274,275,4818,694,26629,1876,71,53281,4871,4458,358,28,2875,2832,39,003,010600
"Census Tract 108, Allen County, Ohio",1400000US39003010800,7382,43.2,6938,223,0,10,0,40,3018,2832,2300,532,1141,41,146300,2300,0,0,0,5059,519,7376,181,30497,2832,151,65759,7382,6334,1029,5,3985,3965,39,003,010800
"Census Tract 109, Allen County, Ohio",1400000US39003010900,4690,27.5,4033,479,0,19,0,20,1865,1753,991,762,1615,246,116400,991,8,0,11,2497,239,3903,561,21761,1753,22,49151,4690,3141,1417,21,3067,2926,39,003,010900
"Census Tract 110, Allen County, Ohio",1400000US39003011000,5902,38.8,4611,912,19,0,0,86,2575,2556,1166,1390,2781,379,103900,1166,0,0,0,4116,336,5722,1240,24167,2556,14,35159,5902,4483,1354,3,3747,3617,39,003,011000
"Census Tract 112, Allen County, Ohio",1400000US39003011200,2961,42.3,2118,722,31,4,0,54,602,529,387,142,401,6,77300,387,0,0,0,2480,99,1382,198,11851,529,11,40673,2961,2280,654,6,2388,2276,39,003,011200
"Census Tract 113, Allen County, Ohio",1400000US39003011300,7300,41.8,6732,243,7,123,0,104,3168,2789,2292,497,1566,0,128000,2292,0,0,19,4951,411,7118,688,24756,2789,41,48884,7300,6378,783,25,4459,4357,39,003,011300
"Census Tract 114, Allen County, Ohio",1400000US39003011400,2973,44.9,2961,0,0,0,0,0,1189,1113,1023,90,224,21,155300,1023,0,0,8,2185,244,2920,241,26364,1113,25,55945,2973,2629,319,17,1862,1841,39,003,011400
"Census Tract 115, Allen County, Ohio",1400000US39003011500,2725,32.9,2582,0,18,8,0,11,1024,924,791,133,386,2,115100,791,0,0,0,1663,197,2702,291,19698,924,2,49630,2725,2379,304,16,1584,1521,39,003,011500
"Census Tract 116, Allen County, Ohio",1400000US39003011600,2583,46.2,2480,39,23,0,0,0,1204,1089,851,238,335,0,106300,851,0,0,0,1896,241,2522,238,22715,1089,21,34263,2583,2155,409,12,1604,1592,39,003,011600
