NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 1, Ada County, Idaho",1400000US16001000100,4030,35.5,3651,11,135,136,0,39,2705,2329,298,2031,3389,198,244600,0,0,0,4030,1630,26112,38,24693,1208,2493,138,3253,3002,2769,1024,16,001,000100
"Census Tract 2.01, Ada County, Idaho",1400000US16001000201,3300,46.0,3166,53,0,29,0,15,1445,1392,837,555,1045,219,509400,21,26,7,3137,235,64962,342,88750,1282,1894,24,2037,1951,1837,1319,16,001,000201
"Census Tract 2.02, Ada County, Idaho",1400000US16001000202,5614,45.5,5220,66,0,118,0,99,2358,2266,1821,445,1120,71,368000,30,21,0,5598,251,64051,543,117143,2111,3303,0,3492,3343,3033,2183,16,001,000202
"Census Tract 3.02, Ada County, Idaho",1400000US16001000302,3266,40.8,2905,0,0,125,0,117,1477,1383,812,571,1366,42,172300,0,0,0,3226,327,26017,6,45118,1464,1517,23,2060,1832,1767,608,16,001,000302
"Census Tract 3.03, Ada County, Idaho",1400000US16001000303,1919,45.9,1748,19,14,19,0,107,1194,1008,478,530,959,307,252000,0,0,0,1895,382,36950,59,47407,563,1206,18,1260,1126,975,526,16,001,000303
"Census Tract 3.04, Ada County, Idaho",1400000US16001000304,6566,39.5,5805,357,73,189,0,45,3027,2903,2188,715,1847,248,165400,0,0,0,6566,842,28825,72,50694,2998,3199,59,4163,3858,3828,1638,16,001,000304
"Census Tract 4, Ada County, Idaho",1400000US16001000400,5514,32.7,4707,54,7,218,61,71,2827,2516,1082,1434,2954,146,152600,0,0,0,5500,1165,27033,109,42917,2546,2548,15,4110,3792,3445,1260,16,001,000400
"Census Tract 5, Ada County, Idaho",1400000US16001000500,6218,38.6,5719,45,23,92,0,0,2807,2715,1841,874,1962,52,220600,0,0,0,6177,962,36490,149,56607,2616,3307,28,4285,4046,3718,1743,16,001,000500
"Census Tract 6, Ada County, Idaho",1400000US16001000600,5171,37.2,4870,23,31,126,0,54,2899,2548,1436,1112,1828,198,305100,0,0,0,5171,364,43666,335,51342,1760,3090,96,3620,3349,3152,1909,16,001,000600
"Census Tract 7.01, Ada County, Idaho",1400000US16001000701,4875,42.4,4591,42,3,73,0,51,2560,2410,1196,1214,2062,268,300000,15,0,0,4801,379,38274,183,48960,2251,2383,59,3009,2666,2696,1667,16,001,000701
