NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county,tract
"Census Tract 9501, Adair County, Missouri",1400000US29001950100,3757,42.8,3683,0,1,4,0,3,0,1555,1326,1180,146,339,40,30,6,57,206,0,117200,0,0,0,3709,505,22500,29,53350,2547,1186,8,2076,1990,1772,451,29,001,950100
"Census Tract 9502, Adair County, Missouri",1400000US29001950200,2790,45.2,2601,0,3,10,66,117,47,1564,1127,930,197,471,0,10,27,50,321,63,100400,3,0,0,2790,393,22643,21,43431,1975,729,56,1687,1478,1454,351,29,001,950200
"Census Tract 9503, Adair County, Missouri",1400000US29001950300,3316,24.4,3059,84,19,75,0,62,9,1798,1419,484,935,2170,0,16,33,151,1512,458,74900,0,0,3,3258,1403,17209,3,22808,2251,974,0,2557,2415,1342,337,29,001,950300
"Census Tract 9504, Adair County, Missouri",1400000US29001950400,3950,38.4,3500,97,0,159,28,66,0,1927,1745,1138,607,1009,9,0,28,233,586,153,118800,0,0,0,3901,632,24243,28,45199,2341,1350,7,2108,1905,1897,738,29,001,950400
"Census Tract 9505, Adair County, Missouri",1400000US29001950500,7001,31.6,6495,218,29,185,0,182,28,3323,2920,1612,1308,2436,0,13,71,396,1512,444,154500,0,0,0,6646,1598,24293,19,39452,4207,2406,61,4561,4302,2984,1198,29,001,950500
"Census Tract 9509, Adair County, Missouri",1400000US29001950900,2444,22.5,2318,55,0,0,0,153,0,1126,875,243,632,1880,12,0,10,157,1354,347,92100,0,0,6,2444,1344,12014,0,21382,1596,848,0,1980,1955,558,235,29,001,950900
"Census Tract 9510, Adair County, Missouri",1400000US29001951000,2289,19.5,1993,111,9,90,0,48,5,50,50,0,50,70,0,0,0,0,59,11,-666666666,0,0,0,70,54,2605,0,-666666666,1444,681,41,2283,2180,49,0,29,001,951000
"Census Tract 101, Andrew County, Missouri",1400000US29003010100,5698,42.3,5239,206,0,31,40,231,24,2360,2253,1750,503,1212,0,6,28,571,544,63,173800,21,0,0,5649,350,33097,111,74185,4125,1483,41,3523,3488,3126,982,29,003,010100
"Census Tract 102, Andrew County, Missouri",1400000US29003010200,6592,39.1,6547,25,0,20,0,117,0,2723,2603,1771,832,2053,16,17,44,232,1385,359,112500,0,0,0,6425,722,23102,65,44383,4752,1718,85,3943,3802,3359,911,29,003,010200
"Census Tract 103, Andrew County, Missouri",1400000US29003010300,2044,42.2,1943,30,45,9,0,10,0,916,789,708,81,208,8,4,18,83,95,0,100500,0,0,0,2027,217,23393,17,52557,1724,298,3,1153,1144,1024,206,29,003,010300
"Census Tract 104, Andrew County, Missouri",1400000US29003010400,3013,46.1,2962,0,19,16,0,27,0,1290,1192,1040,152,432,6,0,29,65,297,35,145600,0,0,0,2949,279,24496,11,60213,2328,641,8,1725,1702,1485,311,29,003,010400
"Census Tract 9501, Atchison County, Missouri",1400000US29005950100,3019,48.0,2954,26,3,11,0,28,1,1721,1424,982,442,897,13,10,131,240,425,78,70400,6,0,5,2969,485,25621,23,41814,1992,995,15,1770,1735,1573,383,29,005,950100
"Census Tract 9502, Atchison County, Missouri",1400000US29005950200,2361,46.4,2309,1,12,8,0,38,0,1242,1070,747,323,630,24,7,3,158,407,31,106000,0,0,0,2301,150,28104,36,45795,1350,1001,2,1257,1232,1060,306,29,005,950200
"Census Tract 9501, Audrain County, Missouri",1400000US29007950100,4462,38.6,3568,573,17,36,0,40,12,1408,1154,747,407,910,9,4,0,293,477,127,63100,0,0,0,2832,560,12124,0,36875,3413,936,46,3187,3117,2862,229,29,007,950100
"Census Tract 9502, Audrain County, Missouri",1400000US29007950200,4654,48.0,4423,36,0,0,5,79,4,2145,1866,1492,374,885,15,14,105,279,393,79,101800,5,0,33,4518,531,26476,43,43804,4004,615,12,2571,2551,2268,257,29,007,950200
"Census Tract 9503, Audrain County, Missouri",1400000US29007950300,3746,37.4,3573,96,0,0,0,91,36,1224,1096,993,103,320,0,65,36,21,185,13,137900,3,0,0,3735,723,19927,6,64375,3056,671,5,2125,1981,1879,370,29,007,950300
"Census Tract 9504, Audrain County, Missouri",1400000US29007950400,3022,31.8,2795,41,42,0,0,138,6,1231,1072,681,391,958,0,0,5,415,498,40,76300,0,0,0,2927,639,16831,7,33512,2397,567,0,1826,1726,1542,264,29,007,950400
"Census Tract 9505, Audrain County, Missouri",1400000US29007950500,3342,43.5,2933,320,0,11,0,153,0,1667,1383,788,595,1300,9,0,48,140,785,318,87500,18,0,0,3118,598,19745,8,39688,2330,915,7,2049,1970,1728,208,29,007,950500
"Census Tract 9506, Audrain County, Missouri",1400000US29007950600,2866,40.8,2421,279,0,0,0,7,7,1442,1223,862,361,746,38,0,0,92,420,196,135100,0,0,0,2866,409,23067,22,40208,2382,458,0,1529,1503,1234,351,29,007,950600
"Census Tract 9507, Audrain County, Missouri",1400000US29007950700,3776,37.5,3335,189,0,21,0,235,185,1678,1461,782,679,1602,0,19,47,562,911,63,68500,0,0,0,3713,733,19722,17,42610,2895,764,46,2204,2137,1782,245,29,007,950700
"Census Tract 9601, Barry County, Missouri",1400000US29009960100,6416,50.3,6277,0,0,0,0,0,0,3663,2540,2078,462,1387,50,0,102,434,556,245,136400,15,0,0,6345,1282,18959,1,39056,3406,2973,17,3980,3970,3389,235,29,009,960100
"Census Tract 9602, Barry County, Missouri",1400000US29009960200,6408,39.5,5763,15,108,304,0,756,42,2635,2234,1791,443,1339,0,0,30,345,906,58,123400,0,0,0,6408,1099,20628,16,42500,3842,1952,29,3848,3236,3128,421,29,009,960200
"Census Tract 9603, Barry County, Missouri",1400000US29009960300,6244,37.3,5422,1,0,46,0,1499,649,2633,2163,1281,882,2635,0,0,74,659,1599,303,110100,0,0,0,6123,1903,19567,21,41012,2721,2567,84,3803,2765,3272,559,29,009,960300
"Census Tract 9604.01, Barry County, Missouri",1400000US29009960401,4434,41.3,4232,2,12,0,0,61,17,2044,1637,1199,438,1265,4,16,18,352,632,243,85000,0,10,0,4434,956,18074,26,34010,1788,2637,8,2429,2391,2130,124,29,009,960401
"Census Tract 9604.02, Barry County, Missouri",1400000US29009960402,3205,38.4,2920,0,22,127,0,352,36,1520,1095,829,266,826,10,19,36,205,477,79,83000,4,0,0,3186,737,17465,5,40032,1835,1155,32,1962,1767,1704,193,29,009,960402
"Census Tract 9605, Barry County, Missouri",1400000US29009960500,6104,36.7,5738,44,10,64,0,376,182,2434,2171,1543,628,1932,0,0,47,348,1352,185,106200,53,0,0,5921,1350,17743,23,34792,3254,2626,31,3109,2920,2711,539,29,009,960500
"Census Tract 9606, Barry County, Missouri",1400000US29009960600,2905,60.4,2851,3,19,0,0,34,0,2485,1408,1198,210,494,1,0,0,141,352,0,152500,0,0,0,2836,549,25332,43,35405,812,2016,56,1363,1348,1313,299,29,009,960600
"Census Tract 9601, Barton County, Missouri",1400000US29011960100,2673,42.7,2399,8,79,0,3,168,127,1356,1101,864,237,518,7,4,17,186,237,67,95600,9,0,2,2665,408,25563,31,42399,1758,823,3,1524,1390,1346,166,29,011,960100
"Census Tract 9602, Barton County, Missouri",1400000US29011960200,3835,39.6,3599,0,120,0,0,19,5,1707,1556,1143,413,1027,9,4,97,241,512,164,102300,0,0,0,3816,615,23204,42,42931,2192,1617,6,2266,2230,1903,438,29,011,960200
"Census Tract 9603, Barton County, Missouri",1400000US29011960300,5567,42.2,5349,20,19,69,0,98,0,2513,2253,1352,901,2021,0,19,79,601,1322,0,92700,20,0,0,5428,1699,20572,59,34531,3796,1677,0,3031,2930,2649,490,29,011,960300
"Census Tract 701, Bates County, Missouri",1400000US29013070100,5173,45.3,4987,13,6,28,0,35,14,2358,2068,1538,530,1213,8,38,13,425,635,94,128000,3,7,0,5024,536,26223,40,53125,3811,1282,33,3058,3012,2638,404,29,013,070100
"Census Tract 702, Bates County, Missouri",1400000US29013070200,4257,43.0,4085,0,33,2,0,174,60,1909,1625,1314,311,755,24,51,31,304,340,5,114200,0,0,0,4251,477,22837,14,48775,2763,1437,25,2628,2566,2270,317,29,013,070200
"Census Tract 703, Bates County, Missouri",1400000US29013070300,4567,33.5,4257,152,37,0,0,118,55,2218,1838,949,889,2391,13,7,275,459,1388,249,89900,0,0,0,4328,1186,16857,0,30129,3221,1317,0,2415,2385,2145,296,29,013,070300
"Census Tract 704, Bates County, Missouri",1400000US29013070400,2516,44.5,2462,0,16,0,9,5,0,1342,1086,874,212,466,4,3,42,88,273,56,73900,13,0,17,2488,424,22879,18,36800,1879,614,5,1291,1285,1155,155,29,013,070400
"Census Tract 4601, Benton County, Missouri",1400000US29015460100,3327,44.8,3310,0,0,14,0,141,0,1602,1369,1168,201,422,0,0,3,183,216,20,107400,0,0,0,3236,555,19080,0,37668,2516,743,9,1984,1946,1693,246,29,015,460100
"Census Tract 4602, Benton County, Missouri",1400000US29015460200,2341,41.4,2283,9,0,11,5,45,9,1152,950,674,276,521,0,39,28,62,319,73,97700,0,0,0,2276,618,18895,7,32679,1603,677,39,1375,1274,1202,87,29,015,460200
"Census Tract 4603, Benton County, Missouri",1400000US29015460300,4601,50.2,4469,34,28,0,0,121,0,2709,2020,1337,683,1398,0,0,103,403,596,296,128700,0,0,0,4482,797,19299,20,31534,2612,1966,14,2537,2494,2223,261,29,015,460300
"Census Tract 4604, Benton County, Missouri",1400000US29015460400,2006,56.5,1965,0,11,0,0,3,30,2258,925,878,47,80,0,0,0,34,46,0,93300,0,0,0,2006,270,22881,10,35375,1263,710,25,1113,1076,1003,124,29,015,460400
"Census Tract 4607, Benton County, Missouri",1400000US29015460700,2792,61.3,2647,0,26,0,0,0,0,3193,1266,1148,118,402,0,0,85,32,104,181,119700,8,0,0,2781,533,19273,14,34423,1564,1207,13,1308,1308,1241,103,29,015,460700
"Census Tract 4608, Benton County, Missouri",1400000US29015460800,3758,55.8,3572,27,0,9,0,30,0,3128,1598,1427,171,485,56,0,52,78,299,0,107200,0,0,0,3732,808,18792,13,32986,2278,1451,0,1898,1857,1804,265,29,015,460800
"Census Tract 9501, Bollinger County, Missouri",1400000US29017950100,4782,47.3,4689,12,20,0,0,63,0,2157,1860,1680,180,528,0,14,0,267,237,10,99600,0,0,25,4771,1139,22651,72,40352,3805,959,10,2914,2890,2638,216,29,017,950100
"Census Tract 9502, Bollinger County, Missouri",1400000US29017950200,4420,37.7,4270,23,78,31,0,66,0,2085,1676,1210,466,1293,0,69,38,183,805,198,92000,0,0,2,4329,1025,16436,8,35776,3434,942,11,2628,2614,2184,246,29,017,950200
"Census Tract 9503, Bollinger County, Missouri",1400000US29017950300,3080,40.9,3048,0,0,0,0,0,0,1590,1269,1000,269,663,16,0,99,174,298,76,96200,11,0,0,3080,717,20948,2,42216,2677,403,0,1824,1815,1580,162,29,017,950300
"Census Tract 2, Boone County, Missouri",1400000US29019000200,1827,26.8,1594,90,2,57,0,107,14,923,822,122,700,1182,4,10,5,192,711,260,96000,0,0,0,1475,426,18004,0,30781,984,751,6,1597,1472,946,517,29,019,000200
