NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Benton County, Arkansas",0500000US05007,245231,35.1,216485,3634,3376,8713,1045,39405,4844,98027,88014,58924,29090,78326,352,472,1397,15283,51970,8852,155900,324,44,64,242200,27562,28996,5119,59016,99695,115452,2510,147376,125816,127427,41523,05,007
"Boone County, Arkansas",0500000US05009,37301,42.4,36003,129,284,191,46,859,16,16908,14883,10714,4169,10937,164,225,447,2135,6463,1503,114400,4,0,31,36681,6409,21719,412,38664,21390,15512,101,21667,21175,18777,2978,05,009
"Bradley County, Arkansas",0500000US05011,11096,40.9,6833,3239,157,0,0,1573,822,5819,4550,2936,1614,3953,145,229,150,656,2553,220,72500,11,0,5,10973,3163,20465,61,34665,8455,1891,14,6460,5710,5553,760,05,011
"Calhoun County, Arkansas",0500000US05013,5210,44.9,3992,1140,6,11,15,198,2,2888,2079,1700,379,990,17,52,5,260,520,136,71800,0,0,0,5057,969,21093,12,35446,4275,888,16,3224,3145,2738,367,05,013
"Carroll County, Arkansas",0500000US05015,27690,44.4,25856,318,172,245,143,4021,301,13581,10874,8266,2608,7227,21,55,79,1995,4343,734,118500,0,0,0,27397,4789,20888,171,38145,12390,12925,86,15767,13316,13687,2362,05,015
"Chicot County, Arkansas",0500000US05017,11189,43.7,4778,6070,47,46,0,578,176,5407,4384,2902,1482,3867,46,74,291,1034,1970,452,59600,0,6,5,10517,3252,18853,76,29628,7560,3320,23,6470,6150,5576,666,05,017
"Clark County, Arkansas",0500000US05019,22684,33.6,16387,5348,39,174,0,1013,336,10405,8783,5544,3239,6800,95,104,192,1165,4392,852,92700,9,28,9,19833,4762,19500,130,35595,15974,5948,105,14704,13908,9586,2595,05,019
"Clay County, Arkansas",0500000US05021,15202,44.0,14632,76,62,26,0,275,242,8039,6453,4683,1770,4023,39,62,293,715,2415,499,66700,0,0,4,15032,3340,19192,56,32404,8741,6211,43,8804,8538,7622,902,05,021
"Cleburne County, Arkansas",0500000US05023,25587,47.9,24850,143,103,147,0,615,65,15854,10360,7802,2558,6089,24,138,256,1748,3557,366,126100,9,11,0,25183,3901,25078,278,41717,15395,9705,132,14050,13586,12327,1900,05,023
"Cleveland County, Arkansas",0500000US05025,8421,42.5,7299,885,19,9,0,189,15,4058,3342,2519,823,2122,54,53,233,562,999,221,84000,0,0,0,8335,1671,21485,52,42429,7004,1260,13,4912,4788,4191,756,05,025
"Columbia County, Arkansas",0500000US05027,24168,36.0,14506,8420,76,256,0,619,665,11578,9518,6296,3222,6993,275,99,193,1356,4511,559,77100,0,0,0,22375,5581,19922,99,36507,16833,6654,42,14987,14241,11038,2595,05,027
"Conway County, Arkansas",0500000US05029,21060,41.0,17959,2490,112,16,0,790,47,9733,8360,6069,2291,5330,137,82,107,1076,3340,588,100300,0,2,10,20823,4482,21896,204,38266,15829,4699,101,12334,11845,10652,2014,05,029
"Craighead County, Arkansas",0500000US05031,102884,33.9,83094,14233,657,1222,80,4856,1614,43278,39042,23001,16041,40121,378,205,530,6283,27950,4775,131700,94,81,129,98732,18682,24226,1093,43892,70558,27989,431,64104,60300,52231,13816,05,031
"Crawford County, Arkansas",0500000US05033,61927,38.8,55876,825,1248,1086,0,4328,948,26430,23548,17991,5557,14588,130,342,619,2722,9197,1578,109500,0,0,0,61197,11491,20889,372,41792,39921,19031,371,36886,34079,31927,4576,05,033
"Crittenden County, Arkansas",0500000US05035,49511,34.7,22338,25110,87,324,75,1151,230,21607,18496,10565,7931,21143,218,362,453,4635,12383,3092,102800,10,0,0,48771,11991,20133,320,39407,27111,21395,242,29567,28699,25002,4500,05,035
"Cross County, Arkansas",0500000US05037,17329,40.3,12940,4033,27,52,0,322,63,7883,6703,4424,2279,5676,64,143,350,1378,3188,553,83900,7,0,0,17025,3364,20692,148,39306,12988,4243,12,10104,9936,8646,1384,05,037
"Dallas County, Arkansas",0500000US05039,7738,43.4,4256,3179,4,138,0,229,67,4285,3222,2162,1060,2279,72,5,131,284,1493,294,61000,0,0,7,7157,1054,17803,6,35745,6163,1375,13,4365,4206,3836,513,05,039
"Desha County, Arkansas",0500000US05041,12234,39.3,5993,5837,24,14,0,642,238,6283,5224,2925,2299,5179,121,118,192,1386,3053,309,58800,0,0,0,12064,3859,17324,52,26519,9402,2475,30,7011,6622,5926,749,05,041
"Drew County, Arkansas",0500000US05043,18688,36.8,12728,5369,16,23,0,551,363,8479,7094,4453,2641,6605,196,42,339,1760,3673,595,94200,28,19,6,17490,4851,18373,60,33092,14669,3776,36,11523,11240,8597,1878,05,043
"Faulkner County, Arkansas",0500000US05045,120417,31.9,100659,13464,483,1498,170,4754,1644,48753,43451,27050,16401,40383,107,161,449,6756,26211,6699,149900,97,19,24,115514,18590,24809,1086,50872,78668,37517,776,78295,74666,59445,18001,05,045
"Franklin County, Arkansas",0500000US05047,17799,41.0,16789,164,423,64,26,501,16,8024,6779,4959,1820,4901,59,48,167,606,3069,952,94000,27,36,0,17448,3684,19811,57,39482,12278,5025,116,10294,10068,8764,1308,05,047
"Fulton County, Arkansas",0500000US05049,12186,48.2,11760,9,91,18,0,158,40,6746,5240,4062,1178,2775,11,39,191,525,1637,372,88500,0,23,0,11948,2769,19082,18,35593,6010,6037,37,6680,6544,5865,757,05,049
"Garland County, Arkansas",0500000US05051,97119,44.1,83060,7959,708,691,9,5064,2692,50530,40353,26768,13585,31078,180,238,521,6639,19765,3735,133700,98,16,31,95184,19639,24602,1035,40011,55051,37858,793,55818,52498,48493,9227,05,051
"Grant County, Arkansas",0500000US05053,18046,39.3,16935,788,56,33,2,168,25,7840,6869,5464,1405,3397,52,12,184,750,2114,285,117800,8,0,12,17829,2318,24696,93,49195,14276,3556,57,10914,10706,9465,1953,05,053
"Greene County, Arkansas",0500000US05055,43745,38.2,41969,411,161,59,20,1144,408,18479,16766,11135,5631,14039,171,142,339,3073,7508,2806,105300,25,0,0,42953,7621,21643,293,42755,28616,14446,346,26493,26003,22479,4011,05,055
"Hempstead County, Arkansas",0500000US05057,22208,38.5,13986,6737,39,1,0,2782,909,10430,7729,5239,2490,7086,296,24,256,2569,3188,753,76300,2,9,20,21926,5861,17813,55,34072,13485,6998,205,12695,11220,11120,1522,05,057
"Hot Spring County, Arkansas",0500000US05059,33440,40.9,28677,3770,118,85,0,1093,138,14331,12226,8921,3305,8019,79,69,313,1791,4936,831,85600,13,11,0,31364,5347,20522,169,42589,24334,8529,220,20510,20140,17685,2544,05,059
"Howard County, Arkansas",0500000US05061,13487,38.6,9094,2839,68,21,0,1538,1264,6230,5068,3390,1678,4380,50,76,225,1394,2351,284,90100,19,0,2,13277,2605,22587,141,34672,7866,4845,39,7770,6777,6839,1171,05,061
"Independence County, Arkansas",0500000US05063,37030,39.2,34268,722,143,318,5,2221,851,16273,14316,10247,4069,9576,104,431,301,1863,5760,1117,99900,13,0,3,35875,6891,22035,374,37592,25919,9794,126,21950,20820,18811,3424,05,063
"Izard County, Arkansas",0500000US05065,13461,48.1,13044,166,32,21,0,254,55,7212,5349,4166,1183,3003,42,5,222,771,1427,536,77600,0,0,0,12627,2775,18964,56,35188,7356,5706,102,7624,7332,6687,890,05,065
"Jackson County, Arkansas",0500000US05067,17495,40.8,13874,2997,62,25,0,469,137,7598,6219,4265,1954,4649,48,33,147,1165,2977,279,63600,0,7,29,14262,3866,18316,103,31245,13681,3637,50,11012,10800,9624,864,05,067
"Jefferson County, Arkansas",0500000US05069,72385,38.7,29613,40617,105,579,0,1369,605,33207,27660,17281,10379,25315,136,270,1377,6742,14228,2562,81900,0,4,35,66502,16959,19691,417,36377,56992,13897,260,44638,42828,37077,6201,05,069
"Johnson County, Arkansas",0500000US05071,26025,38.0,24004,460,90,363,13,3474,475,11350,10014,7153,2861,6940,40,39,230,1526,4436,669,90100,0,12,90,25345,5418,18871,167,34031,15956,7939,117,15629,13528,12990,2161,05,071
"Lafayette County, Arkansas",0500000US05073,7127,45.3,4291,2763,0,31,0,71,3,4342,2947,2129,818,1848,32,83,97,671,909,56,63300,12,0,25,6937,1830,24171,85,29882,4247,2797,14,4136,4076,3545,488,05,073
"Lawrence County, Arkansas",0500000US05075,16915,41.8,16436,122,119,14,0,209,12,7969,6603,4468,2135,5157,60,93,179,1305,2937,583,69700,0,0,5,16240,3840,18010,39,33381,12411,4373,28,9912,9746,8197,1325,05,075
"Lee County, Arkansas",0500000US05077,9781,40.9,4090,5615,21,6,0,144,0,4363,3541,1951,1590,3559,131,23,352,903,1955,195,64600,0,0,11,8142,2447,14292,45,25724,7952,1768,5,6201,6103,5288,429,05,077
"Lincoln County, Arkansas",0500000US05079,13935,37.6,9275,4337,66,0,0,501,183,4852,3940,2827,1113,2486,174,45,23,817,1285,142,65000,0,0,12,9246,2158,12610,52,32369,11194,2370,71,9564,9228,8198,537,05,079
"Little River County, Arkansas",0500000US05081,12616,41.6,9285,2644,150,0,0,404,347,6449,5191,3746,1445,3428,38,57,120,367,2176,670,73700,11,7,0,12295,2384,20237,42,35396,4927,7520,75,7333,7111,6499,590,05,081
"Logan County, Arkansas",0500000US05083,21935,42.8,20421,381,183,479,0,593,136,10129,8401,6256,2145,5070,80,299,226,1376,2880,209,87400,62,19,17,21428,4071,20340,175,36463,14465,6901,63,12831,12354,11086,1565,05,083
"Lonoke County, Arkansas",0500000US05085,71279,35.8,63610,4201,331,537,84,2895,1015,28553,25993,18057,7936,20765,333,19,401,3666,14352,1994,131700,0,0,6,70527,8535,24501,325,56156,45441,23192,1135,43431,41894,37493,7772,05,085
"Madison County, Arkansas",0500000US05087,15761,42.3,14951,110,129,66,0,827,36,7482,6279,4741,1538,4123,77,16,473,917,2465,175,100100,11,5,25,15601,2823,22637,144,39839,10127,5106,98,9280,8723,8049,976,05,087
"Marion County, Arkansas",0500000US05089,16404,51.5,15848,59,127,54,0,344,36,9343,6667,5265,1402,3472,0,140,110,696,2094,432,109700,12,0,0,16213,3220,18706,45,33726,6370,9723,122,9161,9043,8158,1063,05,089
"Miller County, Arkansas",0500000US05091,43666,37.6,31082,10991,283,57,31,1266,358,19397,17003,11029,5974,14523,77,281,317,3820,8067,1961,99600,14,7,0,42383,8749,21217,230,39955,15045,27895,209,26541,25945,22897,3506,05,091
"Mississippi County, Arkansas",0500000US05093,44199,35.9,27013,15404,33,91,33,1725,788,20495,16835,9556,7279,18542,179,265,858,4191,10486,2563,80700,15,0,9,43312,11057,19159,206,35003,30029,13270,85,26343,25346,22181,2864,05,093
"Monroe County, Arkansas",0500000US05095,7542,45.5,4226,3081,7,31,0,181,33,4441,3306,2113,1193,2716,91,66,75,613,1366,505,56400,0,0,0,7471,2139,19849,60,31541,6053,1394,10,4361,4249,3662,311,05,095
"Montgomery County, Arkansas",0500000US05097,9100,49.2,8434,53,205,82,0,355,174,5740,3735,2984,751,2043,18,32,59,881,898,155,88200,0,0,37,8923,1677,20375,25,35103,5715,3141,24,5055,4835,4490,650,05,097
"Nevada County, Arkansas",0500000US05099,8668,44.0,5547,2945,19,114,0,26,0,4542,3509,2512,997,3046,152,0,70,575,2024,225,65300,0,0,0,8495,2615,17595,39,30750,6723,1820,28,5007,4912,4327,594,05,099
"Newton County, Arkansas",0500000US05101,7988,47.9,7631,0,90,39,0,86,0,4670,3243,2760,483,1036,38,12,95,142,666,83,84800,1,6,12,7916,1713,17790,24,33176,4944,2942,32,4516,4484,4011,620,05,101
"Ouachita County, Arkansas",0500000US05103,24728,42.8,14168,10072,47,16,0,494,26,13063,10313,6981,3332,8106,219,82,562,2117,4847,279,66900,0,0,0,24337,5970,20033,158,31233,19404,4940,157,14591,14266,12679,2174,05,103
"Perry County, Arkansas",0500000US05105,10246,43.7,9547,275,30,11,0,243,139,4907,3730,2966,764,1997,22,4,156,363,1258,194,84500,0,0,0,10125,1804,22474,52,45819,7730,2429,28,6098,6003,5275,593,05,105
"Phillips County, Arkansas",0500000US05107,19929,37.3,7245,12410,2,23,0,332,15,10156,7953,3883,4070,10467,85,200,684,2573,5727,1198,62900,0,0,5,19688,6588,16684,159,26829,15498,4253,52,11316,11103,9406,967,05,107
"Pike County, Arkansas",0500000US05109,11017,41.4,9816,334,34,77,0,727,561,5572,4298,3225,1073,2489,53,7,180,359,1759,131,77300,24,0,0,10813,1997,19686,40,34519,7647,2882,13,6403,5938,5621,836,05,109
"Poinsett County, Arkansas",0500000US05111,24131,39.9,21558,1448,85,28,0,665,165,10926,9471,5890,3581,9314,170,17,266,2175,5559,1127,77900,7,3,3,23685,5238,17710,45,35163,17831,6031,41,14223,13841,12159,1257,05,111
"Polk County, Arkansas",0500000US05113,20290,44.1,18788,77,241,78,0,1278,453,10032,7925,6103,1822,4361,81,86,272,863,2316,743,83900,6,10,0,20116,5069,18097,64,33202,9962,9421,151,11192,10588,9754,1224,05,113
"Pope County, Arkansas",0500000US05115,63107,34.9,57527,1888,279,638,0,5175,901,25867,22919,15382,7537,18935,91,100,591,3549,12356,2248,120900,8,0,14,59367,11620,20912,455,40534,40455,19192,470,39718,36693,30632,6863,05,115
"Prairie County, Arkansas",0500000US05117,8334,45.4,7103,1114,30,2,0,34,28,4497,3846,2669,1177,2484,41,24,43,872,1214,290,67100,4,5,0,8170,1617,21035,6,37500,7064,1263,5,4773,4747,4163,650,05,117
"Pulaski County, Arkansas",0500000US05119,391806,36.5,226711,140671,1049,8419,99,23294,4889,181232,155440,91650,63790,152117,850,1329,3597,28153,96448,21740,144000,591,184,222,386191,69467,28421,6694,47101,262096,106061,3370,245892,225344,210342,71220,05,119
"Randolph County, Arkansas",0500000US05121,17584,42.9,16981,184,126,8,0,312,50,8537,7318,5286,2032,4866,49,96,174,982,2912,653,79000,0,0,0,17171,3357,20059,41,36318,11190,6136,109,10090,9884,8748,1355,05,121
"St. Francis County, Arkansas",0500000US05123,27023,38.0,11497,14335,92,84,14,1260,629,10898,9308,5384,3924,9803,171,157,259,2523,5983,710,62700,0,0,8,23389,5761,16540,106,35066,18142,7900,266,17080,16003,14769,1410,05,123
"Saline County, Arkansas",0500000US05125,115577,39.2,104154,6989,388,1184,62,4895,609,46800,42633,33089,9544,24285,202,240,491,5594,14594,3164,143900,114,51,41,113889,9706,26963,1164,57632,77029,34432,876,68411,64921,60120,15649,05,125
"Scott County, Arkansas",0500000US05127,10661,42.0,9590,14,165,328,0,786,220,5181,3965,2878,1087,2905,23,18,171,280,1987,426,77700,0,11,22,10558,2204,17934,31,37861,6281,3792,114,6125,5528,5184,572,05,127
"Searcy County, Arkansas",0500000US05129,7938,47.5,7489,34,98,94,0,107,30,4904,3194,2550,644,1305,175,11,54,291,571,203,82800,0,36,1,7836,1619,20618,68,35542,5389,2388,98,4437,4412,3953,624,05,129
"Sebastian County, Arkansas",0500000US05131,127351,37.1,101395,8397,1788,5556,75,17041,5125,56055,50437,30098,20339,47799,302,618,1496,10161,28640,6582,114800,29,49,47,125084,27745,23383,1373,40023,72242,42125,912,77857,65373,65653,12531,05,131
"Sevier County, Arkansas",0500000US05133,17193,35.2,11237,858,364,82,4,5560,4318,6874,6005,4458,1547,4027,38,10,179,1165,2363,272,70400,0,0,7,16979,3804,17458,25,38956,7058,7134,58,9848,6874,8274,662,05,133
"Sharp County, Arkansas",0500000US05135,17027,47.9,16294,55,95,97,0,355,23,9826,7320,5527,1793,4372,53,34,215,870,2601,599,76700,4,23,0,16680,3711,19404,77,31068,9606,7232,33,9097,8845,7949,732,05,135
"Stone County, Arkansas",0500000US05137,12503,49.1,12080,10,44,26,0,213,29,6759,4966,3762,1204,2825,45,165,225,543,1741,106,104800,0,6,0,12387,2925,19616,56,30486,7011,5405,43,6826,6639,5976,1003,05,137
"Union County, Arkansas",0500000US05139,40334,39.5,26064,13299,319,200,0,1486,108,19688,16383,11710,4673,11066,117,302,444,2731,6402,1070,77800,16,0,24,39676,8220,22240,367,39836,29656,9707,119,23957,23020,20746,4266,05,139
"Van Buren County, Arkansas",0500000US05141,16892,47.2,16151,91,64,40,0,488,43,10342,6825,5352,1473,3471,171,11,79,861,2040,309,92000,57,0,9,16696,3084,19883,52,34576,9795,6669,110,9326,9020,8238,982,05,141
"Washington County, Arkansas",0500000US05143,219930,31.4,172215,7585,1904,5268,4658,35554,21781,90065,83467,44671,38796,92789,381,133,851,15651,62670,13103,157400,266,69,114,212185,40272,25249,3349,45442,106309,86417,2486,141219,117792,108314,35327,05,143
"White County, Arkansas",0500000US05145,78823,36.1,72140,3357,155,573,15,3214,768,33138,29108,19699,9409,24012,144,211,617,3979,15924,3137,113500,37,0,0,74752,13201,22510,736,42197,51782,24688,385,48227,45061,38504,7886,05,145
"Woodruff County, Arkansas",0500000US05147,6873,43.8,4801,1831,5,101,7,43,10,3888,2919,1883,1036,2312,36,34,59,878,1109,196,62700,0,0,0,6734,1622,18382,29,30383,5717,1091,15,3936,3922,3406,347,05,147
"Yell County, Arkansas",0500000US05149,21716,39.3,17708,590,163,308,0,4191,2765,9742,7492,5148,2344,7309,174,91,328,2149,3812,755,100100,8,0,21,21383,3738,18981,98,39323,12947,6405,69,12642,10078,10883,1662,05,149
"Alameda County, California",0500000US06001,1605217,37.2,703973,182092,10176,452582,13811,362070,140543,592796,564293,296634,267659,706448,5403,11262,34365,199171,406888,49359,593500,25688,7121,6109,1577618,189590,39042,72709,79831,789982,281927,24547,1061306,582191,913580,418869,06,001
"Alpine County, California",0500000US06003,1184,42.8,857,10,224,9,0,92,0,1771,343,280,63,244,9,0,24,78,117,16,329500,6,0,4,1170,221,26783,26,62375,640,488,19,664,589,544,139,06,003
"Amador County, California",0500000US06005,36963,50.3,32039,898,502,547,76,4822,1553,18203,14248,10778,3470,8287,198,38,410,1731,5347,563,265900,110,22,16,32969,3684,27496,594,57032,25495,9023,191,22076,19001,19604,3977,06,005
"Butte County, California",0500000US06007,223877,36.9,186105,3366,2445,9651,457,34503,8164,97513,85505,50051,35454,94261,378,960,3184,21675,57475,10589,228500,287,22,134,218439,46456,25077,2750,44366,158859,45716,1801,140260,118983,106250,27809,06,007
"Calaveras County, California",0500000US06009,44787,51.2,41304,258,453,448,155,5028,394,28104,17713,13643,4070,10789,40,259,370,2360,6863,897,259000,230,90,30,44280,5641,30577,778,53502,32324,9407,403,25500,23323,22608,4336,06,009
"Colusa County, California",0500000US06011,21361,34.7,18721,222,211,346,20,12351,1223,7939,6962,4489,2473,8581,53,77,853,2741,4037,820,205000,35,0,65,21150,2859,25745,230,54946,13907,2000,120,12645,6186,10612,1323,06,011
"Contra Costa County, California",0500000US06013,1107925,39.1,661857,97032,5447,171853,5511,277676,95126,406803,387540,250055,137485,392607,1698,3870,12265,98048,246402,30324,472900,21720,6825,4636,1098165,111922,40792,52794,82881,617644,202818,17148,689897,436624,595517,242159,06,013
"Del Norte County, California",0500000US06015,27628,38.1,21485,642,1834,672,31,5326,668,11326,9443,5748,3695,9652,188,246,592,2121,5651,854,183600,46,23,11,24011,5219,20282,218,42363,18856,6888,321,17551,15148,15172,1991,06,015
"El Dorado County, California",0500000US06017,183000,45.2,159165,1784,1494,7596,343,22868,6204,88882,67528,50614,16914,46999,368,327,1598,11922,28620,4164,379200,805,273,171,181369,17839,37089,6760,72586,115651,47706,2483,111883,96579,97589,32587,06,017
"Fresno County, California",0500000US06019,963160,31.6,593119,48434,10034,95558,1868,501136,176490,323857,299456,157227,142229,460222,3286,5385,20478,118185,270906,41982,204900,1134,233,452,946765,254872,21057,10642,45963,641276,108253,7865,576989,308976,471211,92422,06,019
"Glenn County, California",0500000US06021,27976,36.9,23493,195,516,685,129,11255,2318,10905,9801,5635,4166,11281,60,138,511,3016,6923,633,215800,22,27,52,27541,5578,20362,167,41699,19342,3086,229,16331,9670,13782,1644,06,021
"Humboldt County, California",0500000US06023,135182,37.6,109778,1603,6834,3739,331,14530,4729,62386,53689,29702,23987,58295,405,1019,3008,14483,33739,5641,279000,215,29,138,131865,27641,24038,1285,42685,93038,33633,1315,88030,78062,70150,19456,06,023
"Imperial County, California",0500000US06025,178807,32.2,124349,4856,1914,2558,254,147880,36347,56906,45800,25544,20256,74605,1564,1637,3673,21375,41416,4940,159000,50,3,20,168279,40552,16311,1015,42560,103603,14057,4206,106155,23669,86368,13024,06,025
"Inyo County, California",0500000US06027,18326,45.4,15003,180,2092,223,34,3867,372,9513,7973,5204,2769,5740,155,94,219,1329,3704,239,235500,11,2,3,17706,1905,28678,213,47278,12355,4112,103,10601,8918,9280,2108,06,027
"Kern County, California",0500000US06029,871337,31.2,647832,48264,10051,40088,1623,449747,94294,291292,262337,149309,113028,371888,2026,3726,13498,93757,224027,34854,175600,381,236,369,839619,194354,21094,9000,49788,567924,118529,8237,528538,288126,432762,66866,06,029
"Kings County, California",0500000US06031,150261,31.4,100728,9596,2054,5700,381,79862,25612,44953,41845,20980,20865,66182,560,927,1829,16173,39914,6779,172000,113,19,5,132716,28661,19123,1184,47241,98251,22334,2056,95299,55619,78192,9842,06,031
