NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,us
United States,0100000US,318558162,37.7,233657078,40241818,2597817,16614625,560021,15133856,134054899,117716237,74881068,42835169,108236222,1226079,1541383,4727126,25511558,64487964,10742112,184700,985866,348313,500867,310629645,46932225,29829,6670686,55322,186708691,84930915,4724202,198765092,154211116,167468515,53214243,1
